,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2020Brian Bowen II,1,0.166666667,1,1,6
2020Buddy Hield,1,0.013888889,0.333333333,3,72
2020Carsen Edwards,1,0.027027027,1,1,37
2020Chandler Hutchison,1,0.035714286,0.25,4,28
2020Chimezie Metu,1,0.055555556,1,1,18
2020Chris Chiozza,1,0.035714286,1,1,28
2020Chris Clemons,1,0.03030303,1,1,33
2020Coby White,1,0.015384615,0.5,2,65
2020Darius Bazley,1,0.016393443,1,1,61
2020Davis Bertans,1,0.018518519,1,1,54
2020Deonte Burton,1,0.025641026,0.25,4,39
2020Donta Hall,1,0.111111111,0.5,2,9
2020Doug McDermott,1,0.014492754,1,1,69
2020Dragan Bender,1,0.0625,0.25,4,16
2020Draymond Green,1,0.023255814,0.5,2,43
2020Edmond Sumner,1,0.032258065,1,1,31
2020Elfrid Payton,1,0.022222222,1,1,45
2020Elie Okobo,1,0.018181818,0.25,4,55
2020Furkan Korkmaz,1,0.013888889,1,1,72
2020Gary Harris,1,0.017857143,1,1,56
2020Gary Payton II,1,0.034482759,0.5,2,29
2020George Hill,1,0.016949153,1,1,59
2020Grant Williams,1,0.014492754,0.333333333,3,69
2020Isaac Bonga,1,0.015151515,1,1,66
2020Jacob Evans,1,0.034482759,0.25,4,29
2020Jae Crowder,1,0.015384615,1,1,65
2020Jahlil Okafor,1,0.033333333,0.5,2,30
2020JaKarr Sampson,1,0.029411765,1,1,34
2020Jalen McDaniels,1,0.0625,0.5,2,16
2020Jeremy Lamb,1,0.02173913,1,1,46
2020Jeremy Pargo,1,0.333333333,0.166666667,6,3
2020Joakim Noah,1,0.2,0.5,2,5
2020Jonah Bolden,1,0.142857143,1,1,7
2020Jordan Bone,1,0.1,0.125,8,10
2020Josh Richardson,1,0.018181818,1,1,55
2020Keldon Johnson,1,0.058823529,1,1,17
2020Kent Bazemore,1,0.014705882,1,1,68
2020Khris Middleton,1,0.016129032,1,1,62
2020Lonzo Ball,1,0.015873016,1,1,63
2020Luguentz Dort,1,0.027777778,0.25,4,36
2020Luke Kennard,1,0.035714286,0.166666667,6,28
2020Malik Beasley,1,0.018181818,0.25,4,55
2020Michael Carter-Williams,1,0.022222222,0.5,2,45
2020Michael Frazier II,1,0.076923077,1,1,13
2020Michael Kidd-Gilchrist,1,0.04,0.25,4,25
2020Mike Muscala,1,0.021276596,0.5,2,47
2020Naz Mitrou-Long,1,0.2,1,1,5
2020Naz Reid,1,0.033333333,0.2,5,30
2020Nigel Williams-Goss,1,0.1,1,1,10
2020Noah Vonleh,1,0.027777778,1,1,36
2020Oshae Brissett,1,0.052631579,0.5,2,19
2020Patty Mills,1,0.015151515,0.333333333,3,66
2020Rayjon Tucker,1,0.05,1,1,20
2020Robert Covington,1,0.014285714,0.5,2,70
2020Romeo Langford,1,0.03125,0.5,2,32
2020Ryan Arcidiacono,1,0.017241379,1,1,58
2020Semi Ojeleye,1,0.014492754,1,1,69
2020Taurean Prince,1,0.015625,1,1,64
2020Terance Mann,1,0.024390244,1,1,41
2020Terence Davis,1,0.013888889,1,1,72
2020Tony Snell,1,0.016949153,0.25,4,59
2020Troy Daniels,1,0.021276596,0.333333333,3,47
2020Vic Law,1,0.125,0.5,2,8
2020Victor Oladipo,1,0.052631579,0.2,5,19
2020Vince Carter,1,0.016666667,1,1,60
2020Wayne Ellington,1,0.027777778,1,1,36
2021Aaron Holiday,1,0.015151515,0.333333333,3,66
2021Andre Roberson,1,0.2,0.125,8,5
2021Avery Bradley,1,0.037037037,0.5,2,27
2021Boban Marjanovic,1,0.03030303,1,1,33
2021Bradley Beal,1,0.016666667,1,1,60
2021Brodric Thomas,1,0.03125,1,1,32
2021Bruno Caboclo,1,0.166666667,0.25,4,6
2021Cameron Payne,1,0.016666667,0.333333333,3,60
2021Cassius Stanley,1,0.041666667,1,1,24
2021Chandler Hutchison,1,0.04,0.2,5,25
2021Chasson Randle,1,0.024390244,0.5,2,41
2021Cole Anthony,1,0.021276596,0.333333333,3,47
2021Damyean Dotson,1,0.02173913,0.25,4,46
2021Daniel Oturu,1,0.033333333,0.5,2,30
2021Danilo Gallinari,1,0.019607843,1,1,51
2021Davis Bertans,1,0.01754386,0.5,2,57
2021De'Aaron Fox,1,0.017241379,1,1,58
2021De'Andre Hunter,1,0.043478261,0.5,2,23
2021Deni Avdija,1,0.018518519,1,1,54
2021Desmond Bane,1,0.014705882,1,1,68
2021Devin Booker,1,0.014925373,1,1,67
2021Dewayne Dedmon,1,0.0625,0.5,2,16
2021Dillon Brooks,1,0.014925373,1,1,67
2021Draymond Green,1,0.015873016,0.2,5,63
2021Eric Gordon,1,0.037037037,0.5,2,27
2021Gabe Vincent,1,0.02,0.25,4,50
2021Gabriel Deck,1,0.1,1,1,10
2021Gary Clark,1,0.025641026,0.5,2,39
2021Gary Harris,1,0.025641026,0.333333333,3,39
2021Harry Giles III,1,0.026315789,0.333333333,3,38
2021Ignas Brazdeikis,1,0.076923077,0.5,2,13
2021Jabari Parker,1,0.076923077,0.5,2,13
2021Jae'Sean Tate,1,0.014285714,1,1,70
2021Jake Layman,1,0.022222222,0.25,4,45
2021James Johnson,1,0.019607843,0.5,2,51
2021Jaylen Hoard,1,0.052631579,1,1,19
2021John Konchar,1,0.023255814,0.25,4,43
2021Jontay Porter,1,0.090909091,1,1,11
2021Jordan Clarkson,1,0.014705882,1,1,68
2021Josh Green,1,0.025641026,1,1,39
2021Josh Hall,1,0.047619048,1,1,21
2021Josh Hart,1,0.021276596,1,1,47
2021Josh Richardson,1,0.016949153,1,1,59
2021Jrue Holiday,1,0.016949153,1,1,59
2021Kelly Olynyk,1,0.014285714,1,1,70
2021Kendrick Nunn,1,0.017857143,0.25,4,56
2021Kevin Huerter,1,0.014492754,1,1,69
2021Khyri Thomas,1,0.2,1,1,5
2021LaMarcus Aldridge,1,0.038461538,0.2,5,26
2021LaMelo Ball,1,0.019607843,0.5,2,51
2021Luka Doncic,1,0.015151515,1,1,66
2021Luka Samanic,1,0.03030303,1,1,33
2021Malik Beasley,1,0.027027027,0.5,2,37
2021Marc Gasol,1,0.019230769,0.5,2,52
2021Markelle Fultz,1,0.125,0.333333333,3,8
2021Markieff Morris,1,0.016393443,1,1,61
2021Mfiondu Kabengele,1,0.025641026,1,1,39
2021Naji Marshall,1,0.03125,0.2,5,32
2021Nate Hinton,1,0.047619048,1,1,21
2021Nick Richards,1,0.055555556,0.5,2,18
2021Nicolo Melli,1,0.022222222,0.333333333,3,45
2021Norman Powell,1,0.014492754,0.5,2,69
2021Paul Watson,1,0.037037037,1,1,27
2021Quinndary Weatherspoon,1,0.05,1,1,20
2021Reggie Bullock,1,0.015384615,0.5,2,65
2021Reggie Perry,1,0.038461538,1,1,26
2021Robert Covington,1,0.014285714,0.5,2,70
2021Robert Franks,1,0.142857143,1,1,7
2021Rodney Hood,1,0.018181818,0.25,4,55
2021Rodney McGruder,1,0.0625,0.142857143,7,16
2021Romeo Langford,1,0.055555556,0.5,2,18
2021Rondae Hollis-Jefferson,1,0.090909091,0.5,2,11
2021Solomon Hill,1,0.014084507,0.166666667,6,71
2021Stanley Johnson,1,0.016393443,1,1,61
2021Stephen Curry,1,0.015873016,0.333333333,3,63
2021Talen Horton-Tucker,1,0.015384615,0.5,2,65
2021Thanasis Antetokounmpo,1,0.01754386,0.5,2,57
2021Tony Snell,1,0.021276596,1,1,47
2021Trey Lyles,1,0.043478261,0.25,4,23
2021Tyler Bey,1,0.055555556,0.5,2,18
2021Vincent Poirier,1,0.1,0.333333333,3,10
2021Wenyen Gabriel,1,0.047619048,0.5,2,21
2022Alize Johnson,1,0.043478261,0.333333333,3,23
2022Amir Coffey,1,0.014492754,1,1,69
2022Bojan Bogdanovic,1,0.014492754,1,1,69
2022Brad Wanamaker,1,0.043478261,0.5,2,23
2022Bradley Beal,1,0.025,1,1,40
2022Brandon Ingram,1,0.018181818,0.5,2,55
2022Braxton Key,1,0.090909091,1,1,11
2022Bruce Brown,1,0.013888889,1,1,72
2022Cam Thomas,1,0.014925373,1,1,67
2022Cameron Johnson,1,0.015151515,1,1,66
2022Cameron McGriff,1,0.333333333,0.2,5,3
2022Carsen Edwards,1,0.25,1,1,4
2022Cedi Osman,1,0.015151515,1,1,66
2022Chris Silva,1,0.1,0.25,4,10
2022Coby White,1,0.016393443,1,1,61
2022Collin Sexton,1,0.090909091,0.166666667,6,11
2022Dennis Schroder,1,0.015625,0.090909091,11,64
2022Denzel Valentine,1,0.041666667,0.5,2,24
2022Devin Booker,1,0.014705882,1,1,68
2022Dillon Brooks,1,0.03125,1,1,32
2022Dylan Windler,1,0.02,0.333333333,3,50
2022Ed Davis,1,0.032258065,1,1,31
2022Elijah Hughes,1,0.027777778,0.5,2,36
2022Garrison Mathews,1,0.015384615,1,1,65
2022Gary Harris,1,0.016393443,1,1,61
2022Gorgui Dieng,1,0.022727273,1,1,44
2022Ish Wainright,1,0.022222222,0.333333333,3,45
2022Jabari Parker,1,0.083333333,1,1,12
2022Jake Layman,1,0.029411765,1,1,34
2022Jalen Johnson,1,0.045454545,1,1,22
2022James Bouknight,1,0.032258065,1,1,31
2022Jamorko Pickett,1,0.076923077,1,1,13
2022Jared Butler,1,0.023809524,1,1,42
2022Jay Scrubb,1,0.055555556,1,1,18
2022Jaylen Brown,1,0.015151515,0.5,2,66
2022John Konchar,1,0.013888889,0.5,2,72
2022Jordan Clarkson,1,0.012658228,1,1,79
2022Jordan Poole,1,0.013157895,1,1,76
2022Jose Alvarado,1,0.018518519,0.5,2,54
2022Josh Hart,1,0.018518519,1,1,54
2022Justin Holiday,1,0.013513514,1,1,74
2022Justise Winslow,1,0.020833333,1,1,48
2022Kemba Walker,1,0.027027027,0.25,4,37
2022Kent Bazemore,1,0.025641026,0.25,4,39
2022Kentavious Caldwell-Pope,1,0.012987013,1,1,77
2022Kevin Knox II,1,0.033333333,0.5,2,30
2022Kevin Love,1,0.013513514,1,1,74
2022Killian Hayes,1,0.015151515,1,1,66
2022Killian Tillie,1,0.027777778,0.5,2,36
2022Kris Dunn,1,0.066666667,0.2,5,15
2022Kyle Kuzma,1,0.015151515,1,1,66
2022KZ Okpala,1,0.047619048,0.5,2,21
2022LaMelo Ball,1,0.013333333,0.5,2,75
2022Lonnie Walker IV,1,0.014285714,1,1,70
2022Luke Kornet,1,0.066666667,1,1,15
2022Mamadi Diakite,1,0.076923077,1,1,13
2022Markelle Fultz,1,0.055555556,1,1,18
2022Markieff Morris,1,0.058823529,0.5,2,17
2022Marko Simonovic,1,0.111111111,0.333333333,3,9
2022Nassir Little,1,0.023809524,1,1,42
2022Nik Stauskas,1,0.125,0.333333333,3,8
2022Patrick Williams,1,0.058823529,1,1,17
2022Reggie Bullock,1,0.014705882,0.5,2,68
2022Royce O'Neale,1,0.012987013,1,1,77
2022Sam Hauser,1,0.038461538,1,1,26
2022Semi Ojeleye,1,0.033333333,0.5,2,30
2022Spencer Dinwiddie,1,0.014925373,1,1,67
2022Stanley Johnson,1,0.020833333,0.333333333,3,48
2022Talen Horton-Tucker,1,0.016666667,1,1,60
2022Theo Maledon,1,0.019607843,0.333333333,3,51
2022Theo Pinson,1,0.052631579,1,1,19
2022Tony Bradley,1,0.018181818,0.5,2,55
2022Tre Mann,1,0.016666667,1,1,60
2022Tremont Waters,1,0.333333333,0.125,8,3
2022Trey Murphy III,1,0.016129032,0.2,5,62
2022Wes Iwundu,1,0.333333333,1,1,3
2023AJ Griffin,1,0.013888889,0.5,2,72
2023Alex Len,1,0.038461538,1,1,26
2023Anthony Edwards,1,0.012658228,0.5,2,79
2023Bennedict Mathurin,1,0.012820513,1,1,78
2023Blake Griffin,1,0.024390244,1,1,41
2023Cameron Payne,1,0.020833333,1,1,48
2023Caris LeVert,1,0.013513514,1,1,74
2023Cody Zeller,1,0.066666667,1,1,15
2023Collin Sexton,1,0.020833333,1,1,48
2023Dean Wade,1,0.022727273,1,1,44
2023Dru Smith,1,0.066666667,0.5,2,15
2023Furkan Korkmaz,1,0.027027027,0.25,4,37
2023Gary Payton II,1,0.045454545,1,1,22
2023Hamidou Diallo,1,0.017857143,1,1,56
2023Isaac Okoro,1,0.013157895,0.5,2,76
2023Isaiah Roby,1,0.023809524,0.25,4,42
2023Jaden Springer,1,0.0625,1,1,16
2023Jamaree Bouyea,1,0.2,0.2,5,5
2023Jarrell Brantley,1,0.25,1,1,4
2023Jay Huff,1,0.142857143,1,1,7
2023Johnny Davis,1,0.035714286,1,1,28
2023Jordan Nwora,1,0.016129032,1,1,62
2023Josh Richardson,1,0.015384615,1,1,65
2023Joshua Primo,1,0.25,0.5,2,4
2023Jrue Holiday,1,0.014925373,0.5,2,67
2023Juan Toscano-Anderson,1,0.019230769,0.5,2,52
2023Julian Champagnie,1,0.058823529,0.5,2,17
2023Kennedy Chandler,1,0.027777778,1,1,36
2023Keon Johnson,1,0.025,1,1,40
2023Kevin Love,1,0.016129032,1,1,62
2023Killian Hayes,1,0.013157895,0.5,2,76
2023Kris Dunn,1,0.045454545,1,1,22
2023LaMelo Ball,1,0.027777778,1,1,36
2023Luka Samanic,1,0.142857143,1,1,7
2023Malcolm Brogdon,1,0.014925373,0.2,5,67
2023Marcus Smart,1,0.016393443,1,1,61
2023Markelle Fultz,1,0.016666667,1,1,60
2023Matt Ryan,1,0.029411765,1,1,34
2023Max Strus,1,0.0125,1,1,80
2023Mfiondu Kabengele,1,0.25,0.5,2,4
2023Moses Brown,1,0.027777778,1,1,36
2023Nassir Little,1,0.018518519,1,1,54
2023Norman Powell,1,0.016666667,1,1,60
2023Peyton Watson,1,0.043478261,0.5,2,23
2023PJ Dozier,1,0.0625,1,1,16
2023Richaun Holmes,1,0.023809524,1,1,42
2023Robert Covington,1,0.020833333,1,1,48
2023Robin Lopez,1,0.027027027,1,1,37
2023Rodney McGruder,1,0.03125,1,1,32
2023Saben Lee,1,0.04,0.5,2,25
2023Sam Merrill,1,0.2,0.090909091,11,5
2023Serge Ibaka,1,0.0625,1,1,16
2023Shake Milton,1,0.013157895,1,1,76
2023Shaquille Harrison,1,0.2,1,1,5
2023Thanasis Antetokounmpo,1,0.027027027,1,1,37
2023Tyrese Martin,1,0.0625,0.5,2,16
2023Usman Garuba,1,0.013333333,1,1,75
2023Victor Oladipo,1,0.023809524,1,1,42
2023Wenyen Gabriel,1,0.014705882,1,1,68
2014Aaron Gray,0,0,0,0,37
2014Al Harrington,0,0,0,0,34
2014Alan Anderson,0,0,0,0,78
2014Alex Len,0,0,0,0,42
2014Antawn Jamison,0,0,0,0,22
2014Arnett Moultrie,0,0,0,0,12
2014Austin Daye,0,0,0,1,22
2014Beno Udrih,0,0,0,0,41
2014Bismack Biyombo,0,0,0,0,77
2014Brandon Jennings,0,0,0,0,80
2014Brandon Rush,0,0,0,0,38
2014Carl Landry,0,0,0,0,18
2014Cartier Martin,0,0,0,0,59
2014Casper Ware,0,0,0,0,9
2014Charlie Villanueva,0,0,0,0,20
2014Chase Budinger,0,0,0,0,41
2014Chauncey Billups,0,0,0,0,19
2014Chris Johnson,0,0,0,0,40
2014Chris Singleton,0,0,0,0,25
2014Chuck Hayes,0,0,0,0,61
2014CJ McCollum,0,0,0,1,38
2014Damion James,0,0,0,0,5
2014Daniel Orton,0,0,0,1,22
2014Darius Miller,0,0,0,0,45
2014Darrell Arthur,0,0,0,0,68
2014Dennis Schroder,0,0,0,0,49
2014Derek Fisher,0,0,0,4,81
2014Dionte Christmas,0,0,0,0,31
2014Donald Sloan,0,0,0,0,48
2014Donatas Motiejunas,0,0,0,0,62
2014Ekpe Udoh,0,0,0,0,42
2014Eric Maynor,0,0,0,0,31
2014Francisco Garcia,0,0,0,0,55
2014Gal Mekel,0,0,0,1,31
2014Gary Neal,0,0,0,1,52
2014Glen Davis,0,0,0,2,68
2014Hedo Turkoglu,0,0,0,0,38
2014Hilton Armstrong,0,0,0,0,15
2014Ian Clark,0,0,0,0,23
2014Jae Crowder,0,0,0,0,78
2014Jamaal Franklin,0,0,0,0,21
2014Jamaal Tinsley,0,0,0,0,8
2014James Jones,0,0,0,0,20
2014James Nunnally,0,0,0,0,13
2014Jannero Pargo,0,0,0,0,29
2014Jared Cunningham,0,0,0,2,13
2014Jarvis Varnado,0,0,0,1,24
2014Jason Collins,0,0,0,0,22
2014Jimmer Fredette,0,0,0,0,49
2014JJ Redick,0,0,0,2,35
2014Joel Anthony,0,0,0,0,33
2014John Lucas III,0,0,0,0,42
2014Jon Leuer,0,0,0,2,49
2014Jorge Gutierrez,0,0,0,0,15
2014Julyan Stone,0,0,0,0,21
2014Justin Hamilton,0,0,0,0,8
2014Kemba Walker,0,0,0,0,73
2014Kyle Singler,0,0,0,0,82
2014Leandro Barbosa,0,0,0,0,20
2014Lou Williams,0,0,0,0,60
2014Luc Mbah a Moute,0,0,0,0,64
2014Luke Babbitt,0,0,0,0,27
2014Manny Harris,0,0,0,0,9
2014Matt Bonner,0,0,0,1,61
2014Matthew Dellavedova,0,0,0,0,72
2014Metta World Peace,0,0,0,0,29
2014Mike Muscala,0,0,0,0,20
2014Nemanja Nedovic,0,0,0,0,24
2014Nick Collison,0,0,0,2,81
2014Norris Cole,0,0,0,0,82
2014Ognjen Kuzmic,0,0,0,4,21
2014Orlando Johnson,0,0,0,0,45
2014Othyus Jeffers,0,0,0,0,6
2014Pablo Prigioni,0,0,0,0,66
2014Quincy Pondexter,0,0,0,0,15
2014Rasual Butler,0,0,0,0,50
2014Ray Allen,0,0,0,0,73
2014Reggie Bullock,0,0,0,0,43
2014Robbie Hummel,0,0,0,0,53
2014Rodney Stuckey,0,0,0,0,73
2014Ronnie Brewer,0,0,0,0,24
2014Sergey Karasev,0,0,0,0,22
2014Shane Battier,0,0,0,0,73
2014Shane Larkin,0,0,0,0,48
2014Shannon Brown,0,0,0,0,29
2014Shavlik Randolph,0,0,0,1,14
2014Solomon Jones,0,0,0,3,11
2014Stephen Jackson,0,0,0,0,9
2014Steve Blake,0,0,0,1,55
2014Steve Nash,0,0,0,2,15
2014Steve Novak,0,0,0,0,54
2014Toney Douglas,0,0,0,0,51
2014Toure' Murry,0,0,0,1,51
2014Victor Claver,0,0,0,0,21
2014Will Bynum,0,0,0,1,56
2015AJ Price,0,0,0,0,26
2015Alexey Shved,0,0,0,2,42
2015Andrew Nicholson,0,0,0,0,40
2015Austin Daye,0,0,0,0,34
2015Bojan Bogdanovic,0,0,0,3,78
2015Cameron Bairstow,0,0,0,1,18
2015Caron Butler,0,0,0,0,78
2015Cartier Martin,0,0,0,0,23
2015Channing Frye,0,0,0,0,75
2015Chris Johnson,0,0,0,1,29
2015Chris Paul,0,0,0,0,82
2015Chuck Hayes,0,0,0,3,29
2015Cody Zeller,0,0,0,1,62
2015Courtney Lee,0,0,0,0,77
2015Damjan Rudez,0,0,0,0,68
2015Danny Granger,0,0,0,0,30
2015Darius Morris,0,0,0,0,38
2015Devyn Marble,0,0,0,0,16
2015Doug McDermott,0,0,0,0,36
2015Drew Gordon,0,0,0,0,9
2015Earl Barron,0,0,0,4,16
2015Earl Clark,0,0,0,0,10
2015Ekpe Udoh,0,0,0,0,33
2015Eric Gordon,0,0,0,0,61
2015Erick Green,0,0,0,0,43
2015Francisco Garcia,0,0,0,0,14
2015Gary Harris,0,0,0,0,55
2015Gary Neal,0,0,0,0,54
2015Glenn Robinson III,0,0,0,0,35
2015Grant Jerrett,0,0,0,0,8
2015Greg Stiemsma,0,0,0,0,17
2015Henry Walker,0,0,0,0,24
2015Isaiah Canaan,0,0,0,0,47
2015Ish Smith,0,0,0,1,55
2015Jabari Brown,0,0,0,1,19
2015James Jones,0,0,0,0,57
2015James Michael McAdoo,0,0,0,0,15
2015Jannero Pargo,0,0,0,0,9
2015Jared Cunningham,0,0,0,5,19
2015Jared Dudley,0,0,0,0,72
2015Jason Smith,0,0,0,1,82
2015Jeffery Taylor,0,0,0,0,29
2015Joakim Noah,0,0,0,0,67
2015John Jenkins,0,0,0,0,24
2015Jordan Adams,0,0,0,0,30
2015Jordan Farmar,0,0,0,0,36
2015Jordan Hamilton,0,0,0,1,14
2015Jose Calderon,0,0,0,1,42
2015Khris Middleton,0,0,0,0,79
2015Kobe Bryant,0,0,0,1,35
2015Kostas Papanikolaou,0,0,0,0,43
2015Kyle Anderson,0,0,0,1,33
2015Kyle Korver,0,0,0,0,75
2015Kyle Singler,0,0,0,0,80
2015Larry Drew II,0,0,0,0,12
2015Lorenzo Brown,0,0,0,0,29
2015Luke Babbitt,0,0,0,0,63
2015Matt Bonner,0,0,0,0,72
2015Matthew Dellavedova,0,0,0,0,67
2015Mike Conley,0,0,0,2,70
2015Mike Miller,0,0,0,0,52
2015Nate Wolters,0,0,0,0,21
2015Nick Calathes,0,0,0,2,58
2015Nick Young,0,0,0,2,42
2015Nik Stauskas,0,0,0,0,73
2015Nikola Pekovic,0,0,0,0,31
2015Phil Pressey,0,0,0,0,50
2015PJ Hairston,0,0,0,0,45
2015Ray McCallum,0,0,0,1,68
2015Raymond Felton,0,0,0,0,29
2015Reggie Evans,0,0,0,0,47
2015Ricky Rubio,0,0,0,0,22
2015Robert Sacre,0,0,0,0,67
2015Rodney Hood,0,0,0,0,50
2015Ronnie Price,0,0,0,1,43
2015Ryan Anderson,0,0,0,0,61
2015Ryan Kelly,0,0,0,1,52
2015Sean Kilpatrick,0,0,0,3,4
2015Sebastian Telfair,0,0,0,0,16
2015Shannon Brown,0,0,0,1,5
2015Shavlik Randolph,0,0,0,2,21
2015Steve Blake,0,0,0,0,81
2015Steve Novak,0,0,0,0,35
2015Tim Frazier,0,0,0,0,11
2015Toney Douglas,0,0,0,0,12
2015Tony Wroten,0,0,0,0,30
2015Travis Wear,0,0,0,2,51
2015Troy Daniels,0,0,0,0,47
2015Will Bynum,0,0,0,0,7
2015Willie Green,0,0,0,0,52
2015Zaza Pachulia,0,0,0,0,73
2015Zoran Dragic,0,0,0,0,16
2016Al Jefferson,0,0,0,0,47
2016Alan Anderson,0,0,0,1,13
2016Alan Williams,0,0,0,0,10
2016Anderson Varejao,0,0,0,0,53
2016Anthony Bennett,0,0,0,1,19
2016Austin Rivers,0,0,0,1,67
2016Axel Toupane,0,0,0,0,21
2016Beno Udrih,0,0,0,1,44
2016Brian Roberts,0,0,0,0,51
2016Briante Weber,0,0,0,0,7
2016Bruno Caboclo,0,0,0,0,6
2016Bryce Cotton,0,0,0,0,8
2016Bryce Dejean-Jones,0,0,0,0,14
2016Caron Butler,0,0,0,1,17
2016Charlie Villanueva,0,0,0,0,62
2016Chris Copeland,0,0,0,0,24
2016Chris Johnson,0,0,0,0,70
2016Cleanthony Early,0,0,0,0,17
2016Damien Inglis,0,0,0,0,20
2016Damjan Rudez,0,0,0,0,33
2016Devyn Marble,0,0,0,0,28
2016Donatas Motiejunas,0,0,0,0,37
2016Drew Gooden,0,0,0,0,30
2016Elijah Millsap,0,0,0,0,20
2016Erick Green,0,0,0,0,9
2016James Anderson,0,0,0,1,51
2016James Young,0,0,0,0,29
2016Jared Dudley,0,0,0,0,81
2016Jeff Ayres,0,0,0,0,17
2016Jeff Withey,0,0,0,0,51
2016John Jenkins,0,0,0,1,43
2016Jordan Farmar,0,0,0,0,12
2016Jordan McRae,0,0,0,1,22
2016Jordan Mickey,0,0,0,0,16
2016Jorge Gutierrez,0,0,0,0,12
2016Jose Calderon,0,0,0,0,72
2016Josh Huestis,0,0,0,0,5
2016Josh Smith,0,0,0,4,55
2016Jrue Holiday,0,0,0,2,65
2016Jusuf Nurkic,0,0,0,3,32
2016Kendall Marshall,0,0,0,0,30
2016Kendrick Perkins,0,0,0,0,37
2016Kevin Garnett,0,0,0,0,38
2016Kevin Seraphin,0,0,0,2,48
2016Kostas Papanikolaou,0,0,0,0,26
2016Lamar Patterson,0,0,0,0,35
2016Leandro Barbosa,0,0,0,1,68
2016Lorenzo Brown,0,0,0,0,8
2016Marcelo Huertas,0,0,0,0,53
2016Michael Kidd-Gilchrist,0,0,0,0,7
2016Mike Miller,0,0,0,2,47
2016Mike Muscala,0,0,0,0,60
2016Nick Young,0,0,0,0,54
2016Nikola Pekovic,0,0,0,0,12
2016Orlando Johnson,0,0,0,0,7
2016Pablo Prigioni,0,0,0,1,59
2016Paul Pierce,0,0,0,0,68
2016Rajon Rondo,0,0,0,1,72
2016Rashad Vaughn,0,0,0,1,70
2016Raul Neto,0,0,0,0,81
2016RJ Hunter,0,0,0,0,36
2016Russ Smith,0,0,0,0,15
2016Sasha Kaun,0,0,0,1,25
2016Sonny Weems,0,0,0,0,43
2016Steve Blake,0,0,0,0,58
2016Terry Rozier,0,0,0,0,39
2016Troy Daniels,0,0,0,0,43
2016Tyler Hansbrough,0,0,0,0,44
2016Tyler Johnson,0,0,0,0,36
2016Tyreke Evans,0,0,0,1,25
2016Udonis Haslem,0,0,0,0,37
2017Alan Anderson,0,0,0,0,30
2017Alan Williams,0,0,0,0,47
2017Alonzo Gee,0,0,0,0,13
2017Andrew Nicholson,0,0,0,1,38
2017Anthony Brown,0,0,0,0,11
2017Axel Toupane,0,0,0,0,4
2017Bobby Brown,0,0,0,0,25
2017Brandon Bass,0,0,0,0,52
2017Brian Roberts,0,0,0,0,41
2017Briante Weber,0,0,0,0,20
2017Bryn Forbes,0,0,0,0,36
2017Chinanu Onuaku,0,0,0,0,5
2017Christian Wood,0,0,0,1,13
2017Damian Jones,0,0,0,0,10
2017Damjan Rudez,0,0,0,3,45
2017D'Angelo Russell,0,0,0,1,63
2017Daniel Ochefu,0,0,0,0,19
2017Darren Collison,0,0,0,0,68
2017Darrun Hilliard,0,0,0,0,39
2017Garrett Temple,0,0,0,0,65
2017Gary Payton II,0,0,0,0,6
2017Georges Niang,0,0,0,0,23
2017Greivis Vasquez,0,0,0,0,3
2017Isaiah Taylor,0,0,0,2,4
2017James Jones,0,0,0,0,48
2017Jared Sullinger,0,0,0,1,11
2017Jarrod Uthoff,0,0,0,0,9
2017Jason Smith,0,0,0,0,74
2017Jerian Grant,0,0,0,0,63
2017Jerryd Bayless,0,0,0,0,3
2017Joe Harris,0,0,0,0,52
2017Joe Young,0,0,0,0,33
2017Joel Bolomboy,0,0,0,0,12
2017JR Smith,0,0,0,0,41
2017Kay Felder,0,0,0,0,42
2017Kyle Korver,0,0,0,2,67
2017Kyle O'Quinn,0,0,0,1,79
2017Lamar Patterson,0,0,0,1,5
2017Lance Stephenson,0,0,0,0,18
2017Langston Galloway,0,0,0,0,74
2017Luis Scola,0,0,0,0,36
2017Luke Babbitt,0,0,0,0,68
2017Malachi Richardson,0,0,0,1,22
2017Marcelo Huertas,0,0,0,0,23
2017Marcus Georges-Hunt,0,0,0,0,5
2017Marcus Thornton,0,0,0,0,33
2017Mario Hezonja,0,0,0,1,65
2017Maurice Ndour,0,0,0,0,32
2017Metta World Peace,0,0,0,0,25
2017Michael Carter-Williams,0,0,0,0,45
2017Mike Dunleavy,0,0,0,0,53
2017Mike Miller,0,0,0,0,20
2017Mike Scott,0,0,0,0,18
2017Nicolas Brussino,0,0,0,1,54
2017Norris Cole,0,0,0,0,13
2017Omri Casspi,0,0,0,0,36
2017Patricio Garino,0,0,0,0,5
2017Patrick Beverley,0,0,0,1,67
2017Patty Mills,0,0,0,0,80
2017Paul Pierce,0,0,0,0,25
2017Pierre Jackson,0,0,0,0,8
2017Rashad Vaughn,0,0,0,0,41
2017Reggie Bullock,0,0,0,0,31
2017Reggie Williams,0,0,0,0,6
2017Ron Baker,0,0,0,6,52
2017Ronnie Price,0,0,0,0,14
2017Ryan Kelly,0,0,0,0,16
2017Sasha Vujacic,0,0,0,0,42
2017Sheldon Mac,0,0,0,0,30
2017Tim Quarterman,0,0,0,1,16
2017Tomas Satoransky,0,0,0,1,57
