,Fadeaway Msde,Fadeaway/G,Fadeaway FG%,FGA,GP
2019Aron Baynes,8,0.156862745,0.727272727,11,51
2019Drew Eubanks,8,0.347826087,0.888888889,9,23
2019Josh Jackson,8,0.101265823,0.470588235,17,79
2019Malcolm Miller,8,0.8,0.444444444,18,10
2019Miles Plumlee,8,0.444444444,0.727272727,11,18
2019Salah Mejri,8,0.222222222,0.888888889,9,36
2019Tobias Harris,8,0.097560976,0.8,10,82
2019Trey Lyles,8,0.125,0.533333333,15,64
2019Victor Oladipo,8,0.222222222,0.8,10,36
2020Alfonzo McKinnie,8,0.2,0.666666667,12,40
2020Dejounte Murray,8,0.121212121,0.666666667,12,66
2020JaMychal Green,8,0.126984127,0.615384615,13,63
2020Jaylen Brown,8,0.140350877,1,8,57
2020Joe Harris,8,0.115942029,0.615384615,13,69
2020Jonathan Isaac,8,0.235294118,0.888888889,9,34
2021Damian Jones,8,0.205128205,0.615384615,13,39
2021DeMarcus Cousins,8,0.195121951,0.5,16,41
2021Harrison Barnes,8,0.137931034,1,8,58
2021Luke Kennard,8,0.126984127,0.470588235,17,63
2021Malcolm Brogdon,8,0.142857143,0.4,20,56
2021Naz Reid,8,0.114285714,0.888888889,9,70
2022Carmelo Anthony,8,0.115942029,1,8,69
2022Jae'Sean Tate,8,0.102564103,0.888888889,9,78
2022Javonte Green,8,0.123076923,0.666666667,12,65
2022Kyle Anderson,8,0.115942029,0.470588235,17,69
2022Marcus Smart,8,0.112676056,0.4,20,71
2022Oshae Brissett,8,0.119402985,0.470588235,17,67
2022Pat Connaughton,8,0.123076923,0.888888889,9,65
2022Serge Ibaka,8,0.148148148,0.888888889,9,54
2022Taj Gibson,8,0.153846154,0.666666667,12,52
2022Tyrese Haliburton,8,0.103896104,0.5,16,77
2023Cam Reddish,8,0.2,0.296296296,27,40
2023Daishen Nix,8,0.140350877,0.307692308,26,57
2023David Roddy,8,0.114285714,0.5,16,70
2023Dorian Finney-Smith,8,0.121212121,0.470588235,17,66
2023Isaiah Hartenstein,8,0.097560976,1,8,82
2023Isaiah Stewart,8,0.16,0.615384615,13,50
2023Jeff Green,8,0.142857143,0.615384615,13,56
2023Kai Jones,8,0.173913043,0.615384615,13,46
2023Luka Doncic,8,0.121212121,0.727272727,11,66
2023Maxi Kleber,8,0.216216216,0.666666667,12,37
2023Svi Mykhailiuk,8,0.25,0.266666667,30,32
2023Zach Collins,8,0.126984127,0.444444444,18,63
2023Ziaire Williams,8,0.216216216,0.727272727,11,37
2014Dirk Nowitzki,7,0.0875,0.583333333,12,80
2014Doron Lamb,7,0.132075472,0.875,8,53
2014Dwyane Wade,7,0.12962963,0.777777778,9,54
2014Elton Brand,7,0.095890411,0.636363636,11,73
2014Eric Bledsoe,7,0.162790698,0.411764706,17,43
2014Gerald Henderson,7,0.090909091,1,7,77
2014Gorgui Dieng,7,0.116666667,1,7,60
2014Ish Smith,7,0.1,0.466666667,15,70
2014Jeremy Tyler,7,0.170731707,0.583333333,12,41
2014Jonas Jerebko,7,0.109375,0.583333333,12,64
2014Josh McRoberts,7,0.08974359,1,7,78
2014Nick Calathes,7,0.098591549,0.4375,16,71
2014Nicolas Batum,7,0.085365854,0.636363636,11,82
2014Shabazz Muhammad,7,0.189189189,0.7,10,37
2014Thomas Robinson,7,0.1,0.875,8,70
2014Tony Allen,7,0.127272727,0.875,8,55
2014Tony Wroten,7,0.097222222,0.875,8,72
2014Ty Lawson,7,0.112903226,0.875,8,62
2015Alex Len,7,0.101449275,1,7,69
2015Austin Rivers,7,0.092105263,0.411764706,17,76
2015Carmelo Anthony,7,0.175,1,7,40
2015Dwyane Wade,7,0.112903226,0.777777778,9,62
2015Jack Cooley,7,0.4375,0.636363636,11,16
2015JaKarr Sampson,7,0.094594595,0.875,8,74
2015JR Smith,7,0.1,0.5,14,70
2015Jrue Holiday,7,0.175,0.875,8,40
2015Justin Hamilton,7,0.170731707,0.875,8,41
2015Kendrick Perkins,7,0.102941176,0.466666667,15,68
2015Kevin Love,7,0.093333333,0.777777778,9,75
2015Manu Ginobili,7,0.1,0.5,14,70
2015Mo Williams,7,0.102941176,0.466666667,15,68
2015Rasual Butler,7,0.093333333,1,7,75
2015Spencer Hawes,7,0.095890411,0.636363636,11,73
2015Steven Adams,7,0.1,0.538461538,13,70
2015Tim Duncan,7,0.090909091,0.7,10,77
2015Victor Oladipo,7,0.097222222,1,7,72
2016Andrea Bargnani,7,0.152173913,0.777777778,9,46
2016Cole Aldrich,7,0.116666667,0.7,10,60
2016David Lee,7,0.127272727,0.875,8,55
2016Gerald Green,7,0.101449275,0.333333333,21,69
2016Marc Gasol,7,0.134615385,0.777777778,9,52
2016Marvin Williams,7,0.086419753,0.777777778,9,81
2016Sean Kilpatrick,7,0.225806452,0.777777778,9,31
2016Spencer Hawes,7,0.122807018,1,7,57
2016Wayne Ellington,7,0.092105263,0.35,20,76
2016Willie Reed,7,0.179487179,0.875,8,39
2017Aaron Brooks,7,0.107692308,0.7,10,65
2017Alec Burks,7,0.166666667,0.333333333,21,42
2017Anthony Tolliver,7,0.107692308,0.875,8,65
2017Josh Richardson,7,0.132075472,0.35,20,53
2017Khris Middleton,7,0.24137931,0.411764706,17,29
2017Matthew Dellavedova,7,0.092105263,0.212121212,33,76
2017Meyers Leonard,7,0.094594595,1,7,74
2017Terry Rozier,7,0.094594595,0.2,35,74
2018Eric Bledsoe,7,0.094594595,0.875,8,74
2018Gary Harris,7,0.104477612,1,7,67
2018Ivica Zubac,7,0.162790698,0.7,10,43
2018Jarell Martin,7,0.095890411,0.7,10,73
2018Johnny O'Bryant III,7,0.194444444,0.538461538,13,36
2018Kelly Olynyk,7,0.092105263,0.636363636,11,76
2018Khris Middleton,7,0.085365854,1,7,82
2018Kyle O'Quinn,7,0.090909091,0.5,14,77
2018Shaun Livingston,7,0.098591549,1,7,71
2019Andrew Wiggins,7,0.095890411,0.875,8,73
2019Brandon Ingram,7,0.134615385,0.875,8,52
2019Bruce Brown,7,0.094594595,0.7,10,74
2019Christian Wood,7,0.333333333,0.875,8,21
2019Draymond Green,7,0.106060606,0.875,8,66
2019Enes Freedom,7,0.104477612,0.875,8,67
2019Harrison Barnes,7,0.090909091,0.777777778,9,77
2019Ivan Rabb,7,0.142857143,1,7,49
2019Josh Okogie,7,0.094594595,1,7,74
2019Kevin Huerter,7,0.093333333,1,7,75
2019Kyle Kuzma,7,0.1,1,7,70
2019Malik Monk,7,0.095890411,1,7,73
2019Markieff Morris,7,0.120689655,0.875,8,58
2019Michael Kidd-Gilchrist,7,0.109375,0.777777778,9,64
2019Mo Bamba,7,0.14893617,0.875,8,47
2019Pascal Siakam,7,0.0875,1,7,80
2019Rodions Kurucs,7,0.111111111,0.636363636,11,63
2019Sterling Brown,7,0.120689655,1,7,58
2019Terrance Ferguson,7,0.094594595,0.875,8,74
2019Tyreke Evans,7,0.101449275,0.636363636,11,69
2019Will Barton,7,0.162790698,0.538461538,13,43
2020Ben McLemore,7,0.098591549,0.875,8,71
2020Bogdan Bogdanovic,7,0.114754098,0.368421053,19,61
2020Bruno Fernando,7,0.125,0.583333333,12,56
2020Chris Boucher,7,0.112903226,0.875,8,62
2020James Harden,7,0.102941176,0.5,14,68
2020Jarrett Culver,7,0.111111111,0.466666667,15,63
2020Jerome Robinson,7,0.111111111,0.7,10,63
2020Malcolm Brogdon,7,0.12962963,0.583333333,12,54
2020Marcus Smart,7,0.116666667,0.466666667,15,60
2020Markieff Morris,7,0.120689655,0.466666667,15,58
2020Norvel Pelle,7,0.291666667,0.777777778,9,24
2021Cam Reddish,7,0.269230769,0.875,8,26
2021Cassius Winston,7,0.318181818,0.411764706,17,22
2021Chimezie Metu,7,0.194444444,0.583333333,12,36
2021Chuma Okeke,7,0.155555556,0.538461538,13,45
2021Cory Joseph,7,0.111111111,0.304347826,23,63
2021Fred VanVleet,7,0.134615385,0.636363636,11,52
2021Jusuf Nurkic,7,0.189189189,0.583333333,12,37
2021Lauri Markkanen,7,0.137254902,1,7,51
2021Ricky Rubio,7,0.102941176,0.333333333,21,68
2021Shake Milton,7,0.111111111,0.35,20,63
2021Sterling Brown,7,0.137254902,0.777777778,9,51
2021Taurean Prince,7,0.170731707,0.538461538,13,41
2022Alex Len,7,0.179487179,1,7,39
2022CJ Elleby,7,0.120689655,0.466666667,15,58
2022Evan Fournier,7,0.0875,0.291666667,24,80
2022Gabe Vincent,7,0.102941176,0.777777778,9,68
2022Grant Williams,7,0.090909091,1,7,77
2022Harrison Barnes,7,0.090909091,0.875,8,77
2022Jeremy Lamb,7,0.125,0.583333333,12,56
2022Josh Richardson,7,0.107692308,0.466666667,15,65
2022Keita Bates-Diop,7,0.118644068,0.875,8,59
2022Malik Monk,7,0.092105263,0.777777778,9,76
2022Thomas Bryant,7,0.259259259,0.777777778,9,27
2022Zeke Nnaji,7,0.170731707,0.875,8,41
2023Bismack Biyombo,7,0.114754098,1,7,61
2023Bruno Fernando,7,0.179487179,1,7,39
2023Darius Bazley,7,0.162790698,0.5,14,43
2023Day'Ron Sharpe,7,0.145833333,0.7,10,48
2023John Konchar,7,0.097222222,0.636363636,11,72
2023Jose Alvarado,7,0.114754098,0.368421053,19,61
2023Josh Green,7,0.116666667,0.411764706,17,60
2023Russell Westbrook,7,0.095890411,0.7,10,73
2023Taj Gibson,7,0.142857143,0.875,8,49
2014Alexis Ajinca,6,0.107142857,0.75,8,56
2014Amar'e Stoudemire,6,0.092307692,0.857142857,7,65
2014Bernard James,6,0.2,0.545454545,11,30
2014Derrick Favors,6,0.082191781,0.857142857,7,73
2014Derrick Rose,6,0.6,0.222222222,27,10
2014Draymond Green,6,0.073170732,0.428571429,14,82
2014Jason Maxiell,6,0.176470588,0.666666667,9,34
2014Jermaine O'Neal,6,0.136363636,1,6,44
2014Jordan Hamilton,6,0.1,0.857142857,7,60
2014Kendall Marshall,6,0.111111111,0.545454545,11,54
2014Manu Ginobili,6,0.088235294,0.545454545,11,68
2014Marc Gasol,6,0.101694915,0.857142857,7,59
2014Martell Webster,6,0.076923077,0.857142857,7,78
2014Marvin Williams,6,0.090909091,0.857142857,7,66
2014Rajon Rondo,6,0.2,0.545454545,11,30
2014Robin Lopez,6,0.073170732,1,6,82
2014Ryan Kelly,6,0.101694915,0.545454545,11,59
2014Zaza Pachulia,6,0.113207547,0.857142857,7,53
2015Aaron Gordon,6,0.127659574,1,6,47
2015Al-Farouq Aminu,6,0.081081081,0.666666667,9,74
2015Brook Lopez,6,0.083333333,1,6,72
2015Carlos Boozer,6,0.084507042,0.857142857,7,71
2015CJ McCollum,6,0.096774194,0.75,8,62
2015Gerald Henderson,6,0.075,0.857142857,7,80
2015Jameer Nelson,6,0.095238095,0.666666667,9,63
2015Jodie Meeks,6,0.1,0.75,8,60
2015John Wall,6,0.075949367,1,6,79
2015Jordan Hill,6,0.085714286,0.545454545,11,70
2015Kris Humphries,6,0.09375,1,6,64
2015Marco Belinelli,6,0.096774194,0.75,8,62
2015Matt Barnes,6,0.078947368,0.857142857,7,76
2015Maurice Harkless,6,0.133333333,0.857142857,7,45
2015Meyers Leonard,6,0.109090909,0.666666667,9,55
2015Nazr Mohammed,6,0.260869565,0.375,16,23
2015Ramon Sessions,6,0.09375,0.6,10,64
2015Samuel Dalembert,6,0.1875,1,6,32
2016Anthony Tolliver,6,0.083333333,0.461538462,13,72
2016Brandon Jennings,6,0.125,0.333333333,18,48
2016Carmelo Anthony,6,0.083333333,0.75,8,72
2016Channing Frye,6,0.085714286,0.545454545,11,70
2016Joe Ingles,6,0.074074074,0.666666667,9,81
2016Michael Carter-Williams,6,0.111111111,0.6,10,54
2016Richard Jefferson,6,0.081081081,0.5,12,74
2016Solomon Hill,6,0.101694915,1,6,59
2016Tarik Black,6,0.153846154,0.666666667,9,39
2016Ty Lawson,6,0.090909091,0.260869565,23,66
2017Andre Iguodala,6,0.078947368,0.25,24,76
2017Andrew Bogut,6,0.222222222,0.857142857,7,27
2017Ben McLemore,6,0.098360656,1,6,61
2017Boban Marjanovic,6,0.171428571,0.857142857,7,35
2017Chris Paul,6,0.098360656,0.428571429,14,61
2017Dorian Finney-Smith,6,0.074074074,0.857142857,7,81
2017Hollis Thompson,6,0.15,0.285714286,21,40
2017Ian Clark,6,0.077922078,0.25,24,77
2017Leandro Barbosa,6,0.089552239,0.666666667,9,67
2017Rodney Hood,6,0.101694915,0.315789474,19,59
2018Anthony Tolliver,6,0.075949367,0.75,8,79
2018Carmelo Anthony,6,0.076923077,0.857142857,7,78
2018Gerald Green,6,0.146341463,0.75,8,41
2018John Wall,6,0.146341463,0.260869565,23,41
2018Josh Huestis,6,0.086956522,0.857142857,7,69
2018Nemanja Bjelica,6,0.089552239,0.857142857,7,67
2018Nicolas Batum,6,0.09375,1,6,64
2018Omri Casspi,6,0.113207547,0.857142857,7,53
2018Sam Dekker,6,0.082191781,0.545454545,11,73
2018Tarik Black,6,0.117647059,1,6,51
2018Tobias Harris,6,0.075,0.4,15,80
2018Trey Lyles,6,0.082191781,0.428571429,14,73
2018Zach Collins,6,0.090909091,0.75,8,66
2019Caris LeVert,6,0.15,0.75,8,40
2019Chandler Hutchison,6,0.136363636,0.666666667,9,44
2019E'Twaun Moore,6,0.113207547,0.375,16,53
2019Frank Jackson,6,0.098360656,0.75,8,61
2019Jeremy Lin,6,0.081081081,0.6,10,74
2019Jordan Bell,6,0.088235294,1,6,68
2019Omari Spellman,6,0.130434783,0.6,10,46
2019Pat Connaughton,6,0.098360656,0.75,8,61
2020Adam Mokoka,6,0.545454545,0.375,16,11
2020Aron Baynes,6,0.142857143,0.461538462,13,42
2020Bismack Biyombo,6,0.113207547,0.6,10,53
2020Brandon Ingram,6,0.096774194,0.75,8,62
2020Cody Martin,6,0.125,0.75,8,48
2020De'Andre Hunter,6,0.095238095,0.857142857,7,63
2020Enes Freedom,6,0.103448276,0.857142857,7,58
2020Frank Mason III,6,0.666666667,0.375,16,9
2020Josh Okogie,6,0.096774194,0.666666667,9,62
2020Khem Birch,6,0.125,0.6,10,48
2020Luke Kornet,6,0.166666667,0.545454545,11,36
2020Nic Claxton,6,0.4,1,6,15
2020Nikola Jokic,6,0.082191781,1,6,73
2020Norman Powell,6,0.115384615,0.5,12,52
2020Rodions Kurucs,6,0.127659574,0.75,8,47
2020Tony Bradley,6,0.103448276,0.75,8,58
2020Willy Hernangomez,6,0.193548387,0.857142857,7,31
2021Cameron Johnson,6,0.1,0.75,8,60
2021Dario Saric,6,0.12,0.461538462,13,50
2021David Nwaba,6,0.2,1,6,30
2021Donte DiVincenzo,6,0.090909091,0.75,8,66
2021Dorian Finney-Smith,6,0.1,0.75,8,60
2021Garrett Temple,6,0.107142857,0.75,8,56
2021Goga Bitadze,6,0.133333333,0.857142857,7,45
2021Jaden McDaniels,6,0.095238095,0.75,8,63
2021Kemba Walker,6,0.139534884,0.4,15,43
2021Lamar Stevens,6,0.15,0.857142857,7,40
2021Maxi Kleber,6,0.12,0.75,8,50
2021Nassir Little,6,0.125,0.857142857,7,48
2021Pascal Siakam,6,0.107142857,1,6,56
2021Russell Westbrook,6,0.092307692,1,6,65
2021Thaddeus Young,6,0.088235294,1,6,68
2021Thomas Bryant,6,0.6,0.857142857,7,10
2021Tyler Cook,6,0.1875,0.75,8,32
2021Victor Oladipo,6,0.181818182,0.545454545,11,33
2022Anfernee Simons,6,0.105263158,0.545454545,11,57
2022Bismack Biyombo,6,0.166666667,1,6,36
2022Blake Griffin,6,0.107142857,0.461538462,13,56
2022Brook Lopez,6,0.461538462,0.545454545,11,13
2022Danilo Gallinari,6,0.090909091,1,6,66
2022Day'Ron Sharpe,6,0.1875,1,6,32
2022De'Anthony Melton,6,0.082191781,0.545454545,11,73
2022Jordan Nwora,6,0.096774194,0.545454545,11,62
2022Josh Green,6,0.089552239,0.6,10,67
2022Jusuf Nurkic,6,0.107142857,1,6,56
2022Khem Birch,6,0.109090909,0.75,8,55
2022Kyle Lowry,6,0.095238095,0.3,20,63
2022Moritz Wagner,6,0.095238095,0.6,10,63
2022Nickeil Alexander-Walker,6,0.092307692,0.375,16,65
2022Pascal Siakam,6,0.088235294,1,6,68
2022Paul Reed,6,0.157894737,0.857142857,7,38
2022Terance Mann,6,0.074074074,0.75,8,81
2022Trendon Watford,6,0.125,0.666666667,9,48
2023Aleksej Pokusevski,6,0.176470588,0.75,8,34
2023Damian Jones,6,0.146341463,0.545454545,11,41
2023Doug McDermott,6,0.09375,0.857142857,7,64
2023Jalen Williams,6,0.08,0.857142857,7,75
2023Josh Hart,6,0.078947368,0.193548387,31,76
2023LeBron James,6,0.109090909,0.666666667,9,55
2023Moritz Wagner,6,0.105263158,0.5,12,57
2023Naji Marshall,6,0.077922078,0.2,30,77
2023Reggie Bullock,6,0.076923077,0.285714286,21,78
2023Rudy Gay,6,0.107142857,0.75,8,56
2023Udonis Haslem,6,0.857142857,0.333333333,18,7
2014Alonzo Gee,5,0.076923077,1,5,65
2014Amir Johnson,5,0.064935065,0.833333333,6,77
2014Brook Lopez,5,0.294117647,0.833333333,6,17
2014Chris Bosh,5,0.063291139,0.714285714,7,79
2014Cody Zeller,5,0.06097561,0.833333333,6,82
2014Cory Joseph,5,0.073529412,0.625,8,68
2014Danny Granger,5,0.12195122,1,5,41
2014DeMarre Carroll,5,0.068493151,0.625,8,73
2014Glen Rice,5,0.454545455,0.178571429,28,11
2014Goran Dragic,5,0.065789474,0.3125,16,76
2014Greg Stiemsma,5,0.090909091,1,5,55
2014Hasheem Thabeet,5,0.217391304,0.5,10,23
2014James Johnson,5,0.096153846,0.833333333,6,52
2014JaVale McGee,5,1,1,5,5
2014Jeff Adrien,5,0.094339623,1,5,53
2014Jeremy Lin,5,0.070422535,0.5,10,71
2014Joel Freeland,5,0.096153846,0.833333333,6,52
2014JR Smith,5,0.067567568,0.454545455,11,74
2014Kendrick Perkins,5,0.080645161,0.555555556,9,62
2014Kevin Love,5,0.064935065,0.714285714,7,77
2014Luke Ridnour,5,0.081967213,0.555555556,9,61
2014Luol Deng,5,0.079365079,0.625,8,63
2014Marcus Thornton,5,0.069444444,0.625,8,72
2014Meyers Leonard,5,0.125,1,5,40
2014Michael Carter-Williams,5,0.071428571,0.833333333,6,70
2014Mike Dunleavy,5,0.06097561,0.625,8,82
2014Mike Miller,5,0.06097561,0.833333333,6,82
2014Nick Young,5,0.078125,0.833333333,6,64
2014Patrick Patterson,5,0.076923077,0.555555556,9,65
2014Richard Jefferson,5,0.06097561,0.454545455,11,82
2014Russell Westbrook,5,0.108695652,0.833333333,6,46
2014Ryan Hollins,5,0.081967213,1,5,61
2014Tony Snell,5,0.064935065,0.714285714,7,77
2015Alec Burks,5,0.185185185,0.416666667,12,27
2015Alonzo Gee,5,0.092592593,1,5,54
2015Brandon Knight,5,0.079365079,0.384615385,13,63
2015Chase Budinger,5,0.074626866,0.833333333,6,67
2015Dante Cunningham,5,0.075757576,0.555555556,9,66
2015Dante Exum,5,0.06097561,0.555555556,9,82
2015Donald Sloan,5,0.094339623,1,5,53
2015Gorgui Dieng,5,0.068493151,0.833333333,6,73
2015Hollis Thompson,5,0.070422535,0.833333333,6,71
2015Joel Anthony,5,0.102040816,1,5,49
2015Joey Dorsey,5,0.072463768,0.833333333,6,69
2015Kevin Seraphin,5,0.063291139,0.833333333,6,79
2015Lance Stephenson,5,0.081967213,0.833333333,6,61
2015Marc Gasol,5,0.061728395,1,5,81
2015Nick Collison,5,0.075757576,0.5,10,66
2015Omri Casspi,5,0.074626866,0.714285714,7,67
2015Patrick Patterson,5,0.061728395,0.454545455,11,81
2015Patty Mills,5,0.098039216,0.384615385,13,51
2015Robin Lopez,5,0.084745763,1,5,59
2015Shabazz Muhammad,5,0.131578947,0.625,8,38
2015Shaun Livingston,5,0.064102564,0.625,8,78
2015Wesley Matthews,5,0.083333333,0.625,8,60
2016Adreian Payne,5,0.096153846,0.833333333,6,52
2016Brandan Wright,5,0.416666667,0.714285714,7,12
2016Chase Budinger,5,0.075757576,1,5,66
2016Chris McCullough,5,0.208333333,0.714285714,7,24
2016Glenn Robinson III,5,0.111111111,0.833333333,6,45
2016Ish Smith,5,0.064935065,0.625,8,77
2016Jerian Grant,5,0.065789474,0.384615385,13,76
2016Joakim Noah,5,0.172413793,1,5,29
2016Jodie Meeks,5,1.666666667,0.357142857,14,3
2016Jordan Clarkson,5,0.063291139,0.555555556,9,79
2016JR Smith,5,0.064935065,0.333333333,15,77
2016Kyle Anderson,5,0.064102564,0.833333333,6,78
2016Kyle O'Quinn,5,0.076923077,1,5,65
2016Lance Thomas,5,0.084745763,1,5,59
2016Marreese Speights,5,0.069444444,0.555555556,9,72
2016Ricky Rubio,5,0.065789474,0.416666667,12,76
2016Tyus Jones,5,0.135135135,0.5,10,37
2017Al Jefferson,5,0.075757576,1,5,66
2017Alex Abrines,5,0.073529412,0.357142857,14,68
2017Anthony Bennett,5,0.217391304,1,5,23
2017Chandler Parsons,5,0.147058824,0.416666667,12,34
2017Cole Aldrich,5,0.080645161,1,5,62
2017Darrell Arthur,5,0.12195122,0.5,10,41
2017Jodie Meeks,5,0.138888889,0.384615385,13,36
2017Michael Beasley,5,0.089285714,0.714285714,7,56
2017Pascal Siakam,5,0.090909091,1,5,55
2017Seth Curry,5,0.071428571,1,5,70
2017Taurean Prince,5,0.084745763,0.3125,16,59
2017Terrence Jones,5,0.092592593,1,5,54
2017Terrence Ross,5,0.064102564,0.3125,16,78
2017Troy Williams,5,0.166666667,0.714285714,7,30
2018Al-Farouq Aminu,5,0.072463768,0.833333333,6,69
2018Austin Rivers,5,0.081967213,0.833333333,6,61
2018Bismack Biyombo,5,0.06097561,0.625,8,82
2018Cheick Diallo,5,0.096153846,0.714285714,7,52
2018Corey Brewer,5,0.069444444,0.833333333,6,72
2018Dario Saric,5,0.064102564,1,5,78
2018Harrison Barnes,5,0.064935065,0.833333333,6,77
2018Nene,5,0.096153846,0.714285714,7,52
2018Robert Covington,5,0.0625,0.714285714,7,80
2018Russell Westbrook,5,0.0625,0.714285714,7,80
2018Spencer Dinwiddie,5,0.0625,0.416666667,12,80
2018Timofey Mozgov,5,0.161290323,1,5,31
2018Willy Hernangomez,5,0.104166667,0.833333333,6,48
2019Amir Johnson,5,0.098039216,0.833333333,6,51
2019Bismack Biyombo,5,0.092592593,0.833333333,6,54
2019Bobby Portis,5,0.1,0.714285714,7,50
2019Bruno Caboclo,5,0.147058824,0.714285714,7,34
2019Bryn Forbes,5,0.06097561,0.333333333,15,82
2019Danilo Gallinari,5,0.073529412,0.833333333,6,68
2019Dirk Nowitzki,5,0.098039216,0.333333333,15,51
2019Jaron Blossomgame,5,0.185185185,0.833333333,6,27
2019Jaylen Brown,5,0.067567568,0.714285714,7,74
2019Jeremy Lamb,5,0.063291139,0.833333333,6,79
2019Maurice Harkless,5,0.083333333,0.454545455,11,60
2019Mike Scott,5,0.063291139,0.555555556,9,79
2019Rodney Hood,5,0.069444444,0.416666667,12,72
2019Russell Westbrook,5,0.068493151,0.833333333,6,73
2019Torrey Craig,5,0.066666667,1,5,75
2020Anzejs Pasecniks,5,0.185185185,0.625,8,27
2020Bruno Caboclo,5,0.166666667,0.625,8,30
2020Danilo Gallinari,5,0.080645161,0.833333333,6,62
2020DeAndre' Bembry,5,0.11627907,1,5,43
2020Devonte' Graham,5,0.079365079,0.227272727,22,63
2020Gorgui Dieng,5,0.079365079,0.555555556,9,63
2020Ian Mahinmi,5,0.131578947,0.555555556,9,38
2020Javonte Green,5,0.104166667,0.714285714,7,48
2020Jordan McRae,5,0.135135135,0.294117647,17,37
2020Keita Bates-Diop,5,0.113636364,0.833333333,6,44
2020Lauri Markkanen,5,0.1,0.625,8,50
2020Nassir Little,5,0.104166667,0.714285714,7,48
2020Pat Connaughton,5,0.074626866,1,5,67
2020Paul Millsap,5,0.098039216,1,5,51
2020Rondae Hollis-Jefferson,5,0.083333333,0.833333333,6,60
2020Thon Maker,5,0.083333333,0.625,8,60
2020Trey Lyles,5,0.079365079,0.416666667,12,63
2020Tyson Chandler,5,0.192307692,1,5,26
2020Will Barton,5,0.086206897,1,5,58
2021Blake Griffin,5,0.108695652,0.416666667,12,46
2021Darius Bazley,5,0.090909091,0.5,10,55
2021Dennis Schroder,5,0.081967213,0.454545455,11,61
2021Donta Hall,5,0.384615385,0.714285714,7,13
2021Frank Kaminsky,5,0.106382979,0.625,8,47
2021Goran Dragic,5,0.1,0.416666667,12,50
2021Grant Williams,5,0.079365079,0.714285714,7,63
2021Isaac Okoro,5,0.074626866,0.384615385,13,67
2021Onyeka Okongwu,5,0.1,1,5,50
2021Svi Mykhailiuk,5,0.075757576,0.5,10,66
2021Trent Forrest,5,0.166666667,0.555555556,9,30
2022Alec Burks,5,0.061728395,0.25,20,81
2022BJ Johnson,5,1.25,0.454545455,11,4
2022Bobby Portis,5,0.069444444,0.625,8,72
2022Cam Reddish,5,0.102040816,0.454545455,11,49
2022Chuma Okeke,5,0.071428571,1,5,70
2022Jalen Green,5,0.074626866,0.833333333,6,67
2022Jarrett Culver,5,0.135135135,1,5,37
2022Kenrich Williams,5,0.102040816,0.357142857,14,49
2022Luka Garza,5,0.15625,0.833333333,6,32
2022Mikal Bridges,5,0.06097561,0.833333333,6,82
2022Trent Forrest,5,0.083333333,0.454545455,11,60
2022Willie Cauley-Stein,5,0.25,0.714285714,7,20
2023Christian Braun,5,0.065789474,0.416666667,12,76
2023Jae'Sean Tate,5,0.161290323,0.555555556,9,31
2023Jalen Johnson,5,0.071428571,0.384615385,13,70
2023Javonte Green,5,0.15625,0.714285714,7,32
2023Jeremiah Robinson-Earl,5,0.11627907,0.454545455,11,43
