RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Fouls Drawn / 75,Stable Fouls Drawn Per 75,Stable Shooting Fouls Drawn Per 75,Stable Non Shooting Fouls Drawn Per 75,Stable FTA Per 75,Drive Foul Drawn Rate,Isolation Foul Drawn Rate,Fouls Drawn / 75_percentile,Stable Fouls Drawn Per 75_percentile,Stable Shooting Fouls Drawn Per 75_percentile,Stable Non Shooting Fouls Drawn Per 75_percentile,Stable FTA Per 75_percentile,Drive Foul Drawn Rate_percentile,Isolation Foul Drawn Rate_percentile
4587,2017-18,Reggie Jackson,27,DET,1201,Key Rotation,Shot Creator,Point of Attack,3.89,3.83,0,0.42,4.17,5.37,12.36,84.66,86.04,0,84.37,80.09,48.01,87.29
4588,2018-19,Reggie Jackson,28,DET,2289,Starter,Primary Ball Handler,Point of Attack,3.08,3.08,0,0.53,3.82,4.87,11.38,71.8,72.13,0,92.84,73.81,44.02,85.54
4589,2017-18,MarShon Brooks,29,MEM,193,Too Few Games,Shot Creator,Chaser,3.34,3.26,0,0.36,4.1,2.63,10.81,76.69,76.7,0,74.39,78.89,29.99,84.3
4590,2018-19,MarShon Brooks,30,MEM,387,Rotation,Shot Creator,Chaser,2.89,2.95,0,0.39,3.3,5.17,7.41,67.59,68.19,0,80.14,60.96,46.31,75.56
4591,2015-16,Jordan Hamilton,25,NOP,304,Key Rotation,Shot Creator,Chaser,2.22,2.41,0,0.44,2.85,4.88,0,50.7,48.94,0,86.87,46.28,44.05,0
4592,2015-16,Norris Cole,27,NOP,1198,Key Rotation,Primary Ball Handler,Point of Attack,2.24,2.3,0,0.29,2.14,4.58,0,51.27,45.39,0,55.27,25.41,41.98,0
4593,2016-17,Norris Cole,28,OKC,125,Garbage Time,Secondary Ball Handler,Point of Attack,2.37,2.63,0,0.34,3.25,7.14,0,55.13,57.24,0,69.57,59.17,61.29,0
4594,2023-24,Cory Joseph,32,GSW,296,Garbage Time,Movement Shooter,Chaser,0.99,1.37,0,0.26,1.46,0,0,22.23,19.87,0,46.12,7.86,0,0
4595,2017-18,Cory Joseph,26,IND,2210,Key Rotation,Primary Ball Handler,Point of Attack,2.22,2.24,0,0.34,1.69,2.82,2.17,50.7,43.08,0,69.57,12.7,30.82,67.91
4596,2018-19,Cory Joseph,27,IND,2063,Key Rotation,Primary Ball Handler,Point of Attack,1.65,1.7,0,0.2,0.9,1.88,5,35.14,26.78,0,29.7,1.24,27.11,70.7
4597,2024-25,Cory Joseph,33,ORL,612,Rotation,Secondary Ball Handler,Point of Attack,2.32,2.38,0,0.14,1.4,6.1,0,53.72,48.05,0,17.89,6.64,53.93,0
4598,2019-20,Cory Joseph,28,SAC,1759,Key Rotation,Primary Ball Handler,Point of Attack,2.39,2.41,0,0.24,1.58,2.13,6.45,55.55,48.94,0,39.8,10.38,28.13,73.51
4599,2015-16,Cory Joseph,24,TOR,2046,Starter,Slasher,Point of Attack,3.04,3.05,0,0.49,3.31,5.86,10.47,70.99,71.29,0,90.37,61.3,51.87,83.21
4600,2016-17,Cory Joseph,25,TOR,2003,Key Rotation,Slasher,Point of Attack,2.99,2.99,0,0.31,2.38,4.19,17.39,70.05,69.78,0,61.2,31.81,39.49,94.55
4601,2020-21,Cory Joseph,29,SAC/DET,1446,Rotation,Primary Ball Handler,Point of Attack,2.87,2.86,0,0.34,2.29,5.08,3.85,67.09,64.89,0,69.57,29.29,45.67,69.33
4602,2021-22,Cory Joseph,30,DET,1600,Key Rotation,Primary Ball Handler,Point of Attack,2.66,2.68,0,0.31,2.68,4.29,10.53,62.44,58.79,0,61.2,40.66,40.16,83.28
4603,2022-23,Cory Joseph,31,DET,1227,Rotation,Primary Ball Handler,Point of Attack,2.3,2.34,0,0.35,2.28,5.56,9.09,53.15,46.71,0,72.09,29.02,49.4,79.44
4604,2024-25,Jimmy Butler,35,MIA/GSW,1746,Star,Shot Creator,Wing Stopper,6.04,5.91,0,0.57,8.09,11.6,30.25,97.64,98.18,0,94.53,98.76,85.12,99.49
4605,2025-26,Jimmy Butler,36,GSW,1182,Star,Shot Creator,Wing Stopper,6.43,6.2,0,0.61,8.44,13.05,0,98.38,98.7,0,95.76,98.93,88.84,0
4606,2019-20,Jimmy Butler,30,MIA,1959,Star,Shot Creator,Helper,7.4,7.26,0,0.76,9.63,12.1,23.15,99.33,99.61,0,98.44,99.51,86.36,98.38
4607,2020-21,Jimmy Butler,31,MIA,1745,Star,Shot Creator,Helper,6.64,6.49,0,0.67,8.61,8.78,16.33,98.63,99.03,0,97.09,99.09,72.68,93.36
4608,2021-22,Jimmy Butler,32,MIA,1931,Star,Shot Creator,Wing Stopper,6.37,6.24,0,0.56,8.65,11.52,18.79,98.25,98.73,0,94.13,99.14,84.9,96.15
4609,2022-23,Jimmy Butler,33,MIA,2138,Star,Shot Creator,Wing Stopper,6.45,6.32,0,0.66,9.53,9.33,21.32,98.41,98.84,0,96.86,99.48,75.85,97.72
4610,2023-24,Jimmy Butler,34,MIA,2042,Star,Shot Creator,Wing Stopper,5.76,5.65,0,0.55,8.22,10.26,27.71,96.76,97.5,0,93.69,98.9,80.49,99.22
4611,2017-18,Jimmy Butler,28,MIN,2164,Star,Shot Creator,Wing Stopper,5.43,5.35,0,0.63,7.31,8.81,14.94,95.88,96.78,0,96.24,97.9,72.86,91.57
4612,2018-19,Jimmy Butler,29,MIN/PHI,2185,Star,Shot Creator,Wing Stopper,4.49,4.44,0,0.59,5.89,8.85,13.45,90.37,91.99,0,95.21,94.24,73.03,89.39
4613,2015-16,Jimmy Butler,26,CHI,2474,Star,Shot Creator,Wing Stopper,5.63,5.56,0,0.62,7.12,10.48,11.83,96.31,97.19,0,95.99,97.61,81.23,86.51
4614,2016-17,Jimmy Butler,27,CHI,2809,Star,Shot Creator,Wing Stopper,6.63,6.54,0,0.6,8.89,11.09,14.47,98.61,99.12,0,95.5,99.31,83.09,91.01
4615,2017-18,Bojan Bogdanovic,28,IND,2464,Starter,Off Screen Shooter,Wing Stopper,2.56,2.58,0,0.28,3.13,7.99,7.32,60.09,55.4,0,52.44,55.46,67.51,75.43
4616,2018-19,Bojan Bogdanovic,29,IND,2573,Starter,Off Screen Shooter,Low Activity,3.37,3.36,0,0.42,4.35,10.04,11.63,77.18,78.77,0,84.37,82.8,79.8,86.04
4617,2023-24,Bojan Bogdanovic,34,DET/NYK,1478,Rotation,Off Screen Shooter,Low Activity,2.9,2.9,0,0.39,3.7,6.91,5.88,67.88,66.26,0,80.14,71.02,59.99,72.29
4618,2019-20,Bojan Bogdanovic,30,UTA,2083,Starter,Shot Creator,Low Activity,3.44,3.44,0,0.56,4.81,6.45,5.22,78.31,80.2,0,94.13,87.73,56.37,71.14
4619,2020-21,Bojan Bogdanovic,31,UTA,2216,Starter,Movement Shooter,Helper,3.09,3.09,0,0.55,4.34,9.41,14.75,71.93,72.39,0,93.69,82.66,76.3,91.34
4620,2021-22,Bojan Bogdanovic,32,UTA,2131,Starter,Off Screen Shooter,Low Activity,3.01,3.01,0,0.58,4.48,9.56,6.9,70.46,70.28,0,94.92,84.41,77.12,74.55
4621,2015-16,Bojan Bogdanovic,26,BRK,2115,Starter,Shot Creator,Wing Stopper,2.04,2.08,0,0.25,2.43,5.67,5.56,45.52,37.79,0,43.11,33.21,50.53,71.64
4622,2016-17,Bojan Bogdanovic,27,BRK/WAS,2083,Starter,Off Screen Shooter,Helper,2.94,2.96,0,0.45,4.16,8.89,17.02,68.92,68.45,0,87.77,79.91,73.19,94.23
4623,2022-23,Bojan Bogdanovic,33,DET,1893,Starter,Shot Creator,Helper,4.02,3.98,0,0.88,5.69,7,8.74,86.19,87.98,0,99.26,93.11,60.46,78.9
4624,2016-17,Justin Harper,27,PHI,31,Too Few Games,Low Minute,Helper,0,2.18,0,0.33,2.71,0,0,0,40.9,0,67.25,41.56,0,0
4625,2015-16,Justin Harper,26,DET,35,Too Few Games,Low Minute,Mobile Big,1.12,2.56,0,0.37,3.26,0,0,24.31,54.65,0,76.63,59.47,0,0
4626,2015-16,Kyle Singler,27,OKC,977,Rotation,Stationary Shooter,Helper,1.63,1.74,0,0.31,1.85,4.17,0,34.66,27.77,0,61.2,16.64,39.12,0
4627,2016-17,Kyle Singler,28,OKC,385,Rotation,Stationary Shooter,Wing Stopper,1.26,1.56,0,0.23,2.04,13.16,0,26.54,23.62,0,37.19,22.01,88.92,0
4628,2017-18,Kyle Singler,29,OKC,59,Garbage Time,Low Minute,Helper,5.13,3.95,0,0.39,5.17,9.09,0,94.52,87.64,0,80.14,90.5,74.2,0
4629,2017-18,Shelvin Mack,27,ORL,1365,Key Rotation,Primary Ball Handler,Point of Attack,2.59,2.61,0,0.23,2.72,3.54,20.59,60.78,56.47,0,37.19,41.88,34.97,97.38
4630,2015-16,Shelvin Mack,25,ATL/UTA,1058,Starter,Primary Ball Handler,Point of Attack,2.56,2.61,0,0.25,2.38,2.58,3.45,60.09,56.47,0,43.11,31.81,29.88,68.82
4631,2016-17,Shelvin Mack,26,UTA,1205,Key Rotation,Primary Ball Handler,Point of Attack,2.16,2.23,0,0.31,2.6,5.6,3.33,48.76,42.7,0,61.2,38.07,50.09,68.66
4632,2018-19,Shelvin Mack,28,MEM/CHO,1247,Key Rotation,Primary Ball Handler,Point of Attack,1.97,2.04,0,0.3,2.61,3.15,7.89,43.77,36.53,0,58.25,38.26,32.74,76.75
4633,2019-20,Chandler Parsons,31,ATL,54,Too Few Games,Low Minute,Helper,0.62,2.03,0,0.32,2.13,0,0,18.73,36.2,0,64.45,25.06,0,0
4634,2016-17,Chandler Parsons,28,MEM,675,Rotation,Movement Shooter,Low Activity,2.15,2.25,0,0.28,2.64,2.88,18.75,48.36,43.36,0,52.44,39.16,31.09,95.89
4635,2017-18,Chandler Parsons,29,MEM,691,Rotation,Secondary Ball Handler,Helper,1.7,1.85,0,0.27,1.71,1.55,0,36.27,30.6,0,49.23,13.24,26.23,0
4636,2018-19,Chandler Parsons,30,MEM,496,Rotation,Secondary Ball Handler,Low Activity,2.02,2.18,0,0.29,2.13,6.56,10,44.96,40.9,0,55.27,25.06,57.22,81.71
4637,2015-16,Chandler Parsons,27,DAL,1799,Starter,Movement Shooter,Wing Stopper,2.81,2.82,0,0.18,2.96,5.56,24.19,65.84,63.6,0,25.1,49.84,49.4,98.63
4638,2015-16,Jon Leuer,26,PHO,1255,Rotation,Athletic Finisher,Helper,2.74,2.77,0,0.25,2.96,6.67,10.87,64.28,61.91,0,43.11,49.84,57.98,84.4
4639,2016-17,Jon Leuer,27,DET,1944,Key Rotation,Athletic Finisher,Helper,1.9,1.95,0,0.26,2.29,6.55,12.5,41.74,33.61,0,46.12,29.29,57.14,87.46
4640,2017-18,Jon Leuer,28,DET,136,Too Few Games,Athletic Finisher,Mobile Big,3.41,3.29,0,0.33,3.68,7.69,0,77.7,77.38,0,67.25,70.56,65.32,0
4641,2018-19,Jon Leuer,29,DET,402,Garbage Time,Post Scorer,Anchor Big,3.13,3.11,0,0.33,2.99,8.33,0,72.61,72.83,0,67.25,50.96,69.62,0
4642,2016-17,Davis Bertans,24,SAS,807,Rotation,Movement Shooter,Helper,1.72,1.86,0,0.21,1.78,5.43,0,36.72,30.82,0,31.76,14.73,48.59,0
4643,2017-18,Davis Bertans,25,SAS,1086,Rotation,Movement Shooter,Helper,1.77,1.86,0,0.22,1.83,1.04,0,37.96,30.82,0,34.53,16.08,25.32,0
4644,2018-19,Davis Bertans,26,SAS,1632,Key Rotation,Movement Shooter,Helper,1.51,1.58,0,0.2,1.46,3.06,0,31.81,23.95,0,29.7,7.86,32.21,0
4645,2019-20,Davis Bertans,27,WAS,1583,Star,Off Screen Shooter,Helper,2.83,2.85,0,0.44,2.71,0.96,0,66.17,64.54,0,86.87,41.56,25.19,0
4646,2020-21,Davis Bertans,28,WAS,1464,Starter,Off Screen Shooter,Helper,1.8,1.86,0,0.36,2.74,5.56,0,38.77,30.82,0,74.39,42.68,49.4,0
4647,2023-24,Davis Bertans,31,OKC/CHO,674,Rotation,Off Screen Shooter,Helper,1.45,1.61,0,0.28,2.01,3.7,0,30.43,24.63,0,52.44,21.11,35.89,0
4648,2021-22,Davis Bertans,29,WAS/DAL,806,Rotation,Off Screen Shooter,Low Activity,1.81,1.92,0,0.32,2.01,2.04,0,39.05,32.84,0,64.45,21.11,27.72,0
4649,2022-23,Davis Bertans,30,DAL,492,Rotation,Off Screen Shooter,Helper,2.02,2.16,0,0.18,1.52,0,0,44.96,40.38,0,25.1,9.16,0,0
4650,2015-16,Andrew Goudelock,27,HOU,50,Too Few Games,Low Minute,Point of Attack,2.12,2.72,0,0.52,3.37,0,0,47.51,60.39,0,92.39,62.74,0,0
4651,2015-16,Lavoy Allen,26,IND,1599,Rotation,Roll + Cut Big,Anchor Big,1.73,1.8,0,0.24,1.87,0,0,37.01,29.4,0,39.8,17.25,0,0
4652,2016-17,Lavoy Allen,27,IND,871,Rotation,Roll + Cut Big,Helper,1.09,1.25,0,0.32,1.67,22.22,0,23.75,18.13,0,64.45,12.38,97.3,0
4653,2017-18,DeAndre Liggins,29,MIL/NOP,723,Rotation,Stationary Shooter,Chaser,1.56,1.7,0,0.12,0.63,1.3,0,32.97,26.78,0,15.66,0.22,25.81,0
4654,2016-17,DeAndre Liggins,28,CLE/DAL,776,Rotation,Stationary Shooter,Point of Attack,2.34,2.39,0,0.25,2.14,4.9,0,54.23,48.46,0,43.11,25.41,44.19,0
4655,2016-17,E'Twaun Moore,27,NOP,1820,Key Rotation,Movement Shooter,Chaser,1.28,1.35,0,0.21,1.61,2.82,10.34,26.8,19.52,0,31.76,11.02,30.82,82.95
4656,2017-18,E'Twaun Moore,28,NOP,2586,Starter,Off Screen Shooter,Chaser,1.04,1.1,0,0.17,1.03,1,0,22.96,16.28,0,22.89,2.25,25.23,0
4657,2018-19,E'Twaun Moore,29,NOP,1463,Key Rotation,Off Screen Shooter,Chaser,1.23,1.32,0,0.19,1.55,3.63,0,26.03,19.1,0,27.4,9.7,35.47,0
4658,2019-20,E'Twaun Moore,30,NOP,1020,Rotation,Off Screen Shooter,Chaser,1.42,1.54,0,0.28,1.72,2.16,0,29.57,23.31,0,52.44,13.36,28.24,0
4659,2020-21,E'Twaun Moore,31,PHO,389,Rotation,Secondary Ball Handler,Chaser,1.4,1.66,0,0.25,1.7,1.23,0,29.18,25.91,0,43.11,13,25.71,0
4660,2015-16,E'Twaun Moore,26,CHI,1263,Rotation,Secondary Ball Handler,Wing Stopper,1.22,1.33,0,0.23,1.23,1.62,0,25.8,19.28,0,37.19,4.28,26.41,0
4661,2017-18,Isaiah Thomas,28,CLE/LAL,862,Starter,Primary Ball Handler,Point of Attack,4.85,4.72,0,0.68,5.2,7.11,15,92.87,93.81,0,97.3,90.71,61.16,91.6
4662,2020-21,Isaiah Thomas,31,NOP,48,Too Few Games,Low Minute,Point of Attack,4.37,3.5,0,0.27,2.66,0,0,89.26,81.19,0,49.23,39.97,0,0
4663,2015-16,Isaiah Thomas,26,BOS,2644,Star,Primary Ball Handler,Point of Attack,6.22,6.17,0,0.83,7.31,7.78,13.7,97.87,98.63,0,98.96,97.9,66.28,89.86
4664,2016-17,Isaiah Thomas,27,BOS,2570,Star,Primary Ball Handler,Point of Attack,6.97,6.89,0,0.95,9.14,9.03,17.42,98.99,99.42,0,99.46,99.41,73.98,94.68
4665,2023-24,Isaiah Thomas,34,PHO,19,Too Few Games,Low Minute,Point of Attack,3.85,3.04,0,0.26,2.75,0,0,84.14,71.03,0,46.12,42.97,0,0
4666,2019-20,Isaiah Thomas,30,WAS,925,Key Rotation,Primary Ball Handler,Point of Attack,2.53,2.57,0,0.59,2.92,3.68,7.14,59.42,55,0,95.21,48.55,35.76,74.85
4667,2021-22,Isaiah Thomas,32,LAL/DAL/CHO,333,Garbage Time,Secondary Ball Handler,Point of Attack,2.51,2.61,0,0.32,2.93,4.5,0,58.84,56.47,0,64.45,48.99,41.48,0
4668,2018-19,Isaiah Thomas,29,DEN,181,Garbage Time,Secondary Ball Handler,Low Activity,4.41,4.03,0,0.45,4.61,6.9,0,89.59,88.45,0,87.77,85.85,59.77,0
4669,2017-18,Dwight Buycks,28,DET,427,Rotation,Shot Creator,Point of Attack,3.84,3.71,0,0.22,3.61,8.98,9.38,83.99,84.66,0,34.53,68.99,73.74,80.48
4670,2017-18,Xavier Silas,30,BOS,7,Too Few Games,Low Minute,Chaser,0,2.78,0,0.34,3.11,0,0,0,62.23,0,69.57,54.77,0,0
4671,2017-18,Julyan Stone,29,CHO,175,Garbage Time,Stationary Shooter,Chaser,1.23,1.79,0,0.3,1.42,0,0,26.03,29.14,0,58.25,7.03,0,0
4672,2019-20,Jeremy Pargo,33,GSW,44,Too Few Games,Low Minute,Chaser,1.7,2.6,0,0.33,2.64,6.25,0,36.27,56.11,0,67.25,39.16,54.71,0
4673,2018-19,Brad Wanamaker,29,BOS,343,Garbage Time,Secondary Ball Handler,Point of Attack,2.4,2.53,0,0.5,3.02,6.56,0,55.86,53.46,0,91.11,51.85,57.22,0
4674,2019-20,Brad Wanamaker,30,BOS,1369,Key Rotation,Primary Ball Handler,Point of Attack,2.63,2.65,0,0.31,3.61,11.68,18.75,61.69,57.83,0,61.2,68.99,85.31,95.89
4675,2021-22,Brad Wanamaker,32,IND/WAS,320,Garbage Time,Secondary Ball Handler,Point of Attack,3.4,3.31,0,0.34,3.04,3.26,0,77.58,77.8,0,69.57,52.62,33.45,0
4676,2020-21,Brad Wanamaker,31,GSW/CHO,1053,Rotation,Primary Ball Handler,Point of Attack,3.2,3.16,0,0.24,3.52,4.71,10,73.9,74.29,0,39.8,66.8,42.7,81.71
4677,2015-16,Greg Smith,25,MIN,192,Garbage Time,Roll + Cut Big,Anchor Big,2.78,2.86,0,0.47,3.5,0,0,65.18,64.89,0,89.26,66.29,0,0
4678,2019-20,Anthony Davis,26,LAL,2131,Star,Shot Creator,Helper,6.78,6.66,0,1.37,8.54,17.26,16.67,98.77,99.25,0,99.93,98.98,94.74,93.56
4679,2020-21,Anthony Davis,27,LAL,1162,Star,Shot Creator,Helper,5.58,5.4,0,0.77,6.53,9.43,10.64,96.24,96.89,0,98.55,96.41,76.38,83.82
4680,2021-22,Anthony Davis,28,LAL,1404,Star,Shot Creator,Mobile Big,5.23,5.12,0,0.75,6.05,9.35,8.7,95.05,96.02,0,98.29,94.77,75.94,78.63
4681,2022-23,Anthony Davis,29,LAL,1905,Star,Shot Creator,Anchor Big,6.17,6.07,0,0.69,8.1,14.45,11.21,97.82,98.45,0,97.47,98.8,91.61,85.25
4682,2023-24,Anthony Davis,30,LAL,2700,Star,Post Scorer,Anchor Big,5.43,5.36,0,0.67,6.71,13.24,10.75,95.88,96.8,0,97.09,96.83,89.07,84.24
4683,2015-16,Anthony Davis,22,NOP,2164,Star,Shot Creator,Anchor Big,6.14,6.04,0,0.7,7.21,10.9,8.06,97.79,98.37,0,97.7,97.75,82.6,77.04
4684,2016-17,Anthony Davis,23,NOP,2708,Star,Shot Creator,Anchor Big,7.09,6.97,0,0.8,8.64,15.03,13.09,99.13,99.46,0,98.81,99.12,92.31,88.72
4685,2017-18,Anthony Davis,24,NOP,2727,Star,Shot Creator,Anchor Big,7.32,7.2,0,0.92,7.69,13.87,13.38,99.26,99.57,0,99.39,98.43,90.28,89.33
4686,2018-19,Anthony Davis,25,NOP,1850,Star,Shot Creator,Anchor Big,7.01,6.85,0,0.94,8.02,11.68,14.71,99.05,99.38,0,99.45,98.71,85.31,91.25
4687,2024-25,Anthony Davis,31,LAL/DAL,1706,Star,Shot Creator,Mobile Big,5.93,5.79,0,0.74,7.76,16.54,18.94,97.28,97.85,0,98.09,98.49,93.61,96.25
4688,2025-26,Anthony Davis,32,DAL,626,Star,Shot Creator,Mobile Big,5.03,4.79,0,0.3,4.55,7.87,0,94,94.14,0,58.25,85.27,66.84,0
4689,2015-16,Michael Kidd-Gilchrist,22,CHO,205,Too Few Games,Athletic Finisher,Wing Stopper,4.11,3.83,0,0.52,4.85,7.41,0,87.23,86.04,0,92.39,88.03,63.62,0
4690,2016-17,Michael Kidd-Gilchrist,23,CHO,2350,Star,Athletic Finisher,Wing Stopper,2.88,2.87,0,0.15,3.19,8.1,3.33,67.25,65.21,0,19.41,57.39,68.3,68.66
4691,2017-18,Michael Kidd-Gilchrist,24,CHO,1850,Starter,Athletic Finisher,Wing Stopper,2.8,2.8,0,0.14,3.4,5.86,19.23,65.63,62.99,0,17.89,63.79,51.87,96.43
4692,2018-19,Michael Kidd-Gilchrist,25,CHO,1179,Key Rotation,Athletic Finisher,Wing Stopper,3.38,3.33,0,0.31,3.84,6.62,26.67,77.31,78.22,0,61.2,74.3,57.76,98.99
4693,2019-20,Michael Kidd-Gilchrist,26,CHO/DAL,281,Garbage Time,Stationary Shooter,Helper,1.75,2.04,0,0.33,2.31,2.86,0,37.47,36.53,0,67.25,29.81,30.96,0
4694,2025-26,Bradley Beal,32,LAC,121,Too Few Games,Secondary Ball Handler,Chaser,3.4,3.23,0,0.24,2.99,5.26,0,77.58,75.78,0,39.8,50.96,46.94,0
4695,2023-24,Bradley Beal,30,PHO,1767,Starter,Primary Ball Handler,Chaser,2.13,2.15,0,0.14,2.83,5.14,3.96,47.72,40,0,17.89,45.79,46.12,69.57
4696,2024-25,Bradley Beal,31,PHO,1702,Starter,Primary Ball Handler,Point of Attack,2.44,2.46,0,0.33,2.98,6.95,8.77,56.99,51.01,0,67.25,50.67,60.2,78.94
4697,2015-16,Bradley Beal,22,WAS,1708,Starter,Off Screen Shooter,Chaser,2.93,2.94,0,0.44,3.76,5.43,10.34,68.63,67.85,0,86.87,72.44,48.59,82.95
4698,2016-17,Bradley Beal,23,WAS,2684,Star,Off Screen Shooter,Chaser,3.89,3.88,0,0.6,4.65,7.33,17.29,84.66,86.88,0,95.5,86.19,63.18,94.5
4699,2017-18,Bradley Beal,24,WAS,2977,Star,Shot Creator,Chaser,3.75,3.74,0,0.51,4.59,4.69,8.9,82.88,84.97,0,91.83,85.78,42.6,79.25
4700,2018-19,Bradley Beal,25,WAS,3028,Star,Primary Ball Handler,Chaser,4.24,4.22,0,0.44,5.19,7.39,13.83,88.34,90.3,0,86.87,90.64,63.53,90.02
4701,2019-20,Bradley Beal,26,WAS,2053,Star,Primary Ball Handler,Chaser,6.01,5.92,0,0.58,7.65,11.64,14.74,97.57,98.25,0,94.92,98.41,85.26,91.32
4702,2020-21,Bradley Beal,27,WAS,2147,Star,Off Screen Shooter,Chaser,5.27,5.2,0,0.58,7.24,9.11,9.09,95.21,96.25,0,94.92,97.78,74.98,79.44
4703,2021-22,Bradley Beal,28,WAS,1439,Star,Shot Creator,Chaser,4.13,4.07,0,0.37,5.09,6.62,6.3,87.48,88.85,0,76.63,89.99,57.76,73.38
4704,2022-23,Bradley Beal,29,WAS,1673,Star,Shot Creator,Chaser,3.78,3.74,0,0.29,5.01,6.16,7.88,83.3,84.97,0,55.27,89.3,54.23,76.73
4705,2019-20,Dion Waiters,28,MIA/LAL,207,Too Few Games,Primary Ball Handler,Chaser,2.43,2.6,0,0.36,3.12,3.23,0,56.69,56.11,0,74.39,55.12,33.17,0
4706,2016-17,Dion Waiters,25,MIA,1384,Starter,Shot Creator,Wing Stopper,3.09,3.09,0,0.36,3.47,4.98,8.94,71.93,72.39,0,74.39,65.68,44.8,79.28
4707,2017-18,Dion Waiters,26,MIA,918,Starter,Shot Creator,Wing Stopper,3.06,3.05,0,0.31,2.9,5.85,12.36,71.4,71.29,0,61.2,47.76,51.83,87.29
4708,2018-19,Dion Waiters,27,MIA,1138,Starter,Shot Creator,Chaser,1.52,1.62,0,0.2,1.61,3.17,3.41,31.97,24.93,0,29.7,11.02,32.87,68.79
4709,2015-16,Dion Waiters,24,OKC,2152,Starter,Shot Creator,Chaser,2.19,2.23,0,0.24,2.74,6.94,10.29,49.76,42.7,0,39.8,42.68,60.09,82.83
4710,2016-17,Thomas Robinson,25,LAL,560,Rotation,Shot Creator,Anchor Big,3.58,3.53,0,0.26,4.26,8.33,13.79,80.58,81.88,0,46.12,81.41,69.62,89.93
4711,2015-16,Thomas Robinson,24,BRK,916,Rotation,Roll + Cut Big,Mobile Big,3.73,3.66,0,0.33,4.45,12.7,11.11,82.62,83.96,0,67.25,84.04,88.08,84.64
4712,2023-24,Damian Lillard,33,MIL,2579,Star,Shot Creator,Chaser,4.95,4.9,0,0.77,6.97,9.52,16.09,93.51,94.85,0,98.55,97.26,76.75,93.2
4713,2024-25,Damian Lillard,34,MIL,2093,Star,Shot Creator,Low Activity,5.19,5.12,0,0.57,6.64,8.04,10.89,94.85,96.02,0,94.53,96.65,67.92,84.47
4714,2015-16,Damian Lillard,25,POR,2676,Starter,Shot Creator,Point of Attack,5.31,5.26,0,0.74,6.33,9.88,15.29,95.37,96.53,0,98.09,95.75,78.55,92.08
4715,2016-17,Damian Lillard,26,POR,2693,Star,Shot Creator,Point of Attack,5.8,5.74,0,0.74,7.38,10.53,19.6,96.98,97.77,0,98.09,97.99,81.37,96.64
4716,2017-18,Damian Lillard,27,POR,2670,Star,Shot Creator,Point of Attack,5.51,5.47,0,0.77,7.31,9.34,18.28,96.07,97.04,0,98.55,97.9,75.89,95.69
4717,2018-19,Damian Lillard,28,POR,2838,Star,Shot Creator,Point of Attack,5.02,4.98,0,0.93,6.42,6.58,10.9,93.9,95.4,0,99.42,96.11,57.43,84.48
4718,2019-20,Damian Lillard,29,POR,2474,Star,Shot Creator,Chaser,5.9,5.83,0,1.11,7.32,8.59,11.15,97.21,97.93,0,99.7,97.95,71.54,85.21
4719,2020-21,Damian Lillard,30,POR,2398,Star,Shot Creator,Chaser,6.4,6.31,0,0.85,7.17,9.99,13.29,98.32,98.81,0,99.07,97.68,78.86,89.01
4720,2021-22,Damian Lillard,31,POR,1056,Star,Shot Creator,Chaser,5.25,5.11,0,0.87,6.04,9.01,9.3,95.16,95.98,0,99.2,94.72,73.85,80.38
4721,2022-23,Damian Lillard,32,POR,2107,Star,Shot Creator,Chaser,7.19,7.04,0,1.16,9.43,11.22,19.65,99.2,99.48,0,99.77,99.42,84.09,96.7
4722,2016-17,Terrence Ross,25,TOR/ORL,1955,Rotation,Off Screen Shooter,Chaser,1.23,1.31,0,0.15,1.56,2.05,9.38,26.03,18.96,0,19.41,10.01,27.85,80.48
4723,2017-18,Terrence Ross,26,ORL,600,Key Rotation,Off Screen Shooter,Wing Stopper,1.61,1.77,0,0.28,2.32,6.1,0,34.26,28.68,0,52.44,30.08,53.93,0
4724,2018-19,Terrence Ross,27,ORL,2150,Key Rotation,Off Screen Shooter,Low Activity,1.68,1.73,0,0.25,2.5,1.78,2.56,35.84,27.49,0,43.11,35.21,26.75,68.16
4725,2019-20,Terrence Ross,28,ORL,1889,Key Rotation,Off Screen Shooter,Low Activity,2.22,2.25,0,0.35,3.57,3.55,0,50.7,43.36,0,72.09,68.11,35.03,0
4726,2020-21,Terrence Ross,29,ORL,1347,Starter,Off Screen Shooter,Low Activity,2.81,2.81,0,0.26,3.73,4.28,14.29,65.84,63.3,0,46.12,71.76,40.12,90.46
4727,2021-22,Terrence Ross,30,ORL,1448,Key Rotation,Off Screen Shooter,Low Activity,2.39,2.42,0,0.27,3.26,9.39,23.08,55.55,49.36,0,49.23,59.47,76.21,98.21
4728,2022-23,Terrence Ross,31,ORL/PHO,1330,Key Rotation,Off Screen Shooter,Chaser,0.91,1.03,0,0.11,1.11,3.03,8.33,21.45,15.78,0,15.04,3.05,31.86,77.6
4729,2015-16,Terrence Ross,24,TOR,1747,Key Rotation,Off Screen Shooter,Chaser,1.03,1.13,0,0.26,1.51,2.08,0,22.81,16.63,0,46.12,8.87,27.9,0
