RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,LEBRON,O-LEBRON,D-LEBRON,LEBRON WAR,LEBRON Box Impact,LEBRON Vs Role Average,Multi-Year LEBRON,O-LEBRON Box Impact,LEBRON Offensive Points Added,O-LEBRON Vs Role Average,LEBRON_percentile,O-LEBRON_percentile,D-LEBRON_percentile,LEBRON WAR_percentile,LEBRON Box Impact_percentile,LEBRON Vs Role Average_percentile,Multi-Year LEBRON_percentile,O-LEBRON Box Impact_percentile,LEBRON Offensive Points Added_percentile,O-LEBRON Vs Role Average_percentile,Multi-Year O-LEBRON,Predictive O-LEBRON,D-LEBRON Box Impact,LEBRON Defensive Points Saved,D-LEBRON Vs Role Average,Multi-Year D-LEBRON,Predictive D-LEBRON,Multi-Year O-LEBRON_percentile,Predictive O-LEBRON_percentile,D-LEBRON Box Impact_percentile,LEBRON Defensive Points Saved_percentile,D-LEBRON Vs Role Average_percentile,Multi-Year D-LEBRON_percentile,Predictive D-LEBRON_percentile
3083,2024-25,Mark Williams,23,CHO,1171,Key Rotation,Roll + Cut Big,Anchor Big,1.11,-0.01,1.12,2.63,1.11,1.07,2.69,-0.08,-0.15,1.01,88.34,72.63,88.41,76.68,89.36,81.31,90.1,71.17,68.58,86.22,1.07,-0.18,1.19,26.81,0.06,1.61,1.05,78.41,76.33,91.32,87.2,54.74,89.53,92.89
3084,2022-23,Jeremy Sochan,19,SAS,1458,Key Rotation,Athletic Finisher,Wing Stopper,-1.07,-0.98,-0.1,1.26,-2.45,-0.01,-0.75,-1.73,-29.8,0.31,28.68,31.33,49.42,60.26,3.38,52,10.68,9.65,15.71,68.14,-0.71,-1,-0.71,-2.91,-0.32,-0.03,-0.5,18.69,19.02,17.99,36.12,33.31,27.47,17.07
3085,2023-24,Jeremy Sochan,20,SAS,2193,Starter,Athletic Finisher,Wing Stopper,-2.29,-2.05,-0.24,0.24,-2.01,-0.83,-1.03,-1.89,-93.49,-0.52,6.61,6.19,41.89,34.21,7.49,24.98,5.8,7.14,0.41,28.15,-1.26,-1.24,-0.12,-11.19,-0.3,0.23,0.18,5.03,8.87,48.92,23.31,34.36,42.58,71.69
3086,2024-25,Jeremy Sochan,21,SAS,1367,Key Rotation,Roll + Cut Big,Wing Stopper,-1.08,-0.74,-0.34,1.17,-0.93,-0.06,0.03,-0.75,-20.76,0.28,28.43,40.5,36.46,58.87,32.08,50.37,34.48,39.44,24.36,66.76,0.09,-1.2,-0.19,-9.71,-0.35,-0.06,0.12,51.86,10.25,44.36,25.08,31.84,26.4,69.11
3087,2025-26,Jeremy Sochan,22,SAS/NYK,469,Rotation,Stretch Big,Wing Stopper,-1.72,-1.69,-0.03,0.22,-1.12,-1.5,-0.08,-1.22,-18.62,-1.26,14.24,11.44,53.03,33.23,26.41,11.98,30.38,22.56,27.1,10.17,-0.77,-1,0.11,-4.56,-0.24,0.69,0.34,16.24,19.02,62.71,32.68,37.22,67.01,77.01
3088,2022-23,Wendell Moore Jr.,21,MIN,153,Garbage Time,Movement Shooter,Point of Attack,-1.35,-0.88,-0.47,0.11,-1.03,-0.45,-0.67,-0.78,-2.92,-0.13,21.4,34.83,29.96,24.66,29.05,36.26,12.09,38,52.98,45.01,-0.87,-1,-0.25,-1.58,-0.32,0.2,-0.5,13.13,19.02,40.3,39.78,33.31,40.74,17.07
3089,2023-24,Wendell Moore Jr.,22,MIN,75,Garbage Time,Low Minute,Chaser,-1.56,-0.91,-0.65,0.04,-1.49,-0.58,-0.76,-0.75,-1.62,-0.45,17.44,33.78,22.49,13.64,16.56,31.99,10.42,39.44,57.24,30.72,-1.06,-0.97,-0.74,-1.14,-0.14,0.3,-0.23,8.45,39.14,16.81,41.77,42.96,45.97,51.49
3090,2024-25,Wendell Moore Jr.,23,DET/CHO,499,Garbage Time,Movement Shooter,Chaser,-1.28,-1.46,0.17,0.36,-1.3,-0.09,-0.17,-1.46,-14.97,-0.67,22.78,16.44,63.56,39.49,21.26,49.14,26.88,15.61,31.91,23.26,-0.56,-0.96,0.16,1.78,0.58,0.39,-0.27,24.52,39.62,64.9,65.34,78.77,51.4,48.78
3091,2025-26,Wendell Moore Jr.,24,DET,60,Too Few Games,Low Minute,Chaser,-1.22,-0.76,-0.46,0.05,-1.21,-0.59,0.04,-0.68,-1.14,-0.37,24.43,39.69,30.43,15.54,23.96,31.62,34.85,42.52,59.44,34.19,-0.03,-1.12,-0.53,-0.76,-0.22,0.08,-0.06,46.93,13.33,25.46,44.25,38.15,33.6,61.43
3092,2022-23,Kendall Brown,19,IND,40,Too Few Games,Low Minute,Chaser,-1.02,-0.72,-0.3,0.04,-0.93,-0.08,-0.54,-0.58,-0.67,-0.36,30.14,41.23,38.59,13.64,32.08,49.66,15.83,46.78,62.61,34.65,-0.9,-1,-0.34,-0.31,0.29,0.37,-0.5,11.45,19.02,35.17,49.09,66.27,50.24,17.07
3093,2023-24,Kendall Brown,20,IND,62,Garbage Time,Low Minute,Chaser,-1.23,-0.62,-0.61,0.05,-1.27,-0.26,-1.11,-0.52,-0.83,-0.16,24.14,45.58,23.98,15.54,22.18,42.84,4.84,49.64,61.59,43.74,-1.12,-1.09,-0.75,-0.79,-0.09,0.01,-0.26,7.46,14.99,16.57,43.97,46.01,30.84,49.67
3094,2022-23,Kennedy Chandler,20,MEM,281,Garbage Time,Secondary Ball Handler,Point of Attack,-1.49,-1.04,-0.45,0.17,-1.23,-0.68,-0.7,-0.98,-6.19,-0.39,18.66,29.59,31.06,29.87,23.46,28.77,11.62,30.67,45.35,33.28,-0.9,-1,-0.25,-2.67,-0.29,0.2,-0.5,11.45,19.02,40.3,36.66,34.7,40.74,17.07
3095,2022-23,Jalen Williams,21,OKC,2276,Starter,Secondary Ball Handler,Helper,0.2,-0.58,0.78,3.79,-0.13,0.92,0.86,-0.51,-27.9,0.07,76.96,47.65,82.02,85.12,58.13,78.49,61.78,50.1,17.38,55.6,0.27,-1,0.38,37.54,0.85,0.6,-0.5,58.03,19.02,73.9,90.76,87,63.16,17.07
3096,2023-24,Jalen Williams,22,OKC,2223,Starter,Slasher,Wing Stopper,0.54,0.47,0.06,4.18,1.69,0.95,1.98,1.36,22.11,0.94,82.26,82.21,58.51,87.51,93,79.15,82.25,91.59,85.26,85.04,1.36,-0.22,0.33,2.93,0.01,0.62,0.46,83.62,75.57,72.16,67.52,51.83,64.32,80.93
3097,2024-25,Jalen Williams,23,OKC,2237,Star,Shot Creator,Helper,3.26,2.35,0.91,8.01,3.12,1.91,4.16,2.21,110.06,1.09,97.53,96.09,84.72,96.97,97.51,92.18,96.58,95.68,96.41,87.34,2.83,0.74,0.91,42.44,0.82,1.33,0.25,94.92,90.1,87.2,92.18,86.17,84.87,74.08
3098,2025-26,Jalen Williams,24,OKC,936,Starter,Shot Creator,Wing Stopper,1.39,1.39,0,2.26,1.62,0.12,3.27,1.55,28.2,0.34,90.8,92.1,55.06,73,92.6,57.06,93.5,92.77,87.02,69.33,2.27,1.05,0.07,3.07,-0.21,1.01,1.19,92.53,91.9,60.34,67.86,38.66,77.72,94.72
3099,2022-23,Orlando Robinson,22,MIA,425,Rotation,Roll + Cut Big,Helper,0.15,-1.38,1.53,0.7,-0.55,1.18,0.87,-1.65,-11.51,-0.42,76.23,18.7,93.94,48.95,45.5,83.33,62.13,11.32,36.48,32.16,-0.5,-1,1.09,12.83,1.6,1.37,-0.5,27.56,19.02,89.88,78.84,96.94,85.38,17.07
3100,2023-24,Orlando Robinson,23,MIA,304,Garbage Time,Roll + Cut Big,Mobile Big,-0.76,-1.46,0.7,0.32,-0.59,-0.57,0.63,-1.19,-8.89,-0.54,37.96,16.44,80.09,38.05,44.14,32.33,55.78,23.71,40.45,27.4,-0.68,-1.03,0.6,4.28,-0.03,1.31,0.71,19.73,17.47,80.06,70.02,49.71,84.5,87.28
3101,2025-26,Orlando Robinson,25,ORL,25,Too Few Games,Low Minute,Mobile Big,-0.11,-0.05,-0.06,0.04,-0.05,-0.6,1.1,-0.06,-0.11,0.34,56.96,71.26,51.59,13.64,59.81,31.33,67.36,71.87,69.11,69.33,0.49,-1.07,0.01,-0.26,-0.94,0.61,0.43,65.94,15.85,56.92,49.73,11.1,63.84,79.84
3102,2024-25,Orlando Robinson,24,SAC/TOR,770,Key Rotation,Roll + Cut Big,Mobile Big,-1.58,-1.32,-0.26,0.42,-1.65,-1.33,0.09,-1.38,-21.06,-0.3,16.89,20.46,40.76,41.28,13.54,14.51,36.58,17.67,24.12,37.15,-0.31,-1.12,-0.27,-4.17,-1.04,0.41,0.6,35.24,13.33,39.3,33.31,8.77,52.82,84.74
3103,2022-23,Patrick Baldwin Jr.,20,GSW,226,Garbage Time,Movement Shooter,Helper,-0.7,-0.7,0,0.25,-0.35,0.12,0.31,-0.12,-3.32,0.05,39.9,42.03,55.06,34.66,52.02,57.06,44.99,69.62,52,54.65,0.05,-1,-0.23,0.01,0.07,0.26,-0.5,50.24,19.02,41.5,57.18,55.37,43.96,17.07
3104,2024-25,Patrick Baldwin Jr.,22,WAS/LAC,107,Garbage Time,Movement Shooter,Helper,-0.06,-0.44,0.38,0.16,-0.15,0.64,1.4,-0.48,-1.01,0.35,57.67,53.98,71.48,29.25,57.69,72.31,73.16,51.47,60.53,69.8,0.45,-0.9,0.33,0.87,0.29,0.95,0.32,64.56,42.78,72.16,62.9,66.27,76.03,76.44
3105,2023-24,Patrick Baldwin Jr.,21,WAS,494,Rotation,Movement Shooter,Helper,-0.35,-1.1,0.75,0.65,-0.69,0.66,0.72,-1.36,-11.6,-0.23,50.47,27.52,81.19,47.66,40.36,72.8,58.34,18.2,36.36,40.23,-0.42,-0.76,0.67,7.94,0.89,1.14,-0.13,31.59,50.64,81.92,74.27,87.9,81.11,57.42
3106,2022-23,Walker Kessler,21,UTA,1703,Key Rotation,Roll + Cut Big,Anchor Big,1.94,-0.15,2.1,4.7,1.93,2.11,2.21,-0.28,-5.4,0.81,93.94,67.28,97.6,89.57,94.16,93.62,85.24,61.97,47.19,82.53,0.49,-1,2.21,74.44,1.31,1.72,-0.5,65.94,19.02,98.39,97.65,94.35,91.33,17.07
3107,2023-24,Walker Kessler,22,UTA,1493,Key Rotation,Roll + Cut Big,Anchor Big,0.33,-1.46,1.79,2.61,0.57,0.51,2.21,-1.54,-44.64,-0.54,78.9,16.44,95.84,76.44,84.11,69.13,85.24,14,7.3,27.4,-0.21,-0.54,2.1,54.86,1.05,2.42,1.47,39.27,63.48,98.17,95.26,90.84,97.42,96.52
3108,2024-25,Walker Kessler,23,UTA,1740,Star,Roll + Cut Big,Anchor Big,0.54,-0.72,1.26,3.28,0.56,0.5,2.28,-0.68,-25.83,0.3,82.26,41.23,90.69,81.91,84.03,68.77,86.14,42.52,19.18,67.65,0.06,-1.21,1.24,45.23,0.2,2.22,1.79,51.01,9.9,92.16,93.04,62.02,96.54,98.44
3109,2025-26,Walker Kessler,24,UTA,154,Too Few Games,Athletic Finisher,Mobile Big,-0.12,-0.88,0.75,0.23,0.42,0.5,1.84,-0.44,-2.07,0.62,56.78,34.83,81.19,33.84,82.17,68.77,80.43,53.25,55.7,78.3,0.09,-0.62,0.86,2.28,-0.12,1.75,1.7,51.86,59.35,86.27,66.52,44.13,91.77,97.92
3110,2022-23,Jaylin Williams,20,OKC,914,Rotation,Stretch Big,Anchor Big,0.15,-1.29,1.45,1.5,-0.43,0.27,0.65,-1.34,-24.5,-0.38,76.23,21.26,92.99,63.95,49.66,62.22,56.33,18.91,20.45,33.63,-0.48,-1,0.92,27.65,0.66,1.13,-0.5,28.87,19.02,87.46,87.53,81.58,80.87,17.07
3111,2023-24,Jaylin Williams,21,OKC,897,Rotation,Stationary Shooter,Anchor Big,0.48,-0.46,0.93,1.65,0.28,1.12,1.98,-0.58,-8.36,0.93,81.27,52.91,85.19,66.22,79.77,82.28,82.25,46.78,41.45,84.87,0.37,-0.81,0.86,17.13,0.19,1.6,0.66,62.19,48.05,86.27,81.87,61.37,89.27,86.21
3112,2024-25,Jaylin Williams,22,OKC,784,Rotation,Stationary Shooter,Anchor Big,1.61,0.27,1.33,2,1.66,1.6,2.32,0.35,4.49,1.32,92.18,78.96,91.64,70.23,92.91,89.22,86.49,81.4,77.64,90.54,0.48,-0.65,1.31,21.65,0.27,1.84,0.77,65.61,57.44,93.09,84.73,65.17,92.91,88.37
3113,2025-26,Jaylin Williams,23,OKC,1277,Rotation,Stationary Shooter,Anchor Big,1.59,-0.83,2.41,3.24,2.22,1.75,2.58,-0.04,-29.7,0.46,92.08,36.87,98.66,81.58,95.39,90.57,89.23,72.58,15.76,73.71,0.17,-0.56,2.26,56.37,1.29,2.4,0.79,54.93,62.48,98.53,95.51,94.04,97.39,88.83
3114,2025-26,JD Davison,23,HOU,218,Garbage Time,Secondary Ball Handler,Point of Attack,-0.47,-0.57,0.09,0.27,-0.23,-0.01,0.59,-0.39,-4.65,0.03,46.98,48.19,60.02,35.73,55.53,52,54.55,56.18,48.46,53.62,0.22,-0.81,0.16,-3.05,-0.04,0.37,-0.23,56.41,48.05,64.9,35.77,49.05,50.24,51.49
3115,2022-23,JD Davison,20,BOS,66,Garbage Time,Low Minute,Point of Attack,-1.04,-0.56,-0.48,0.06,-0.86,-0.54,-0.52,-0.44,-0.77,-0.21,29.52,48.68,29.52,17.33,34.74,33.38,16.29,53.25,61.97,41.22,-0.74,-1,-0.42,-0.65,-0.33,0.22,-0.5,17.08,19.02,30.94,45.14,32.82,41.9,17.07
3116,2023-24,JD Davison,21,BOS,39,Too Few Games,Low Minute,Point of Attack,-1.2,-0.27,-0.94,0.03,-1.3,-0.61,-0.58,-0.35,-0.22,0.19,25.06,61.88,14,11.87,21.26,30.96,14.49,58.36,67.2,62.17,-0.57,-0.6,-0.95,-0.81,-0.8,-0.01,-0.47,24.28,60.46,10.7,43.82,14.78,29.57,37.32
3117,2024-25,JD Davison,22,BOS,93,Garbage Time,Low Minute,Point of Attack,-0.65,-0.44,-0.21,0.1,-0.63,-0.43,0.01,-0.41,-0.79,-0.19,41.58,53.98,43.62,23.68,42.49,36.98,33.67,55.01,61.78,42.1,0.01,-0.49,-0.22,-0.38,-0.24,0,-0.42,48.31,66.7,42.23,48.17,37.22,30.32,39.71
3118,2025-26,Bryce McGowens,23,NOP,880,Rotation,Stationary Shooter,Wing Stopper,-1.02,-0.6,-0.43,0.79,-1.46,0.05,-0.01,-1.39,-6.45,0.69,30.14,46.5,32.18,51.03,17.17,54.27,32.88,17.4,44.7,80.06,0.11,-0.96,-0.06,-17.57,-0.64,-0.12,-0.36,52.95,39.62,52.42,17.86,20.01,23.2,43.46
3119,2024-25,Bryce McGowens,22,POR,32,Garbage Time,Low Minute,Chaser,0.06,-0.01,0.07,0.05,0.07,0.72,0.43,0.02,0,0.25,74.55,72.63,59.17,15.54,76.4,74.48,49.39,74.59,72.77,65.23,0.18,-1.43,0.05,0.05,0.47,0.24,-0.56,55.21,3.92,59.19,57.94,74.56,43.26,14.56
3120,2022-23,Bryce McGowens,20,CHO,787,Rotation,Movement Shooter,Chaser,-3.14,-2.21,-0.93,-0.33,-3.21,-1.8,-1.68,-2.42,-36.48,-1.47,1.48,4.52,14.22,2.39,0.48,8.16,1.33,1.9,11.41,7.33,-1.37,-1,-0.8,-15.3,-0.34,-0.31,-0.5,3.88,19.02,14.66,19.84,32.4,15,17.07
3121,2023-24,Bryce McGowens,21,CHO,882,Rotation,Movement Shooter,Chaser,-3.32,-2.63,-0.69,-0.46,-2.69,-1.93,-1.6,-2.12,-46.78,-1.76,0.9,1.57,21.02,1.71,2.08,6.82,1.69,4.43,6.48,4.49,-1.41,-1.42,-0.56,-12.29,-0.18,-0.19,-0.65,3.35,4.16,23.93,22.38,40.5,20.05,11.86
3122,2022-23,Jamaree Bouyea,23,MIA/WAS,71,Too Few Games,Low Minute,Point of Attack,-0.65,-0.7,0.04,0.08,-0.49,-0.15,0.04,-0.7,-0.92,-0.35,41.58,42.03,57.23,20.62,47.48,47,34.85,41.76,60.95,35.07,-0.7,-1,0.21,0.06,0.2,0.73,-0.5,19.04,19.02,67.08,58.21,62.02,68.19,17.07
3123,2024-25,Jamaree Bouyea,25,MIL,62,Too Few Games,Low Minute,Point of Attack,-0.36,-0.5,0.13,0.08,-0.36,-0.14,0.75,-0.5,-0.64,-0.24,50.18,51.29,62.05,20.62,51.8,47.26,59.11,50.54,62.86,39.71,0.3,-0.54,0.14,0.17,0.1,0.45,-0.07,59.09,63.48,64.03,59.55,56.92,54.75,60.92
3124,2025-26,Jamaree Bouyea,26,PHO,644,Rotation,Slasher,Point of Attack,-0.16,-0.74,0.57,0.93,-0.28,0.12,0.79,-0.66,-6.45,-0.32,55.82,40.5,76.86,53.86,54.17,57.06,60.07,43.35,44.7,36.17,0.08,-0.73,0.39,3.07,0.44,0.71,0.01,51.53,52.5,74.12,67.86,72.97,67.71,64.58
3125,2023-24,Jamaree Bouyea,24,POR/SAS,95,Too Few Games,Low Minute,Point of Attack,-0.39,-0.64,0.25,0.12,-0.4,0.2,-0.55,-0.5,-1.26,-0.18,49.39,44.77,66.54,25.49,50.7,59.95,15.52,50.54,58.63,42.69,-1.3,-0.93,0.1,0.5,0.39,0.75,-0.08,4.6,41.24,62.19,61.49,70.9,69.27,60.47
3126,2023-24,Julian Strawther,21,DEN,545,Garbage Time,Off Screen Shooter,Low Activity,-2.15,-0.97,-1.18,0.11,-1.97,-1.35,-1.04,-0.87,-10.9,-0.9,8,31.69,9.51,24.66,8.23,14.25,5.71,34.61,37.42,17.5,-0.66,-1,-1.1,-13.32,-0.45,-0.38,-0.5,20.54,19.02,8.02,21.43,27.25,13.62,17.07
3127,2024-25,Julian Strawther,22,DEN,1384,Rotation,Movement Shooter,Low Activity,-1.92,-1.27,-0.65,0.46,-1.71,-0.47,-0.99,-1.21,-36.79,-0.49,11.03,21.78,22.49,42.64,12.35,35.83,6.44,22.97,11.24,29.11,-0.58,-0.8,-0.5,-18.72,0.02,-0.42,-0.47,23.71,48.45,26.95,16.91,52.44,11.82,37.32
3128,2025-26,Julian Strawther,23,DEN,861,Rotation,Movement Shooter,Low Activity,-1.24,-0.93,-0.31,0.66,-0.65,0.12,-0.26,-0.37,-21.86,-0.32,23.86,33.23,38.22,47.97,41.79,57.06,24.06,57.31,23.17,36.17,-0.16,-1.18,-0.28,-15.14,0.44,-0.1,-0.77,42.23,11.17,38.63,19.96,72.97,24.02,8.67
3129,2025-26,Caleb Love,24,POR,1013,Key Rotation,Secondary Ball Handler,Chaser,-1.47,-0.23,-1.25,0.62,-0.64,-0.63,-0.25,0.41,-9.37,0.37,19.02,63.52,8.11,47,42.17,30.21,24.25,82.5,39.66,70.48,0.36,-1,-1.04,-42.16,-1,-0.61,-0.5,61.87,19.02,8.99,7.01,9.8,8.08,17.07
3130,2024-25,Harrison Ingram,22,SAS,35,Too Few Games,Low Minute,Helper,-0.18,-0.46,0.28,0.05,-0.19,-0.01,0.52,-0.46,-0.35,-0.21,55.31,52.91,67.94,15.54,56.59,52,52.45,52.34,65.54,41.22,0.16,-1,0.27,0.21,0.2,0.36,-0.5,54.53,19.02,69.82,59.92,62.02,49.25,17.07
3131,2025-26,Harrison Ingram,23,SAS,26,Too Few Games,Low Minute,Chaser,-0.5,-0.38,-0.12,0.03,-0.49,0.14,0.6,-0.33,-0.23,0.01,46.07,56.65,48.49,11.87,47.48,57.97,54.9,59.33,67.03,52.27,0.27,-0.87,-0.16,-0.28,0.12,0.32,0.07,58.03,44.29,46.46,49.39,57.8,46.96,67.08
3132,2022-23,Christian Braun,21,DEN,1181,Garbage Time,Stationary Shooter,Chaser,-2.33,-2.31,-0.03,0.09,-2.03,-0.43,-0.82,-2.01,-55.17,-1,6.25,3.57,53.03,22.24,7.13,36.98,9.17,5.7,4.01,15.27,-1.02,-1,-0.02,-0.63,0.56,0.2,-0.5,8.91,19.02,54.96,45.36,77.93,40.74,17.07
3133,2023-24,Christian Braun,22,DEN,1656,Key Rotation,Stationary Shooter,Chaser,-1.42,-0.96,-0.46,1.08,-1.26,0.48,0.06,-1.25,-31.49,0.43,19.9,32.04,30.43,57.02,22.4,68.3,35.6,21.46,14.39,72.63,-0.07,-1.33,-0.01,-15.33,0.05,0.13,-0.13,45.34,6,55.77,19.79,54.11,36.25,57.42
3134,2024-25,Christian Braun,23,DEN,2675,Starter,Stationary Shooter,Point of Attack,0.2,0.44,-0.23,4.47,0.19,1.22,1.34,0.26,24.04,1.48,76.96,81.77,42.47,88.73,78.34,83.92,72.16,80.03,85.87,92.03,1.3,-0.97,-0.07,-12.96,-0.27,0.04,-0.16,82.62,39.14,51.84,21.67,35.77,31.76,55.54
3135,2025-26,Christian Braun,24,DEN,1399,Starter,Stationary Shooter,Point of Attack,-0.46,-0.46,0,1.75,-0.64,0.69,0.89,-0.41,-10.51,0.83,47.19,52.91,55.06,67.64,42.17,73.68,62.67,55.01,37.93,83.01,0.56,-0.19,-0.23,1.03,-0.14,0.34,-0.15,68,76.22,41.5,63.47,42.96,48.14,55.98
3136,2023-24,Oscar Tshiebwe,24,IND,42,Too Few Games,Low Minute,Mobile Big,-0.53,-0.03,-0.49,0.05,-0.89,-0.8,-0.34,-0.19,-0.03,0.43,45.06,72.04,29.11,15.54,33.68,25.63,21.43,66.6,71.55,72.63,-0.48,-1,-0.7,-0.46,-1.23,0.14,-0.5,28.87,19.02,18.36,47.11,5.64,36.93,17.07
3137,2024-25,Oscar Tshiebwe,25,UTA,255,Garbage Time,Athletic Finisher,Mobile Big,1.05,0.24,0.81,0.56,1.03,1.24,1.68,0.23,1.25,1.21,87.78,78.28,82.68,45.4,88.72,84.14,78,79.25,75.39,89.22,0.74,-0.54,0.8,4.24,0.03,0.94,-0.12,72.18,63.48,84.9,69.96,52.96,75.83,58.03
3138,2025-26,Oscar Tshiebwe,26,UTA,448,Rotation,Roll + Cut Big,Mobile Big,0.48,0.49,-0.02,0.83,0.17,0.38,1.97,0.18,1.16,1.27,81.27,82.46,53.79,52.05,77.99,65.39,82.14,78.42,75.32,89.9,1.28,-0.28,-0.01,-4.51,-0.89,0.69,0.33,82.23,73.8,55.77,32.77,12.42,67.01,76.8
3139,2025-26,Christian Koloko,25,LAL/MEM/ATL,357,Rotation,Athletic Finisher,Mobile Big,-1.14,-1.92,0.78,0.29,-0.91,-0.52,0.34,-1.71,-14.6,-0.42,26.88,7.48,82.02,36.63,32.81,34.02,46.19,10.14,32.3,32.16,-0.9,-1.06,0.8,3.96,-0.1,1.24,0.74,11.45,16.38,84.9,69.41,45.33,82.99,87.81
3140,2024-25,Christian Koloko,24,LAL,342,Garbage Time,Roll + Cut Big,Mobile Big,-1.14,-2.4,1.26,0.28,-1.13,-0.89,0.54,-2.39,-16.75,-1.38,26.88,2.86,90.69,36.09,26.2,23.61,53.18,2.06,29.54,8.29,-0.81,-0.77,1.27,8.81,0.49,1.35,0.24,14.75,50.17,92.64,75.37,75.39,85.2,73.67
3141,2022-23,Christian Koloko,22,TOR,802,Garbage Time,Roll + Cut Big,Mobile Big,0.05,-1.78,1.83,1.26,-1.43,0.45,0.35,-2.8,-29.19,-0.82,74.35,9.7,96.19,60.26,18,67.47,46.56,0.54,16.18,19.67,-1.17,-1,1.37,30,1.27,1.52,-0.5,6.06,19.02,93.79,88.19,93.82,87.98,17.07
3142,2025-26,Jabari Walker,23,PHI,762,Rotation,Stretch Big,Helper,-0.76,-1.07,0.31,0.81,-0.92,-0.43,0.25,-1,-21.98,-0.64,37.96,28.47,68.94,51.59,32.42,36.98,42.54,29.86,22.95,24.1,-0.28,-1,0.08,-0.2,0.21,0.53,0.11,36.63,19.02,61.07,50.54,62.46,59.19,68.61
3143,2022-23,Jabari Walker,20,POR,619,Rotation,Athletic Finisher,Helper,-2.37,-1.85,-0.52,0.03,-2.47,-1.01,-1.06,-1.87,-24.04,-0.56,6.02,8.55,27.78,11.87,3.22,20.87,5.49,7.46,20.87,26.59,-0.9,-1,-0.6,-6.68,-0.45,-0.15,-0.5,11.45,19.02,22.11,29.21,27.25,21.47,17.07
3144,2023-24,Jabari Walker,21,POR,1701,Key Rotation,Athletic Finisher,Helper,-1.8,-1.62,-0.18,0.7,-2.29,-0.15,-0.29,-2.09,-55.55,-0.1,12.9,12.73,45.24,48.95,4.48,47,23.21,4.71,3.89,46.55,-0.56,-1.11,-0.2,-6.19,-0.05,0.27,-0.19,24.52,13.88,43.64,30.16,48.56,44.62,53.79
3145,2024-25,Jabari Walker,22,POR,749,Rotation,Athletic Finisher,Helper,-0.41,-1.07,0.66,0.96,-0.48,0.47,0.47,-1.05,-16.89,-0.1,48.84,28.47,79.1,54.59,47.79,67.96,50.81,28.23,29.35,46.55,-0.46,-0.99,0.57,10.42,0.58,0.93,-0.09,30.14,38.33,79.52,76.78,78.77,75.5,59.68
3146,2022-23,Ryan Rollins,20,GSW,62,Garbage Time,Low Minute,Point of Attack,-0.9,-0.76,-0.14,0.06,-0.64,-0.39,-1.28,-0.48,-1,-0.4,33.74,39.69,47.51,17.33,42.17,38.49,3.53,51.47,60.61,32.84,-1.54,-1,-0.15,-0.19,0.01,0.26,-0.5,2.54,19.02,47.07,50.78,51.83,43.96,17.07
3147,2023-24,Ryan Rollins,21,WAS/MIL,78,Garbage Time,Low Minute,Point of Attack,0.26,-0.08,0.34,0.13,-0.22,0.86,1.1,-0.2,-0.13,0.38,77.95,70.33,69.97,26.32,55.84,77.3,67.36,66.2,68.81,70.8,-0.18,-0.83,-0.01,0.59,0.47,1.28,-0.28,41.38,46.74,55.77,61.88,74.56,83.84,48.09
3148,2024-25,Ryan Rollins,22,MIL,820,Rotation,Secondary Ball Handler,Point of Attack,-0.51,-1,0.5,1,-0.48,0.06,0.78,-1.01,-16.99,-0.41,45.73,30.62,75.27,55.53,47.79,54.77,59.78,29.62,29.18,32.52,-0.1,-0.53,0.54,8.39,0.47,0.88,0.29,43.81,64.23,78.74,74.97,74.56,73.58,75.55
3149,2025-26,Ryan Rollins,23,MIL,2375,Starter,Primary Ball Handler,Point of Attack,-1.01,-0.44,-0.57,2.16,-0.65,-1.35,0.83,-0.11,-14.46,-0.64,30.57,53.98,25.88,71.92,41.79,14.25,61.23,70.06,32.46,24.1,0.39,-0.34,-0.54,-17.91,-0.7,0.44,0.24,62.7,72.18,24.81,17.59,18.06,54.44,73.67
3150,2023-24,Leonard Miller,20,MIN,52,Garbage Time,Low Minute,Helper,-1.02,-0.32,-0.71,0.05,-1.04,-0.43,-0.32,-0.22,-0.39,0.14,30.14,59.5,20.16,15.54,28.85,36.98,22.28,65.17,65.2,59.34,-0.3,-1,-0.82,-0.83,-0.57,-0.01,-0.5,35.66,19.02,14.07,43.64,22.58,29.57,17.07
3151,2024-25,Leonard Miller,21,MIN,32,Garbage Time,Low Minute,Helper,-0.44,-0.11,-0.34,0.04,-0.45,-0.27,0.63,-0.1,-0.07,0.15,47.95,68.99,36.46,13.64,48.85,42.54,55.78,70.45,69.87,59.95,0.47,-0.72,-0.35,-0.23,-0.42,0.15,-0.18,65.15,53.11,34.65,50.05,28.61,37.54,54.42
3152,2025-26,Leonard Miller,22,MIN/CHI,719,Key Rotation,Stationary Shooter,Helper,-0.53,-0.09,-0.43,0.87,-0.37,0.67,0.6,-0.55,2.48,1.19,45.06,69.92,32.18,52.91,51.53,73.09,54.9,48.02,76.44,88.98,0.52,-0.73,0.18,-18.3,-0.53,0.08,-0.05,66.94,52.5,65.91,17.26,23.93,33.6,61.97
