RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Post Up Shot Making,Post Up Impact Per 75 Possessions,Stable Post Up PPP,Post Up Shot Making Efficiency,Post Up Shooting Talent,Post Up Shot Quality,Post Up Shot Making_percentile,Post Up Impact Per 75 Possessions_percentile,Stable Post Up PPP_percentile,Post Up Shot Making Efficiency_percentile,Post Up Shooting Talent_percentile,Post Up Shot Quality_percentile
4277,2017-18,Evan Turner,29,POR,2034,Starter,Shot Creator,Wing Stopper,1.14,0.15,0.93,1.45,1.36,-0.27,95.78,95.46,92.81,98.2,96.72,34.71
4278,2018-19,Evan Turner,30,POR,1606,Key Rotation,Shot Creator,Wing Stopper,0.23,0.29,0.99,0.13,0.55,0.72,84.79,97.95,97.37,87.06,93.13,80.6
4279,2019-20,Derrick Favors,28,NOP,1243,Key Rotation,Roll + Cut Big,Anchor Big,0.07,0.01,0.89,-0.08,-0.14,1.72,75.34,89.98,87.87,79.65,84.14,95.65
4280,2021-22,Derrick Favors,30,OKC,653,Rotation,Roll + Cut Big,Anchor Big,-0.15,0,0.87,-0.55,-0.49,-0.51,32.79,12.81,8.43,42.55,63.95,23.4
4281,2015-16,Derrick Favors,24,UTA,1983,Star,Post Scorer,Anchor Big,0.49,-0.04,0.86,0.05,1.3,0.3,91.02,10.51,7.29,84.25,96.58,64.94
4282,2016-17,Derrick Favors,25,UTA,1186,Key Rotation,Post Scorer,Anchor Big,-0.1,0,0.88,-0.57,0.27,0.48,42.8,12.81,86.29,40.38,90.71,72.76
4283,2017-18,Derrick Favors,26,UTA,2153,Star,Roll + Cut Big,Mobile Big,-0.43,-0.16,0.81,-1.03,-0.57,1.21,8.63,5.06,2.78,10.65,55.79,89.98
4284,2018-19,Derrick Favors,27,UTA,1766,Key Rotation,Roll + Cut Big,Anchor Big,-0.03,0.14,0.97,-0.22,-0.27,0.79,58.02,95.14,96.14,71.78,79.77,82.24
4285,2020-21,Derrick Favors,29,UTA,1039,Rotation,Roll + Cut Big,Anchor Big,-0.05,0,0.87,-0.39,-0.41,0.71,53.13,12.81,8.43,58.8,70.73,80.35
4286,2015-16,Wesley Johnson,28,LAC,1666,Key Rotation,Movement Shooter,Helper,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4287,2016-17,Wesley Johnson,29,LAC,810,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4288,2017-18,Wesley Johnson,30,LAC,1486,Rotation,Stationary Shooter,Wing Stopper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4289,2018-19,Wesley Johnson,31,NOP/WAS,534,Rotation,Movement Shooter,Wing Stopper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4290,2018-19,DeMarcus Cousins,28,GSW,771,Star,Post Scorer,Anchor Big,-0.29,0.01,0.91,-0.54,0.69,1.34,14.9,89.98,90.24,44.25,94.14,91.78
4291,2020-21,DeMarcus Cousins,30,HOU/LAC,713,Rotation,Versatile Big,Anchor Big,-0.01,-0.14,0.89,-0.4,0.56,2.31,61.83,5.84,87.87,57.98,93.21,98.33
4292,2016-17,DeMarcus Cousins,26,SAC/NOP,2466,Star,Shot Creator,Helper,-1.42,0.34,0.94,-1.54,-0.31,2.3,0.31,98.39,93.75,2.27,77.88,98.3
4293,2017-18,DeMarcus Cousins,27,NOP,1737,Star,Shot Creator,Anchor Big,-0.5,-0.05,0.88,-0.7,0.2,1.1,6.74,9.86,86.29,29.39,89.78,88.28
4294,2015-16,DeMarcus Cousins,25,SAC,2246,Star,Shot Creator,Helper,-1.51,0.53,0.95,-1.6,-0.79,2.56,0.22,99.22,94.68,1.89,9.04,98.87
4295,2021-22,DeMarcus Cousins,31,MIL/DEN,717,Rotation,Versatile Big,Mobile Big,0.58,0.04,0.92,0.76,1.17,1.24,92.03,91.32,91.55,95.15,96.06,90.52
4296,2017-18,Ekpe Udoh,30,UTA,810,Garbage Time,Roll + Cut Big,Mobile Big,-0.18,0,0.87,-0.75,-0.48,-0.05,27.5,12.81,8.43,25.39,64.71,47.65
4297,2018-19,Ekpe Udoh,31,UTA,320,Garbage Time,Roll + Cut Big,Anchor Big,-0.04,0,0.87,-0.37,-0.35,0.6,55.59,12.81,8.43,60.35,75.44,76.69
4298,2015-16,Greg Monroe,25,MIL,2314,Starter,Post Scorer,Mobile Big,0.48,-0.03,0.86,-0.03,1.82,0.49,90.74,11.02,7.29,81.83,97.92,73.2
4299,2016-17,Greg Monroe,26,MIL,1823,Key Rotation,Post Scorer,Mobile Big,0.85,0.03,0.89,0.47,1.97,0.33,94.36,91.03,87.87,92.25,98.19,66.02
4300,2021-22,Greg Monroe,31,MIN/WAS/MIL/UTA,195,Too Few Games,Post Scorer,Mobile Big,-0.14,0,0.87,-0.53,-0.18,-0.45,34.96,12.81,8.43,45.67,82.87,26.11
4301,2017-18,Greg Monroe,27,MIL/PHO/BOS,1041,Rotation,Post Scorer,Helper,-0.26,-0.32,0.85,-0.6,0.88,0.25,17.48,2.17,6.22,37.23,95.02,63.09
4302,2018-19,Greg Monroe,28,TOR/BOS/PHI,480,Rotation,Post Scorer,Anchor Big,-0.33,-1.39,0.73,-0.96,0.24,1.6,12.66,0.06,0.25,13.42,90.32,94.77
4303,2019-20,Al-Farouq Aminu,29,ORL,380,Key Rotation,Stationary Shooter,Helper,-0.46,0,0.87,-0.9,-0.81,0.47,7.69,12.81,8.43,16,8.9,72.44
4304,2015-16,Al-Farouq Aminu,25,POR,2341,Starter,Stationary Shooter,Wing Stopper,-0.18,-0.13,0.76,-0.63,-0.57,-0.47,27.5,6.2,0.77,34.52,55.79,25.07
4305,2016-17,Al-Farouq Aminu,26,POR,1773,Starter,Stationary Shooter,Helper,-0.25,0,0.87,-0.78,-0.63,-0.46,18.39,12.81,8.43,23.21,50.46,25.61
4306,2017-18,Al-Farouq Aminu,27,POR,2072,Star,Stationary Shooter,Helper,-0.33,0,0.87,-0.9,-0.7,0.65,12.66,12.81,8.43,16,48.36,78.14
4307,2018-19,Al-Farouq Aminu,28,POR,2292,Star,Stationary Shooter,Wing Stopper,0.04,0,0.87,-0.05,-0.34,0.59,71.5,12.81,8.43,80.72,76.24,76.31
4308,2020-21,Al-Farouq Aminu,30,ORL/CHI,434,Key Rotation,Movement Shooter,Mobile Big,-0.02,0,0.87,-0.44,-0.34,-0.01,59.91,12.81,8.43,54.3,76.24,50.17
4309,2017-18,Gordon Hayward,27,BOS,5,Too Few Games,Low Minute,Wing Stopper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4310,2018-19,Gordon Hayward,28,BOS,1863,Key Rotation,Secondary Ball Handler,Low Activity,-0.13,0.07,0.94,-0.45,-0.49,0.14,36.6,92.64,93.75,53.54,63.95,58.24
4311,2019-20,Gordon Hayward,29,BOS,1740,Star,Secondary Ball Handler,Helper,-0.08,0.06,0.92,-0.34,-0.43,1.63,47.31,92.22,91.55,62.61,68.94,94.83
4312,2023-24,Gordon Hayward,33,CHO/OKC,1245,Rotation,Secondary Ball Handler,Wing Stopper,-0.41,-0.06,0.88,-1.18,-0.59,0.98,9.23,9.21,86.29,7.06,53.5,86.52
4313,2015-16,Gordon Hayward,25,UTA,2893,Star,Shot Creator,Wing Stopper,-0.03,0.01,0.87,-0.27,-0.38,1.57,58.02,89.98,8.43,68.6,73.53,94.49
4314,2016-17,Gordon Hayward,26,UTA,2516,Star,Secondary Ball Handler,Wing Stopper,0.08,-0.03,0.86,-0.1,-0.24,-1.24,76.25,11.02,7.29,78.83,80.79,5.76
4315,2020-21,Gordon Hayward,30,CHO,1496,Starter,Secondary Ball Handler,Helper,-0.14,0.23,1.01,-0.56,-0.39,1.5,34.96,97.08,98.31,41.48,72.71,93.7
4316,2021-22,Gordon Hayward,31,CHO,1564,Starter,Shot Creator,Helper,-0.59,0.01,0.91,-1.02,-0.74,-0.21,5.1,89.98,90.24,11.12,47.83,38.24
4317,2022-23,Gordon Hayward,32,CHO,1577,Starter,Secondary Ball Handler,Wing Stopper,0.03,-0.02,0.89,-0.33,-0.34,-0.4,70.05,11.6,87.87,63.62,76.24,28.38
4318,2015-16,Paul George,25,IND,2819,Star,Shot Creator,Wing Stopper,-0.66,-0.2,0.74,-1.52,-0.94,-0.24,3.81,4.08,0.33,2.49,0.42,36.44
4319,2016-17,Paul George,26,IND,2689,Star,Shot Creator,Wing Stopper,0.33,0.06,0.92,0.22,0.15,-0.22,87.84,92.22,91.55,88.66,89.17,37.45
4320,2019-20,Paul George,29,LAC,1419,Star,Shot Creator,Wing Stopper,-0.45,-0.22,0.81,-0.88,-0.58,-1.23,8.03,3.62,2.78,16.88,54.5,5.98
4321,2020-21,Paul George,30,LAC,1821,Star,Shot Creator,Chaser,-0.02,-0.23,0.79,-0.37,-0.17,-2,59.91,3.41,1.59,60.35,83.24,0.5
4322,2021-22,Paul George,31,LAC,1077,Star,Shot Creator,Helper,1.18,0.11,0.94,0.78,1.43,-1.64,95.97,94.19,93.75,95.34,96.87,2.11
4323,2022-23,Paul George,32,LAC,1939,Star,Shot Creator,Wing Stopper,0.98,0.11,0.98,0.77,0.9,-1.12,95.15,94.19,96.72,95.31,95.16,7.15
4324,2023-24,Paul George,33,LAC,2502,Star,Shot Creator,Helper,0.72,0.15,1.02,0.55,0.68,-0.27,93.35,95.46,98.7,93.2,94.09,34.71
4325,2017-18,Paul George,27,OKC,2891,Star,Shot Creator,Wing Stopper,-0.56,-0.06,0.83,-1.32,-0.89,0.16,5.35,9.21,4.15,4.54,0.56,59.09
4326,2018-19,Paul George,28,OKC,2841,Star,Shot Creator,Wing Stopper,0.62,0.13,0.99,0.81,0.4,-1.58,92.31,94.78,97.37,95.53,92.03,2.46
4327,2024-25,Paul George,34,PHI,1334,Star,Shot Creator,Helper,0.22,-0.09,0.9,-0.35,0.33,-1.4,84.57,7.77,89.24,61.92,91.44,4.13
4328,2025-26,Paul George,35,PHI,1080,Starter,Shot Creator,Helper,0.42,0,0.87,-0.08,0.47,-0.58,89.61,12.81,8.43,79.65,92.52,20.88
4329,2015-16,Cole Aldrich,27,LAC,800,Rotation,Roll + Cut Big,Anchor Big,-0.18,-0.3,0.79,-0.78,-0.5,-0.64,27.5,2.37,1.59,23.21,63.02,18.68
4330,2016-17,Cole Aldrich,28,MIN,531,Garbage Time,Roll + Cut Big,Anchor Big,-0.39,0,0.87,-1.78,-0.64,1.26,9.89,12.81,8.43,0.98,50.15,90.83
4331,2017-18,Cole Aldrich,29,MIN,49,Garbage Time,Low Minute,Anchor Big,0,0,0.87,-0.28,-0.31,1,64.13,12.81,8.43,67.75,77.88,86.8
4332,2020-21,Ed Davis,31,MIN,299,Garbage Time,Athletic Finisher,Anchor Big,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4333,2015-16,Ed Davis,26,POR,1684,Key Rotation,Roll + Cut Big,Anchor Big,-0.1,0.06,0.91,-0.46,-0.41,0.33,42.8,92.22,90.24,52.35,70.73,66.02
4334,2016-17,Ed Davis,27,POR,789,Rotation,Roll + Cut Big,Anchor Big,-0.4,0,0.87,-1.26,-0.76,0.62,9.54,12.81,8.43,5.45,21.78,77.39
4335,2017-18,Ed Davis,28,POR,1471,Rotation,Roll + Cut Big,Anchor Big,-0.03,-0.15,0.8,-0.27,-0.32,-0.43,58.02,5.55,2.21,68.6,77.27,27.18
4336,2019-20,Ed Davis,30,UTA,303,Rotation,Athletic Finisher,Anchor Big,0.05,0,0.87,-0.09,-0.39,0.21,72.76,12.81,8.43,79.21,72.71,61.57
4337,2018-19,Ed Davis,29,BRK,1446,Rotation,Roll + Cut Big,Anchor Big,-0.02,0,0.87,-0.18,-0.42,0.28,59.91,12.81,8.43,74.27,69.75,64.13
4338,2021-22,Ed Davis,32,CLE,201,Garbage Time,Athletic Finisher,Anchor Big,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4339,2019-20,Patrick Patterson,30,LAC,776,Rotation,Stationary Shooter,Helper,0.12,0.22,0.95,0.13,-0.14,1.07,79.43,96.91,94.68,87.06,84.14,87.87
4340,2020-21,Patrick Patterson,31,LAC,582,Rotation,Stationary Shooter,Helper,0.09,0,0.87,-0.14,-0.24,0.05,77.17,12.81,8.43,76.63,80.79,53.7
4341,2017-18,Patrick Patterson,28,OKC,1270,Rotation,Stationary Shooter,Mobile Big,-0.13,0.1,0.92,-0.57,-0.43,0.98,36.6,93.74,91.55,40.38,68.94,86.52
4342,2018-19,Patrick Patterson,29,OKC,861,Rotation,Stretch Big,Helper,0.07,-0.22,0.83,-0.01,-0.11,0.44,75.34,3.62,4.15,82.49,84.78,70.99
4343,2015-16,Patrick Patterson,26,TOR,2020,Key Rotation,Stationary Shooter,Helper,-0.27,-0.08,0.81,-0.9,-0.7,0.34,16.54,8.3,2.78,16,48.36,66.43
4344,2016-17,Patrick Patterson,27,TOR,1598,Key Rotation,Stationary Shooter,Helper,-0.06,0,0.87,-0.39,-0.49,-0.22,51.56,12.81,8.43,58.8,63.95,37.45
4345,2016-17,Larry Sanders,28,CLE,13,Too Few Games,Low Minute,Anchor Big,-0.01,0,0.87,-0.7,-0.73,-0.47,61.83,12.81,8.43,29.39,47.88,25.07
4346,2016-17,Luke Babbitt,27,MIA,1065,Rotation,Stationary Shooter,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4347,2017-18,Luke Babbitt,28,ATL/MIA,715,Rotation,Movement Shooter,Helper,-0.09,0,0.87,-0.49,-0.52,-0.34,44.79,12.81,8.43,49.76,61,30.61
4348,2015-16,Luke Babbitt,26,NOP,845,Rotation,Movement Shooter,Low Activity,-0.06,0,0.87,-0.43,-0.5,0.05,51.56,12.81,8.43,55.34,63.02,53.7
4349,2016-17,Kevin Seraphin,27,IND,559,Rotation,Post Scorer,Helper,0.41,0.71,0.97,0.51,1.11,-0.33,89.42,99.52,96.14,92.88,95.75,31.12
4350,2015-16,Kevin Seraphin,26,NYK,526,Rotation,Post Scorer,Anchor Big,-0.52,-1.96,0.71,-1.37,1.03,-1.37,6.14,0,0.06,3.87,95.58,4.35
4351,2017-18,Eric Bledsoe,28,PHO/MIL,2322,Star,Primary Ball Handler,Point of Attack,0.06,0.09,0.95,-0.05,-0.32,0.64,74.2,93.36,94.68,80.72,77.27,77.86
4352,2018-19,Eric Bledsoe,29,MIL,2272,Star,Primary Ball Handler,Point of Attack,-0.11,0.09,0.97,-0.4,-0.48,0.85,40.79,93.36,96.14,57.98,64.71,83.94
4353,2019-20,Eric Bledsoe,30,MIL,1646,Star,Shot Creator,Point of Attack,-0.09,0,0.87,-0.37,-0.46,-0.36,44.79,12.81,8.43,60.35,66.45,30.02
4354,2020-21,Eric Bledsoe,31,NOP,2111,Starter,Primary Ball Handler,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4355,2015-16,Eric Bledsoe,26,PHO,1059,Star,Shot Creator,Point of Attack,-0.32,-0.12,0.82,-0.78,-0.75,0.39,13.39,6.54,3.43,23.21,35.04,68.91
4356,2016-17,Eric Bledsoe,27,PHO,2176,Star,Slasher,Point of Attack,-0.1,-0.02,0.86,-0.46,-0.48,-0.08,42.8,11.6,7.29,52.35,64.71,45.89
4357,2021-22,Eric Bledsoe,32,LAC,1361,Key Rotation,Primary Ball Handler,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4358,2020-21,Avery Bradley,30,MIA/HOU,602,Key Rotation,Movement Shooter,Wing Stopper,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4359,2017-18,Avery Bradley,27,DET/LAC,1433,Starter,Movement Shooter,Wing Stopper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4360,2019-20,Avery Bradley,29,LAL,1186,Key Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4361,2021-22,Avery Bradley,31,LAL,1406,Key Rotation,Movement Shooter,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4362,2018-19,Avery Bradley,28,LAC/MEM,1905,Starter,Movement Shooter,Wing Stopper,-0.01,0,0.87,-0.19,-0.4,0.37,61.83,12.81,8.43,73.61,71.75,68.06
4363,2015-16,Avery Bradley,25,BOS,2536,Starter,Off Screen Shooter,Chaser,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4364,2016-17,Avery Bradley,26,BOS,1835,Starter,Off Screen Shooter,Wing Stopper,-0.25,0,0.87,-0.77,-0.67,0.08,18.39,12.81,8.43,24.06,49,55.5
4365,2015-16,James Anderson,26,SAC,721,Rotation,Movement Shooter,Chaser,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4366,2015-16,Elliot Williams,26,MEM,45,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4367,2017-18,Trevor Booker,30,BRK/PHI/IND,1158,Rotation,Post Scorer,Helper,0.35,0.02,0.89,0.47,0.44,-0.34,88.22,90.44,87.87,92.25,92.33,30.61
4368,2015-16,Trevor Booker,28,UTA,1632,Rotation,Roll + Cut Big,Helper,-0.12,-0.04,0.85,-0.53,-0.52,-0.74,38.61,10.51,6.22,45.67,61,15.65
4369,2016-17,Trevor Booker,29,BRK,1754,Starter,Shot Creator,Helper,0.25,-0.05,0.87,0.05,0.31,-0.22,85.48,9.86,8.43,84.25,91.15,37.45
4370,2018-19,Quincy Pondexter,30,SAS,292,Garbage Time,Stationary Shooter,Chaser,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4371,2017-18,Quincy Pondexter,29,CHI,196,Garbage Time,Movement Shooter,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4372,2016-17,Jordan Crawford,28,NOP,442,Key Rotation,Secondary Ball Handler,Chaser,0.02,0,0.87,-0.48,-0.41,-0.67,68.09,12.81,8.43,50.71,70.73,17.67
4373,2017-18,Jordan Crawford,29,NOP,53,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4374,2015-16,Greivis Vasquez,29,MIL,460,Rotation,Primary Ball Handler,Point of Attack,-0.11,0,0.87,-0.58,-0.6,-0.22,40.79,12.81,8.43,39.37,52.79,37.45
4375,2016-17,Greivis Vasquez,30,BRK,39,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4376,2015-16,Tibor Pleiss,26,UTA,82,Garbage Time,Low Minute,Anchor Big,-0.05,0,0.87,-0.61,-0.65,0.08,53.13,12.81,8.43,36.09,49.75,55.5
4377,2015-16,Hassan Whiteside,26,MIA,2126,Key Rotation,Post Scorer,Anchor Big,0.1,-0.31,0.8,-0.23,0.64,0.88,77.92,2.27,2.21,70.93,93.75,84.72
4378,2016-17,Hassan Whiteside,27,MIA,2514,Star,Post Scorer,Anchor Big,1.88,-0.38,0.83,1.06,2.73,0.17,98.49,1.61,4.15,96.88,98.85,59.62
4379,2017-18,Hassan Whiteside,28,MIA,1364,Key Rotation,Post Scorer,Anchor Big,0.37,0.16,0.91,0.08,1.25,0.45,88.72,95.7,90.24,85.61,96.33,71.5
4380,2018-19,Hassan Whiteside,29,MIA,1674,Key Rotation,Post Scorer,Anchor Big,-0.69,-0.62,0.77,-1.11,-0.08,0.64,3.43,0.59,1.03,8.38,85.73,77.86
4381,2019-20,Hassan Whiteside,30,POR,2008,Key Rotation,Roll + Cut Big,Anchor Big,0.33,0.09,0.94,0.2,0.72,0.06,87.84,93.36,93.75,88.25,94.28,54.27
4382,2020-21,Hassan Whiteside,31,SAC,546,Rotation,Post Scorer,Anchor Big,0.29,-0.41,0.86,0.07,1.25,0.17,86.74,1.45,7.29,85.1,96.33,59.62
4383,2021-22,Hassan Whiteside,32,UTA,1162,Rotation,Roll + Cut Big,Anchor Big,-0.53,0.1,0.94,-1.28,-0.56,0.65,5.86,93.74,93.75,5.13,56.89,78.14
4384,2021-22,Nemanja Bjelica,33,GSW,1143,Rotation,Stretch Big,Mobile Big,-0.35,-0.18,0.84,-0.99,-0.41,0.6,11.5,4.54,5.34,12.22,70.73,76.69
4385,2020-21,Nemanja Bjelica,32,SAC/MIA,595,Rotation,Stretch Big,Helper,-0.05,0.36,0.97,-0.47,-0.24,1.12,53.13,98.52,96.14,51.43,80.79,88.6
4386,2015-16,Nemanja Bjelica,27,MIN,1075,Rotation,Stationary Shooter,Helper,-0.08,-0.11,0.83,-0.46,-0.48,-0.33,47.31,6.88,4.15,52.35,64.71,31.12
4387,2016-17,Nemanja Bjelica,28,MIN,1189,Rotation,Stationary Shooter,Helper,-0.06,0,0.87,-0.4,-0.45,1.44,51.56,12.81,8.43,57.98,67.21,92.88
4388,2017-18,Nemanja Bjelica,29,MIN,1371,Key Rotation,Movement Shooter,Low Activity,-0.23,0,0.87,-0.78,-0.61,0.89,20.35,12.81,8.43,23.21,52.06,84.98
4389,2018-19,Nemanja Bjelica,30,SAC,1788,Key Rotation,Stretch Big,Helper,-0.45,-0.04,0.88,-1.07,-0.58,1.1,8.03,10.51,86.29,9.39,54.5,88.28
4390,2019-20,Nemanja Bjelica,31,SAC,2011,Key Rotation,Movement Shooter,Helper,0.28,-0.16,0.84,0.27,0.31,-0.3,86.36,5.06,5.34,89.26,91.15,33.23
4391,2016-17,Lance Stephenson,26,NOP/MIN/IND,362,Too Few Games,Shot Creator,Wing Stopper,-0.15,0,0.87,-0.75,-0.62,-0.09,32.79,12.81,8.43,25.39,51.2,45.39
4392,2017-18,Lance Stephenson,27,IND,1850,Key Rotation,Shot Creator,Low Activity,0.04,0,0.87,-0.07,-0.35,-0.55,71.5,12.81,8.43,80.19,75.44,21.83
4393,2021-22,Lance Stephenson,31,ATL/IND,814,Rotation,Primary Ball Handler,Chaser,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4394,2018-19,Lance Stephenson,28,LAL,1123,Rotation,Shot Creator,Low Activity,-0.04,0,0.87,-0.26,-0.43,-0.34,55.59,12.81,8.43,69.29,68.94,30.61
4395,2015-16,Lance Stephenson,25,LAC/MEM,1372,Rotation,Shot Creator,Chaser,-0.1,-0.06,0.84,-0.49,-0.43,0.06,42.8,9.21,5.34,49.76,68.94,54.27
4396,2017-18,Jeremy Evans,30,ATL,5,Too Few Games,Low Minute,Anchor Big,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4397,2015-16,Jeremy Evans,28,DAL,251,Garbage Time,Stretch Big,Helper,-0.07,0,0.87,-0.61,-0.59,0.04,49.48,12.81,8.43,36.09,53.5,53.2
4398,2015-16,Donald Sloan,28,BRK,1318,Key Rotation,Slasher,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4399,2016-17,Timofey Mozgov,30,LAL,1104,Key Rotation,Post Scorer,Anchor Big,-0.9,-0.83,0.72,-1.81,-0.57,-0.44,1.86,0.27,0.09,0.79,55.79,26.77
4400,2017-18,Timofey Mozgov,31,BRK,359,Rotation,Post Scorer,Anchor Big,0.07,-0.55,0.8,-0.15,-0.1,1.37,75.34,0.8,2.21,76.06,85.05,92.22
4401,2015-16,Timofey Mozgov,29,CLE,1326,Rotation,Post Scorer,Anchor Big,-0.18,-0.31,0.79,-0.65,0.06,0.51,27.5,2.27,1.59,32.82,88.05,73.95
4402,2016-17,Gary Neal,32,ATL,18,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4403,2015-16,Gary Neal,31,WAS,807,Rotation,Off Screen Shooter,Chaser,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4404,2018-19,Jeremy Lin,30,ATL/TOR,1436,Key Rotation,Primary Ball Handler,Point of Attack,-0.11,0,0.87,-0.44,-0.51,-0.3,40.79,12.81,8.43,54.3,62.19,33.23
4405,2016-17,Jeremy Lin,28,BRK,883,Star,Primary Ball Handler,Point of Attack,0.04,0,0.87,-0.35,-0.39,0.94,71.5,12.81,8.43,61.92,72.71,85.67
4406,2017-18,Jeremy Lin,29,BRK,25,Too Few Games,Low Minute,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4407,2015-16,Jeremy Lin,27,CHO,2048,Starter,Primary Ball Handler,Chaser,-0.17,0,0.87,-0.61,-0.6,0.53,29.2,12.81,8.43,36.09,52.79,74.71
4408,2015-16,Ish Smith,27,NOP/PHI,2239,Starter,Slasher,Point of Attack,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4409,2019-20,Ish Smith,31,WAS,1787,Starter,Slasher,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4410,2020-21,Ish Smith,32,WAS,924,Rotation,Slasher,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4411,2021-22,Ish Smith,33,CHO/WAS,1126,Rotation,Slasher,Point of Attack,,0,0.87,,-0.77,,,12.81,8.43,,16.32,
4412,2023-24,Ish Smith,35,CHO,741,Rotation,Slasher,Point of Attack,,0,0.87,,-0.82,,,12.81,8.43,,3.49,
4413,2022-23,Ish Smith,34,DEN,398,Garbage Time,Slasher,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4414,2016-17,Ish Smith,28,DET,1955,Key Rotation,Slasher,Point of Attack,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4415,2017-18,Ish Smith,29,DET,2043,Key Rotation,Slasher,Point of Attack,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4416,2018-19,Ish Smith,30,DET,1251,Key Rotation,Slasher,Point of Attack,,0,0.87,,-0.75,,,12.81,8.43,,35.04,
4417,2016-17,Elijah Millsap,29,PHO,23,Too Few Games,Low Minute,Helper,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4418,2015-16,Elijah Millsap,28,UTA,173,Garbage Time,Secondary Ball Handler,Wing Stopper,,0,0.87,,-0.84,,,12.81,8.43,,0.73,
4419,2016-17,Manny Harris,27,DAL,25,Too Few Games,Low Minute,Chaser,,0,0.87,,-0.79,,,12.81,8.43,,9.04,
4420,2015-16,Lance Thomas,27,NYK,1313,Key Rotation,Athletic Finisher,Wing Stopper,0.35,0.28,0.98,0.48,0.03,-1.88,88.22,97.86,96.72,92.5,87.54,0.76
4421,2016-17,Lance Thomas,28,NYK,968,Key Rotation,Stationary Shooter,Wing Stopper,-0.25,0,0.87,-0.87,-0.63,0.18,18.39,12.81,8.43,17.39,50.46,60.25
4422,2017-18,Lance Thomas,29,NYK,1353,Rotation,Movement Shooter,Wing Stopper,-0.21,0,0.87,-0.75,-0.58,0.73,22.96,12.81,8.43,25.39,54.5,80.79
4423,2018-19,Lance Thomas,30,NYK,783,Rotation,Stationary Shooter,Helper,-0.26,-0.09,0.86,-0.76,-0.5,0.37,17.48,7.77,7.29,24.57,63.02,68.06
4424,2019-20,Lance Thomas,31,BRK,98,Too Few Games,Low Minute,Helper,,0,0.87,,-0.76,,,12.81,8.43,,21.78,
4425,2016-17,Arinze Onuaku,29,ORL,28,Too Few Games,Low Minute,Anchor Big,0.02,0,0.87,-0.41,-0.65,-0.11,68.09,12.81,8.43,57.1,49.75,44.19
4426,2017-18,Kyrie Irving,25,BOS,1931,Star,Shot Creator,Point of Attack,-0.29,-0.09,0.83,-0.71,-0.5,-0.88,14.9,7.77,4.15,28.57,63.02,11.43
4427,2018-19,Kyrie Irving,26,BOS,2214,Star,Shot Creator,Point of Attack,0.08,0.09,0.96,-0.04,-0.22,-0.09,76.25,93.36,95.46,81.35,81.65,45.39
4428,2019-20,Kyrie Irving,27,BRK,658,Star,Shot Creator,Chaser,0.05,0,0.87,-0.19,-0.33,-0.35,72.76,12.81,8.43,73.61,76.79,30.27
4429,2020-21,Kyrie Irving,28,BRK,1886,Star,Shot Creator,Point of Attack,0.21,0.16,0.99,0.04,-0.08,-0.63,83.91,95.7,97.37,84.09,85.73,19.12
