RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,On-Ball Action Share,P&R Creation Rate,Overall Shot Creation,Guarded On-Ball %,Average Dribbles Per Touch,Dribbles Per Second on Offense,Pull-Up Shot Creation,Isolation Shooting Talent,PnR Ball Handler Shot Making Efficiency,One on One Shooting Talent,On-Ball Action Share_percentile,P&R Creation Rate_percentile,Overall Shot Creation_percentile,Guarded On-Ball %_percentile,Average Dribbles Per Touch_percentile,Dribbles Per Second on Offense_percentile,Pull-Up Shot Creation_percentile,Isolation Shooting Talent_percentile,PnR Ball Handler Shot Making Efficiency_percentile,One on One Shooting Talent_percentile,Self-Created Shot Making,Midrange Pull Up Shot Creation,On-Ball Gravity,Stable Isolation PPP,Self-Created Shot Making Efficiency,Guarded by Perimeter Isolation Defense,Self-Created Openness Rating,Overall Shot Making Efficiency,Transition Shot Creation,Transition Frequency Impact,Self-Created Shot Making_percentile,Midrange Pull Up Shot Creation_percentile,On-Ball Gravity_percentile,Stable Isolation PPP_percentile,Self-Created Shot Making Efficiency_percentile,Guarded by Perimeter Isolation Defense_percentile,Self-Created Openness Rating_percentile,Overall Shot Making Efficiency_percentile,Transition Shot Creation_percentile,Transition Frequency Impact_percentile,Offensive Transition Frequency Impact,Movement Speed Rating,Passing Efficiency,Passing Creation Quality,Potential Assists Per 100 Passes,Role-Adjusted Potential Assists Per 100 Passes,Turnovers Per 100 Touches,Offensive eFG% Impact on Teammates,Offense Impact on Teammate Shot Quality,Stable Bad Pass Turnovers Per 75,Offensive Transition Frequency Impact_percentile,Movement Speed Rating_percentile,Passing Efficiency_percentile,Passing Creation Quality_percentile,Potential Assists Per 100 Passes_percentile,Role-Adjusted Potential Assists Per 100 Passes_percentile,Turnovers Per 100 Touches_percentile,Offensive eFG% Impact on Teammates_percentile,Offense Impact on Teammate Shot Quality_percentile,Stable Bad Pass Turnovers Per 75_percentile,High Value Assists Per 75 Possessions,Stable At Rim Assists Per 75,Passing Versatility,Passing Creation Volume,Box Creation,Assists Per 75 Possessions,Stable Assists Per 75,High Value Assists Per 75 Possessions_percentile,Stable At Rim Assists Per 75_percentile,Passing Versatility_percentile,Passing Creation Volume_percentile,Box Creation_percentile,Assists Per 75 Possessions_percentile,Stable Assists Per 75_percentile
1648,2025-26,Jarred Vanderbilt,26,LAL,1093,Rotation,Stationary Shooter,Helper,1.11,-0.88,-1.35,21.47,1,0.05,-2.21,-0.65,-0.2,-0.66,5.38,34.87,8.97,81.35,39.69,46.61,2.29,22.49,73.8,19.18,-0.37,-2.5,-0.52,0.85,-1.22,-0.29,-0.17,-1.93,-0.34,-1.23,17.61,0.98,3.93,16.27,12.99,31.45,28.69,2.09,59.1,1.34,-0.7,-0.08,0.26,0.15,11.97,-0.6,4.52,0.57,-0.81,0.57,5.23,36.21,68.88,76.29,43.02,46.72,12.78,76.15,11.47,53.65,2.09,1.1,0.38,-0.81,1.25,2.73,2.77,51.05,54.79,69.53,40.52,40.97,56.91,46.81
1649,2019-20,Jarred Vanderbilt,20,DEN/MIN,47,Garbage Time,Low Minute,Helper,,-0.99,-1.03,13.4,0.62,0.03,-1.61,-0.93,,-1.06,,2.95,23.56,23.95,23.84,28.85,11.45,10.66,,5.25,-0.01,-1.6,-0.09,0.85,-0.29,-0.45,-0.06,-0.27,-0.71,-0.26,64.2,11.15,57.45,16.27,62.68,17.93,45.74,60.33,42.85,24.74,-0.1,0.26,-1.09,-0.13,5,-8.51,12.73,-0.31,-0.33,1.12,39.26,82.72,13.57,51.64,10.67,4.38,0.58,34.65,27.76,9.59,1.47,0.83,-0.33,-1.45,0,1.47,2.24,32.83,39.29,38.31,3.1,1.45,26.42,30.74
1650,2020-21,Jarred Vanderbilt,21,MIN,1139,Rotation,Roll + Cut Big,Helper,0.67,-1.02,-0.78,16.41,0.68,0.03,-1.52,-0.57,,-0.58,2.24,0,36.22,51.41,27.09,28.85,13.93,34.48,,29.13,-0.51,-1.79,-0.57,0.85,-1.69,-0.2,-0.17,-1.08,-0.21,0.2,9.79,7.51,1.4,16.27,4.15,43.24,28.69,17.76,64.08,74.4,0.58,0.42,0.93,0.4,9.42,0.66,3.19,-0.32,-0.32,0.42,90.08,93.56,89.45,84.16,28.07,65.1,42.7,34.18,28.28,72.31,2.14,0.97,-0.85,-0.85,1.02,2.39,2.42,52.15,47.68,21.97,37.81,37.25,49.76,36.62
1651,2021-22,Jarred Vanderbilt,22,MIN,1880,Key Rotation,Athletic Finisher,Wing Stopper,0.29,-0.89,-0.87,17.64,0.63,0.03,-2.08,-0.63,,-0.62,0.45,31.5,31.78,60.42,24.47,28.85,3.37,25.44,,23.88,-0.68,-2.35,-0.63,0.85,-1.98,-0.21,-0.24,-2.43,-0.14,-0.98,5.1,1.76,0.29,16.27,1.79,42.01,20.59,0.29,66.93,3.31,0.24,0.27,-0.87,1.39,9.94,-2.36,3.07,0.07,-1.35,0.54,76.25,83.95,19.17,96.7,30.95,31.16,46.8,54.97,4.4,57.51,1.69,0.65,-0.59,-0.79,0.72,1.83,1.85,39.46,27.74,29.67,41.79,33.23,35.11,17.37
1652,2018-19,Jarred Vanderbilt,19,DEN,69,Garbage Time,Low Minute,Helper,2.21,-0.97,-1.02,13.17,0.82,0.04,-1.2,-0.56,,-0.57,13.84,10.58,24.16,21.51,33.4,39.22,25.75,36.07,,30.37,-0.04,-1.14,-0.12,0.85,-0.52,-0.62,-0.11,-0.5,-0.77,-0.01,57.98,26.02,53.94,16.27,48.66,10.41,37.3,47.09,39.45,43.14,0.22,0.29,-0.83,0.03,12.5,-1.9,7.77,0.02,-0.12,0.82,74.64,85.82,20.5,69.32,46.12,34.74,1.66,52.28,40.39,25,1.42,1.21,-0.21,-1.34,0,1.42,2,31.83,60.19,43.45,6.7,1.45,25.47,23.02
1653,2025-26,Moritz Wagner,28,ORL,427,Rotation,Versatile Big,Mobile Big,10.16,-0.83,-0.45,14.2,0.86,0.06,-0.51,-0.27,,-0.13,50.3,40.06,51.75,32.39,34.99,53.09,54.79,68.91,,75.12,-0.28,-0.55,-0.29,0.85,-1.08,-0.37,-0.42,-1.39,-1.67,-0.54,25,50.71,33.82,16.27,18.18,23.83,5.7,9.44,1.79,12.81,-0.32,0.21,-0.44,-0.07,9.58,-1.66,4.52,-1.01,0.07,0.57,21.21,77.47,34.1,59.68,29.17,36.93,12.78,12.41,58.77,53.65,1.78,0.63,-1.1,-1.1,3.24,2.29,2.39,42.17,26.48,15.86,19.62,70.85,47.22,35.6
1654,2022-23,Lonnie Walker IV,24,LAL,1297,Key Rotation,Stationary Shooter,Chaser,13.68,-0.4,-0.32,18.87,2.45,0.09,-0.17,-0.6,-0.42,-0.59,58.26,63.66,57.09,68.52,69.54,64.64,66.56,30.08,58.34,27.84,-0.34,-0.16,-0.24,0.84,-0.83,0.01,0.11,-0.47,0.49,-0.25,19.88,65.21,39.81,14.59,29.65,68,75.33,48.84,84.5,25.22,0.41,-0.33,0.94,-0.12,17.21,4.87,3.26,-0.5,0.09,0.44,84.92,10.69,89.69,52.74,72.58,89.23,40.35,27.26,60.41,69.99,1.51,0.77,0.32,-0.79,2.15,1.76,1.8,34.17,35.47,67.26,41.79,56.88,33.07,15.76
1655,2024-25,Lonnie Walker IV,26,PHI,477,Key Rotation,Secondary Ball Handler,Chaser,28.97,0.49,0.04,16.61,3.07,0.17,0.07,0.55,-0.46,0.54,76,82.48,70.02,52.84,75.93,76.8,73.71,91.57,54.42,90.15,-0.04,-0.28,0.29,1.01,-0.43,-0.1,0.09,-0.13,-0.92,-0.21,57.98,60.82,84.44,98.06,54.26,56.49,72.38,66.57,31.33,27.53,0.05,-0.26,-0.05,-0.57,17.78,1.51,3.09,-0.91,0.37,0.82,60.34,15.27,52.93,22.2,75.36,71.35,46.2,14.44,75.94,25,3.74,1.72,0.59,-0.05,4.52,3.82,3.83,77.24,79.07,77.22,73.6,81.33,72.23,67.55
1656,2018-19,Lonnie Walker IV,20,SAS,118,Garbage Time,Secondary Ball Handler,Chaser,33.59,0.21,0.43,18.08,3.88,0.22,0.08,-0.36,-0.35,-0.33,80.41,77.95,80.27,63.57,84.81,81.95,74.13,61.63,64.25,62.53,-0.08,-0.05,-0.01,0.85,-0.61,-0.29,0.13,-0.58,0.43,-0.56,50.55,69.05,70.43,16.27,42.9,31.45,78.34,41.92,83.16,12.13,-0.2,-0.13,0.67,-0.19,16.42,-1.11,1.94,-0.53,-0.15,0.55,29.98,29.26,83.34,44.63,68.4,41.81,75.53,25.97,38.36,56.05,2.42,1.52,-0.24,-0.97,2.1,2.72,2.9,58.21,73.61,42.28,29.37,56.21,56.73,49.57
1657,2019-20,Lonnie Walker IV,21,SAS,988,Rotation,Slasher,Chaser,10.92,-0.77,0.06,17.59,2.13,0.09,-0.23,0.01,-0.9,0.1,52.4,45.62,70.55,60.08,65.52,64.64,64.59,81.64,17.82,82.74,-0.36,-0.17,-0.42,0.88,-1.01,-0.15,0.02,-0.85,0.99,1.2,18.4,64.74,16.2,85.21,20.86,49.97,60.98,27.27,92.75,97.14,0.47,-0.23,-0.98,-0.71,15.02,-6.38,3.72,0.79,0.25,0.51,87.07,17.97,16.05,16.89,60.49,8.34,27.3,82.02,70.62,61.66,2.38,0.91,-0.83,-0.81,2.18,2.49,2.52,57.56,44.15,22.38,40.52,57.4,52.1,39.68
1658,2020-21,Lonnie Walker IV,22,SAS,1522,Key Rotation,Movement Shooter,Wing Stopper,12.69,-0.59,-0.01,19.25,2.15,0.08,0.07,-0.22,-0.8,-0.08,56.11,56.43,68.39,70.77,65.73,61.49,73.71,72.17,23.23,77.13,-0.37,0.08,-0.38,0.84,-0.81,-0.04,0.09,-0.48,0.76,0.07,17.61,73.39,21.72,14.59,30.82,62.95,72.38,48.32,89.5,65.58,0.11,-0.27,-0.78,-0.2,17.73,4.15,3.59,0.38,-0.39,0.66,66.16,14.54,21.86,43.89,75.1,86.51,30.73,69.31,24.87,42.62,2.14,1.05,-0.58,-0.49,2.45,2.43,2.46,52.15,52.28,30.05,59.06,61.43,50.72,37.73
1659,2021-22,Lonnie Walker IV,23,SAS,1612,Key Rotation,Secondary Ball Handler,Chaser,22.46,-0.1,0.18,16.42,2.44,0.11,0.35,-0.13,0.22,-0.23,70.57,71.63,74.07,51.5,69.45,68.69,81.95,76.69,87.26,69.85,0.05,0.51,-0.14,0.82,-0.12,-0.05,0.12,-0.73,-0.29,-0.52,73.47,85.24,51.39,10.9,70.95,61.89,76.84,33.67,61.31,13.32,-0.31,-0.15,0.86,0.42,21.69,4.91,3.24,1.21,-0.02,0.47,21.7,26.67,87.88,84.77,89.56,89.44,40.95,90.4,49.69,66.62,2.88,1.33,-0.21,-0.34,3.89,3.42,3.42,66.13,65.97,43.45,64.84,76.64,67.59,60.91
1660,2023-24,Lonnie Walker IV,25,BRK,1011,Rotation,Secondary Ball Handler,Low Activity,24.95,-0.14,0.4,18.43,2.99,0.16,0.49,-0.04,0.03,0.09,72.26,70.62,79.6,65.85,75.11,75.66,85.13,80.23,82.71,82.43,0.24,0.31,0.03,0.88,0.3,-0.06,0.09,0.13,0.36,0,82.48,80.15,75.91,85.21,83.75,60.79,72.38,75.84,81.65,44.09,0.29,-0.33,-0.59,0.03,16.54,-1.49,3.73,0.98,0.57,0.54,78.89,10.69,28.41,69.32,69.02,38.55,27.14,85.8,82.56,57.51,2.62,1.15,-0.84,-0.73,3.89,2.7,2.73,61.79,57.35,22.16,46.01,76.64,56.37,45.73
1661,2019-20,P.J. Washington,21,CHO,1759,Starter,Versatile Big,Helper,7.06,-0.95,-0.78,13.72,0.62,0.03,-0.82,-0.2,-0.38,-0.13,40.49,16.82,36.22,27.46,23.84,28.85,42.51,73.41,61.56,75.12,-0.42,-0.64,-0.17,0.86,-0.93,-0.15,-0.41,-0.69,-1.28,0.04,14.58,47.49,48.46,81.65,24.47,49.97,6.34,36.08,12.13,62.95,0.43,0.14,-2.75,0.21,11.01,-1.01,3.33,-0.44,-0.15,0.81,85.8,69.24,0.84,78.59,37.48,42.78,38.03,29.49,38.36,25.8,2.57,1.02,-0.82,-0.37,2.56,2.63,2.65,60.94,50.61,22.71,63.71,62.94,55.05,43.36
1662,2020-21,P.J. Washington,22,CHO,1954,Starter,Stretch Big,Wing Stopper,5.44,-1.02,-0.96,15.47,0.71,0.04,-1.43,-0.36,-0.78,-0.78,33.54,0,27.32,43.2,28.76,39.22,16.83,61.63,24.45,11.44,-0.74,-1.31,-0.27,0.84,-1.67,-0.11,-0.27,-1.14,-1.49,0.02,4,19.41,36.27,14.59,4.34,55.2,17.56,15.77,5.14,60.95,0.61,-0.11,-1.46,0.12,11.18,-0.58,3.85,0.6,-0.14,0.75,90.84,31.86,6.59,74.84,38.47,46.93,24.31,77.04,39.1,31.45,2.61,1.01,-1.38,-0.33,3.12,3.02,3.03,61.61,50.14,10.86,65.15,69.52,61.76,52.67
1663,2021-22,P.J. Washington,23,CHO,1768,Starter,Movement Shooter,Helper,3.08,-0.84,-1.31,15.62,0.58,0.03,-1.76,-0.68,-0.18,-0.55,19.84,38.83,10.5,44.3,21.47,28.85,7.87,18.94,74.8,33.62,-0.14,-1.36,-0.49,0.85,-0.42,-0.11,-0.3,-0.38,-1.68,0.59,41.32,17.61,7.09,16.27,55.05,55.2,14.52,54.27,1.63,88.69,0.41,-0.15,-1.16,0.12,13.35,-0.61,2.94,0.54,-0.38,0.7,84.92,26.67,12.07,74.84,51.31,46.58,51.05,75.11,25.27,37.5,2.98,1.16,0,-0.27,2.46,3.02,3.03,67.72,57.87,51.79,67.43,61.58,61.76,52.67
1664,2022-23,P.J. Washington,24,CHO,2380,Starter,Movement Shooter,Wing Stopper,7.01,-0.83,-0.44,15.09,0.68,0.04,-0.55,-0.4,-0.91,-0.36,40.35,40.06,52.23,39.99,27.09,39.22,53.27,57.67,17.18,59.78,-0.09,-0.39,-0.3,0.84,-0.35,-0.01,-0.2,-0.6,-0.91,0.86,49.09,56.98,32.45,14.59,59.27,66.03,25.09,40.56,31.93,93.93,0.3,0.07,-0.07,0.43,11.61,-1.44,2.64,-1.04,0.49,0.65,79.43,59.43,52.03,85.06,40.95,38.96,60.48,11.97,80.05,43.88,2.66,1.35,0.05,-0.26,2.84,2.62,2.63,62.43,66.8,54.6,67.65,66.51,54.85,42.85
