RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,On-Ball Action Share,P&R Creation Rate,Overall Shot Creation,Guarded On-Ball %,Average Dribbles Per Touch,Dribbles Per Second on Offense,Pull-Up Shot Creation,Isolation Shooting Talent,PnR Ball Handler Shot Making Efficiency,One on One Shooting Talent,On-Ball Action Share_percentile,P&R Creation Rate_percentile,Overall Shot Creation_percentile,Guarded On-Ball %_percentile,Average Dribbles Per Touch_percentile,Dribbles Per Second on Offense_percentile,Pull-Up Shot Creation_percentile,Isolation Shooting Talent_percentile,PnR Ball Handler Shot Making Efficiency_percentile,One on One Shooting Talent_percentile,Self-Created Shot Making,Midrange Pull Up Shot Creation,On-Ball Gravity,Stable Isolation PPP,Self-Created Shot Making Efficiency,Guarded by Perimeter Isolation Defense,Self-Created Openness Rating,Overall Shot Making Efficiency,Transition Shot Creation,Transition Frequency Impact,Self-Created Shot Making_percentile,Midrange Pull Up Shot Creation_percentile,On-Ball Gravity_percentile,Stable Isolation PPP_percentile,Self-Created Shot Making Efficiency_percentile,Guarded by Perimeter Isolation Defense_percentile,Self-Created Openness Rating_percentile,Overall Shot Making Efficiency_percentile,Transition Shot Creation_percentile,Transition Frequency Impact_percentile,Offensive Transition Frequency Impact,Movement Speed Rating,Passing Efficiency,Passing Creation Quality,Potential Assists Per 100 Passes,Role-Adjusted Potential Assists Per 100 Passes,Turnovers Per 100 Touches,Offensive eFG% Impact on Teammates,Offense Impact on Teammate Shot Quality,Stable Bad Pass Turnovers Per 75,Offensive Transition Frequency Impact_percentile,Movement Speed Rating_percentile,Passing Efficiency_percentile,Passing Creation Quality_percentile,Potential Assists Per 100 Passes_percentile,Role-Adjusted Potential Assists Per 100 Passes_percentile,Turnovers Per 100 Touches_percentile,Offensive eFG% Impact on Teammates_percentile,Offense Impact on Teammate Shot Quality_percentile,Stable Bad Pass Turnovers Per 75_percentile,High Value Assists Per 75 Possessions,Stable At Rim Assists Per 75,Passing Versatility,Passing Creation Volume,Box Creation,Assists Per 75 Possessions,Stable Assists Per 75,High Value Assists Per 75 Possessions_percentile,Stable At Rim Assists Per 75_percentile,Passing Versatility_percentile,Passing Creation Volume_percentile,Box Creation_percentile,Assists Per 75 Possessions_percentile,Stable Assists Per 75_percentile
5374,2016-17,Glenn Robinson III,23,IND,1427,Key Rotation,Off Screen Shooter,Chaser,4.38,-0.72,-1.21,14.32,0.87,0.03,-1.17,-0.6,-1.11,-0.65,27.93,49.31,14.99,33.52,35.38,28.85,27.19,30.08,10.03,20.26,-0.37,-1.12,-0.44,0.85,-1.01,-0.14,0.05,-0.51,-0.67,-0.06,17.61,26.94,13.35,16.27,20.86,51.56,66.39,46.16,44.84,38.16,-0.02,0,-0.79,-0.63,9.48,-5.75,2.41,-0.53,-1.17,0.38,49.57,48.07,21.6,19.86,28.5,10.37,66.42,25.97,6.05,76.2,0.94,0.36,-0.61,-0.96,0.35,1.23,1.28,21.75,15.76,28.97,30.08,29.69,22.39,3.79
5375,2017-18,Glenn Robinson III,24,IND,338,Rotation,Stationary Shooter,Chaser,5.36,-0.64,-0.93,16.25,0.85,0.03,-0.74,-0.63,-0.6,-0.51,33.14,54.1,29.04,50.04,34.57,28.85,46.02,25.44,40.7,40.1,-0.12,-0.6,-0.26,0.85,-0.52,-0.6,0.18,-0.62,-0.8,-0.48,44.35,48.87,37.64,16.27,48.66,11.06,84.3,39.45,37.91,14.82,-0.18,0.26,1.22,-0.45,8.82,-1.51,1.31,-0.68,-0.36,0.23,31.47,82.72,93.83,27.24,24.73,38.41,80.69,20.84,26.32,84.89,1.35,0.98,-0.26,-1.12,0.69,1.91,2.04,30.04,48.32,41.41,18.28,32.87,37.37,24.28
5376,2019-20,Glenn Robinson III,26,GSW/PHI,1786,Starter,Off Screen Shooter,Wing Stopper,5.08,-0.9,-0.83,19.65,1.12,0.05,-1.04,-0.6,-0.27,-0.46,31.47,30.23,33.75,72.8,43.73,46.61,33.11,30.08,69.42,47.99,0.23,-1.19,-0.45,0.8,0.34,-0.05,0.13,0.32,-0.47,0.42,82.24,24.15,11.9,7.69,84.53,61.89,78.34,80.83,54.02,83.36,0.46,0.08,0.12,-0.77,10.51,-4.25,2.26,-0.1,-0.6,0.43,86.78,60.8,61.66,15.03,34.45,17.27,69.91,44.98,16.92,71.27,1.71,0.72,0.46,-0.65,1.69,1.95,1.97,40.17,32.34,72.34,51.08,48.68,38.58,22.04
5377,2020-21,Glenn Robinson III,27,SAC,369,Rotation,Movement Shooter,Wing Stopper,4.15,-0.76,-0.85,15.31,1.13,0.04,-1.12,-0.35,-0.5,-0.29,26.5,46.41,32.89,41.71,43.96,39.22,29.66,62.63,50.09,65.88,-0.08,-0.82,-0.32,0.85,-0.43,-0.18,-0.06,-0.71,-0.36,0.16,50.55,39.66,29.91,16.27,54.26,45.86,45.74,34.86,58.21,71.92,0.3,0.27,-0.11,-0.16,12.27,-1.31,2.68,-0.58,-0.09,0.42,79.43,83.95,49.98,47.93,44.71,40.16,59.29,24.24,42.47,72.31,2.06,0.87,-0.85,-0.96,1.07,1.96,2.08,50.24,41.82,21.97,30.08,38.05,38.79,25.46
5378,2018-19,Glenn Robinson III,25,DET,610,Rotation,Stationary Shooter,Helper,3.65,-0.97,-0.85,14.25,0.9,0.04,-0.66,-0.45,-0.45,-0.44,23.48,10.58,32.89,32.95,36.47,39.22,49.01,52.01,55.39,50.66,-0.34,-0.67,-0.29,0.85,-1.27,-0.23,-0.05,-1.16,-1.03,0.37,19.88,46.2,33.82,16.27,11.63,39.24,47.19,15.24,25.16,81.92,0.21,0.43,-1.36,-0.07,8.85,-1.32,2.07,-1.2,0.02,0.49,74.08,93.85,8.33,59.68,24.9,40.09,73.61,9.33,54.32,64.35,1.22,0.37,-0.55,-1.08,0.67,1.28,1.39,26.91,15.97,30.86,20.87,32.71,23.18,5.98
5379,2015-16,James Young,20,BOS,199,Garbage Time,Movement Shooter,Low Activity,2.57,-0.56,-1.4,15.35,0.82,0.02,-1.31,-1.13,,-1.22,16.25,57.79,7.62,42.13,33.4,18.39,21.14,0.19,,0.44,-0.11,-0.96,-0.18,0.85,-0.7,-0.3,-0.2,-0.73,-0.85,0.34,46.07,33.48,47.21,16.27,37.37,30.32,25.09,33.67,35.12,80.82,0.07,-0.09,-0.23,-0.07,14.18,1.92,2.76,-0.14,-0.06,0.33,62.72,34.53,43.67,59.68,55.76,74.42,56.78,42.8,45.44,80.26,1.66,0.75,-0.69,-1.28,-0.26,1.66,1.88,38.52,34.11,26.34,9.38,0.62,30.31,18.49
5380,2016-17,James Young,21,BOS,220,Garbage Time,Stationary Shooter,Low Activity,5.07,-0.45,-1.2,14.77,0.66,0.02,-0.92,-0.57,-0.91,-0.55,31.37,62.09,15.52,37.25,26.06,18.39,38.06,34.48,17.18,33.62,-0.12,-0.7,-0.18,0.85,-0.81,-0.09,0.05,-0.61,-0.71,-0.08,44.35,45.05,47.21,16.27,30.82,57.37,66.39,40,42.85,36.57,0,-0.03,-1.17,-0.03,15.48,5.08,1.74,-0.48,0.3,0.51,52.72,43.36,11.88,64.32,62.95,89.86,77.96,28.02,73.12,61.66,0.83,0.44,-0.28,-1.18,0,0.66,0.97,20.39,17.87,40.57,14.69,1.45,18,0.93
5381,2017-18,James Young,22,PHI,61,Too Few Games,Low Minute,Chaser,4.08,-0.97,-1.45,13.57,0.43,0.01,-1.14,-1.07,,-1.14,26.18,10.58,6.12,25.64,11.11,14.9,28.68,0.93,,1.39,0.05,-1.04,-0.03,0.85,-0.16,-0.28,0.01,-0.4,,-0.27,73.47,30.11,67.08,16.27,69.19,32.71,58.98,53.16,,24.31,-0.13,-0.2,-0.03,-0.11,11.43,-1.64,1.85,-0.24,-0.05,0.73,36.09,20.96,53.81,54.04,39.73,37.09,76.66,37.9,46.49,33.71,0.64,0.75,0.24,-1.16,0.36,1.27,2.01,18.83,34.11,63.38,15.94,29.82,23.07,23.33
5382,2016-17,Jerami Grant,22,PHI/OKC,1531,Rotation,Stationary Shooter,Wing Stopper,2.88,-0.83,-1.11,14.43,0.55,0.02,-1.3,-0.33,-1.19,-0.55,18.5,40.06,19.48,34.59,19.64,18.39,21.46,64.52,8.06,33.62,-0.15,-1.35,-0.5,0.87,-0.15,-0.26,-0.24,-0.22,-1.01,0.34,39.89,17.95,5.84,83.76,69.69,35.19,20.59,62.52,26.6,80.82,0.11,0.09,0.05,-0.34,9.23,-1.17,2.34,-1.14,-0.46,0.36,66.16,62.29,58.16,33.4,26.96,41.42,68.16,10.24,21.81,78.09,0.97,0.45,-1.62,-0.9,0.25,1.12,1.16,22.15,18.18,7.09,34.02,29.18,21.01,2.57
5383,2017-18,Jerami Grant,23,OKC,1647,Key Rotation,Athletic Finisher,Helper,3.03,-0.93,-0.93,14.26,0.56,0.03,-1.59,-0.2,-0.38,-0.05,19.42,25.07,29.04,33.05,20.19,28.85,11.94,73.41,61.56,78.27,0.33,-1.65,-0.28,0.88,1.03,-0.29,-0.4,-0.03,-0.97,-0.29,85.41,9.87,35.02,85.21,94.97,31.45,6.87,70.65,28.67,23.05,-0.54,0.15,-0.07,-0.85,8.01,-2.69,2.19,-0.87,-0.88,0.29,9.62,70.47,52.03,13.2,20.23,28.46,71.37,15.54,10.01,82.95,1.29,0.34,-1.53,-0.91,1.31,1.31,1.35,28.42,15.36,8.4,33.5,42.08,23.57,5.2
5384,2018-19,Jerami Grant,24,OKC,2612,Starter,Stretch Big,Helper,3.31,-0.94,-1.13,14.67,0.45,0.03,-1.16,-0.69,-0.74,-0.6,21.28,21.78,18.68,36.46,12.68,28.85,27.62,18.06,27.28,26.37,-0.3,-1.27,-0.29,0.77,-0.72,-0.01,-0.32,-0.01,-1.06,0.91,23,20.71,33.82,4.12,36.25,66.03,12.53,71.4,23.62,94.52,0.73,0.39,0.28,0.02,5.1,-4.41,1.68,-1.17,0.17,0.22,93.5,91.94,69.78,68.51,10.85,16.38,78.52,9.87,65.88,85.18,0.92,0.31,-2.02,-1,0.83,1.06,1.08,21.53,15.01,2.93,27.12,34.37,20.49,1.85
5385,2015-16,Jerami Grant,21,PHI,2066,Key Rotation,Athletic Finisher,Helper,8.7,-0.81,-0.5,13.17,0.85,0.05,-0.78,-0.36,-0.4,-0.52,46.28,42.21,49.66,21.51,34.57,46.61,44.18,61.63,59.89,38.57,-0.5,-0.76,-0.35,0.83,-1.06,-0.29,-0.54,-1.41,-0.32,0.53,10.1,42.5,25.64,12.64,18.92,31.45,0.98,9,59.84,86.9,0.5,0.15,-0.24,0.57,10.71,0.8,3.09,0.64,0.11,0.51,88.12,70.47,43.33,88.08,35.72,66.22,46.2,78.04,62.26,61.66,2.06,0.79,-1.17,-0.41,1.77,2.44,2.45,50.24,36.7,14.53,62.19,50.2,50.95,37.4
5386,2022-23,Jerami Grant,28,POR,2246,Starter,Shot Creator,Wing Stopper,18.04,-0.79,-0.19,20.67,1.44,0.07,0.1,0.88,-0.07,0.95,65.16,44.01,61.89,77.67,52.94,57.72,74.77,93.94,79.09,93.6,0.25,0.17,0.48,0.83,0.06,0.11,-0.12,0.58,-0.38,-0.33,82.77,76.24,87.81,12.64,77.21,75.96,35.89,86.73,57.61,20.98,-0.5,-0.2,0.64,-0.17,13.3,-7.32,3.46,0.84,0.46,0.43,11.09,20.96,82.62,46.72,50.92,6.22,34.24,83.16,78.93,71.27,2.2,0.82,-0.07,-0.33,3.85,2.47,2.48,53.69,38.71,48.84,65.15,76.31,51.66,38.24
5387,2023-24,Jerami Grant,29,POR,1830,Starter,Shot Creator,Wing Stopper,23.5,-0.37,0.49,19.48,1.96,0.12,0.37,0.9,-0.73,0.72,71.41,64.68,81.29,71.88,63.17,70.79,82.44,94.08,28.28,91.94,0.79,0.47,0.69,0.75,0.43,0.33,-0.31,0.95,-0.09,-0.57,92.04,84.31,90.22,2.78,86.27,87.24,13.51,92.5,68.65,11.77,-0.64,-0.09,-0.74,-0.75,17.38,-3.85,4.09,-0.49,0.76,0.71,6.52,34.53,23.21,15.6,73.43,19.73,19.02,27.63,87.25,36.25,2.44,0.82,-0.71,-0.09,5.17,3.09,3.1,58.81,38.71,25.57,72.36,84.93,62.96,54.33
5388,2024-25,Jerami Grant,30,POR,1524,Starter,Movement Shooter,Wing Stopper,13.21,-0.59,-0.4,18.42,1.74,0.07,-0.02,-0.66,-0.24,-0.51,57.27,56.43,53.95,65.77,59.48,57.72,71.06,21.17,71.5,40.1,-0.82,0.18,0.28,0.7,-1.47,0.15,-0.23,-0.8,-0.67,-1.01,2.88,76.48,84.14,0.48,7.24,78.61,21.83,29.79,44.84,2.99,-0.38,-0.39,-0.4,-0.19,16.98,3.46,3.38,-0.86,-0.44,0.64,17.57,7.51,35.86,44.63,71.48,83.4,36.72,15.78,22.84,45.02,1.94,0.77,-0.01,-0.45,2.49,2.42,2.45,46.93,35.47,51.36,60.56,61.81,50.31,37.4
5389,2025-26,Jerami Grant,31,POR,1695,Starter,Shot Creator,Wing Stopper,21.03,-0.3,-0.07,19.63,2.13,0.12,-0.18,0.17,-0.72,0.16,68.77,66.57,66.54,72.64,65.52,70.79,66.23,85.68,28.94,84.21,0.22,-0.05,0.26,0.85,0.05,0.14,-0.38,0.4,-0.45,0.03,81.93,69.05,83.63,16.27,76.98,77.95,8.1,82.85,54.88,61.92,0.11,0.08,-0.92,0.29,15.32,-4.39,5.25,0.48,0.75,0.79,66.16,60.8,17.71,81.18,62.11,16.49,6.74,72.88,86.93,27.27,2.48,0.9,-0.67,-0.35,4.22,2.54,2.56,59.44,43.54,26.95,64.54,79.28,53.28,40.95
5390,2019-20,Jerami Grant,25,DEN,1892,Starter,Stationary Shooter,Wing Stopper,5.81,-0.96,-0.75,15.25,0.71,0.03,-0.52,-0.32,-0.73,0.09,35.53,16.62,37.94,41.23,28.76,28.85,54.34,65.42,28.28,82.43,-0.03,-0.48,-0.4,0.87,-0.19,-0.12,-0.25,0.34,-0.68,-0.61,59.79,53.56,19.25,83.76,67.95,54.13,19.5,81.2,44.29,10.43,-0.5,-0.24,0.42,-0.9,8.34,-2.48,2.43,0.65,-0.47,0.31,11.09,17.09,75.34,11.73,22.27,30.17,65.87,78.36,21.5,81.81,1.38,0.43,-0.63,-0.83,1.92,1.73,1.76,30.74,17.57,28.34,39.32,53,32.15,14.58
5391,2020-21,Jerami Grant,26,DET,1829,Starter,Shot Creator,Wing Stopper,20.36,-0.51,0.41,16.7,1.57,0.09,0.24,0.86,-0.61,0.59,68.13,59.65,79.94,53.44,55.79,64.64,78.68,93.74,39.69,90.74,0.5,0.34,0.18,0.94,0.22,0.25,-0.16,0.1,-0.49,0.2,88.58,80.76,81.3,93.45,81.94,83.96,30.27,75.01,53.26,74.4,0.06,0.02,-0.83,0.12,14.81,-6.43,3.27,0.13,1.27,0.91,61.69,51.5,20.5,74.84,59.38,8.21,40.04,58.29,94.12,19.18,2.8,1.35,-0.14,0.04,5.09,3.06,3.07,64.95,66.8,46.33,75.9,84.56,62.44,53.55
5392,2021-22,Jerami Grant,27,DET,1500,Starter,Shot Creator,Wing Stopper,22.46,-0.44,0.21,15.7,1.39,0.09,0.2,0.53,-0.95,0.3,70.57,62.37,74.86,45.17,51.6,64.64,77.5,91.27,15.43,86.97,-0.35,0.36,0.59,0.8,-0.66,0.29,-0.06,-0.28,-0.55,-0.17,19.11,81.3,89.05,7.69,39.94,85.88,45.74,59.61,50.76,29.82,-0.25,0.02,-0.55,-1.27,13.77,-6.92,3.03,-1.64,0.63,0.72,25.94,51.5,29.76,5.71,53.77,6.98,48.17,3.83,84.12,34.9,2.28,0.75,-0.76,-0.06,4.32,2.75,2.77,55.52,34.11,24.21,73.24,80.04,57.3,46.81
5393,2016-17,Joe Harris,25,BRK,1138,Key Rotation,Off Screen Shooter,Chaser,8.73,-0.67,-1.09,14.6,1.17,0.05,-1.38,-1.07,-0.47,-0.71,46.49,52.44,20.62,35.93,45.26,46.61,18.52,0.93,53.28,14.74,-0.29,-1.54,-0.27,0.85,-0.81,0.03,0.23,0.03,-0.63,-0.01,24.02,12.56,36.27,16.27,30.82,69.82,88.89,72.81,46.91,43.14,0.02,0.46,-0.29,-0.08,13.85,-1.38,3.66,-2.03,-0.79,0.64,55.85,94.95,40.74,58.42,54.09,39.46,28.76,1.63,11.99,45.02,1.55,0.66,0.71,-0.62,1.25,1.67,1.71,35.36,28.43,81,52.74,40.97,30.51,13.02
5394,2017-18,Joe Harris,26,BRK,1975,Key Rotation,Off Screen Shooter,Low Activity,5.77,-0.76,-1.04,14.07,0.87,0.04,-1.76,-0.05,0.97,0.18,35.34,46.41,22.9,31.04,35.38,39.22,7.87,79.87,95.88,84.58,0.85,-1.24,-0.39,0.85,2.11,-0.18,-0.19,1.89,-1.05,-0.47,92.42,22.07,20.36,16.27,99.4,45.86,26.41,98.69,24.29,15.11,-0.83,0.22,-0.38,-0.13,13.39,-2.16,3.2,-0.58,0.36,0.63,2.89,78.61,36.64,51.64,51.48,32.7,42.36,24.24,75.56,46.13,2.18,0.97,0.16,-0.41,2.49,2.39,2.4,53.26,47.68,59.98,62.19,61.81,49.76,35.97
5395,2018-19,Joe Harris,27,BRK,2293,Starter,Off Screen Shooter,Chaser,4.72,-0.77,-0.8,15.15,0.96,0.05,-1.36,-0.41,-0.54,-0.56,29.79,45.62,35.22,40.51,38.6,46.61,19.21,56.69,45.8,31.99,-0.06,-0.67,-0.47,0.85,-0.22,0.05,-0.36,2.1,-1.29,-0.36,53.93,46.2,9.51,16.27,66.28,71.73,9.48,99.17,11.72,19.52,-0.84,0.44,-0.71,0.41,14.8,0.16,3.47,0.25,0.75,0.78,2.74,94.16,24.17,84.35,59.31,60.87,33.97,64.18,86.93,28.13,2.66,1.28,0.11,-0.12,3.25,2.82,2.83,62.43,63.86,57.66,71.7,70.98,58.5,48.2
5396,2019-20,Joe Harris,28,BRK,2123,Starter,Off Screen Shooter,Low Activity,3.6,-0.91,-0.72,14.56,0.99,0.05,-1.74,-0.12,-0.85,-0.37,23.13,29.37,39.57,35.67,39.37,46.61,8.27,77.39,20.27,58.48,0.25,-0.96,-0.52,0.85,0.31,0.15,-0.35,1.56,-1.03,-0.32,82.77,33.48,3.93,16.27,83.96,78.61,10.2,97.33,25.16,21.49,-0.23,0.35,0.16,1.55,13.05,-1.71,3.29,-0.62,0.75,0.55,27.61,89.95,63.84,97.72,49.66,36.4,39.42,22.67,86.93,56.05,2.67,1.13,-0.43,-0.34,2.77,2.42,2.43,62.69,56.41,35.05,64.84,65.64,50.31,36.91
5397,2020-21,Joe Harris,29,BRK,2141,Starter,Off Screen Shooter,Chaser,3.14,-0.93,-1.18,16.16,0.81,0.03,-2.01,-0.44,-1.15,-0.49,20.24,25.07,16.52,49.31,33.01,28.85,4.29,53.4,8.84,43.62,-0.07,-1.31,-0.55,0.85,-0.22,0.12,-0.18,2.19,-1.62,0.33,52.21,19.41,2.27,16.27,66.28,76.61,27.41,99.37,2.43,80.39,0.14,0.09,-0.24,-0.22,13.91,-1.84,2.4,0.51,0.18,0.52,68.88,62.29,43.33,42.17,54.4,35.23,66.7,73.95,66.65,60.35,2,0.89,0.49,-0.52,2.36,2.18,2.2,48.69,42.92,73.67,57.82,60.22,44.45,29.39
5398,2021-22,Joe Harris,30,BRK,423,Starter,Movement Shooter,Chaser,1.57,-0.81,-1.21,15.96,0.65,0.02,-1.11,-0.51,-0.49,-0.44,8.96,42.21,14.99,47.66,25.72,18.39,30,44.06,51.14,50.66,-0.49,-0.77,-0.32,0.85,-1.02,-0.04,-0.13,0.7,-1.39,-0.52,10.58,41.97,29.91,16.27,20.54,62.95,34.39,88.74,8.01,13.32,0.02,0.17,-1.14,-0.31,9.06,-4.89,3.32,-0.04,-0.22,0.57,55.85,72.95,12.53,35.21,25.91,14.19,38.55,48.69,33.87,53.65,0.76,0.4,-1.64,-0.89,0.77,1.19,1.34,19.83,16.69,6.83,34.77,33.67,21.82,4.91
5399,2022-23,Joe Harris,31,BRK,1527,Rotation,Movement Shooter,Low Activity,1.78,-0.86,-1.69,14.67,0.76,0.03,-2.56,-0.72,-0.57,-0.77,10.47,36.76,1.58,36.46,30.99,28.85,0.49,15.78,43.21,12,-0.27,-1.86,-0.45,0.85,-0.78,-0.15,-0.11,0.74,-1.54,-0.13,25.74,6.45,11.9,16.27,32.67,49.97,37.3,89.45,3.81,32.48,0.03,0.18,-0.84,0.06,15.82,2.77,2.54,-0.5,-0.09,0.5,57.41,74.09,20.16,71.38,65.09,79.62,62.92,27.26,42.47,62.98,2.01,0.86,-0.35,-0.72,1.83,2.42,2.45,48.94,41.08,37.84,46.63,51.15,50.31,37.4
5400,2015-16,Joe Harris,24,CLE,15,Too Few Games,Low Minute,Chaser,,-0.94,-1.44,21.46,0.66,0.03,-1.36,-1.13,,-1.22,,21.78,6.43,81.34,26.06,28.85,19.21,0.19,,0.44,,,-0.03,0.85,,-0.03,,-0.56,,-0.06,,,67.08,16.27,,64.12,,42.89,,38.16,-0.03,-0.32,-0.14,-0.07,6.67,-4.4,4.76,0.07,-0.06,0.71,48.26,11.19,48.33,59.68,14.75,16.43,10.24,54.97,45.44,36.25,2.14,1.09,0.08,-1.46,1.34,4.29,3.79,52.15,54.33,56.16,2.91,42.57,76.96,67.04
5401,2023-24,Joe Harris,32,DET,170,Garbage Time,Movement Shooter,Low Activity,0.28,-0.98,-1.63,14.5,0.58,0.02,-1.45,-1.01,,-1.05,0.36,6.01,2.4,35.02,21.47,18.39,16.17,7.14,,6.35,-0.11,-1.06,-0.17,0.85,-0.83,-0.46,-0.21,-0.81,-1.67,-0.17,46.07,29.29,48.46,16.27,29.65,17.32,23.93,29.4,1.79,29.82,-0.23,0.34,-1.03,-0.18,17.86,4.87,2.5,-0.08,-1.07,0.68,27.61,89.23,14.78,45.72,75.68,89.23,64.09,46.17,7.24,39.91,1.94,1.2,0.01,-1.11,0.45,2.16,2.42,46.93,59.64,52.26,18.92,30.47,43.99,36.62
5402,2018-19,Doug McDermott,27,IND,1340,Rotation,Off Screen Shooter,Low Activity,1.92,-0.79,-1.53,13.6,0.47,0.02,-1.77,-0.94,-0.53,-0.48,11.67,44.01,4.22,26,14.25,18.39,7.68,9.65,46.85,45.01,0,-1.72,-0.54,0.85,0.06,-0.42,-0.3,0.87,-1.5,-0.02,66.49,8.67,2.81,16.27,77.21,19.94,14.52,91.34,4.86,42.04,-0.18,0.19,-0.49,-0.2,10.59,-4.05,2.75,-0.66,-0.05,0.54,31.47,75.09,32.17,43.89,34.97,18.22,57.09,21.45,46.49,57.51,1.4,0.91,-0.34,-0.99,1.77,1.84,1.88,31.38,44.15,38.1,27.81,50.2,35.39,18.49
5403,2019-20,Doug McDermott,28,IND,1372,Rotation,Off Screen Shooter,Low Activity,2.46,-0.86,-1.43,13.17,0.51,0.02,-2.39,-0.46,-0.2,-0.53,15.47,36.76,6.72,21.51,17.17,18.39,0.96,50.54,73.8,36.83,-0.06,-2,-0.55,0.85,-0.26,-0.07,-0.32,1.57,-1.5,0.19,53.93,4.77,2.27,16.27,64.18,59.86,12.53,97.43,4.86,73.87,0.17,0.29,0.85,0.03,12.1,-2.66,2.52,-1.03,-0.46,0.4,71.19,85.82,87.62,69.32,43.8,28.65,63.46,12.16,21.81,74.23,1.95,1.25,-0.45,-0.87,2.7,2.05,2.08,47.17,62.36,34.38,36.05,64.69,41.01,25.46
5404,2020-21,Doug McDermott,29,IND,1619,Key Rotation,Off Screen Shooter,Low Activity,2.54,-0.87,-1.08,13.8,0.72,0.03,-2.24,-0.68,-0.05,-0.57,15.99,35.61,21.11,28.3,29.18,28.85,2.03,18.94,79.93,30.37,0.01,-1.65,-0.56,0.85,-0.03,0.05,-0.43,1.07,-1.23,0.03,68.49,9.87,1.91,16.27,74.4,71.73,5,93.67,14.52,61.92,0.34,0.6,-0.39,-0.33,11.96,-3.8,2.76,-0.84,0.02,0.48,81.68,98.01,36.26,33.99,42.96,20.07,56.78,16.39,54.32,65.63,1.42,0.64,-0.88,-0.85,2.6,1.85,1.88,31.83,27.09,21.22,37.81,63.38,35.75,18.49
5405,2023-24,Doug McDermott,32,SAS/IND,904,Rotation,Off Screen Shooter,Low Activity,2.85,-0.72,-2.01,15.08,0.55,0.03,-2.99,-1.01,-0.41,-1.05,18.26,49.31,0.03,39.84,19.64,28.85,0.05,7.14,59.04,6.35,-0.23,-2.7,-0.38,0.85,-0.59,-0.17,0.06,0.38,-1.84,-0.43,29.82,0.42,21.72,16.27,44.42,47.09,67.92,82.26,0.37,16.8,0.01,0.41,-2.07,-0.44,13.21,-0.92,2.5,0.23,0.29,0.71,54.19,92.97,2.36,27.66,50.46,43.76,64.09,63.43,72.64,36.25,2.27,1.01,-0.31,-0.99,2.18,2.74,2.78,55.3,50.14,39.24,27.81,57.4,57.12,47.13
5406,2016-17,Doug McDermott,25,CHI/OKC,1508,Key Rotation,Off Screen Shooter,Low Activity,3.75,-0.8,-1.24,13.29,0.55,0.02,-1.68,-0.54,-0.17,-0.44,24.26,43.21,13.56,22.85,19.64,18.39,9.61,39.13,75.35,50.66,0.03,-1.6,-0.51,0.85,0.25,0.04,-0.07,0.25,-1.2,-0.52,71.42,11.15,4.81,16.27,82.51,70.79,43.97,79.11,16.05,13.32,-0.67,0.21,0.33,-1.27,11.61,-3.63,2.33,-0.67,-0.55,0.32,5.86,77.47,71.78,5.71,40.95,21.21,68.32,21.06,18.68,81.03,1.2,0.51,-0.8,-0.87,1.23,1.45,1.49,26.32,20.59,23.26,36.05,40.68,26.04,7.86
5407,2024-25,Doug McDermott,33,SAC,342,Garbage Time,Off Screen Shooter,Chaser,0.67,-0.79,-1.92,13.78,0.41,0.02,-2.14,-1.01,,-1.03,2.24,44.01,0.17,28.1,9.57,18.39,2.74,7.14,,7.26,-0.18,-1.79,-0.3,0.85,-0.96,-0.4,0.01,0.43,-1.64,0.02,35.39,7.51,32.45,16.27,22.97,21.49,58.98,83.79,2.27,60.95,-0.25,0.24,0.78,-0.28,7.14,-6.53,1.56,0.07,-0.08,0.45,25.94,80.6,86.03,37.32,16.73,7.91,79.44,54.97,43.45,68.98,0.32,0.32,-1.32,-1.45,0.66,0.75,0.99,17.79,15.08,11.88,3.1,32.61,18.42,1.12
5408,2025-26,Doug McDermott,34,SAC,400,Rotation,Off Screen Shooter,Low Activity,3.29,-0.74,-1.81,16.4,0.44,0.02,-2.21,-0.58,-0.59,-0.5,21.1,47.85,0.65,51.35,11.92,18.39,2.29,32.89,41.53,41.76,-0.24,-1.31,-0.25,0.85,-0.95,-0.23,0.01,-0.07,-1.09,-0.45,28.93,19.41,38.59,16.27,23.4,39.24,58.98,69.22,22,15.89,-0.33,-0.07,-1.44,-0.29,13.73,-0.46,7.95,-1.09,-0.09,0.81,20.57,37.61,6.93,36.49,53.52,48.01,1.59,10.94,42.47,25.8,1.37,0.67,-0.14,-0.98,1.7,1.92,2.05,30.56,29.11,46.33,28.62,48.88,37.57,24.6
5409,2021-22,Doug McDermott,30,SAS,1223,Key Rotation,Off Screen Shooter,Low Activity,4.98,-0.76,-1.15,14.23,0.78,0.03,-1.7,-0.76,-0.33,-0.59,30.93,46.41,17.86,32.73,31.86,28.85,9.16,14,65.83,27.84,0.12,-1.47,-0.44,0.85,0.16,0.02,-0.2,1.11,-1.49,0.02,77.77,14.38,13.35,16.27,80.27,68.84,25.09,94.18,5.14,60.95,0.12,0.62,-0.02,-0.29,11.54,-1.57,2.83,-0.24,0.27,0.44,67.04,98.21,54.48,36.49,40.39,37.76,54.63,37.9,71.78,69.99,1.52,0.71,-0.15,-0.85,2.12,1.87,1.91,34.53,31.66,45.79,37.81,56.44,36.17,19.55
