RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Midrange Talent,Midrange Shot Making,Midrange Shot Creation,Midrange Pull Up Talent,Midrange Pull Up Shot Making,Midrange Pull Up Shot Making Efficiency,Stable Long Midrange FG%,Stable Short Midrange FG%,Midrange FGM Per 75,Midrange Pull Up FGM Per 75,Midrange Talent_percentile,Midrange Shot Making_percentile,Midrange Shot Creation_percentile,Midrange Pull Up Talent_percentile,Midrange Pull Up Shot Making_percentile,Midrange Pull Up Shot Making Efficiency_percentile,Stable Long Midrange FG%_percentile,Stable Short Midrange FG%_percentile,Midrange FGM Per 75_percentile,Midrange Pull Up FGM Per 75_percentile,Midrange Shot Making Efficiency,Midrange Pull Up FG%,Midrange Shot Making Efficiency_percentile,Midrange Pull Up FG%_percentile
5191,2020-21,James Ennis III,30,ORL,986,Key Rotation,Movement Shooter,Helper,-0.49,-0.13,-0.44,-0.41,-0.05,-0.26,41.94,40.74,0.86,0.49,47.87,43.56,46.9,55.94,57.52,64.9,79.87,48.2,37.45,62.53,-0.42,54.17,54.52,93.23
5192,2018-19,James Ennis III,28,HOU/PHI,1230,Key Rotation,Stationary Shooter,Chaser,-0.7,-0.06,-0.78,-0.66,-0.08,-0.24,40.33,39.73,0.21,0.06,26.29,54.8,33.32,31.3,51.63,65.93,44.74,37.28,18.83,34.37,-0.18,28.57,67.25,30.96
5193,2021-22,James Ennis III,31,BRK/LAC/DEN,56,Too Few Games,Low Minute,Helper,-0.42,-0.11,-0.03,-0.51,-0.05,-0.57,40.4,42.59,,0,53.77,46.39,62.89,47.82,57.52,47.3,46.96,66.2,,0,-0.74,0,35.22,0
5194,2017-18,James Ennis III,27,MEM/DET,1604,Key Rotation,Movement Shooter,Helper,-0.63,-0.11,-0.76,-0.83,-0.31,-0.84,41.03,39.35,0.74,0.36,33.53,46.39,34.03,15.23,21.93,30.49,62.24,33.23,33.01,56.67,-0.32,41.67,60.23,65.51
5195,2016-17,Alex Abrines,23,OKC,1055,Rotation,Off Screen Shooter,Low Activity,-0.94,-0.42,-0.81,-0.86,-0.4,-1.36,39.78,41.2,0.69,0.28,8.85,15.22,32.13,13.25,15.13,9.84,34.48,53.07,31.36,51.95,-1.3,33.33,11.34,38.25
5196,2017-18,Alex Abrines,24,OKC,1134,Rotation,Movement Shooter,Low Activity,-0.84,-0.16,-0.98,-0.71,-0.06,-0.13,37.91,39.55,0.27,0.17,14.34,39.74,25.28,26.05,55.48,71.12,18.38,35.46,19.67,43.98,-0.56,50,45.91,85.91
5197,2018-19,Alex Abrines,25,OKC,588,Key Rotation,Movement Shooter,Low Activity,-0.74,-0.03,-1.25,-0.79,-0.15,-0.51,40.99,39.51,0.3,0.12,22.26,60.19,16.36,18.3,40.66,51.2,61.19,35.01,20.29,39.68,-0.2,40,66.42,58.96
5198,2016-17,Matthew Dellavedova,26,MIL,1986,Key Rotation,Primary Ball Handler,Point of Attack,-0.34,-0.31,0.44,-0.11,-0.16,-0.53,38.8,41.78,1.78,0.94,59.17,22.91,79.34,72.61,39.11,49.73,23.59,58.83,67.34,77.28,-0.7,39.2,37.35,57.17
5199,2017-18,Matthew Dellavedova,27,MIL,712,Rotation,Primary Ball Handler,Point of Attack,-0.82,-0.58,0.01,-0.78,-0.62,-1.49,39.47,38.4,1.02,0.48,15.71,8.08,64.67,18.96,6.64,7.15,29.93,26.59,43.27,62.18,-1.44,32.14,8.2,36.92
5200,2022-23,Matthew Dellavedova,32,SAC,213,Garbage Time,Secondary Ball Handler,Point of Attack,-0.45,-0.24,0.08,-0.45,-0.24,-1.57,42.35,41.45,0.83,0.33,51.2,29.76,67.23,52.95,28.99,5.75,87,55.68,36.53,54.81,-1.45,22.22,7.92,24.53
5201,2015-16,Matthew Dellavedova,25,CLE,1867,Key Rotation,Primary Ball Handler,Point of Attack,-0.22,-0.15,0.59,-0.08,-0.15,-0.41,41.33,37.17,1.71,0.94,66.81,40.93,83.68,73.56,40.66,56.89,69.96,20.67,65.93,77.28,-0.33,35.71,59.52,46.94
5202,2018-19,Matthew Dellavedova,28,MIL/CLE,812,Key Rotation,Primary Ball Handler,Point of Attack,0.06,0.25,0.23,0.07,0.17,0.24,41.22,41.6,1.58,0.68,78.2,82.14,73.06,78.42,79.57,82.68,65.78,57.05,61.92,69.57,0.48,36.59,87.36,49.4
5203,2019-20,Matthew Dellavedova,29,CLE,821,Rotation,Primary Ball Handler,Point of Attack,-0.15,0.09,0.01,-0.02,0.19,0.46,40.94,42.71,1.25,0.72,70.24,74.98,64.67,75.81,80.38,87.28,59.77,68.23,51.33,70.83,0.16,59.26,79.94,94.95
5204,2020-21,Matthew Dellavedova,30,CLE,224,Garbage Time,Primary Ball Handler,Point of Attack,-0.53,-0.37,-0.07,-0.53,-0.38,-1.15,41.43,41.22,,0.33,44.13,18.54,61.53,45.97,16.44,16.16,71.54,53.19,,54.81,-1.08,18.18,18.19,21.97
5205,2020-21,Solomon Hill,29,ATL,1513,Key Rotation,Stationary Shooter,Wing Stopper,-0.74,-0.27,-0.43,-0.71,-0.29,-1.01,40.94,40.56,0.22,0.07,22.26,26.66,47.26,26.05,23.62,21.67,59.77,46.31,18.97,35.39,-0.91,33.33,25.52,38.25
5206,2021-22,Solomon Hill,30,ATL,139,Garbage Time,Stationary Shooter,Helper,-0.77,-0.05,-1.22,-0.72,-0.06,-0.52,40.69,42.18,,0,19.63,56.77,17.29,24.98,55.48,50.38,53.8,62.4,,0,-0.46,0,52.39,0
5207,2015-16,Solomon Hill,24,IND,866,Rotation,Stationary Shooter,Helper,-0.83,-0.4,-0.35,-0.7,-0.38,-1.2,39.77,36.86,0.74,0.26,15.15,16.44,50.42,27.05,16.44,14.35,34.22,19.51,33.01,50.69,-1.24,33.33,12.97,38.25
5208,2019-20,Solomon Hill,28,MEM/MIA,1088,Key Rotation,Movement Shooter,Helper,-0.57,-0.15,-0.54,-0.54,-0.18,-0.65,41.48,39.91,0.82,0.39,40.3,40.93,43.32,45.02,36.76,42.41,73.06,39.84,36.07,58.22,-0.55,50,46.5,85.91
5209,2016-17,Solomon Hill,25,NOP,2374,Starter,Stationary Shooter,Wing Stopper,-1.04,-0.65,-0.11,-0.87,-0.59,-1.6,38.54,38.09,0.26,0.17,5.69,6.17,59.99,12.59,7.39,5.22,21.63,24.79,19.48,43.98,-1.73,28.21,3.75,30.87
5210,2017-18,Solomon Hill,26,NOP,187,Garbage Time,Stationary Shooter,Wing Stopper,-0.79,-0.12,-0.71,-0.77,-0.14,-0.52,40.42,37.56,0.37,0.18,17.98,44.96,35.81,19.89,42.02,50.38,47.84,22.27,21.68,44.86,-0.45,50,52.93,85.91
5211,2018-19,Solomon Hill,27,NOP,878,Rotation,Stationary Shooter,Wing Stopper,-0.84,-0.27,-0.85,-0.94,-0.43,-1.28,40.05,37.29,0.32,0.16,14.34,26.66,30.54,9.31,13.31,12.06,38.7,21.21,20.64,43.27,-0.81,30.77,30.88,34.59
5212,2019-20,Raul Neto,27,PHI,668,Rotation,Primary Ball Handler,Point of Attack,-0.1,-0.06,0.51,-0.06,-0.11,-0.44,41.15,37.98,1.1,0.6,72.22,54.8,81.38,74.32,46.92,55.36,64.82,24.28,46.05,66.55,-0.32,33.33,60.23,38.25
5213,2015-16,Raul Neto,23,UTA,1499,Rotation,Primary Ball Handler,Point of Attack,-0.46,-0.33,0.53,-0.37,-0.42,-1.02,41.23,36.2,1.39,0.91,50.49,21.23,82.03,58.53,13.84,21.11,66,17.57,56.01,76.63,-0.79,38.2,32.23,54.1
5214,2016-17,Raul Neto,24,UTA,346,Garbage Time,Secondary Ball Handler,Point of Attack,-0.57,-0.22,-0.1,-0.52,-0.27,-1.41,39.62,40.99,0.78,0.34,40.3,32.27,60.33,46.87,25.51,8.81,32.02,50.86,34.63,55.63,-1.05,25,19.33,26.25
5215,2017-18,Raul Neto,25,UTA,498,Garbage Time,Secondary Ball Handler,Point of Attack,-0.39,-0.31,0.48,-0.34,-0.36,-1.13,39.73,37.46,1.12,0.67,55.99,22.91,80.44,60.48,17.89,16.76,33.51,21.88,46.74,69.24,-1.01,37.5,20.84,51.61
5216,2018-19,Raul Neto,26,UTA,474,Rotation,Secondary Ball Handler,Point of Attack,-0.23,-0.13,0.5,-0.17,-0.14,-0.54,40.19,40.76,1.43,0.68,66.27,43.56,81.15,69.7,42.02,48.98,41.53,48.33,57.28,69.57,-0.47,39.13,51.62,56.8
5217,2020-21,Raul Neto,28,WAS,1403,Key Rotation,Secondary Ball Handler,Point of Attack,0.05,0.18,0.35,0.08,0.12,0.09,41.32,47.15,2.1,0.77,77.88,79.89,76.62,78.67,77.21,78.44,69.83,95.65,74.98,72.21,0.27,47.69,82.97,82.95
5218,2021-22,Raul Neto,29,WAS,1372,Rotation,Slasher,Point of Attack,0.14,0.09,0.64,0.31,0.22,0.26,44.7,42.33,2.41,1.19,80.4,74.98,85.11,84.12,81.16,83.28,97.45,64.15,81.82,83.2,0.05,46.32,76.41,80.04
5219,2022-23,Raul Neto,30,CLE,505,Garbage Time,Secondary Ball Handler,Point of Attack,-0.2,0.08,0.11,-0.16,0.11,0.55,42.95,47.02,1.28,0.83,67.91,74.13,68.58,70.33,76.71,88.69,91.77,95.27,52.33,74.22,0.43,78.57,86.56,97.53
5220,2016-17,Ryan Kelly,25,ATL,110,Garbage Time,Stationary Shooter,Helper,-0.61,-0.23,-0.84,-0.58,-0.12,-1.11,40.02,38.83,0.68,0.34,35.92,31.02,30.83,41.05,45.31,17.35,38.05,29.28,30.97,55.63,-1.59,20,5.52,22.49
5221,2015-16,Ryan Kelly,24,LAL,470,Rotation,Athletic Finisher,Low Activity,-0.13,-0.05,-0.19,-0.3,-0.15,-0.59,42.32,38.66,2.37,0.79,71.09,56.77,56.93,62.86,40.66,46.15,86.72,28.34,81.01,73.03,-0.27,40,62.91,58.96
5222,2017-18,Joffrey Lauvergne,26,SAS,534,Garbage Time,Post Scorer,Anchor Big,-0.55,-0.34,-0.85,-0.59,-0.19,-0.77,41.49,36.3,1.8,0.14,42.25,20.47,30.54,39.64,35.35,34.63,73.3,17.77,67.83,41.39,-1.2,100,13.97,97.76
5223,2016-17,Joffrey Lauvergne,25,OKC/CHI,980,Rotation,Post Scorer,Mobile Big,-0.97,-0.68,-0.95,-0.83,-0.52,-1.88,37.76,40.94,1.19,0.04,7.46,5.33,26.27,15.23,9.35,2.32,17.89,50.31,49.29,32.47,-2.13,14.29,1.09,20.2
5224,2015-16,Joffrey Lauvergne,24,DEN,1041,Rotation,Post Scorer,Anchor Big,-0.12,0.22,-1.18,-0.66,-0.16,-0.43,42.82,41.97,2.49,0.18,71.46,81.2,18.45,31.3,39.11,55.76,90.96,60.75,83.05,44.86,0.38,41.67,85.53,65.51
5225,2015-16,Ian Clark,24,GSW,578,Garbage Time,Off Screen Shooter,Point of Attack,-0.18,-0.03,0.13,-0.05,0.04,0.25,41.65,39.43,1.8,0.96,68.82,60.19,69.41,74.68,71.73,83,75.52,34.14,67.83,77.76,0.05,48.39,76.41,84.11
5226,2016-17,Ian Clark,25,GSW,1136,Rotation,Off Screen Shooter,Chaser,0.06,0.21,0.07,0.13,0.23,0.57,43.13,43.81,2.46,1.45,78.2,80.86,66.94,80.16,81.51,89.04,92.77,78.26,82.65,88,0.68,50,90.66,85.91
5227,2017-18,Ian Clark,26,NOP,1454,Rotation,Movement Shooter,Chaser,0.8,0.87,0.41,0.93,0.92,1.41,42.85,45.39,2.55,1.45,91,92.43,78.38,92.23,93.19,97.48,91.08,89.88,84.09,88,1.46,47.93,97.63,83.46
5228,2018-19,Ian Clark,27,NOP,973,Rotation,Off Screen Shooter,Chaser,-0.08,0,0,-0.03,0.07,0.02,39.93,41.88,1.9,1.11,73.1,65.88,64.24,75.42,74.33,76.04,36.5,60,70.51,81.34,-0.12,41.33,70.07,64.6
5229,2025-26,Seth Curry,35,GSW,121,Rotation,Movement Shooter,Chaser,-0.19,0,-0.53,-0.23,0.07,-0.37,41.39,46.03,3.01,0.6,68.43,65.88,43.59,66.89,74.33,59.23,70.86,92.6,89.81,66.55,-0.52,100,48.75,97.76
5230,2020-21,Seth Curry,30,PHI,1638,Starter,Secondary Ball Handler,Low Activity,0.3,0.39,0.12,0.31,0.36,0.26,45.14,44.13,2.28,1.66,84.04,85.72,69,84.12,85.04,83.28,97.99,81.43,79.24,91.01,0.35,47.47,84.8,82.59
5231,2018-19,Seth Curry,28,POR,1399,Rotation,Secondary Ball Handler,Point of Attack,-0.07,0.06,0.02,0.08,0.21,0.31,40.11,43.65,1.76,1.39,73.71,72.68,65.1,78.67,80.87,84.69,39.83,76.5,66.88,87.01,0.04,43.8,76.03,72.49
5232,2015-16,Seth Curry,25,SAC,692,Rotation,Secondary Ball Handler,Chaser,-0.4,-0.24,0.33,-0.24,-0.2,-0.64,39.09,41.28,1.83,1.05,55.3,29.76,75.93,66.45,34.16,43.05,26.04,53.69,68.66,79.86,-0.68,46.51,38.75,80.39
5233,2021-22,Seth Curry,31,PHI/BRK,2134,Starter,Secondary Ball Handler,Low Activity,1.61,1.96,0.11,1.79,2.17,2.21,48.53,47.59,2.93,2.38,96.39,97.89,68.58,96.95,98.17,99.62,99.75,96.53,88.97,96.53,2.1,54.22,99.43,93.26
5234,2022-23,Seth Curry,32,BRK,1211,Rotation,Movement Shooter,Chaser,0.34,0.42,-0.01,0.38,0.5,0.74,46.46,46.16,2.82,2.33,84.68,86.32,63.72,85.53,87.73,91.7,99.29,93.04,87.66,96.31,0.61,52.74,89.69,92.51
5235,2023-24,Seth Curry,33,DAL/CHO,615,Rotation,Movement Shooter,Low Activity,-0.44,-0.35,-0.16,-0.56,-0.49,-1.62,40.97,41.9,1.78,1.13,52.22,19.82,58.01,43.06,10.33,4.88,60.75,60.12,67.34,81.88,-1.18,32.76,14.58,37.83
5236,2024-25,Seth Curry,34,CHO,1062,Rotation,Movement Shooter,Low Activity,-0.12,0.02,-0.2,-0.19,-0.06,-0.25,45.08,40.11,2,1.51,71.46,68.68,56.51,68.74,55.48,65.4,97.9,41.97,72.74,88.94,-0.01,48.31,74.3,84.03
5237,2016-17,Seth Curry,26,DAL,2029,Starter,Primary Ball Handler,Chaser,0.79,0.97,0.68,1.16,1.33,1.52,42.37,48.12,2.6,1.71,90.96,93.27,86.1,94.09,95.74,97.83,87.32,97.35,84.67,91.61,1.31,48.09,96.87,83.7
5238,2019-20,Seth Curry,29,DAL,1576,Key Rotation,Secondary Ball Handler,Chaser,0.87,1.05,0.16,0.84,0.94,1.39,46.63,43.63,2.26,1.34,91.62,93.91,70.29,91.35,93.4,97.4,99.33,76.38,78.66,86.19,1.61,50.43,98.25,90.83
5239,2018-19,Kalin Lucas,29,DET,6,Too Few Games,Low Minute,Point of Attack,-1.98,,,-1.71,,,40.34,40.27,,0,0.42,,,0.59,,,44.92,43.37,,0,,0,,0
5240,2017-18,Larry Drew II,27,PHI/NOP,70,Too Few Games,Low Minute,Point of Attack,-0.17,-0.14,0.69,-0.19,-0.16,-0.92,39.72,38.38,1.08,1.08,69.28,42.38,86.43,68.74,39.11,26.12,33.39,26.49,45.4,80.54,-0.81,25,30.88,26.25
5241,2016-17,Troy Daniels,25,MEM,1183,Rotation,Off Screen Shooter,Low Activity,-0.82,-0.45,-0.95,-0.98,-0.64,-1.96,38.62,38.24,1.26,0.61,15.71,13.44,26.27,7.84,6.06,1.73,22.1,25.77,51.66,66.85,-1.2,29.23,13.97,32.38
5242,2017-18,Troy Daniels,26,PHO,1622,Rotation,Off Screen Shooter,Chaser,-0.77,-0.08,-1.48,-0.83,-0.12,-0.33,39.15,41.88,0.81,0.36,19.63,51.62,10.41,15.23,45.31,61.16,26.58,60,35.7,56.67,-0.22,41.03,65.66,63.67
5243,2018-19,Troy Daniels,27,PHO,760,Rotation,Off Screen Shooter,Low Activity,-0.25,0.17,-0.6,-0.28,0.14,0.31,41.84,43.01,1.38,0.95,65.03,79.39,40.58,64.05,78.21,84.69,78.64,70.89,55.69,77.51,0.42,47.62,86.3,82.76
5244,2015-16,Troy Daniels,24,CHO,476,Rotation,Off Screen Shooter,Low Activity,-0.48,0.02,-1.22,-0.77,-0.26,-0.99,42.81,37.99,2.02,0.54,48.88,68.68,17.29,19.89,26.87,22.63,90.89,24.3,73.06,64.47,0.07,30.43,77.17,34.17
5245,2019-20,Troy Daniels,28,LAL/DEN,532,Rotation,Off Screen Shooter,Low Activity,-0.39,0.09,-1.1,-0.41,0.09,0.2,40.33,41.94,1.23,0.96,55.99,74.98,21.08,55.94,75.59,81.62,44.74,60.52,50.43,77.76,0.2,50,81.2,85.91
5246,2018-19,Rodney McGruder,27,MIA,1550,Key Rotation,Movement Shooter,Point of Attack,-0.63,-0.54,0.08,-0.55,-0.49,-1.07,39.38,38.1,1.13,0.33,33.53,9.49,67.23,43.91,10.33,18.99,28.99,24.84,47.09,54.81,-1.14,48.28,15.77,83.95
5247,2019-20,Rodney McGruder,28,LAC,871,Rotation,Stationary Shooter,Point of Attack,-0.42,0.03,-0.7,-0.4,0.04,0.01,40.39,41.6,,0.16,53.77,70.1,36.24,56.72,71.73,75.73,46.42,57.05,,43.27,-0.02,33.33,73.96,38.25
5248,2016-17,Rodney McGruder,25,MIA,1966,Key Rotation,Movement Shooter,Wing Stopper,-0.9,-0.53,-0.45,-0.85,-0.56,-1.52,38.53,37.29,0.86,0.22,10.66,9.87,46.48,13.83,8.21,6.71,21.5,21.21,37.45,47.78,-1.29,28.95,11.59,32.09
5249,2017-18,Rodney McGruder,26,MIA,299,Garbage Time,Movement Shooter,Wing Stopper,-0.54,-0.16,-0.31,-0.79,-0.43,-1.13,39.72,39.37,0.89,0.38,42.99,39.74,52.12,18.3,13.31,16.76,33.39,33.45,38.61,57.66,-0.53,33.33,47.93,38.25
5250,2020-21,Rodney McGruder,29,DET,194,Garbage Time,Stationary Shooter,Point of Attack,-0.08,0.11,-0.16,-0.14,0.06,-0.15,41.97,43.8,2.37,0.59,73.1,76.38,58.01,71.33,73.49,70.37,80.69,78.19,81.01,66.22,0.01,33.33,74.91,38.25
5251,2021-22,Rodney McGruder,30,DET,754,Rotation,Movement Shooter,Chaser,-0.57,-0.1,-0.83,-0.5,-0.08,-0.35,41.07,41.57,0.68,0.19,40.3,48.33,31.37,48.92,51.63,60.21,62.99,56.7,30.97,45.55,-0.41,36.36,55.13,48.49
5252,2022-23,Rodney McGruder,31,DET,524,Rotation,Movement Shooter,Chaser,-0.85,-0.6,-0.25,-0.87,-0.63,-2.11,40.78,39.49,,0.21,13.68,7.38,54.52,12.59,6.41,1.21,56.43,34.78,,47.06,-1.94,27.27,2.06,29.43
5253,2017-18,Trey McKinney-Jones,27,IND,1,Too Few Games,Low Minute,Chaser,-2.07,,,-1.75,,,40.28,39.86,,0,0.07,,,0.17,,,43.02,38.37,,0,,0,,0
5254,2017-18,Jonathon Simmons,28,ORL,2029,Starter,Slasher,Wing Stopper,0.89,0.8,0.79,0.95,0.73,0.59,41.01,38.89,2.27,1.05,91.79,91.68,88.81,92.43,91.19,89.36,61.85,29.72,78.95,79.86,0.75,40.28,91.49,61.42
5255,2018-19,Jonathon Simmons,29,ORL/PHI,1064,Key Rotation,Secondary Ball Handler,Wing Stopper,-0.44,-0.69,0.74,-0.54,-0.91,-1.69,37.94,38.2,1.68,0.75,52.22,5.15,87.41,45.02,1.9,4.07,18.52,25.58,65,71.61,-1.35,29.73,10.15,33.07
5256,2015-16,Jonathon Simmons,26,SAS,813,Rotation,Slasher,Chaser,-0.33,-0.1,0.22,-0.22,-0.09,-0.31,40.27,35.32,1.03,0.56,59.85,48.33,72.61,67.25,50.01,62.26,42.88,15.94,43.62,65.09,-0.25,44.44,63.91,73.94
5257,2016-17,Jonathon Simmons,27,SAS,1392,Rotation,Shot Creator,Chaser,-0.45,-0.42,0.34,-0.42,-0.51,-1.35,36.94,41.41,1.53,1.04,51.2,15.22,76.4,55.33,9.72,10.06,15.95,55.17,60.57,79.7,-1.04,36.54,19.66,49.33
5258,2019-20,Thanasis Antetokounmpo,27,MIL,129,Garbage Time,Shot Creator,Helper,-0.5,-0.07,-0.28,-0.5,-0.07,-0.49,41.1,39.32,0.53,0.53,46.89,53.19,53.26,48.92,53.66,52.25,63.47,32.96,26.22,64.14,-0.45,50,52.93,85.91
5259,2020-21,Thanasis Antetokounmpo,28,MIL,551,Garbage Time,Roll + Cut Big,Helper,-0.67,-0.22,-0.86,-0.57,-0.13,-0.6,41.26,39.72,0.13,0.07,29.38,32.27,30.26,42.04,43.63,45.34,67.9,37.12,18.04,35.39,-1,25,21.3,26.25
5260,2021-22,Thanasis Antetokounmpo,29,MIL,473,Garbage Time,Roll + Cut Big,Helper,-0.59,-0.25,-0.43,-0.61,-0.27,-1.29,40.82,39.39,0.31,0.08,38.2,28.55,47.26,37.39,25.51,11.65,57.35,33.65,20.57,36.12,-1.18,25,14.58,26.25
5261,2022-23,Thanasis Antetokounmpo,30,MIL,206,Garbage Time,Athletic Finisher,Helper,-0.66,-0.13,-0.98,-0.65,-0.13,-0.98,41.94,43.53,,0,30.37,43.56,25.28,32.55,43.63,23.13,79.87,75.52,,0,-0.91,0,25.52,0
5262,2023-24,Thanasis Antetokounmpo,31,MIL,155,Garbage Time,Post Scorer,Helper,-0.72,-0.11,-1.08,-0.72,-0.1,-0.94,41.77,43.97,,0,24.46,46.39,21.7,24.98,48.44,25.11,77.54,79.74,,0,-0.92,0,24.95,0
5263,2025-26,Thanasis Antetokounmpo,33,MIL,121,Garbage Time,Athletic Finisher,Helper,-0.56,-0.09,-0.68,-0.55,-0.08,-0.78,41.24,44.29,,0,41.25,50.1,37.04,43.91,51.63,34.09,66.22,82.89,,0,-0.82,0,30.28,0
5264,2015-16,Thanasis Antetokounmpo,23,NYK,6,Too Few Games,Low Minute,Point of Attack,-0.67,0,-0.57,-0.64,0.01,-0.52,40.03,39.77,,0,29.38,65.88,41.92,33.6,67.95,50.38,38.37,37.66,,0,-0.44,0,53.59,0
5265,2020-21,Norvel Pelle,27,BRK/SAC/NYK,83,Garbage Time,Low Minute,Anchor Big,-0.82,-0.1,-1.51,-0.78,-0.1,-0.89,41.43,43.28,,0,15.71,48.33,9.63,18.96,48.44,27.94,71.54,73.26,,0,-0.83,0,29.88,0
5266,2019-20,Norvel Pelle,26,PHI,232,Garbage Time,Roll + Cut Big,Anchor Big,-0.92,-0.09,-2.07,-0.89,-0.02,-0.22,40.68,40.06,,0,9.7,50.1,1.31,11.59,62.9,66.71,52.94,41.13,,0,-0.5,0,49.85,0
5267,2021-22,Norvel Pelle,28,UTA,19,Too Few Games,Low Minute,Anchor Big,-1.75,,,-1.53,,,40.69,42.59,,0,1.2,,,2.56,,,53.8,66.2,,0,,0,,0
5268,2017-18,Reggie Hearn,26,DET,7,Too Few Games,Low Minute,Anchor Big,-2.07,,,-1.75,,,40.28,39.86,,0,0.07,,,0.17,,,43.02,38.37,,0,,0,,0
5269,2015-16,Jamal Crawford,35,LAC,2126,Starter,Shot Creator,Low Activity,1.15,0.79,1.39,1.43,0.97,0.53,39.56,41.25,3.32,2.57,94.01,91.56,97.41,95.58,93.59,88.4,31.11,53.48,92.45,97.32,0.58,40.5,89.23,62.05
5270,2016-17,Jamal Crawford,36,LAC,2157,Key Rotation,Shot Creator,Low Activity,1.12,0.97,1.24,1.47,1.25,0.93,41.78,41.38,3.17,2.67,93.7,93.27,96.11,95.77,95.35,93.83,78.09,54.78,91.4,97.7,0.87,44.54,93.08,74.79
5271,2017-18,Jamal Crawford,37,MIN,1653,Key Rotation,Shot Creator,Low Activity,1.92,1.58,1.24,2.11,1.65,1.76,43.85,45.02,3.98,3.3,97.39,96.8,96.11,97.75,97.15,98.79,95.59,88.23,96.09,99.1,1.84,48.33,98.96,84.06
5272,2018-19,Jamal Crawford,38,PHO,1199,Rotation,Shot Creator,Low Activity,0.64,0.44,1.04,0.86,0.59,0.72,43.19,41.28,2.81,2.49,89.22,86.65,93.5,91.5,89.6,91.51,93.09,53.69,87.58,97.08,0.56,45.7,88.83,78.47
5273,2019-20,Jamal Crawford,39,BRK,6,Too Few Games,Low Minute,Wing Stopper,-0.44,0.02,-0.27,-0.47,0.02,-0.13,40.81,39.87,5.36,5.36,52.22,68.68,53.71,51.44,69.33,71.12,57.08,38.8,99.17,99.87,-0.11,50,70.45,85.91
5274,2017-18,Josh Magette,28,ATL,216,Garbage Time,Primary Ball Handler,Point of Attack,-0.38,-0.15,0.03,-0.37,-0.17,-0.64,40.13,38.11,1.21,1.03,56.74,40.93,65.45,58.53,37.99,43.05,40.59,24.89,49.94,79.48,-0.56,37.5,45.91,51.61
5275,2019-20,Josh Magette,30,ORL,38,Garbage Time,Low Minute,Point of Attack,0.1,-0.03,0.65,-0.06,-0.06,-0.5,39.55,39.88,,0.97,79.27,60.19,85.51,74.32,55.48,51.72,30.98,39.23,,78.06,-0.35,16.67,58.69,20.98
5276,2017-18,C.J. Williams,27,LAC,706,Rotation,Movement Shooter,Chaser,-0.05,0.21,-0.36,-0.04,0.2,0.25,40.47,40.73,1.57,0.79,74.48,80.86,49.94,75.03,80.66,83,48.82,48.07,61.62,73.03,0.29,40.54,83.45,62.17
5277,2018-19,C.J. Williams,28,MIN,128,Garbage Time,Secondary Ball Handler,Chaser,-0.25,0.06,-0.12,-0.28,0.03,-0.12,42.11,39.7,1.74,1.74,65.03,72.68,59.69,64.05,70.71,71.59,83.36,36.76,66.44,91.87,0.02,85.71,75.29,97.7
5278,2015-16,PJ Hairston,23,CHO/MEM,1313,Rotation,Movement Shooter,Wing Stopper,-0.81,-0.38,-0.35,-0.79,-0.44,-1.16,38.22,35.49,0.58,0.41,16.5,17.74,50.42,18.3,12.83,15.74,19.71,16.11,27.52,59.22,-0.98,31.82,22.19,36.53
5279,2021-22,Scotty Hopson,32,OKC,18,Too Few Games,Low Minute,Chaser,-0.32,0.11,-0.17,-0.35,0.12,-0.21,41.53,42.18,4.17,4.17,60.61,76.38,57.62,59.92,77.21,67.31,73.93,62.4,96.89,99.7,-0.18,100,67.25,97.76
5280,2017-18,Scotty Hopson,28,DAL,8,Too Few Games,Low Minute,Chaser,-0.7,-0.05,-0.67,-0.7,-0.06,-0.48,40.28,39.86,,0,26.29,56.77,37.54,27.05,55.48,52.79,43.02,38.37,,0,-0.41,0,55.13,0
5281,2015-16,Russ Smith,24,MEM,66,Garbage Time,Low Minute,Point of Attack,-0.28,-0.07,0.58,-0.25,-0.08,-0.91,40.46,37.94,0.52,0.52,63.17,53.19,83.4,65.74,51.63,26.87,48.65,24.05,25.92,63.67,-0.81,100,30.88,97.76
5282,2015-16,Shabazz Napier,24,ORL,600,Rotation,Secondary Ball Handler,Point of Attack,-0.42,-0.2,0.12,-0.36,-0.24,-0.85,39.18,40.47,1.66,1.47,53.77,34.96,69,59.41,28.99,29.9,26.9,45.67,64.28,88.33,-0.64,41.07,41.41,63.82
5283,2016-17,Shabazz Napier,25,POR,512,Garbage Time,Secondary Ball Handler,Point of Attack,-0.19,-0.04,0.49,-0.03,0.03,0.13,41.44,40.63,1.72,1.64,68.43,58.48,80.81,75.42,70.71,79.59,72.51,47,66.13,90.79,0.02,46.81,75.29,81.13
5284,2017-18,Shabazz Napier,26,POR,1535,Key Rotation,Primary Ball Handler,Point of Attack,0.21,0.09,0.88,0.27,0.01,-0.11,43.88,35.02,2.03,1.81,82.13,74.98,90.97,83.38,67.95,71.99,95.66,15.44,73.32,93,0.06,45.63,76.76,78.32
