RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
5707,2015-16,Chris Andersen,37,MIA/MEM,403,Rotation,Roll + Cut Big,Mobile Big,-0.76,4.27,3.92,-0.2,-0.17,-0.04,-0.13,0.15,0.14,0,40.02,14.66,40.93,20.85,32.35,39.97,63.25,19.23,74.08,0,-0.38,0.05,10.8,16.65,17.4,2.74,53.93,62.94,5.09,18.32,3.3,45.81
5708,2016-17,Chris Andersen,38,CLE,114,Garbage Time,Athletic Finisher,Helper,-0.57,4.38,3.69,-0.18,0.03,0.09,-0.6,0.26,0.32,8.33,49.84,24.73,10.78,23.23,57.41,67.09,38.84,41.45,79.74,99.75,-0.61,0.88,13,17.85,21.2,4.06,37.32,89.24,14.1,20.33,14.3,89.75
5709,2016-17,Mike Dunleavy,36,CLE/ATL,841,Rotation,Off Screen Shooter,Low Activity,-1.12,4.85,3.98,0.12,-0.43,-0.43,-1.48,0.1,-0.89,0.4,20.32,83.67,52.85,66.7,14.76,16.8,4.62,15.2,17.88,57.14,-1.04,-0.67,14,22.86,23.24,2.31,9.48,25.44,20.36,37.3,24.75,31.03
5710,2015-16,Mike Dunleavy,35,CHI,703,Key Rotation,Off Screen Shooter,Wing Stopper,-1.21,4.9,4.03,0.17,-0.34,-0.77,-0.09,0.29,-0.4,0,15.53,87.89,62.01,72.87,20.04,6.48,64.79,49.24,47.47,0,-0.62,0.22,14.4,24.43,24.48,1.51,36.78,70.63,23.1,44.18,31.28,16.14
5711,2015-16,Drew Gooden,34,WAS,305,Rotation,Stretch Big,Helper,-1.25,4.49,4.05,-0.05,-0.26,-0.6,-1.26,0.28,-0.38,0,13.62,37.96,65,40.17,25.14,10.79,9.77,46.45,48.96,0,-0.49,-0.19,17.5,26.06,26.39,2.2,45.99,49.5,47.97,51.35,41.47,27.85
5712,2016-17,Nene,34,HOU,1198,Rotation,Roll + Cut Big,Mobile Big,-0.62,4.56,3.95,0.09,0.22,0.03,-0.23,0.66,2.3,5.42,47.45,48.64,47.26,62.17,74.64,61.92,58.93,95.97,98.85,96.02,0.21,1.2,19.7,28.32,28.38,4.35,79.82,93.56,64.08,59.33,51.08,93.56
5713,2017-18,Nene,35,HOU,758,Rotation,Roll + Cut Big,Mobile Big,-1.4,4.51,3.99,0.04,0.03,0.2,-0.68,0.61,0.76,4.88,7.59,40.53,54.67,54.52,57.41,74.4,34.32,94.48,88.51,94.24,-0.56,0.76,18.9,27.62,27.77,3.85,41.2,87.07,58.18,56.93,48.38,85.99
5714,2018-19,Nene,36,HOU,546,Rotation,Roll + Cut Big,Mobile Big,-1.22,4.22,3.87,-0.25,-0.23,-0.15,-0.16,0.43,1.29,4.62,15.16,11.75,32.27,16.08,27.61,31.19,61.94,81.71,94.14,93.1,-0.33,0.81,11.7,19.06,19.49,3.71,56.99,88.13,7.77,23.24,8.16,82.98
5715,2015-16,Nene,33,WAS,1094,Rotation,Post Scorer,Mobile Big,-0.89,4.24,3.82,-0.11,1.09,1.34,-1,0.49,0.97,0,32.84,12.95,24.06,31.86,97.38,97.98,18.83,88.26,91.29,0,0.44,0.49,21.6,33.37,33.83,2.92,85.48,80.44,74.19,74.45,72.56,53.38
5716,2015-16,Amar'e Stoudemire,33,MIA,762,Rotation,Post Scorer,Anchor Big,-1.44,4.21,3.86,-0.14,-0.13,-0.48,-0.6,0.35,1.32,0.05,6.4,11.17,30.57,27.86,36.09,14.82,38.84,66.52,94.29,36.51,0.38,-0.33,17.8,24.71,24.68,2.79,84.12,41.69,50.44,45.39,32.14,47.79
5717,2015-16,Caron Butler,35,SAC,176,Garbage Time,Versatile Big,Wing Stopper,-1.42,4.26,3.69,-0.05,-0.16,-0.49,-0.54,0.28,-0.16,0,7.02,14.05,10.78,40.17,33.37,14.4,41.95,46.45,61.99,0,-1.01,0.13,16.2,24.04,25.88,2.17,10.65,67.11,36.66,42.47,38.95,27.07
5718,2015-16,Tayshaun Prince,35,MIN,1461,Rotation,Athletic Finisher,Wing Stopper,-1.01,4.19,3.93,-0.37,-0.88,-0.51,1.11,0.08,0.15,0.03,26.6,9.83,43.39,8.46,2.23,13.75,91.4,14.36,74.49,36.18,-1.11,1.47,8.1,15.36,15.76,1.63,7.41,96.19,1.3,16.88,1.35,17.14
5719,2016-17,Matt Barnes,36,SAC/GSW,1776,Key Rotation,Movement Shooter,Helper,-0.79,4.73,3.93,0.09,0.28,0.13,-0.16,0.13,-1.13,1.02,38.53,71.77,43.39,62.17,78.45,69.82,61.94,16.98,8.88,75.55,-1.34,-1.12,15.6,27.56,28.1,3.11,4.13,11.57,31.77,56.73,49.86,62.94
5720,2015-16,Matt Barnes,35,MEM,2190,Key Rotation,Movement Shooter,Wing Stopper,-0.14,4.67,3.91,0.03,0.3,0.42,0.06,0.16,0.12,0,66.93,63.79,38.92,53.1,79.43,83.36,69.87,20.65,73.37,0,-0.98,-0.81,17.9,28.63,28.63,2.37,11.78,20.21,51.27,60.16,52.2,32.61
5721,2015-16,Rasual Butler,36,SAS,431,Garbage Time,Stationary Shooter,Low Activity,-1.12,4.47,4.09,-0.08,-0.38,-0.21,-1.44,0.24,-0.94,0,20.32,35.23,71.41,36.16,17.57,27.53,5.47,36.28,15.67,0,-0.63,-1.15,12.6,19.21,20.33,2.93,36.07,10.7,11.75,23.54,10.83,53.83
5722,2015-16,Luis Scola,35,TOR,1636,Rotation,Post Scorer,Helper,-0.96,4.5,4.15,0.15,-0.02,-0.69,-0.82,0.21,-0.31,0,29.17,39.16,80.06,70.4,49.57,8.23,27.03,29.21,53.31,0,-0.55,-0.42,19.5,27.16,27.47,1.87,41.93,36.99,62.58,55.26,47.07,20.75
5723,2016-17,Luis Scola,36,BRK,461,Rotation,Versatile Big,Anchor Big,-0.72,4.92,3.96,0.61,0.21,0.56,-1.08,0.47,0.19,3.44,42.23,89.11,49.13,98.11,74.08,87.78,15.53,86.39,75.79,87.98,-0.24,0.61,18.7,28.15,28.18,2.93,62.05,83.62,57.01,58.79,50.37,53.83
5724,2018-19,LeBron James,34,LAL,1937,Star,Shot Creator,Helper,1.14,4.26,3.35,-0.2,1.51,1.78,-0.62,0.97,-0.26,0.72,94.36,14.05,1.04,20.85,99.31,99.48,37.86,99.41,56.15,70.31,3.12,0.11,31.6,58.18,58.24,3,99.42,65.83,97.6,99.31,99.49,57.02
5725,2019-20,LeBron James,35,LAL,2316,Star,Shot Creator,Helper,1.73,4.17,3.32,-0.29,0.85,0.63,0.11,0.98,-0.33,0.49,98.24,8.88,0.89,13.09,95.51,89.65,71.37,99.45,52.2,62.56,3.29,-0.16,31.5,63.14,62.38,2.97,99.54,51.07,97.51,99.71,99.71,55.69
5726,2020-21,LeBron James,36,LAL,1504,Star,Shot Creator,Helper,1.66,3.88,3.29,-0.58,1.19,1.4,-0.69,0.95,-0.48,0.64,97.93,1.67,0.79,2.26,97.9,98.28,33.73,99.36,41.78,68.55,2.85,0.05,31.9,58.32,57.65,3.08,99.19,62.94,97.82,99.35,99.39,61.2
5727,2021-22,LeBron James,37,LAL,2084,Star,Shot Creator,Helper,1.99,3.92,3.3,-0.54,1.23,0.45,-0.64,0.91,-0.58,1.02,98.99,2.01,0.84,2.8,98.22,84.38,36.92,99.15,35.43,75.55,4.15,0.55,32.3,53.85,53.04,3.34,99.71,82.11,98.05,98.48,98.24,72.44
5728,2022-23,LeBron James,38,LAL,1954,Star,Shot Creator,Helper,1.96,4.07,3.36,-0.39,1.53,1.75,-0.51,1,0.7,0.73,98.88,5.1,1.15,7.43,99.36,99.41,43.89,99.61,87.66,70.48,2.94,0.12,33.3,55.49,54.85,2.52,99.24,66.5,98.54,98.86,98.88,37.28
5729,2023-24,LeBron James,39,LAL,2504,Star,Shot Creator,Helper,1.54,4.03,3.35,-0.43,1.78,1.49,-0.35,0.99,0.15,0.62,97.22,4,1.04,5.67,99.78,98.61,52.95,99.52,74.49,67.92,2.48,0.37,29.2,51.58,51.67,2.87,98.82,76.32,94.94,97.64,97.63,50.98
5730,2024-25,LeBron James,40,LAL,2444,Star,Shot Creator,Helper,1.05,3.89,3.39,-0.57,0.68,0.62,-0.28,0.48,0.72,0.87,93.35,1.78,1.34,2.38,92.45,89.37,56.41,87.3,87.92,73.58,2.84,0.72,30.1,56.12,50.16,2.76,99.17,86.11,96.19,98.94,96.92,46.54
5731,2025-26,LeBron James,41,LAL,1989,Star,Shot Creator,Helper,1.46,3.83,3.39,-0.63,0.45,0.92,0.23,0.61,0.32,0,96.76,1.32,1.34,1.57,86.39,94.66,74.89,94.48,79.74,0,0.76,0.95,27.2,43.26,43.98,2.12,90.17,90.3,91.81,91.16,91.88,25.89
5732,2015-16,LeBron James,31,CLE,2709,Star,Shot Creator,Wing Stopper,1.81,4.07,3.72,-0.39,0.72,0.56,0.03,0.99,-0.72,0,98.53,5.1,12.98,7.43,93.31,87.78,68.89,99.52,26.74,0,4.91,-0.53,31.4,56.81,56.71,2.4,99.85,31.86,97.41,99.12,99.26,33.48
5733,2016-17,LeBron James,32,CLE,2795,Star,Shot Creator,Wing Stopper,2.12,3.99,3.62,-0.47,1.81,1.98,-0.56,0.98,-0.9,0.7,99.31,3.02,6.61,4.27,99.85,99.73,40.92,99.45,17.48,69.88,4.86,-0.3,30,58.22,58.03,3.24,99.81,43.29,96.07,99.32,99.46,68.36
5734,2017-18,LeBron James,33,CLE,3026,Star,Shot Creator,Helper,1.97,4.1,3.65,-0.36,0.71,0.02,-0.46,0.97,-0.3,0.99,98.94,5.95,8.4,8.97,93.01,60.95,47.12,99.41,53.84,75.07,5.24,0.09,31.6,59.32,59.7,3.44,99.88,64.92,97.6,99.46,99.59,75.99
5735,2018-19,Carmelo Anthony,34,HOU,294,Key Rotation,Shot Creator,Wing Stopper,-0.51,3.86,3.59,-0.6,-0.03,-0.2,0.43,0.24,-0.14,0.37,52.45,1.51,5.3,1.89,48.26,28.08,79.92,36.28,63.01,55.43,-0.26,-0.23,20.5,26.03,26.48,2.91,60.93,47.1,68.79,51.28,42.03,52.87
5736,2021-22,Carmelo Anthony,37,LAL,1793,Starter,Versatile Big,Helper,-1.1,3.91,3.58,-0.4,0.17,0.62,-1.18,0.27,-0.45,1,21.33,1.9,4.89,6.87,71.19,89.37,12.18,44.06,44.13,75.23,-1.31,-0.93,20.4,25.97,25.82,2.76,4.33,16.47,68.26,50.86,38.54,46.54
5737,2015-16,Carmelo Anthony,31,NYK,2530,Starter,Shot Creator,Wing Stopper,-0.12,4.06,3.63,-0.4,-0.61,-0.63,-0.1,0.39,0.04,0,67.57,4.81,7.18,6.87,7.4,9.85,64.44,75.56,70.46,0,-0.34,-2.14,29.7,47.05,47.06,1.68,56.38,1.18,95.68,94.78,94.94,17.77
5738,2016-17,Carmelo Anthony,32,NYK,2538,Starter,Shot Creator,Wing Stopper,-0.58,4.09,3.63,-0.37,-0.63,-0.88,-0.69,0.45,-0.36,1.01,49.36,5.64,7.18,8.46,6.86,4.7,33.73,84.32,50.48,75.36,-0.94,-1.06,29.1,42.88,42.92,2.53,13.74,13.09,94.74,90.79,90.72,37.66
5739,2017-18,Carmelo Anthony,33,OKC,2501,Starter,Shot Creator,Helper,-0.9,4.11,3.45,-0.35,0.71,0.71,-1.34,0.21,-0.5,0.96,32.34,6.29,2.12,9.49,93.01,91.34,7.9,29.21,40.79,74.75,-1.18,-0.31,23.2,30.23,30.22,2.39,5.96,42.73,81.11,65.55,59.11,33.23
5740,2019-20,Carmelo Anthony,35,POR,1902,Starter,Shot Creator,Helper,-0.78,3.77,3.49,-0.69,-0.32,0.21,-0.66,0.31,1.03,1.65,38.99,1.03,2.66,1.29,21.21,75.04,35.79,54.78,91.82,80.27,-1.55,-0.02,21.2,28.66,28.47,2.54,3.17,58.93,72.51,60.3,51.34,37.96
5741,2020-21,Carmelo Anthony,36,POR,1690,Key Rotation,Shot Creator,Low Activity,-0.41,3.75,3.46,-0.71,-0.4,-0.03,-1.3,0.29,0.38,1.34,56.61,0.87,2.21,1.11,16.34,40.97,8.7,49.24,81.09,78.54,-1.04,0.41,23.1,31.63,31.73,2.82,9.48,77.87,80.62,69.91,65.27,48.95
5742,2015-16,Chris Bosh,31,MIA,1778,Star,Athletic Finisher,Anchor Big,-1.45,4.06,3.57,-0.5,-0.68,-0.03,-0.42,0.53,0.69,0.04,6.1,4.81,4.49,3.58,5.64,40.97,49.35,90.96,87.46,36.37,0.71,-0.46,24.7,36.33,36.11,1.69,89.52,35.06,86.34,81.37,78.74,17.87
5743,2015-16,Dwyane Wade,34,MIA,2258,Starter,Shot Creator,Low Activity,0.87,4.34,3.75,-0.12,-0.28,-1.12,-0.37,0.44,-0.79,0,91.17,20.46,15.88,30.63,23.8,2.13,52.01,83.05,22.95,0,1.85,-0.84,31.6,51.16,51.62,2.14,97.27,19.17,97.6,97.45,97.61,26.36
5744,2017-18,Dwyane Wade,36,CLE/MIA,1536,Key Rotation,Shot Creator,Low Activity,0.24,4.54,3.79,0.08,-0.16,-0.75,-1,0.4,-0.41,0.41,78.48,45.7,20.54,60.64,33.37,6.87,18.83,77.3,46.89,57.83,0.38,-0.06,26.2,44.24,44.34,4.11,84.12,56.52,90.13,92.03,92.23,90.44
5745,2018-19,Dwyane Wade,37,MIA,1885,Starter,Shot Creator,Low Activity,0.85,4.28,3.54,-0.18,-0.38,-1.04,-1.95,0.33,-0.54,0.06,90.83,15.29,3.76,23.23,17.57,2.73,0.58,60.87,37.98,36.85,0.65,-1.46,27.9,47.62,48.17,3.17,88.73,5.48,93.18,95.36,95.73,65.52
5746,2016-17,Dwyane Wade,35,CHI,1792,Starter,Shot Creator,Low Activity,1.23,4.37,3.7,-0.09,0.05,-0.59,-0.88,0.59,-0.95,0.11,95.11,23.42,11.55,34.56,60.34,11.12,24.18,93.81,15.04,38.63,0.3,-1.31,29.6,47.05,47.29,4.15,82.31,7.28,95.53,94.78,95.06,90.99
5747,2015-16,Chris Kaman,33,POR,112,Garbage Time,Post Scorer,Anchor Big,-0.49,3.98,3.6,-0.37,-0.18,-0.28,-0.31,0.33,0.75,0,53.26,2.84,5.62,8.46,31.47,23.66,54.82,60.87,88.36,0,-0.42,-0.42,20.4,32.87,33.15,1.77,51.1,36.99,68.26,73.15,70.09,18.8
5748,2015-16,Kirk Hinrich,35,CHI/ATL,631,Rotation,Secondary Ball Handler,Point of Attack,0.53,4.87,4.16,0.24,-0.33,-0.54,0.99,0.19,-1.26,0,85.21,85.32,81.26,80.57,20.57,12.81,89.82,25.48,5.77,0,-0.75,-1.1,11.6,25.41,26.23,1.69,26.79,12.06,7.46,48.4,40.64,17.87
5749,2015-16,Nick Collison,35,OKC,699,Rotation,Roll + Cut Big,Mobile Big,-1.2,4.5,3.9,0.03,-0.47,-0.61,-0.88,0.14,0.15,0,16.05,39.16,37.29,53.1,12.68,10.43,24.18,17.92,74.49,0,-0.95,-0.08,10.6,20.82,21.58,1.9,13.15,55.63,4.5,28.99,15.93,21.26
5750,2016-17,Nick Collison,36,OKC,128,Garbage Time,Roll + Cut Big,Mobile Big,-1.25,4.86,3.83,0.39,-0.21,-0.21,-0.35,0.42,0.46,4.15,13.62,84.61,25.62,91.96,29.08,27.53,52.95,80.3,83,91.06,-0.49,0.9,10.1,25.11,25.91,2.74,45.99,89.49,3.45,47.19,39.12,45.81
5751,2017-18,Nick Collison,37,OKC,75,Garbage Time,Low Minute,Helper,-1.17,4.68,3.94,0.14,-0.09,-0.01,-0.48,0.28,-0.23,6.41,17.5,65.11,45.28,69.2,40.36,43.14,46,46.45,58.14,98.28,-0.39,1.17,18.2,25.47,29.61,2.6,53.28,93.23,53.4,48.65,56.75,40.16
5752,2016-17,David West,36,GSW,854,Rotation,Post Scorer,Anchor Big,-1.05,3.96,3.6,-0.39,-0.03,0.34,-1.23,0.23,0.28,3.96,24.29,2.57,5.62,7.43,48.26,80.82,10.57,33.81,78.73,90.18,-0.7,-0.04,17.9,38.79,38.67,5.5,30.84,57.54,51.27,85.48,84.34,99.1
5753,2017-18,David West,37,GSW,999,Rotation,Post Scorer,Mobile Big,-0.94,4.01,3.64,-0.34,0.21,0.35,-0.46,0.4,-0.27,4.05,30.2,3.51,7.85,10.02,74.08,81.23,47.12,77.3,55.55,90.64,0.04,0.25,21.7,38.54,38.47,5.7,74.39,71.96,74.56,85.19,83.87,99.36
5754,2015-16,David West,35,SAS,1404,Rotation,Post Scorer,Anchor Big,-1.6,4.03,3.63,-0.32,0.16,0.35,-1.11,0.42,-0.58,0,2.75,4,7.18,11.12,70.37,81.23,14.48,80.3,35.43,0,-0.61,-1.12,18,30.64,30.84,2.51,37.32,11.57,52.03,66.88,61.95,36.91
5755,2015-16,Dahntay Jones,35,CLE,42,Too Few Games,Low Minute,Chaser,-0.32,4.19,4.31,-0.35,-0.1,-0.07,-0.45,0.29,-0.73,0,59.84,9.83,93.24,9.49,39.26,37.37,47.7,49.24,26.15,0,-1.3,-0.35,15.1,24.05,26.44,2.23,4.45,40.56,28.32,42.53,41.76,28.63
5756,2016-17,Dahntay Jones,36,CLE,12,Too Few Games,Low Minute,Point of Attack,-1.06,3.54,3.46,-1,-0.05,-0.12,-0.62,0.56,,0,23.62,0.44,2.21,0.45,45.69,33.25,37.86,92.48,,0,-0.69,0.14,39.9,63.8,46.15,3.28,31.72,67.62,99.63,99.77,94.08,69.91
5757,2015-16,Boris Diaw,33,SAS,1386,Rotation,Post Scorer,Helper,-1.13,4.61,3.89,0.26,-0.26,-0.41,-0.92,0.3,-0.68,0.03,19.8,55.56,35.68,82.66,25.14,17.45,22.29,51.93,29.14,36.18,0.55,-0.42,17,31.28,31.82,1.54,87.25,36.99,43.57,68.78,65.61,16.4
5758,2016-17,Boris Diaw,34,UTA,1283,Rotation,Post Scorer,Helper,-0.99,4.38,3.78,0.03,-0.72,-0.94,-0.7,0.17,0.63,2.46,27.66,24.73,19.15,53.1,4.77,3.8,33.24,22.04,86.48,83.96,0.1,0.18,15.6,33.5,33.89,1.97,76.59,69.13,31.77,74.82,72.7,22.44
5759,2015-16,Kendrick Perkins,31,NOP,542,Rotation,Post Scorer,Anchor Big,-1.28,4.24,3.64,-0.11,-0.24,-0.23,-0.65,0.16,0.38,0.14,12.13,12.95,7.85,31.86,26.82,26.51,36.31,20.65,81.09,40.17,-0.7,1.39,10.4,16.13,17.04,1.76,30.84,95.63,4.05,17.73,2.78,18.63
5760,2017-18,Kendrick Perkins,33,CLE,15,Too Few Games,Low Minute,Anchor Big,,3.51,3.13,-1.03,-0.04,-0.05,,0.33,,2.68,,0.39,0.44,0.41,46.74,39.09,,60.87,,84.95,-0.86,0.24,11.4,28.14,30.31,3.33,18.23,71.45,6.84,58.74,59.43,71.95
5761,2015-16,Leandro Barbosa,33,GSW,1079,Rotation,Off Screen Shooter,Chaser,-0.16,4.88,3.88,0.15,1,1.32,-0.68,0.23,-1.17,0,66.26,86.02,33.94,70.4,96.68,97.89,34.32,33.81,7.8,0,-0.51,-1.03,18.1,29.16,29.67,2.2,44.62,13.86,52.64,61.95,56.91,27.85
5762,2016-17,Leandro Barbosa,34,PHO,963,Rotation,Secondary Ball Handler,Chaser,0.01,4.85,3.93,0.22,0.16,0.49,-0.32,0.26,-0.72,0.19,71.9,83.67,43.39,78.48,70.37,85.71,54.22,41.45,26.74,43.33,0.17,-0.23,20,31.88,32.11,3.12,78.54,47.1,65.93,70.53,66.69,63.38
5763,2015-16,Steve Blake,35,DET,986,Rotation,Primary Ball Handler,Point of Attack,-0.44,4.89,3.88,0.22,-0.66,-0.18,-0.02,0.14,-1.27,0,55.41,86.96,33.94,78.48,6.03,29.24,67.26,17.92,5.56,0,-0.77,-0.01,14.6,40.56,40.45,1.52,25.2,59.41,24.53,87.97,87.37,16.2
5764,2016-17,Zaza Pachulia,32,GSW,1268,Key Rotation,Post Scorer,Anchor Big,-0.67,4.55,3.91,0.2,0.81,0.92,-0.49,0.3,2.28,6.91,44.84,47.02,38.92,76.33,94.8,94.66,45.34,51.93,98.76,99.03,-1.01,2.31,15.3,26.74,27.07,4.39,10.65,99.38,29.69,53.75,44.84,93.96
5765,2017-18,Zaza Pachulia,33,GSW,972,Rotation,Roll + Cut Big,Mobile Big,-1.19,4.56,3.98,0.09,0.29,0.12,0.47,0.39,3.22,7,16.56,48.64,52.85,62.17,78.89,69.24,80.87,75.56,99.82,99.16,-0.7,1.88,17,29.16,29.48,3.87,30.84,98.07,43.57,61.95,56.35,86.52
5766,2015-16,Zaza Pachulia,31,DAL,2004,Key Rotation,Roll + Cut Big,Helper,-0.63,4.09,3.95,-0.38,-0.91,-0.68,-0.43,0.3,1.64,0.08,46.91,5.64,47.26,7.93,1.79,8.56,48.65,51.93,96.49,37.51,-0.88,0.44,16.2,26.27,26.76,1.93,16.96,78.81,36.66,52.12,43.3,21.82
5767,2018-19,Zaza Pachulia,34,DET,878,Rotation,Roll + Cut Big,Anchor Big,-1.32,4.27,3.83,-0.2,0.42,1.35,-1.38,0.44,0.38,5.87,10.5,14.66,25.62,20.85,85.51,98.02,6.78,83.05,81.09,97.17,-0.82,0.33,15,26.42,26.5,3.71,21.45,74.94,27.49,52.62,42.11,82.98
5768,2015-16,Matt Bonner,35,SAS,206,Garbage Time,Stationary Shooter,Helper,-0.94,4.7,3.89,0.15,-0.49,-0.36,-1.18,0.2,-0.15,0,30.2,67.58,35.68,70.4,11.63,19.52,12.18,27.26,62.48,0,-0.92,0.13,13.7,20.45,22.17,1.85,14.64,67.11,18.36,27.27,18.94,20.36
5769,2015-16,Mo Williams,33,CLE,748,Rotation,Primary Ball Handler,Point of Attack,1.04,4.39,3.92,-0.28,0.02,-0.35,-0.35,0.14,-0.87,0,93.17,25.71,40.93,13.82,55.85,19.99,52.95,17.92,18.89,0,-0.55,1.22,22.8,41.21,41.28,1.44,41.93,93.92,79.33,88.82,88.54,15.56
5770,2015-16,James Jones,35,CLE,463,Garbage Time,Off Screen Shooter,Low Activity,-1.55,4.57,3.84,-0.16,-0.48,-0.6,-1.67,0.33,-0.5,0,3.62,49.97,27.1,25.46,12.05,10.79,2.36,60.87,40.79,0,-1.06,0.12,16.2,22.28,23.22,1.86,8.82,66.5,36.66,35.07,24.66,20.55
5771,2016-17,James Jones,36,CLE,380,Garbage Time,Movement Shooter,Low Activity,-1.47,4.54,3.8,-0.1,-0.16,-0.15,-1.35,0.27,-1.21,2.68,5.53,45.7,21.56,33.16,33.37,31.19,7.58,44.06,6.88,84.95,-1.05,0.7,13,18.25,19.18,2.85,9.16,85.67,14.1,21.3,7.23,50.2
5772,2015-16,Kyle Korver,34,ATL,2401,Starter,Off Screen Shooter,Low Activity,-1.52,4.75,4,0.02,0,0.1,-0.88,0.11,-1.32,0,4.4,74.12,56.62,51.42,52.72,67.94,24.18,15.56,4.59,0,-1.69,2.3,13.7,20.88,21.14,1.62,2.98,99.37,18.36,29.26,14.08,17.04
5773,2019-20,Kyle Korver,38,MIL,960,Rotation,Off Screen Shooter,Low Activity,-1.67,4.69,4.06,-0.04,-0.5,-0.41,-1.83,0.14,-0.28,0.57,1.79,66.5,66.53,41.59,11.09,17.45,1.04,17.92,55.01,66,-1.19,1.69,15.4,22.86,22.6,2.7,5.75,97.3,30.33,37.3,21.28,44.14
5774,2018-19,Kyle Korver,37,CLE/UTA,1334,Rotation,Off Screen Shooter,Low Activity,-1.74,4.89,3.99,0.16,-0.7,-0.64,-2.09,0.2,-0.7,0.48,1.01,86.96,54.67,71.7,5.23,9.49,0.32,27.26,27.96,62.08,-0.78,0.54,18.5,25.67,25.71,2.04,24.34,81.86,55.59,49.59,37.73,24.01
5775,2016-17,Kyle Korver,35,ATL/CLE,1753,Key Rotation,Off Screen Shooter,Low Activity,-1.41,4.59,3.97,-0.14,-0.14,-0.08,-1.19,0.11,-1.17,0.74,7.27,52.57,50.92,27.86,34.99,36.57,11.91,15.56,7.8,70.69,-1.35,1.47,15.2,22.07,22.41,2.25,4.03,96.19,28.99,34.13,20.28,29.3
5776,2017-18,Kyle Korver,36,CLE,1574,Rotation,Off Screen Shooter,Low Activity,-1.57,4.78,4.12,0.05,0.12,0.48,-2.08,0.14,-1.37,1.39,3.32,77.61,75.96,56.19,67.04,85.38,0.34,17.92,3.83,78.94,-0.94,2.55,16,22.39,22.44,2.22,13.74,99.64,35.31,35.47,20.46,28.43
5777,2015-16,Udonis Haslem,35,MIA,260,Garbage Time,Athletic Finisher,Anchor Big,-1.41,4.06,3.62,-0.5,-0.4,-0.09,-1.06,0.25,0.4,0,7.27,4.81,6.61,3.58,16.34,35.75,16.36,38.83,81.61,0,-0.9,-0.09,12.8,20.54,21.58,1.82,15.79,55,12.9,27.69,15.93,19.65
5778,2016-17,Udonis Haslem,36,MIA,130,Garbage Time,Roll + Cut Big,Helper,,3.88,3.67,-0.59,-0.05,0.14,-0.62,0.33,-0.36,3.78,,1.67,9.44,2.1,45.69,70.51,37.86,60.87,50.48,89.33,-0.54,0.03,12.8,20.78,23.13,3.5,42.76,61.71,12.9,28.82,24.24,77.7
5779,2017-18,Udonis Haslem,37,MIA,72,Garbage Time,Low Minute,Anchor Big,-1.19,3.63,3.58,-0.91,-0.09,-0.09,-0.65,0.29,-0.12,2.76,16.56,0.53,4.89,0.53,40.36,35.75,36.31,49.24,64.11,85.29,-0.95,0.26,11.1,20.5,23.64,2.9,13.15,72.3,5.86,27.52,27.01,52.32
5780,2018-19,Udonis Haslem,38,MIA,74,Garbage Time,Low Minute,Helper,-0.85,4.08,3.57,-0.46,0.04,-0.05,-0.59,0.28,,3.24,35.12,5.38,4.49,4.61,58.88,39.09,39.41,46.45,,87.17,-0.65,0.48,21.9,27.63,28.61,2.59,34.73,80.01,75.58,56.96,52.1,39.83
5781,2019-20,Udonis Haslem,39,MIA,44,Too Few Games,Low Minute,Anchor Big,,3.73,3.67,-0.81,-0.18,-0.16,-0.53,0.31,-0.32,4.36,,0.79,9.44,0.65,31.47,30.5,42.67,54.78,52.86,91.87,-1.06,-0.2,13.8,22.98,26.04,2.81,8.82,48.88,19.26,37.72,39.64,48.65
5782,2020-21,Udonis Haslem,40,MIA,3,Too Few Games,Low Minute,Helper,-1.07,6.52,3.4,1.98,0.01,0.03,-1.4,0.34,,0,23.1,99.88,1.54,99.88,54.19,61.92,6.36,63.4,,0,-0.81,-0.28,30.1,40,33.17,3.12,22.12,44.35,96.19,87.06,70.28,63.38
5783,2021-22,Udonis Haslem,41,MIA,83,Garbage Time,Low Minute,Mobile Big,-1.28,4.12,3.44,-0.42,-0.17,-0.18,-0.94,0.37,,5.54,12.13,6.67,2.03,6.06,32.35,29.24,21.29,71.93,,96.34,-0.45,-0.48,20,26.89,28.11,2.59,48.97,34.12,65.93,54.26,49.93,39.83
