RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Transition Shot Creation,Avg Speed Offense,Avg Speed Defense,Movement Speed Rating,Offensive Transition Frequency Impact,Transition Frequency Impact,Perimeter Isolation Defense,Stable And 1s Per 75,Post Defense,Screen Assists Per 75 Possessions,Transition Shot Creation_percentile,Avg Speed Offense_percentile,Avg Speed Defense_percentile,Movement Speed Rating_percentile,Offensive Transition Frequency Impact_percentile,Transition Frequency Impact_percentile,Perimeter Isolation Defense_percentile,Stable And 1s Per 75_percentile,Post Defense_percentile,Screen Assists Per 75 Possessions_percentile,Finishing Talent,Screening Talent,Usage Rate,True Usage,Stable True Usage%,Defensive Playmaking,Finishing Talent_percentile,Screening Talent_percentile,Usage Rate_percentile,True Usage_percentile,Stable True Usage%_percentile,Defensive Playmaking_percentile
5630,2021-22,Tyler Johnson,29,PHI/SAS,91,Too Few Games,Low Minute,Chaser,-0.94,4.74,4.02,0.2,-0.19,-0.46,-0.29,0.28,0.03,1.21,30.2,72.92,60.36,76.33,30.64,15.5,55.82,46.45,70.2,77.53,-2,-0.05,10.5,21.51,23.11,3.4,1.9,56.96,4.32,31.73,24.07,74.77
5631,2019-20,Tyler Johnson,27,PHO/BRK,709,Rotation,Stationary Shooter,Chaser,-0.79,4.79,3.9,0.24,-0.09,0.21,-0.06,0.11,-0.58,0.3,38.53,78.5,37.29,80.57,40.36,75.04,65.91,15.56,35.43,50.8,-0.8,0.02,18,31.45,31.95,2.57,22.8,61.13,52.03,69.28,66.11,38.96
5632,2020-21,Tyler Johnson,28,BRK,684,Rotation,Stationary Shooter,Point of Attack,-1.11,4.47,3.87,-0.08,-0.29,-0.44,-0.72,0.11,-0.44,0.43,20.82,35.23,32.27,36.16,23.11,16.28,32.3,15.56,44.86,59.2,-0.75,0.34,13.3,21.76,22.37,2.18,26.79,75.24,15.83,32.83,19.87,27.32
5633,2017-18,Jack Cooley,26,SAC,87,Too Few Games,Low Minute,Mobile Big,-0.79,3.98,4,-0.56,-0.16,-0.11,-0.94,0.37,0,8.33,38.53,2.84,56.62,2.46,33.37,34.03,21.29,71.93,69.31,99.75,-0.14,0.46,19.8,28.62,29.65,2.56,66.93,79.26,64.74,60.13,56.86,38.54
5634,2020-21,Tim Frazier,30,MEM,62,Too Few Games,Low Minute,Chaser,-0.81,4.7,3.95,0.16,0.24,0.06,-0.4,0.29,,0,37.3,67.58,47.26,71.7,76.25,64.66,50.48,49.24,,0,-0.78,-0.12,18.1,42.15,40.24,3.09,24.34,53.43,52.64,89.8,86.92,61.72
5635,2018-19,Tim Frazier,28,NOP/MIL,1120,Rotation,Primary Ball Handler,Point of Attack,-0.12,4.77,3.98,0.1,0.66,0.7,-0.7,0.18,-1.07,0.44,67.57,76.44,52.85,63.82,91.87,91.14,33.24,23.82,10.56,59.78,-0.85,0.48,13.3,34.72,35.16,2.65,18.96,80.01,15.83,78.25,76.44,42.08
5636,2015-16,Tim Frazier,25,POR/NOP,741,Garbage Time,Shot Creator,Point of Attack,1.23,4.73,3.9,0.27,0.22,0.96,-0.49,0.35,-0.85,0,95.11,71.77,37.29,83.89,74.64,95.04,45.34,66.52,19.62,0,-0.35,0.16,19.4,46.28,46.9,2.19,55.75,68.34,61.88,94.06,94.75,27.62
5637,2016-17,Tim Frazier,26,NOP,1525,Key Rotation,Primary Ball Handler,Point of Attack,0.28,4.73,3.95,0.06,0.15,0.21,0.69,0.24,-0.54,0.32,79.47,71.77,47.26,57.63,69.63,75.04,85.27,36.28,37.98,52.21,-0.34,-0.29,16.3,40.09,40.75,3.21,56.38,43.82,37.51,87.32,87.73,67.16
5638,2017-18,Tim Frazier,27,WAS,838,Rotation,Primary Ball Handler,Point of Attack,0.28,4.66,4.17,-0.01,0.34,0.73,0.18,0.16,-0.63,0.36,79.47,62.34,82.22,46.28,81.68,91.76,73.44,20.65,31.86,54.77,-0.61,-0.52,12.8,37.66,38.64,4.11,37.32,32.24,12.9,83.79,84.26,90.44
5639,2021-22,Tim Frazier,31,ORL/CLE,208,Garbage Time,Primary Ball Handler,Point of Attack,-1.45,4.38,3.97,-0.29,-0.11,0.03,-0.78,0.29,0.2,0.54,6.1,24.73,50.92,13.09,38.07,61.92,28.8,49.24,76.28,64.87,-0.72,0,13.3,36.07,35.64,2.56,29.1,60,15.83,80.98,77.62,38.54
5640,2019-20,Tim Frazier,29,DET,355,Rotation,Primary Ball Handler,Point of Attack,-0.36,4.53,3.92,-0.14,-0.02,0.18,-0.4,0.17,-0.33,0.42,58.21,43.77,40.93,27.86,49.57,73.22,50.48,22.04,52.2,58.44,-0.61,0.54,17.3,45.67,45.86,3.52,37.32,81.86,46.31,93.52,93.79,78.26
5641,2017-18,Tarik Black,26,HOU,536,Garbage Time,Roll + Cut Big,Mobile Big,-0.97,4.55,4.09,0.08,-0.41,-0.64,-1.43,0.6,-0.7,5.63,28.67,47.02,71.41,60.64,15.9,9.49,5.78,94.2,27.96,96.62,0.02,1.19,15.6,21.76,22.46,4.29,73.51,93.44,31.77,32.83,20.55,92.78
5642,2015-16,Tarik Black,24,LAL,496,Rotation,Roll + Cut Big,Anchor Big,-1.1,4.64,3.85,0.17,0.25,0.39,-0.71,0.18,-0.38,0,21.33,59.43,28.89,72.87,76.86,82.52,32.81,23.82,48.96,0,-0.46,0.52,12.9,18.6,19.37,2.57,48.26,81.41,13.52,22.15,7.77,38.96
5643,2016-17,Tarik Black,25,LAL,1091,Rotation,Post Scorer,Anchor Big,-0.62,4.77,3.99,0.42,-0.39,0.12,-1.01,0.52,0.2,5.39,47.45,76.44,54.67,93.6,16.86,69.24,18.35,90.27,76.28,95.89,0.05,1.11,15.7,23.56,24.09,3.56,74.76,92.6,32.53,40.4,29.42,79.44
5644,2017-18,Travis Wear,27,LAL,228,Garbage Time,Stationary Shooter,Helper,-1.01,5.07,3.84,0.52,0.23,0.35,-0.19,0.21,-0.39,1.31,26.6,95.84,27.1,96.56,75.52,81.23,60.58,29.21,48.19,78.38,-1.07,-0.03,15.2,22.43,23.08,2.51,8.55,58.36,28.99,35.57,23.9,36.91
5645,2021-22,Langston Galloway,30,BRK/MIL,107,Too Few Games,Secondary Ball Handler,Chaser,-1.03,4.82,3.92,0.19,0.13,0.12,-0.53,0.27,-0.8,0.68,25.16,81.38,40.93,75.04,67.82,69.24,42.67,44.06,22.25,69.49,-1.03,-0.16,12.8,21,22.56,2.34,9.87,51.07,12.9,29.7,21.02,31.93
5646,2015-16,Langston Galloway,24,NYK,2033,Key Rotation,Primary Ball Handler,Point of Attack,0.85,4.66,4.07,-0.01,0.45,0.61,0.7,0.24,-1.7,0.02,90.83,62.34,68.12,46.28,86.39,89.14,85.47,36.28,1.08,35.92,-0.01,0.49,15.6,29.33,29.29,2.03,72.17,80.44,31.77,62.79,55.16,23.75
5647,2020-21,Langston Galloway,29,PHO,438,Rotation,Off Screen Shooter,Low Activity,-1.09,4.73,4.15,0,-0.23,-0.12,-0.86,0.34,-1.23,0.16,22,71.77,80.06,48.05,27.61,33.25,25.17,63.4,6.44,41.32,-0.8,-0.37,17.3,24.11,24.42,1.94,22.8,39.55,46.31,42.85,31.04,22.04
5648,2016-17,Langston Galloway,25,NOP/SAC,1494,Rotation,Off Screen Shooter,Chaser,-0.85,4.54,3.98,-0.19,0.7,1.01,-0.26,0.14,-0.7,0.25,35.12,45.7,52.85,21.92,92.84,95.52,57.37,17.92,27.96,47.2,-1.41,-0.44,18.4,27.39,27.66,2.99,3.67,35.95,54.77,56.15,47.99,56.57
5649,2017-18,Langston Galloway,26,DET,863,Rotation,Off Screen Shooter,Low Activity,-0.62,4.86,4.14,0.13,0.02,0.31,-0.33,0.16,-0.95,0.13,47.45,84.61,78.81,67.93,55.85,79.6,53.85,20.65,15.04,39.74,-0.85,0.3,19.3,29.4,29.74,3.23,18.96,73.76,61.14,63.01,57.18,68.03
5650,2018-19,Langston Galloway,27,DET,1745,Key Rotation,Movement Shooter,Wing Stopper,-1.35,4.56,4.22,-0.08,0.06,0.63,0.05,0.27,-1.2,0.15,9.43,48.64,87.41,36.16,61.69,89.65,69.63,44.06,7.05,40.58,-0.78,0.74,16.1,24.05,24.13,2.06,24.34,86.52,35.93,42.53,29.6,24.38
5651,2019-20,Langston Galloway,28,DET,1702,Key Rotation,Off Screen Shooter,Chaser,-1.09,4.49,4.02,-0.24,0.14,0.34,0.12,0.29,-0.57,0.17,22,37.96,60.36,17.03,68.88,80.82,71.62,49.24,36.2,41.97,-0.68,0.93,15.9,23.95,23.99,2.52,32.52,90.02,34.44,42.2,29.06,37.28
5652,2022-23,Joe Ingles,35,MIL,1044,Key Rotation,Secondary Ball Handler,Chaser,-1.16,4.32,3.8,-0.31,-0.26,-0.27,-1.08,0.12,-0.52,0.17,18.33,18.59,21.56,11.84,25.14,24.31,15.53,16.25,39.46,41.97,-0.94,-0.64,12.6,26.4,26.47,3.16,13.74,26.6,11.75,52.55,41.93,65.09
5653,2024-25,Joe Ingles,37,MIN,114,Garbage Time,Secondary Ball Handler,Helper,-1.51,4.35,3.87,-0.28,-0.37,-0.4,-0.57,0.25,-0.42,1.54,4.63,21.55,32.27,13.82,18.35,17.89,40.42,38.83,46.27,79.75,-1.02,-0.16,12.2,27.98,25.26,2.86,10.17,51.07,9.85,58.24,35.32,50.51
5654,2025-26,Joe Ingles,38,MIN,153,Garbage Time,Secondary Ball Handler,Helper,-1.5,4.16,3.65,-0.47,0.12,0.11,-0.89,0.24,-0.73,0,4.86,8.43,8.4,4.27,67.04,68.58,23.67,36.28,26.15,0,-0.89,-1.14,11.5,20.37,23.23,2.38,16.27,11,7.09,27,24.68,32.91
5655,2023-24,Joe Ingles,36,ORL,1169,Rotation,Secondary Ball Handler,Low Activity,-1.5,4.17,3.75,-0.46,-1.1,-0.72,-2.23,0.11,-1.35,0.8,4.86,8.88,15.88,4.61,0.63,7.51,0.15,15.56,4.14,72.09,-0.92,-0.94,11.6,27.59,27.26,2.85,14.64,16.2,7.46,56.8,45.65,50.2
5656,2021-22,Joe Ingles,34,UTA,1122,Key Rotation,Movement Shooter,Chaser,-1.3,4.37,3.8,-0.27,-0.81,-0.64,-0.91,0.11,-0.39,0.53,11.21,23.42,21.56,14.4,3.18,9.49,22.67,15.56,48.19,64.38,-0.33,-0.93,13.2,29.43,29.5,2.13,56.99,16.47,15.18,63.22,56.42,26.12
5657,2015-16,Joe Ingles,28,UTA,1241,Rotation,Movement Shooter,Chaser,-0.9,4.37,3.97,-0.27,-0.92,-0.97,-0.34,0.17,-0.79,0,32.34,23.42,50.92,14.4,1.68,3.47,53.49,22.04,22.95,0,-0.88,-0.63,13.5,25.1,25.47,2.17,16.96,27.08,17.06,47.1,36.32,27.07
5658,2016-17,Joe Ingles,29,UTA,1972,Starter,Secondary Ball Handler,Chaser,-0.61,4.33,3.98,-0.3,-0.61,-0.3,0.74,0.09,-0.1,0.42,47.93,19.35,52.85,12.45,7.4,22.62,86.17,14.63,65.04,58.44,-0.47,0.05,13.9,28.12,28.23,4.18,47.55,62.94,19.75,58.64,50.51,91.35
5659,2017-18,Joe Ingles,30,UTA,2579,Star,Off Screen Shooter,Wing Stopper,-1.11,4.61,4.04,-0.12,-0.77,-0.64,-0.28,0.16,-0.23,0.44,20.82,55.56,63.65,30.63,3.93,9.49,56.41,20.65,58.14,59.78,-0.46,-0.87,15.9,32.33,33.19,3.24,48.26,18.21,34.44,71.73,70.36,68.36
5660,2018-19,Joe Ingles,31,UTA,2568,Star,Secondary Ball Handler,Wing Stopper,-0.93,4.67,3.83,0.04,-0.57,-0.34,0.42,0.15,-0.73,0.44,30.76,63.79,25.62,54.52,8.67,20.49,79.61,19.23,26.15,59.78,0.63,-0.63,17.5,36.84,37.92,3.51,88.46,27.08,47.97,82.17,82.55,78
5661,2019-20,Joe Ingles,32,UTA,2137,Star,Primary Ball Handler,Chaser,-0.95,4.5,3.89,-0.17,-0.47,-0.5,0.86,0.12,-0.74,0.81,29.61,39.16,35.68,24.42,12.68,14.04,88.21,16.25,25.57,72.34,-0.12,-1.04,15.1,32.74,32.51,3.06,67.67,13.58,28.32,72.83,67.91,60.09
5662,2020-21,Joe Ingles,33,UTA,1867,Key Rotation,Primary Ball Handler,Chaser,-1.05,4.58,3.74,-0.09,-0.76,-0.81,0.06,0.2,-1,0.53,24.29,51.29,14.88,34.56,4.08,5.71,69.87,27.26,12.96,64.38,-0.18,-1,16.6,36.99,36.99,2.29,64.95,14.52,40.03,82.52,80.5,30.28
5663,2017-18,David Stockton,26,UTA,9,Too Few Games,Low Minute,Point of Attack,-1.07,4.46,4.61,-0.08,-0.05,-0.04,-0.19,0.34,,0,23.1,33.83,98.82,36.16,45.69,39.97,60.58,63.4,,0,-2.04,0.11,28.8,36.95,35.18,3.07,0.74,65.83,94.33,82.39,76.51,60.69
5664,2017-18,John Holland,29,CLE,174,Garbage Time,Movement Shooter,Chaser,0.19,4.29,3.95,-0.35,-0.11,-0.28,-1.36,0.22,-0.19,0.41,77.27,16.11,47.26,9.49,38.07,23.66,7.34,31.29,60.51,57.83,-0.57,-0.31,18.5,23.96,26.42,3.05,40.1,42.73,55.59,42.24,41.62,59.64
5665,2018-19,John Holland,30,CLE,1,Too Few Games,Low Minute,Point of Attack,,0,0,-4.54,-0.01,0,-1.57,0.35,,0,,0,0,0,51.19,44.09,3.5,66.52,,0,-2.01,,0,0,31.48,3.1,1.39,,0,0,64.35,62.36
5666,2016-17,Jarell Eddie,25,PHO,62,Too Few Games,Low Minute,Chaser,-0.91,4.81,4.11,0.27,0.12,-0.09,-0.82,0.29,-0.58,0,31.93,80.35,74.49,83.89,67.04,35.75,27.03,49.24,35.43,0,-0.78,-0.25,16.2,21.55,24.35,2.78,24.34,46.18,36.66,31.9,30.75,47.4
5667,2015-16,Jarell Eddie,24,WAS,147,Garbage Time,Off Screen Shooter,Low Activity,-1.08,4.93,3.97,0.2,-0.11,-0.31,-0.93,0.22,-0.63,0,22.77,89.79,50.92,76.33,38.07,21.95,21.8,31.29,31.86,0,-0.99,-0.34,20.7,24.93,27.18,1.99,11.44,41.18,69.8,46.23,45.36,22.88
5668,2017-18,Jarell Eddie,26,BOS/CHI,9,Too Few Games,Low Minute,Helper,-0.67,4.08,4.32,-0.46,0.02,0.06,-1.22,0.34,,0,44.84,5.38,93.69,4.61,55.85,64.66,10.79,63.4,,0,-2.04,,9.8,26.32,30.93,3.32,0.74,,3.08,52.26,62.32,71.53
5669,2015-16,Xavier Munford,23,MEM,244,Garbage Time,Primary Ball Handler,Point of Attack,-0.21,4.93,4.21,0.26,-0.01,0.18,1.02,0.45,-0.95,0,64.08,89.79,86.26,82.66,51.19,73.22,90.25,84.32,15.04,0,-0.62,-0.35,18,30.66,30.46,2.47,36.78,40.56,52.03,66.91,60.04,35.44
5670,2017-18,Xavier Munford,25,MIL,21,Too Few Games,Low Minute,Point of Attack,,4.81,3.99,0.27,-0.07,0,-0.84,0.33,,0,,80.35,54.67,83.89,42.95,44.09,26.25,60.87,,0,-0.87,-0.29,19.1,30.67,32.08,3.23,17.7,43.82,59.75,66.96,66.57,68.03
5671,2017-18,Omari Johnson,28,MEM,75,Too Few Games,Low Minute,Helper,,4.62,4.02,0.08,-0.07,-0.15,-0.12,0.28,-0.23,3.55,,56.78,60.36,60.64,42.95,31.19,63.74,46.45,58.14,88.33,-0.56,-0.67,14.4,22.3,25.11,3.05,41.2,25.44,23.1,35.13,34.65,59.64
5672,2020-21,Greg Whittington,27,DEN,12,Too Few Games,Low Minute,Helper,,5.13,3.91,0.59,-0.1,-0.19,-1.59,0.33,,5.56,,97.09,38.92,97.88,39.26,28.55,3.21,60.87,,96.44,-1.92,-0.26,10.9,11.11,23.94,2.97,2.64,45.65,5.28,15.16,28.84,55.69
5673,2019-20,T.J. McConnell,27,IND,1326,Rotation,Slasher,Point of Attack,1.51,4.86,4.3,0.06,0.47,0.23,-0.5,0.24,-0.46,0.27,97.07,84.61,92.79,57.63,87.07,76.2,44.62,36.28,43.43,48.55,0.43,-1.51,17.5,47.1,46.67,3.92,85.31,5.06,47.97,94.9,94.53,87.68
5674,2020-21,T.J. McConnell,28,IND,1796,Key Rotation,Slasher,Point of Attack,1.4,5.01,4.32,0.21,1.45,1.7,0.51,0.19,-0.59,0.12,96.42,93.85,93.69,77.3,99.09,99.31,81.7,25.48,34.66,39.13,0.54,-2.09,15.3,40.05,40.17,5.69,87.1,1.3,29.69,87.22,86.75,99.35
5675,2021-22,T.J. McConnell,29,IND,652,Key Rotation,Slasher,Point of Attack,0.78,5.04,4.25,0.24,0.42,0.02,1.17,0.23,-0.33,0.11,89.8,94.97,89.87,80.57,85.51,60.95,92.12,33.81,52.2,38.63,0.5,-1.32,16.2,40.25,40.16,4.48,86.48,7.19,36.66,87.58,86.73,94.72
5676,2022-23,T.J. McConnell,30,IND,1526,Key Rotation,Slasher,Point of Attack,1.27,5.02,4.2,0.22,0.45,0.4,0.46,0.38,-1.08,0.07,95.48,94.25,85.37,78.48,86.39,82.76,80.61,74,10.27,37.11,0.53,-1.97,19.1,46.65,46.25,4.55,86.87,1.67,59.75,94.35,94.14,95.2
5677,2023-24,T.J. McConnell,31,IND,1291,Rotation,Slasher,Point of Attack,1.09,5.02,4.35,0.22,0.63,0.66,-0.28,0.34,-0.74,0.06,93.81,94.25,94.81,78.48,91.13,90.27,56.41,63.4,25.57,36.85,1.17,-1.37,23.7,53.33,52.94,4.85,94.09,6.54,82.92,98.28,98.22,97.11
5678,2024-25,T.J. McConnell,32,IND,1415,Rotation,Slasher,Point of Attack,1.25,5.12,4.46,0.32,0.09,-0.24,0.13,0.17,-1.25,0.03,95.28,96.93,97.18,87.99,64.6,25.83,71.84,22.04,5.97,36.18,0.49,-1.73,23.4,48.96,44.85,5.12,86.27,2.97,81.74,96.28,92.81,98.29
5679,2025-26,T.J. McConnell,33,IND,963,Rotation,Slasher,Chaser,0.89,5.1,4.42,0.3,-0.34,-0.11,-0.58,0.23,-1.12,0,91.42,96.7,96.49,86.46,20.04,34.03,39.78,33.81,9.15,0,0.27,-1.43,23.2,46.95,49.61,2.92,81.45,5.88,81.11,94.68,96.67,53.38
5680,2015-16,T.J. McConnell,23,PHI,1606,Key Rotation,Slasher,Point of Attack,0.56,5.27,4.42,0.47,-0.37,-0.91,0.52,0.11,-1.01,0,85.74,98.71,96.49,95.4,18.35,4.27,81.84,15.56,12.61,0,-0.7,-0.61,17,45.24,45.72,2.79,30.84,28,43.57,93.12,93.62,47.79
5681,2016-17,T.J. McConnell,24,PHI,2133,Starter,Slasher,Point of Attack,0.76,5.35,4.14,0.55,0.84,0.29,1.38,0.15,-0.88,0.31,89.5,99.14,78.81,97.38,95.41,78.89,93.92,19.23,18.27,51.53,-0.21,0.23,14.4,43.33,44.24,5.19,63.32,71.04,23.1,91.28,92.13,98.5
5682,2017-18,T.J. McConnell,25,PHI,1706,Key Rotation,Slasher,Point of Attack,0.36,5.24,4.32,0.44,0.36,0.04,0.58,0.11,-1.62,0.34,81.65,98.43,93.69,94.22,82.77,62.95,82.97,15.56,1.52,53.49,-0.21,-1.06,13.8,34.18,34.99,4.43,63.32,13.09,19.26,76.64,76.07,94.36
5683,2018-19,T.J. McConnell,26,PHI,1470,Rotation,Primary Ball Handler,Point of Attack,1.32,5.09,4.31,0.42,-0.48,-0.44,0.69,0.16,-0.94,0.07,95.92,96.45,93.24,93.6,12.05,16.28,85.27,20.65,15.67,37.11,-0.13,-1.44,15,33.88,34.8,4.32,67.28,5.76,27.49,75.75,75.63,93.13
5684,2019-20,Tyson Chandler,37,HOU,219,Garbage Time,Athletic Finisher,Mobile Big,-1.43,4.2,3.92,-0.36,-0.07,-0.34,0.18,0.27,0.85,3.47,6.74,10.49,40.93,8.97,42.95,20.49,73.44,44.06,89.62,88.05,-0.67,2.7,6,10.03,11.68,3.07,33.24,99.79,0.64,15.08,0.1,60.69
5685,2018-19,Tyson Chandler,36,PHO/LAL,875,Rotation,Roll + Cut Big,Anchor Big,-1.55,4.1,3.71,-0.37,-0.08,-0.41,0.42,0.15,0.74,5.41,3.62,5.95,12.15,8.46,41.73,17.45,79.61,19.23,88.21,95.98,-0.95,2.77,8.5,13.42,14.11,2.59,13.15,99.88,1.49,15.62,0.44,39.83
5686,2015-16,Tyson Chandler,33,PHO,1618,Key Rotation,Roll + Cut Big,Helper,-0.83,4.06,3.78,-0.41,-0.37,-1.85,-0.47,0.46,2.03,0,36.17,4.81,19.15,6.42,18.35,0.07,46.53,85.42,98.17,0,-0.43,1.22,12.7,20.65,20.95,1.93,50.34,93.92,12.29,28.13,13.35,21.82
5687,2016-17,Tyson Chandler,34,PHO,1298,Starter,Roll + Cut Big,Helper,-1.06,4.18,3.69,-0.29,0.28,0.12,-0.14,0.27,0.31,5.83,23.62,9.41,10.78,13.09,78.45,69.24,62.89,44.06,79.47,97.08,0.2,0.99,11.2,16.46,17.37,2.63,79.59,90.88,6.23,18.15,3.27,41.26
5688,2017-18,Tyson Chandler,35,PHO,1151,Key Rotation,Roll + Cut Big,Anchor Big,-1,4.13,3.72,-0.34,-0.19,-0.9,0.43,0.18,3.88,5.79,27.23,7.12,12.98,10.02,30.64,4.41,79.92,23.82,99.96,96.98,-1.37,1.21,10.6,17.77,18.28,2.23,3.89,93.76,4.5,20.19,5.03,28.63
5689,2018-19,Pau Gasol,38,SAS/MIL,361,Rotation,Post Scorer,Anchor Big,-1.03,4.47,3.76,0.12,-0.61,-0.64,-0.62,0.16,0.54,5.36,25.16,35.23,16.81,66.7,7.4,9.49,37.86,20.65,84.66,95.85,-0.66,-0.08,15.6,29.75,31.05,2.7,34.06,55.63,31.77,64.01,62.8,44.14
5690,2016-17,Pau Gasol,36,SAS,1627,Star,Post Scorer,Anchor Big,-1.06,4.37,3.78,0.02,-0.69,-1.43,-0.69,0.37,1.01,4.01,23.62,23.42,19.15,51.42,5.49,0.55,33.73,71.93,91.56,90.38,-0.11,-1.52,21.3,33.1,34.03,3.01,68.18,4.97,72.95,73.69,73.17,57.67
5691,2017-18,Pau Gasol,37,SAS,1812,Star,Post Scorer,Anchor Big,-1.44,4.36,3.83,0.01,-0.78,-1.49,-0.89,0.39,-0.14,3.81,6.4,22.51,25.62,49.74,3.72,0.38,23.67,75.56,63.01,89.46,-0.43,-1.48,20.4,34.41,34.84,2.51,50.34,5.38,68.26,77.43,75.73,36.91
5692,2015-16,Pau Gasol,35,CHI,2292,Starter,Post Scorer,Anchor Big,-1.21,4.19,3.62,-0.16,-0.44,-0.62,-1.14,0.43,0.19,0,15.53,9.83,6.61,25.46,14.15,10.18,13.46,81.71,75.79,0,-0.15,-0.4,24.6,41.2,41.43,2.73,66.44,38.05,85.95,88.79,88.73,45.26
5693,2017-18,Joe Johnson,36,UTA/HOU,1205,Rotation,Shot Creator,Helper,-1.4,4.36,3.77,-0.1,-0.38,-0.14,-1.22,0.15,-0.18,0.66,7.59,22.51,17.78,33.16,17.57,31.77,10.79,19.23,61.24,69.01,-0.7,-1.23,15.9,26.55,26.84,1.78,30.84,8.95,34.44,53.16,43.58,18.94
5694,2015-16,Joe Johnson,34,BRK/MIA,2704,Starter,Shot Creator,Wing Stopper,-0.77,4.53,3.8,0.07,-0.43,-0.14,0.52,0.15,0.47,0,39.45,43.77,21.56,59.3,14.76,31.77,81.84,19.23,83.25,0,-0.54,-1.23,17.9,32.59,32.86,1.15,42.76,8.95,51.27,72.34,69.33,14.69
5695,2021-22,Joe Johnson,40,BOS,2,Too Few Games,Low Minute,Helper,,4.66,6.15,0.12,-0.02,0,-0.82,0.35,,0,,62.34,99.92,66.7,49.57,44.09,27.03,66.52,,0,-2,-0.43,22,20,31.88,3.13,1.9,36.46,75.91,25.77,65.79,63.75
5696,2016-17,Joe Johnson,35,UTA,1843,Key Rotation,Shot Creator,Wing Stopper,-0.84,4.38,3.67,-0.08,-1,-0.48,-0.43,0.16,0.17,0.45,35.73,24.73,9.44,36.16,1.1,14.82,48.65,20.65,75.16,60.38,-0.72,-1.17,18.5,29.12,29.38,2.15,29.1,10.23,55.59,61.82,55.79,26.55
5697,2015-16,Richard Jefferson,35,CLE,1325,Rotation,Stationary Shooter,Wing Stopper,-1.23,4.02,3.96,-0.53,-0.85,-0.7,-0.7,0.23,-0.55,0.03,14.52,3.86,49.13,3.02,2.61,7.92,33.24,33.81,37.3,36.18,-0.38,0.64,13.4,20.84,21.44,1.73,53.93,84.16,16.44,29.11,15.3,18.32
5698,2016-17,Richard Jefferson,36,CLE,1614,Rotation,Stationary Shooter,Wing Stopper,-1.15,3.95,3.89,-0.6,-0.14,-0.29,-0.16,0.27,0.3,0.56,18.88,2.42,35.68,1.89,34.99,23.05,61.94,44.06,79.28,65.61,-0.59,0.77,12.2,18.56,18.79,2.13,38.71,87.34,9.85,22.07,6.23,26.12
5699,2017-18,Richard Jefferson,37,DEN,163,Garbage Time,Athletic Finisher,Helper,-0.61,4.2,4.06,-0.36,-0.08,-0.27,-0.66,0.31,-0.1,0.68,47.93,10.49,66.53,8.97,41.73,24.31,35.79,54.78,65.04,69.49,-0.81,0.1,9.4,19.72,21.25,2.45,22.12,65.45,2.4,24.92,14.45,34.92
5700,2015-16,Zach Randolph,34,MEM,2017,Starter,Post Scorer,Helper,-0.46,3.93,3.8,-0.42,-1.07,-1.38,-0.73,0.2,0.5,0,54.47,2.15,21.56,6.06,0.74,0.72,31.59,27.26,83.88,0,1.62,-1.31,24.6,37.49,37.95,1.32,96.41,7.28,85.95,83.44,82.6,15.11
5701,2016-17,Zach Randolph,35,MEM,1786,Key Rotation,Post Scorer,Anchor Big,-0.75,3.99,3.88,-0.36,-1.22,-1.6,-1.23,0.44,1.19,2.99,40.57,3.02,33.94,8.97,0.25,0.27,10.57,83.05,93.52,86.26,1.15,-1.69,29.2,41.78,41.89,2.56,94.04,3.33,94.94,89.3,89.3,38.54
5702,2017-18,Zach Randolph,36,SAC,1508,Starter,Post Scorer,Helper,-1.28,4.06,3.84,-0.29,-0.09,-1.05,0.37,0.5,0.95,2.23,12.13,4.81,27.1,13.09,40.36,2.63,78.57,89.05,91.09,83.09,1.5,-1.22,27.6,40.6,40.15,2.5,95.89,9.29,92.7,88.07,86.7,36.59
5703,2015-16,Tony Parker,33,SAS,1981,Starter,Slasher,Point of Attack,1.31,5.08,4.05,0.28,-0.64,-0.63,2.04,0.23,-0.57,0,95.82,96.09,65,84.89,6.52,9.85,97.72,33.81,36.2,0,0.54,-1.23,21.2,45.71,46.03,1.62,87.1,8.95,72.51,93.55,93.92,17.04
5704,2016-17,Tony Parker,34,SAS,1587,Starter,Slasher,Point of Attack,1.45,4.94,4.03,0.14,-0.23,-1.01,0.39,0.35,-1.15,0.12,96.68,90.36,62.01,69.2,27.61,2.99,79.07,66.52,8.36,39.13,0.09,-1.55,20.2,42.99,43.74,2.04,76.17,4.66,67.1,90.95,91.72,24.01
5705,2017-18,Tony Parker,35,SAS,1071,Rotation,Slasher,Point of Attack,0.94,5.12,4.19,0.32,-0.68,-1.38,-0.56,0.3,-0.94,0.11,91.99,96.93,84.36,87.99,5.64,0.72,40.92,51.93,15.67,38.63,0.25,-2.03,20.5,42.13,42.05,2.1,80.97,1.49,68.79,89.79,89.61,25.42
5706,2018-19,Tony Parker,36,CHO,1003,Rotation,Slasher,Low Activity,1.47,4.87,3.81,0.07,-0.69,-0.8,-1.62,0.47,-0.81,0.14,96.83,85.32,22.78,59.3,5.49,5.89,2.87,86.39,21.87,40.17,0.47,-1.91,25.5,48.07,47.77,2.05,86,1.98,88.46,95.72,95.53,24.24
