RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Playmaking Talent,Touches Per 75,Playmaking Talent_percentile,Touches Per 75_percentile
5289,2016-17,Jordan McRae,25,CLE,383,Rotation,Shot Creator,Chaser,-0.71,52.54,37.89,49.54
5290,2019-20,Jordan McRae,28,WAS/DEN/DET,785,Key Rotation,Secondary Ball Handler,Chaser,-0.03,60.73,73.91,65.68
5291,2015-16,Zach LaVine,20,MIN,2293,Starter,Primary Ball Handler,Chaser,-0.11,68.18,71.36,77.05
5292,2016-17,Zach LaVine,21,MIN,1749,Starter,Secondary Ball Handler,Chaser,-0.5,59.82,52.8,63.86
5293,2024-25,Zach LaVine,29,CHI/SAC,2603,Starter,Shot Creator,Chaser,0.31,63.16,81.85,70.25
5294,2025-26,Zach LaVine,30,SAC,1224,Starter,Shot Creator,Chaser,-0.49,59.45,53.47,63.18
5295,2017-18,Zach LaVine,22,CHI,656,Starter,Shot Creator,Chaser,0.71,62.01,88.15,68.04
5296,2018-19,Zach LaVine,23,CHI,2171,Starter,Shot Creator,Chaser,0.29,65.51,81.59,73.58
5297,2019-20,Zach LaVine,24,CHI,2085,Starter,Primary Ball Handler,Chaser,1.1,70.25,92.15,79.71
5298,2020-21,Zach LaVine,25,CHI,2034,Starter,Primary Ball Handler,Chaser,0.3,70.11,81.75,79.54
5299,2021-22,Zach LaVine,26,CHI,2328,Star,Shot Creator,Chaser,0.92,65,90.46,72.68
5300,2022-23,Zach LaVine,27,CHI,2768,Starter,Shot Creator,Chaser,0.34,62.55,82.49,69.08
5301,2023-24,Zach LaVine,28,CHI,872,Starter,Shot Creator,Chaser,0.12,67.5,78.17,76.24
5302,2016-17,Tyler Ennis,22,HOU/LAL,588,Garbage Time,Secondary Ball Handler,Point of Attack,-0.63,81.98,44.38,91.64
5303,2017-18,Tyler Ennis,23,LAL,683,Rotation,Slasher,Point of Attack,-0.23,81.81,66.8,91.42
5304,2015-16,Tyler Ennis,21,MIL,654,Rotation,Slasher,Point of Attack,0.08,84.62,76.93,93.85
5305,2017-18,Markel Brown,26,HOU,31,Too Few Games,Low Minute,Point of Attack,-0.76,52.02,33.61,48.29
5306,2015-16,Markel Brown,24,BRK,982,Rotation,Secondary Ball Handler,Chaser,-0.1,55.51,71.69,55.56
5307,2018-19,Elfrid Payton,24,NOP,1250,Starter,Slasher,Point of Attack,1.28,83.65,93.6,92.97
5308,2024-25,Elfrid Payton,30,NOP/CHO,511,Key Rotation,Slasher,Point of Attack,1.61,94.16,95.95,98.51
5309,2019-20,Elfrid Payton,25,NYK,1246,Starter,Slasher,Point of Attack,1.89,98.79,97.33,99.28
5310,2020-21,Elfrid Payton,26,NYK,1484,Key Rotation,Slasher,Point of Attack,0.4,84.33,83.26,93.64
5311,2015-16,Elfrid Payton,21,ORL,2145,Starter,Slasher,Point of Attack,1.1,92.4,92.15,97.85
5312,2016-17,Elfrid Payton,22,ORL,2412,Starter,Slasher,Point of Attack,1.48,89.77,95.01,96.73
5313,2017-18,Elfrid Payton,23,ORL/PHO,1809,Starter,Slasher,Point of Attack,1.55,82.78,95.67,92.31
5314,2021-22,Elfrid Payton,27,PHO,549,Rotation,Slasher,Point of Attack,-0.14,71.09,70.17,80.8
5315,2016-17,Semaj Christon,24,OKC,973,Rotation,Primary Ball Handler,Point of Attack,0.42,81.52,83.57,91.14
5316,2015-16,Jordan Clarkson,23,LAL,2552,Starter,Primary Ball Handler,Point of Attack,-0.1,64.42,71.69,71.87
5317,2016-17,Jordan Clarkson,24,LAL,2397,Starter,Primary Ball Handler,Chaser,0.28,57.97,81.45,60.54
5318,2025-26,Jordan Clarkson,33,NYK,1246,Rotation,Movement Shooter,Chaser,-0.59,37.92,47.2,21.92
5319,2019-20,Jordan Clarkson,27,CLE/UTA,1705,Key Rotation,Secondary Ball Handler,Chaser,0.01,57.37,75.1,59.44
5320,2020-21,Jordan Clarkson,28,UTA,1818,Key Rotation,Shot Creator,Low Activity,0.38,57.2,82.94,59.05
5321,2021-22,Jordan Clarkson,29,UTA,2141,Key Rotation,Secondary Ball Handler,Low Activity,0.6,54.6,86.7,53.8
5322,2022-23,Jordan Clarkson,30,UTA,1988,Starter,Primary Ball Handler,Chaser,0.46,62.53,84.35,69.02
5323,2023-24,Jordan Clarkson,31,UTA,1682,Starter,Shot Creator,Low Activity,1.09,58.96,92.05,62.47
5324,2024-25,Jordan Clarkson,32,UTA,962,Key Rotation,Shot Creator,Chaser,0.94,67.22,90.73,75.84
5325,2017-18,Jordan Clarkson,25,LAL/CLE,1887,Key Rotation,Primary Ball Handler,Chaser,0.9,64.88,90.29,72.52
5326,2018-19,Jordan Clarkson,26,CLE,2214,Key Rotation,Shot Creator,Low Activity,0.04,61.81,76.02,67.64
5327,2015-16,Devyn Marble,23,ORL,249,Garbage Time,Off Screen Shooter,Chaser,-0.74,38.74,35.71,22.78
5328,2015-16,KJ McDaniels,22,HOU,235,Garbage Time,Stationary Shooter,Chaser,-1.14,41.41,5.75,26.57
5329,2016-17,KJ McDaniels,23,HOU/BRK,506,Garbage Time,Stationary Shooter,Chaser,-1.12,40,6.54,24.4
5330,2015-16,C.J. Wilcox,25,LAC,167,Garbage Time,Off Screen Shooter,Chaser,-0.8,47.07,29.99,37.85
5331,2016-17,C.J. Wilcox,26,ORL,108,Garbage Time,Off Screen Shooter,Low Activity,-0.9,43.4,20.93,30.08
5332,2025-26,Gary Harris,31,MIL,661,Rotation,Stationary Shooter,Chaser,-0.99,35.11,13.84,19.33
5333,2020-21,Gary Harris,26,DEN/ORL,1080,Key Rotation,Movement Shooter,Wing Stopper,-0.52,37.65,51.57,21.68
5334,2021-22,Gary Harris,27,ORL,1730,Starter,Movement Shooter,Wing Stopper,-0.62,37.28,45.05,21
5335,2022-23,Gary Harris,28,ORL,1184,Key Rotation,Movement Shooter,Wing Stopper,-0.71,31.88,37.89,17.22
5336,2023-24,Gary Harris,29,ORL,1297,Starter,Stationary Shooter,Chaser,-0.33,31.63,62.56,17.12
5337,2024-25,Gary Harris,30,ORL,711,Rotation,Movement Shooter,Chaser,-0.75,31.84,34.52,17.21
5338,2015-16,Gary Harris,21,DEN,2439,Starter,Movement Shooter,Chaser,-0.17,39.19,68.94,23.31
5339,2016-17,Gary Harris,22,DEN,1782,Starter,Movement Shooter,Chaser,-0.22,44.29,67.27,31.96
5340,2017-18,Gary Harris,23,DEN,2304,Starter,Movement Shooter,Chaser,-0.36,45.83,60.94,34.97
5341,2018-19,Gary Harris,24,DEN,1639,Starter,Movement Shooter,Wing Stopper,-0.15,45.89,69.72,35.17
5342,2019-20,Gary Harris,25,DEN,1780,Starter,Movement Shooter,Wing Stopper,-0.45,37.4,55.97,21.11
5343,2023-24,Spencer Dinwiddie,30,BRK/LAL,2152,Starter,Shot Creator,Chaser,0.96,60.31,90.92,64.86
5344,2016-17,Spencer Dinwiddie,23,BRK,1334,Key Rotation,Shot Creator,Point of Attack,0.66,69.4,87.58,78.68
5345,2017-18,Spencer Dinwiddie,24,BRK,2306,Star,Shot Creator,Point of Attack,2.36,89.22,98.48,96.51
5346,2018-19,Spencer Dinwiddie,25,BRK,1914,Starter,Shot Creator,Wing Stopper,1.47,74.49,94.93,84.5
5347,2019-20,Spencer Dinwiddie,26,BRK,1994,Star,Shot Creator,Point of Attack,2.37,81.8,98.5,91.41
5348,2020-21,Spencer Dinwiddie,27,BRK,64,Too Few Games,Low Minute,Chaser,0.05,56.12,76.17,56.76
5349,2022-23,Spencer Dinwiddie,29,DAL/BRK,2725,Star,Shot Creator,Chaser,1.87,76.26,97.24,86.58
5350,2015-16,Spencer Dinwiddie,22,DET,159,Garbage Time,Shot Creator,Point of Attack,0.54,95.08,85.63,98.79
5351,2021-22,Spencer Dinwiddie,28,WAS/DAL,1980,Starter,Shot Creator,Chaser,0.94,77.64,90.73,87.94
5352,2024-25,Spencer Dinwiddie,31,DAL,2136,Key Rotation,Shot Creator,Chaser,0.99,63.58,91.11,70.9
5353,2021-22,Nik Stauskas,28,MIA/BOS,39,Too Few Games,Low Minute,Chaser,-0.8,45.54,29.99,34.43
5354,2015-16,Nik Stauskas,22,PHI,1809,Key Rotation,Movement Shooter,Chaser,-0.12,55.11,71.07,54.79
5355,2016-17,Nik Stauskas,23,PHI,2188,Starter,Movement Shooter,Chaser,-0.09,57.85,72,60.35
5356,2017-18,Nik Stauskas,24,PHI/BRK,523,Rotation,Secondary Ball Handler,Low Activity,-0.49,55.68,53.47,55.88
5357,2018-19,Nik Stauskas,25,POR/CLE,1015,Rotation,Off Screen Shooter,Low Activity,-0.55,50.2,49.93,44.79
5358,2021-22,Rodney Hood,29,MIL/LAC,709,Rotation,Movement Shooter,Low Activity,-0.77,38.02,32.73,22.01
5359,2018-19,Rodney Hood,26,CLE/POR,1893,Starter,Shot Creator,Chaser,-0.01,49.27,74.6,42.43
5360,2019-20,Rodney Hood,27,POR,619,Key Rotation,Shot Creator,Wing Stopper,-0.66,41.38,42.17,26.51
5361,2020-21,Rodney Hood,28,POR/TOR,943,Rotation,Shot Creator,Chaser,-1.03,48.96,11.23,41.63
5362,2015-16,Rodney Hood,23,UTA,2541,Starter,Secondary Ball Handler,Chaser,0.42,67.67,83.57,76.43
5363,2016-17,Rodney Hood,24,UTA,1593,Starter,Shot Creator,Chaser,0.33,56.59,82.37,57.69
5364,2017-18,Rodney Hood,25,UTA/CLE,1615,Key Rotation,Secondary Ball Handler,Chaser,0.16,52.85,79.14,50.33
5365,2015-16,Jordan Adams,21,MEM,15,Too Few Games,Low Minute,Wing Stopper,-0.52,50,51.57,44.31
5366,2017-18,Khem Birch,25,ORL,578,Rotation,Roll + Cut Big,Anchor Big,-0.9,54.28,20.93,53.15
5367,2018-19,Khem Birch,26,ORL,643,Rotation,Roll + Cut Big,Anchor Big,-0.98,52.45,14.53,49.31
5368,2019-20,Khem Birch,27,ORL,922,Rotation,Roll + Cut Big,Anchor Big,-1.28,48.62,2.05,40.97
5369,2022-23,Khem Birch,30,TOR,162,Garbage Time,Roll + Cut Big,Anchor Big,-1.02,48.67,11.9,41.1
5370,2020-21,Khem Birch,28,ORL/TOR,1529,Rotation,Roll + Cut Big,Anchor Big,-1.21,51.3,3.52,46.91
5371,2021-22,Khem Birch,29,TOR,991,Rotation,Roll + Cut Big,Mobile Big,-1.31,48.43,1.48,40.59
5372,2015-16,Cleanthony Early,24,NYK,154,Garbage Time,Movement Shooter,Helper,-0.97,51.86,15.29,48.01
5373,2015-16,Glenn Robinson III,22,IND,508,Rotation,Athletic Finisher,Chaser,-0.8,48.99,29.99,41.75
5374,2016-17,Glenn Robinson III,23,IND,1427,Key Rotation,Off Screen Shooter,Chaser,-1.1,40.17,7.35,24.57
5375,2017-18,Glenn Robinson III,24,IND,338,Rotation,Stationary Shooter,Chaser,-0.75,42.78,34.52,29.01
5376,2019-20,Glenn Robinson III,26,GSW/PHI,1786,Starter,Off Screen Shooter,Wing Stopper,-0.7,49.47,38.8,42.99
5377,2020-21,Glenn Robinson III,27,SAC,369,Rotation,Movement Shooter,Wing Stopper,-0.8,40.24,29.99,24.79
5378,2018-19,Glenn Robinson III,25,DET,610,Rotation,Stationary Shooter,Helper,-1.01,53.06,12.54,50.83
5379,2015-16,James Young,20,BOS,199,Garbage Time,Movement Shooter,Low Activity,-0.95,33.35,16.82,18.08
5380,2016-17,James Young,21,BOS,220,Garbage Time,Stationary Shooter,Low Activity,-0.95,38.08,16.82,22.05
5381,2017-18,James Young,22,PHI,61,Too Few Games,Low Minute,Chaser,-0.69,34.32,39.84,18.63
5382,2016-17,Jerami Grant,22,PHI/OKC,1531,Rotation,Stationary Shooter,Wing Stopper,-0.96,45.69,16.05,34.75
5383,2017-18,Jerami Grant,23,OKC,1647,Key Rotation,Athletic Finisher,Helper,-1.03,56.79,11.23,58.24
5384,2018-19,Jerami Grant,24,OKC,2612,Starter,Stretch Big,Helper,-0.8,53.44,29.99,51.57
5385,2015-16,Jerami Grant,21,PHI,2066,Key Rotation,Athletic Finisher,Helper,-0.37,64.28,60.54,71.7
5386,2022-23,Jerami Grant,28,POR,2246,Starter,Shot Creator,Wing Stopper,-0.07,55.23,72.71,54.98
5387,2023-24,Jerami Grant,29,POR,1830,Starter,Shot Creator,Wing Stopper,-0.36,57.55,60.94,59.77
5388,2024-25,Jerami Grant,30,POR,1524,Starter,Movement Shooter,Wing Stopper,-0.32,46.17,63.22,35.69
5389,2025-26,Jerami Grant,31,POR,1695,Starter,Shot Creator,Wing Stopper,-0.31,47.2,63.54,38.09
5390,2019-20,Jerami Grant,25,DEN,1892,Starter,Stationary Shooter,Wing Stopper,-0.86,51.16,24.64,46.65
5391,2020-21,Jerami Grant,26,DET,1829,Starter,Shot Creator,Wing Stopper,0.01,66.97,75.1,75.53
5392,2021-22,Jerami Grant,27,DET,1500,Starter,Shot Creator,Wing Stopper,-0.48,69.55,54.07,78.93
5393,2016-17,Joe Harris,25,BRK,1138,Key Rotation,Off Screen Shooter,Chaser,-0.48,46.52,54.07,36.56
5394,2017-18,Joe Harris,26,BRK,1975,Key Rotation,Off Screen Shooter,Low Activity,-0.5,52.93,52.8,50.53
5395,2018-19,Joe Harris,27,BRK,2293,Starter,Off Screen Shooter,Chaser,-0.22,54.35,67.27,53.35
5396,2019-20,Joe Harris,28,BRK,2123,Starter,Off Screen Shooter,Low Activity,0.07,53.07,76.71,50.86
5397,2020-21,Joe Harris,29,BRK,2141,Starter,Off Screen Shooter,Chaser,-0.56,43.33,49.26,29.89
5398,2021-22,Joe Harris,30,BRK,423,Starter,Movement Shooter,Chaser,-1.01,40.85,12.54,25.76
5399,2022-23,Joe Harris,31,BRK,1527,Rotation,Movement Shooter,Low Activity,-0.72,38.65,37.08,22.68
5400,2015-16,Joe Harris,24,CLE,15,Too Few Games,Low Minute,Chaser,-0.9,45,20.93,33.42
5401,2023-24,Joe Harris,32,DET,170,Garbage Time,Movement Shooter,Low Activity,-0.91,34.48,19.94,18.74
5402,2018-19,Doug McDermott,27,IND,1340,Rotation,Off Screen Shooter,Low Activity,-0.97,41.94,15.29,27.42
5403,2019-20,Doug McDermott,28,IND,1372,Rotation,Off Screen Shooter,Low Activity,-0.59,43.83,47.2,30.82
5404,2020-21,Doug McDermott,29,IND,1619,Key Rotation,Off Screen Shooter,Low Activity,-0.92,41.85,19.03,27.23
5405,2023-24,Doug McDermott,32,SAS/IND,904,Rotation,Off Screen Shooter,Low Activity,-1.15,43.93,5.37,31.09
5406,2016-17,Doug McDermott,25,CHI/OKC,1508,Key Rotation,Off Screen Shooter,Low Activity,-1.12,40.9,6.54,25.83
5407,2024-25,Doug McDermott,33,SAC,342,Garbage Time,Off Screen Shooter,Chaser,-1,41.2,13.15,26.2
5408,2025-26,Doug McDermott,34,SAC,400,Rotation,Off Screen Shooter,Low Activity,-1,13.78,13.15,14.97
5409,2021-22,Doug McDermott,30,SAS,1223,Key Rotation,Off Screen Shooter,Low Activity,-0.75,44.43,34.52,32.32
5410,2022-23,Doug McDermott,31,SAS,1314,Key Rotation,Off Screen Shooter,Low Activity,-0.77,47.63,32.73,38.99
5411,2015-16,Doug McDermott,24,CHI,1860,Key Rotation,Off Screen Shooter,Low Activity,-1.06,38.75,9.33,22.79
5412,2017-18,Doug McDermott,26,NYK/DAL,1768,Key Rotation,Off Screen Shooter,Low Activity,-1.29,44.24,1.81,31.84
5413,2015-16,Cory Jefferson,25,PHO,50,Too Few Games,Low Minute,Helper,-1.01,54.95,12.54,54.49
5414,2015-16,Sean Kilpatrick,26,DEN/BRK,616,Key Rotation,Movement Shooter,Chaser,-0.59,45.76,47.2,34.84
5415,2016-17,Sean Kilpatrick,27,BRK,1754,Starter,Secondary Ball Handler,Chaser,-0.38,62.64,59.97,69.28
5416,2017-18,Sean Kilpatrick,28,BRK/MIL/LAC/CHI,640,Garbage Time,Secondary Ball Handler,Low Activity,-0.75,54.03,34.52,52.67
5417,2015-16,Aaron Gordon,20,ORL,1863,Key Rotation,Athletic Finisher,Helper,-0.42,59.62,57.85,63.49
5418,2016-17,Aaron Gordon,21,ORL,2298,Key Rotation,Shot Creator,Wing Stopper,-0.03,50.52,73.91,45.41
5419,2017-18,Aaron Gordon,22,ORL,1909,Starter,Shot Creator,Helper,0.35,66.12,82.56,74.49
5420,2018-19,Aaron Gordon,23,ORL,2633,Starter,Versatile Big,Wing Stopper,0.5,58.31,85.09,61.24
5421,2019-20,Aaron Gordon,24,ORL,2017,Starter,Versatile Big,Wing Stopper,0.5,60.26,85.09,64.79
5422,2020-21,Aaron Gordon,25,ORL/DEN,1384,Starter,Versatile Big,Wing Stopper,-0.3,64.62,64.03,72.21
5423,2021-22,Aaron Gordon,26,DEN,2376,Starter,Shot Creator,Wing Stopper,0.57,49.12,86.23,42.08
5424,2022-23,Aaron Gordon,27,DEN,2055,Star,Shot Creator,Wing Stopper,0.64,51.28,87.27,46.88
5425,2023-24,Aaron Gordon,28,DEN,2297,Star,Shot Creator,Wing Stopper,0.42,48.9,83.57,41.52
5426,2024-25,Aaron Gordon,29,DEN,1447,Starter,Shot Creator,Wing Stopper,0.74,53.2,88.56,51.15
5427,2025-26,Aaron Gordon,30,DEN,1005,Key Rotation,Shot Creator,Wing Stopper,-0.01,41.99,74.6,27.51
5428,2019-20,T.J. Warren,26,IND,2202,Starter,Athletic Finisher,Wing Stopper,-0.73,49.2,36.44,42.26
5429,2020-21,T.J. Warren,27,IND,117,Too Few Games,Secondary Ball Handler,Chaser,-0.36,45.85,60.94,35.04
5430,2023-24,T.J. Warren,30,MIN,125,Garbage Time,Stationary Shooter,Helper,-0.7,39.19,38.8,23.31
5431,2015-16,T.J. Warren,22,PHO,1070,Key Rotation,Off Screen Shooter,Low Activity,-1,49.56,13.15,43.21
5432,2016-17,T.J. Warren,23,PHO,2048,Starter,Athletic Finisher,Wing Stopper,-0.25,45.7,65.99,34.78
5433,2017-18,T.J. Warren,24,PHO,2142,Starter,Shot Creator,Wing Stopper,-0.64,49.52,43.86,43.12
5434,2018-19,T.J. Warren,25,PHO,1348,Starter,Slasher,Wing Stopper,-0.52,69.87,51.57,79.35
5435,2022-23,T.J. Warren,29,BRK/PHO,687,Rotation,Athletic Finisher,Helper,-0.7,47.35,38.8,38.47
5436,2015-16,Lamar Patterson,24,ATL,395,Rotation,Movement Shooter,Wing Stopper,-0.48,53.79,54.07,52.26
5437,2016-17,Lamar Patterson,25,ATL,40,Too Few Games,Low Minute,Point of Attack,-0.43,82.69,57.18,92.26
5438,2025-26,Marcus Smart,31,LAL,1725,Starter,Movement Shooter,Point of Attack,0.31,49.04,81.85,41.89
5439,2023-24,Marcus Smart,29,MEM,605,Starter,Primary Ball Handler,Point of Attack,0.53,61.99,85.44,68
5440,2015-16,Marcus Smart,21,BOS,1667,Starter,Primary Ball Handler,Chaser,0.53,59.97,85.44,64.18
5441,2016-17,Marcus Smart,22,BOS,2399,Star,Shot Creator,Chaser,0.83,69.91,89.68,79.39
5442,2017-18,Marcus Smart,23,BOS,1614,Starter,Shot Creator,Chaser,1.14,68.14,92.41,76.99
5443,2018-19,Marcus Smart,24,BOS,2200,Star,Primary Ball Handler,Wing Stopper,0.29,61.95,81.59,67.91
5444,2019-20,Marcus Smart,25,BOS,1919,Star,Primary Ball Handler,Point of Attack,0.93,66.45,90.58,74.92
5445,2020-21,Marcus Smart,26,BOS,1581,Star,Primary Ball Handler,Point of Attack,0.89,70.93,90.13,80.67
5446,2021-22,Marcus Smart,27,BOS,2296,Star,Primary Ball Handler,Point of Attack,1.24,73.45,93.36,83.44
5447,2022-23,Marcus Smart,28,BOS,1957,Star,Shot Creator,Wing Stopper,1.25,67.68,93.43,76.44
5448,2024-25,Marcus Smart,30,MEM/WAS,680,Key Rotation,Shot Creator,Wing Stopper,0.22,61.03,80.52,66.39
5449,2018-19,Kyle Anderson,25,MEM,1281,Key Rotation,Roll + Cut Big,Wing Stopper,0.3,57.05,81.75,58.76
5450,2019-20,Kyle Anderson,26,MEM,1330,Key Rotation,Athletic Finisher,Helper,0.33,52.93,82.37,50.53
5451,2020-21,Kyle Anderson,27,MEM,1887,Star,Secondary Ball Handler,Wing Stopper,0.53,58.12,85.44,60.91
5452,2021-22,Kyle Anderson,28,MEM,1484,Key Rotation,Athletic Finisher,Wing Stopper,0.02,56.41,75.52,57.37
5453,2024-25,Kyle Anderson,31,GSW/MIA,1002,Rotation,Shot Creator,Helper,0.07,74.12,76.71,84.09
5454,2022-23,Kyle Anderson,29,MIN,1957,Key Rotation,Athletic Finisher,Helper,0.8,66.03,89.39,74.35
5455,2023-24,Kyle Anderson,30,MIN,1782,Key Rotation,Shot Creator,Helper,0.21,65.75,80.4,73.87
5456,2015-16,Kyle Anderson,22,SAS,1245,Rotation,Shot Creator,Helper,-0.18,65.45,68.58,73.48
5457,2016-17,Kyle Anderson,23,SAS,1020,Rotation,Athletic Finisher,Low Activity,-0.42,55.86,57.85,56.43
5458,2017-18,Kyle Anderson,24,SAS,1978,Star,Athletic Finisher,Wing Stopper,-0.18,58.03,68.58,60.67
5459,2025-26,Kyle Anderson,32,UTA/MEM/MIN,820,Rotation,Shot Creator,Helper,0.22,36.44,80.52,20.27
5460,2015-16,Dwight Powell,24,DAL,992,Rotation,Roll + Cut Big,Helper,-0.88,70.49,22.72,80.07
5461,2016-17,Dwight Powell,25,DAL,1333,Rotation,Roll + Cut Big,Anchor Big,-0.85,58.06,25.72,60.75
5462,2017-18,Dwight Powell,26,DAL,1672,Key Rotation,Roll + Cut Big,Helper,-0.71,60.32,37.89,64.87
5463,2018-19,Dwight Powell,27,DAL,1662,Key Rotation,Roll + Cut Big,Anchor Big,-0.8,61.15,29.99,66.58
5464,2019-20,Dwight Powell,28,DAL,1061,Starter,Roll + Cut Big,Anchor Big,-1.23,52.58,3.23,49.66
5465,2020-21,Dwight Powell,29,DAL,966,Rotation,Roll + Cut Big,Anchor Big,-1.02,56.22,11.9,56.92
5466,2021-22,Dwight Powell,30,DAL,1798,Key Rotation,Roll + Cut Big,Anchor Big,-1.15,53.66,5.37,52.06
5467,2022-23,Dwight Powell,31,DAL,1458,Rotation,Roll + Cut Big,Anchor Big,-1.3,49.41,1.67,42.82
5468,2023-24,Dwight Powell,32,DAL,836,Rotation,Roll + Cut Big,Mobile Big,-0.75,48.53,34.52,40.81
5469,2024-25,Dwight Powell,33,DAL,551,Rotation,Roll + Cut Big,Mobile Big,-0.72,50.55,37.08,45.52
5470,2025-26,Dwight Powell,34,DAL,855,Garbage Time,Roll + Cut Big,Mobile Big,-1.26,31.43,2.47,17.02
5471,2015-16,Adreian Payne,24,MIN,486,Garbage Time,Post Scorer,Mobile Big,-1.05,76.65,9.99,86.94
5472,2016-17,Adreian Payne,25,MIN,135,Garbage Time,Athletic Finisher,Helper,-0.79,81.2,30.99,90.98
5473,2017-18,Adreian Payne,26,ORL,43,Too Few Games,Low Minute,Helper,-0.85,55.36,25.72,55.24
5474,2022-23,Noah Vonleh,27,BOS,172,Garbage Time,Athletic Finisher,Helper,-0.93,46.71,18.29,36.95
5475,2018-19,Noah Vonleh,23,NYK,1722,Key Rotation,Versatile Big,Helper,-0.65,69.64,43.15,79.05
5476,2015-16,Noah Vonleh,20,POR,1174,Rotation,Athletic Finisher,Helper,-1.16,57,4.95,58.64
5477,2016-17,Noah Vonleh,21,POR,1265,Rotation,Roll + Cut Big,Helper,-1.13,51.81,6.11,47.88
5478,2020-21,Noah Vonleh,25,BRK,11,Too Few Games,Low Minute,Mobile Big,-0.8,94.57,29.99,98.63
5479,2017-18,Noah Vonleh,22,POR/CHI,876,Rotation,Athletic Finisher,Helper,-0.71,69.44,37.89,78.74
5480,2019-20,Noah Vonleh,24,MIN/DEN,378,Rotation,Roll + Cut Big,Anchor Big,-0.88,69.37,22.72,78.67
5481,2015-16,Julius Randle,21,LAL,2286,Starter,Shot Creator,Helper,-0.96,74.54,16.05,84.53
5482,2016-17,Julius Randle,22,LAL,2132,Starter,Shot Creator,Helper,-0.18,70.35,68.58,79.87
5483,2017-18,Julius Randle,23,LAL,2190,Key Rotation,Shot Creator,Helper,-0.14,69.61,70.17,79
5484,2024-25,Julius Randle,30,MIN,2226,Starter,Shot Creator,Helper,0.69,66.93,87.87,75.5
5485,2025-26,Julius Randle,31,MIN,2610,Starter,Shot Creator,Helper,0.54,52.92,85.63,50.51
5486,2018-19,Julius Randle,24,NOP,2232,Starter,Shot Creator,Helper,0.25,68.47,81.04,77.3
5487,2019-20,Julius Randle,25,NYK,2080,Starter,Shot Creator,Helper,0.17,77.96,79.49,88.24
5488,2020-21,Julius Randle,26,NYK,2667,Starter,Shot Creator,Helper,1.4,83.53,94.41,92.91
5489,2021-22,Julius Randle,27,NYK,2544,Starter,Shot Creator,Helper,0.38,79.68,82.94,89.88
5490,2022-23,Julius Randle,28,NYK,2737,Star,Shot Creator,Helper,0.53,72.81,85.44,82.86
5491,2023-24,Julius Randle,29,NYK,1630,Star,Shot Creator,Wing Stopper,0.77,75.5,88.99,85.76
5492,2015-16,Cameron Bairstow,25,CHI,103,Garbage Time,Post Scorer,Helper,-0.78,67.53,32,76.27
5493,2015-16,Johnny O'Bryant III,22,MIL,857,Rotation,Roll + Cut Big,Mobile Big,-1.23,58.72,3.23,62.08
5494,2016-17,Johnny O'Bryant III,23,DEN/CHO,81,Too Few Games,Low Minute,Mobile Big,-0.79,43.9,30.99,31.02
5495,2017-18,Johnny O'Bryant III,24,CHO,379,Rotation,Post Scorer,Anchor Big,-0.71,60.57,37.89,65.25
5496,2015-16,James Michael McAdoo,23,GSW,262,Garbage Time,Roll + Cut Big,Helper,-1.11,71.84,6.95,81.79
5497,2016-17,James Michael McAdoo,24,GSW,457,Garbage Time,Roll + Cut Big,Helper,-0.87,60.15,23.79,64.6
5498,2017-18,James Michael McAdoo,25,PHI,18,Too Few Games,Low Minute,Helper,,55.77,,56.14
5499,2015-16,Jarnell Stokes,22,MEM/MIA,19,Too Few Games,Low Minute,Mobile Big,-0.87,50.68,23.79,45.83
5500,2016-17,Jarnell Stokes,23,DEN,7,Too Few Games,Low Minute,Helper,-0.79,37.5,30.99,21.24
5501,2015-16,Keith Appling,23,ORL,27,Too Few Games,Low Minute,Point of Attack,-0.75,64.29,34.52,71.71
5502,2019-20,Andrew Wiggins,24,MIN/GSW,1859,Starter,Primary Ball Handler,Wing Stopper,0.32,67.86,82.16,76.78
5503,2020-21,Andrew Wiggins,25,GSW,2364,Starter,Shot Creator,Wing Stopper,-0.26,51.21,65.55,46.72
5504,2021-22,Andrew Wiggins,26,GSW,2330,Starter,Shot Creator,Point of Attack,-0.5,53.3,52.8,51.34
5505,2022-23,Andrew Wiggins,27,GSW,1190,Star,Stationary Shooter,Wing Stopper,-0.34,49.38,62.04,42.75
5506,2023-24,Andrew Wiggins,28,GSW,1920,Starter,Movement Shooter,Point of Attack,-0.7,49.23,38.8,42.36
5507,2024-25,Andrew Wiggins,29,GSW/MIA,1842,Starter,Shot Creator,Wing Stopper,-0.23,56.85,66.8,58.34
5508,2025-26,Andrew Wiggins,30,MIA,2014,Starter,Shot Creator,Wing Stopper,-0.82,44.2,27.93,31.71
5509,2015-16,Andrew Wiggins,20,MIN,2845,Starter,Shot Creator,Wing Stopper,-0.28,50.02,64.75,44.47
5510,2016-17,Andrew Wiggins,21,MIN,3048,Starter,Shot Creator,Wing Stopper,0.22,52.31,80.52,48.92
5511,2017-18,Andrew Wiggins,22,MIN,2979,Starter,Shot Creator,Wing Stopper,-0.01,43.91,74.6,31.05
5512,2018-19,Andrew Wiggins,23,MIN,2543,Starter,Shot Creator,Wing Stopper,-0.59,49.76,47.2,43.75
5513,2015-16,Jabari Parker,20,MIL,2408,Starter,Shot Creator,Helper,-0.68,62.56,40.56,69.11
