RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Playmaking Talent,Touches Per 75,Playmaking Talent_percentile,Touches Per 75_percentile
1032,2022-23,John Collins,25,ATL,2130,Starter,Versatile Big,Helper,-0.65,50.92,43.15,46.17
1033,2025-26,John Collins,28,LAC,1837,Key Rotation,Stationary Shooter,Helper,-0.95,40.1,16.82,24.51
1034,2023-24,John Collins,26,UTA,1901,Starter,Stretch Big,Helper,-1.11,57.38,6.95,59.48
1035,2024-25,John Collins,27,UTA,1220,Starter,Stretch Big,Helper,-0.88,62.32,22.72,68.65
1036,2020-21,Justin Jackson,25,OKC/MIL,577,Rotation,Stationary Shooter,Chaser,-0.72,56.88,37.08,58.39
1037,2023-24,Justin Jackson,28,MIN,1,Too Few Games,Low Minute,Helper,,0,,0
1038,2022-23,Justin Jackson,27,BOS,107,Garbage Time,Off Screen Shooter,Chaser,-0.54,40.05,50.53,24.47
1039,2021-22,Justin Jackson,26,BOS/PHO,36,Too Few Games,Low Minute,Helper,-0.83,37.5,27.1,21.24
1040,2017-18,Justin Jackson,22,SAC,1506,Key Rotation,Athletic Finisher,Wing Stopper,-0.56,46.68,49.26,36.88
1041,2018-19,Justin Jackson,23,SAC/DAL,1613,Key Rotation,Stationary Shooter,Chaser,-0.29,45,64.3,33.42
1042,2019-20,Justin Jackson,24,DAL,1045,Rotation,Stationary Shooter,Low Activity,-0.78,48.8,32,41.3
1043,2020-21,Justin Patton,23,HOU,247,Garbage Time,Stretch Big,Anchor Big,-0.47,51.35,54.76,46.97
1044,2017-18,Justin Patton,20,MIN,4,Too Few Games,Low Minute,Mobile Big,,33.33,,18.02
1045,2018-19,Justin Patton,21,PHI,21,Too Few Games,Low Minute,Helper,-0.59,76.74,47.2,87.06
1046,2019-20,Justin Patton,22,OKC,24,Too Few Games,Low Minute,Helper,,69.64,,79.05
1047,2023-24,OG Anunoby,26,TOR/NYK,1702,Starter,Stationary Shooter,Wing Stopper,-0.56,44.77,49.26,33.03
1048,2024-25,OG Anunoby,27,NYK,2706,Starter,Movement Shooter,Wing Stopper,-0.51,46.02,52.07,35.31
1049,2025-26,OG Anunoby,28,NYK,2208,Starter,Shot Creator,Wing Stopper,-0.71,37.11,37.89,20.88
1050,2017-18,OG Anunoby,20,TOR,1482,Key Rotation,Stationary Shooter,Wing Stopper,-1.07,33.23,8.71,17.98
1051,2018-19,OG Anunoby,21,TOR,1352,Rotation,Stationary Shooter,Helper,-0.99,43.55,13.84,30.22
1052,2019-20,OG Anunoby,22,TOR,2066,Starter,Stationary Shooter,Wing Stopper,-0.24,40.63,66.43,25.37
1053,2020-21,OG Anunoby,23,TOR,1433,Starter,Shot Creator,Wing Stopper,-0.26,49.61,65.55,43.36
1054,2021-22,OG Anunoby,24,TOR,1728,Starter,Shot Creator,Wing Stopper,-0.14,53.58,70.17,51.95
1055,2022-23,OG Anunoby,25,TOR,2386,Star,Shot Creator,Wing Stopper,0.01,48.9,75.1,41.52
1056,2023-24,Harry Giles III,25,BRK/LAL,100,Garbage Time,Low Minute,Helper,-0.87,54.58,23.79,53.75
1057,2020-21,Harry Giles III,22,POR,348,Garbage Time,Roll + Cut Big,Mobile Big,-0.83,59.24,27.1,62.94
1058,2018-19,Harry Giles III,20,SAC,820,Rotation,Post Scorer,Anchor Big,-0.33,58.08,62.56,60.82
1059,2019-20,Harry Giles III,21,SAC,667,Rotation,Roll + Cut Big,Mobile Big,-0.33,55.72,62.56,56.02
1060,2017-18,Jarrett Allen,19,BRK,1441,Key Rotation,Roll + Cut Big,Anchor Big,-1.47,58.21,0.38,61.07
1061,2018-19,Jarrett Allen,20,BRK,2096,Key Rotation,Roll + Cut Big,Anchor Big,-1.45,58.15,0.45,60.98
1062,2019-20,Jarrett Allen,21,BRK,1852,Key Rotation,Roll + Cut Big,Anchor Big,-0.86,53.99,24.64,52.58
1063,2020-21,Jarrett Allen,22,BRK/CLE,1864,Starter,Roll + Cut Big,Anchor Big,-1.03,60.75,11.23,65.77
1064,2021-22,Jarrett Allen,23,CLE,1810,Star,Post Scorer,Mobile Big,-0.48,58.87,54.07,62.33
1065,2022-23,Jarrett Allen,24,CLE,2220,Star,Roll + Cut Big,Mobile Big,-0.5,49.59,52.8,43.3
1066,2023-24,Jarrett Allen,25,CLE,2442,Star,Roll + Cut Big,Mobile Big,-0.79,58.81,30.99,62.24
1067,2024-25,Jarrett Allen,26,CLE,2296,Star,Roll + Cut Big,Mobile Big,-0.73,47.66,36.44,39.06
1068,2025-26,Jarrett Allen,27,CLE,1519,Star,Roll + Cut Big,Mobile Big,-0.5,46.42,52.8,36.28
1069,2017-18,Ike Anigbogu,19,IND,30,Garbage Time,Low Minute,Helper,,70.31,,79.78
1070,2018-19,Ike Anigbogu,20,IND,6,Too Few Games,Low Minute,Helper,,48.21,,40.19
1071,2017-18,T.J. Leaf,20,IND,459,Garbage Time,Stretch Big,Helper,-1.29,50.13,1.81,44.63
1072,2018-19,T.J. Leaf,21,IND,522,Garbage Time,Roll + Cut Big,Low Activity,-0.71,43.26,37.89,29.83
1073,2019-20,T.J. Leaf,22,IND,222,Garbage Time,Athletic Finisher,Anchor Big,-1.09,53.62,7.85,51.99
1074,2020-21,T.J. Leaf,23,POR,35,Too Few Games,Low Minute,Helper,-0.88,31.25,22.72,16.96
1075,2017-18,Bam Adebayo,20,MIA,1368,Rotation,Roll + Cut Big,Anchor Big,-1.3,52.77,1.67,50.12
1076,2018-19,Bam Adebayo,21,MIA,1913,Key Rotation,Roll + Cut Big,Anchor Big,-0.7,55,38.8,54.56
1077,2019-20,Bam Adebayo,22,MIA,2417,Star,Shot Creator,Anchor Big,0.32,71.88,82.16,81.88
1078,2020-21,Bam Adebayo,23,MIA,2143,Star,Shot Creator,Mobile Big,0.63,72.61,87.08,82.72
1079,2021-22,Bam Adebayo,24,MIA,1825,Star,Shot Creator,Mobile Big,0.35,75.25,82.56,85.51
1080,2022-23,Bam Adebayo,25,MIA,2598,Star,Shot Creator,Mobile Big,0.18,67.35,79.81,76.04
1081,2023-24,Bam Adebayo,26,MIA,2416,Star,Shot Creator,Mobile Big,0.52,69.76,85.33,79.16
1082,2024-25,Bam Adebayo,27,MIA,2674,Star,Shot Creator,Mobile Big,-0.16,70.43,69.36,80.01
1083,2025-26,Bam Adebayo,28,MIA,2297,Star,Shot Creator,Helper,0.01,47.09,75.1,37.93
1084,2017-18,Terrance Ferguson,19,OKC,763,Rotation,Stationary Shooter,Chaser,-0.86,23.91,24.64,15.46
1085,2018-19,Terrance Ferguson,20,OKC,1931,Key Rotation,Stationary Shooter,Chaser,-0.65,22.21,43.15,15.3
1086,2019-20,Terrance Ferguson,21,OKC,1257,Key Rotation,Stationary Shooter,Wing Stopper,-1.03,23.98,11.23,15.49
1087,2020-21,Terrance Ferguson,22,PHI,49,Garbage Time,Low Minute,Helper,-1.09,25.24,7.85,15.56
1088,2020-21,D.J. Wilson,24,MIL/HOU,433,Rotation,Movement Shooter,Mobile Big,-0.95,59.98,16.82,64.19
1089,2017-18,D.J. Wilson,21,MIL,71,Garbage Time,Low Minute,Helper,-0.93,56.77,18.29,58.16
1090,2018-19,D.J. Wilson,22,MIL,882,Rotation,Stretch Big,Helper,-1.07,54.46,8.71,53.54
1091,2019-20,D.J. Wilson,23,MIL,363,Garbage Time,Movement Shooter,Helper,-0.95,60.91,16.82,66.09
1092,2023-24,D.J. Wilson,27,PHI,15,Too Few Games,Low Minute,Helper,-0.64,51.72,43.86,47.75
1093,2021-22,D.J. Wilson,25,TOR,54,Too Few Games,Low Minute,Anchor Big,-0.48,58.8,54.07,62.2
1094,2018-19,Isaiah Hartenstein,20,HOU,221,Garbage Time,Athletic Finisher,Mobile Big,-0.9,49.35,20.93,42.68
1095,2019-20,Isaiah Hartenstein,21,HOU,266,Garbage Time,Athletic Finisher,Mobile Big,-0.85,59.76,25.72,63.76
1096,2021-22,Isaiah Hartenstein,23,LAC,1216,Rotation,Roll + Cut Big,Anchor Big,-0.36,65.08,60.94,72.91
1097,2022-23,Isaiah Hartenstein,24,NYK,1628,Rotation,Roll + Cut Big,Anchor Big,-0.59,55.29,47.2,55.14
1098,2023-24,Isaiah Hartenstein,25,NYK,1896,Key Rotation,Roll + Cut Big,Mobile Big,-0.63,60.79,44.38,65.86
1099,2024-25,Isaiah Hartenstein,26,OKC,1590,Star,Roll + Cut Big,Mobile Big,0.27,72.56,81.25,82.66
1100,2025-26,Isaiah Hartenstein,27,OKC,1137,Key Rotation,Roll + Cut Big,Mobile Big,0.06,55,76.48,54.56
1101,2020-21,Isaiah Hartenstein,22,DEN/CLE,559,Garbage Time,Roll + Cut Big,Mobile Big,-0.59,67.24,47.2,75.86
1102,2017-18,Jawun Evans,21,LAC,778,Rotation,Primary Ball Handler,Point of Attack,0.38,71.97,82.94,81.98
1103,2018-19,Jawun Evans,22,PHO/OKC,64,Too Few Games,Low Minute,Point of Attack,-0.32,80.91,63.22,90.86
1104,2019-20,Anzejs Pasecniks,24,WAS,437,Rotation,Roll + Cut Big,Anchor Big,-1.32,62.8,1.4,69.56
1105,2020-21,Anzejs Pasecniks,25,WAS,6,Too Few Games,Low Minute,Helper,-0.7,107.14,38.8,99.83
1106,2017-18,Jordan Bell,23,GSW,809,Rotation,Roll + Cut Big,Helper,-0.73,71.3,36.44,81.01
1107,2018-19,Jordan Bell,24,GSW,788,Rotation,Roll + Cut Big,Mobile Big,-0.7,70.38,38.8,79.93
1108,2020-21,Jordan Bell,26,WAS/GSW,82,Too Few Games,Low Minute,Wing Stopper,-0.56,74.09,49.26,84.06
1109,2021-22,Jordan Bell,27,CHI,2,Too Few Games,Low Minute,Anchor Big,,93.75,,98.37
1110,2019-20,Jordan Bell,25,MIN/MEM,256,Garbage Time,Roll + Cut Big,Helper,-0.91,65.98,19.94,74.23
1111,2024-25,Tony Bradley,27,IND,113,Garbage Time,Roll + Cut Big,Mobile Big,-0.94,40.31,17.63,24.89
1112,2025-26,Tony Bradley,28,IND/ATL,420,Rotation,Roll + Cut Big,Mobile Big,-1.02,39.16,11.9,23.28
1113,2020-21,Tony Bradley,23,PHI/OKC,684,Rotation,Roll + Cut Big,Anchor Big,-1.15,55.4,5.37,55.36
1114,2017-18,Tony Bradley,20,UTA,29,Garbage Time,Low Minute,Helper,-0.9,47.18,20.93,38.03
1115,2018-19,Tony Bradley,21,UTA,36,Too Few Games,Low Minute,Helper,-0.75,56.96,34.52,58.57
1116,2019-20,Tony Bradley,22,UTA,663,Rotation,Athletic Finisher,Anchor Big,-1.14,53.34,5.75,51.41
1117,2021-22,Tony Bradley,24,CHI,549,Garbage Time,Roll + Cut Big,Anchor Big,-1.28,50.71,2.05,45.93
1118,2022-23,Tony Bradley,25,CHI,33,Garbage Time,Low Minute,Anchor Big,,54.11,,52.77
1119,2017-18,Ivan Rabb,20,MEM,516,Rotation,Post Scorer,Helper,-1.02,64.97,11.9,72.62
1120,2018-19,Ivan Rabb,21,MEM,721,Rotation,Post Scorer,Anchor Big,-0.72,66.79,37.08,75.26
1121,2017-18,Kyle Kuzma,22,LAL,2401,Starter,Shot Creator,Helper,-0.15,55.98,69.72,56.59
1122,2018-19,Kyle Kuzma,23,LAL,2314,Starter,Shot Creator,Helper,0.23,53.18,80.75,51.11
1123,2019-20,Kyle Kuzma,24,LAL,1526,Starter,Shot Creator,Wing Stopper,-0.27,49.51,65.11,43.11
1124,2020-21,Kyle Kuzma,25,LAL,1954,Starter,Movement Shooter,Helper,0.05,53.45,76.17,51.61
1125,2024-25,Kyle Kuzma,29,WAS/MIL,1936,Starter,Movement Shooter,Helper,-0.26,53.07,65.55,50.86
1126,2025-26,Kyle Kuzma,30,MIL,1785,Key Rotation,Movement Shooter,Wing Stopper,-0.11,51.86,71.36,48.01
1127,2021-22,Kyle Kuzma,26,WAS,2204,Starter,Movement Shooter,Wing Stopper,0.56,63.01,86.04,69.99
1128,2022-23,Kyle Kuzma,27,WAS,2239,Starter,Shot Creator,Wing Stopper,0.96,62.19,90.92,68.37
1129,2023-24,Kyle Kuzma,28,WAS,2281,Starter,Shot Creator,Wing Stopper,0.55,62.71,85.82,69.39
1130,2017-18,Tyler Lydon,21,DEN,2,Too Few Games,Low Minute,Chaser,-0.9,75,20.93,84.96
