RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Offensive Rebounding Talent,Offensive Rebounding Chances Per 75 Possessions,Offensive Rebounding Crashing Skill,Offensive Rebounds Per Game,Stable Offensive Rebounds Per 75,Offensive Rebounding Conversion Skill,Adjusted Offensive Rebounding Success Rate,Percentage of Offensive Rebounds Contested,Defensive Rebounding Talent,Defensive Reb Per 75 Possessions,Offensive Rebounding Talent_percentile,Offensive Rebounding Chances Per 75 Possessions_percentile,Offensive Rebounding Crashing Skill_percentile,Offensive Rebounds Per Game_percentile,Stable Offensive Rebounds Per 75_percentile,Offensive Rebounding Conversion Skill_percentile,Adjusted Offensive Rebounding Success Rate_percentile,Percentage of Offensive Rebounds Contested_percentile,Defensive Rebounding Talent_percentile,Defensive Reb Per 75 Possessions_percentile,Defensive Rebounding Conversion Skill,Defensive Rebounding Crashing Skill,Defensive Rebounds Per Game,Stable Defensive Rebounds Per 75,Percentage of Defensive Rebounds Contested,Adjusted Defensive Rebounding Success Rate,Defensive Rebounding Conversion Skill_percentile,Defensive Rebounding Crashing Skill_percentile,Defensive Rebounds Per Game_percentile,Stable Defensive Rebounds Per 75_percentile,Percentage of Defensive Rebounds Contested_percentile,Adjusted Defensive Rebounding Success Rate_percentile
74,2018-19,Marcin Gortat,34,LAC,751,Rotation,Roll + Cut Big,Anchor Big,1.04,8.28,2.12,1.43,3.17,-0.01,40.12,50.75,1.27,9.52,89.12,91.09,96.25,85.45,87.97,55.21,52.05,62.94,93.08,96.8,0.16,-1.82,4.13,9.23,28.87,71.85,68.98,5.6,85.02,96.94,82.24,77.9
75,2015-16,Marcin Gortat,31,WAS,2256,Starter,Post Scorer,Anchor Big,2.26,7.96,3.44,2.96,3.58,1.58,46.93,62.61,1.11,8.53,97.42,89.69,99.54,97.85,91.45,95.13,72.67,78.74,91.35,93.75,0.2,-1.21,6.92,8.45,26.78,65.7,70.62,12.16,97.06,94.7,76.98,52.26
76,2016-17,Marcin Gortat,32,WAS,2556,Star,Post Scorer,Anchor Big,2.03,8.52,2.94,2.9,3.41,0.93,41.54,63.45,1.37,8.92,96.56,92,98.98,97.67,90.15,87.73,56.04,79.55,93.89,95.05,0.47,-1.44,7.45,8.84,27.82,67.29,79.38,9.16,97.87,95.8,79.55,59.65
77,2017-18,Marcin Gortat,33,WAS,2075,Key Rotation,Post Scorer,Mobile Big,1.3,8.97,2.01,2.21,3.23,0.42,37.55,59.12,0.78,8.01,91.69,93.49,95.66,94.32,88.63,75.18,44.28,73.65,86.97,91.81,-0.4,-0.9,5.39,7.93,20.14,61.73,36.74,16.57,92.97,92.47,56.56,36.14
78,2015-16,Ronnie Price,32,PHO,1211,Rotation,Primary Ball Handler,Point of Attack,-0.18,2.28,-0.47,0.4,0.79,-0.7,34.25,36,-1.27,2.24,60.47,42.23,27.46,40.97,22.73,17.6,36.91,40.82,19.66,18.97,-1.64,0.36,1.19,2.37,8.11,64.91,3.65,63.76,31.96,1.49,22.82,48.52
79,2016-17,Ronnie Price,33,PHO,134,Garbage Time,Shot Creator,Chaser,-1.32,2.16,-0.18,0.21,1.01,-0.37,42.86,0,-1.42,2.14,15.68,39.71,40.46,26.35,35.26,31.6,60.16,0,14.96,18.41,-0.73,0.19,0.57,2.99,0,61.54,22.81,54.66,20.97,7.96,0,35.36
80,2016-17,Jose Calderon,35,LAL/ATL,539,Garbage Time,Primary Ball Handler,Point of Attack,-0.56,2.5,-0.57,0.37,1.09,-0.15,41.67,26.67,-0.33,4.08,44.48,46.61,22.68,38.7,39.29,43.16,56.36,31.4,54.92,49.01,-0.3,0.71,1.44,4.18,18.64,60.82,42.18,81.55,37.45,37.03,51.15,33.13
81,2015-16,Jose Calderon,34,NYK,2024,Starter,Primary Ball Handler,Point of Attack,-0.81,1.57,-0.57,0.31,0.45,-0.56,28.57,22.73,0.15,3.99,33.07,28.36,22.68,33.75,3.76,23.05,27.81,28.29,72.93,47,0.09,1.26,2.88,4.02,11.59,62.92,65.86,95.23,68.05,32.8,28.42,40.35
82,2017-18,Jose Calderon,36,CLE,914,Rotation,Primary Ball Handler,Point of Attack,-0.49,1.64,-0.21,0.25,0.62,-0.37,35,42.86,-0.79,2.9,47.69,29.65,39.09,28.97,12.36,31.6,38.15,49.36,37.25,26.02,-0.94,0.27,1.23,3.03,8.57,60.34,16.3,59.01,32.84,8.48,23.46,31.5
83,2018-19,Jose Calderon,37,DET,632,Rotation,Primary Ball Handler,Low Activity,-0.71,1.69,-0.33,0.22,0.71,-0.64,37.93,18.18,-1.2,2.86,37.41,30.59,33.67,27.06,18.16,19.66,45,25.77,21.59,25.41,-1.6,0.12,1,3.04,10.2,60.49,4,50.58,27.48,8.7,25.71,32.16
84,2016-17,Alan Anderson,34,LAC,308,Garbage Time,Movement Shooter,Chaser,-1.01,1.61,0.32,0.1,0.54,-0.78,30,100,-1.37,2.59,24.8,29.2,64.67,20.51,7.87,15,29.65,97.85,16.42,22.02,-0.57,0.13,0.7,2.98,9.52,65.63,29.02,51.19,22.91,7.8,24.48,51.95
85,2015-16,Alan Anderson,33,WAS,192,Garbage Time,Movement Shooter,Wing Stopper,-1.35,2.32,0.06,0.08,0.49,-0.35,8.33,0,-0.91,5.04,15.07,43.08,53.6,20.03,5.45,32.53,18.77,0,32.33,64.66,-0.09,0.11,2,5.07,19.23,63.41,54.36,50.15,49.01,58.63,52.9,42.13
86,2015-16,Chuck Hayes,32,HOU,24,Too Few Games,Low Minute,Anchor Big,-1.91,1.47,-0.1,0,1.08,-0.05,0,0,-1.84,11.76,4.42,26.46,44.4,0,38.91,50.6,0,0,4.46,99.36,-0.04,-1.43,4,7.29,50,61.54,58.26,9.23,83.75,88.25,98.35,35.36
87,2016-17,John Lucas III,34,MIN,11,Too Few Games,Low Minute,Point of Attack,-1.99,0,-0.03,0,1.28,-0.02,0,0,-1.96,0,2.95,0,48.35,0,48.16,53.86,0,0,1.56,0,-0.08,0.02,0,4.28,0,0,55.04,45.61,0,39.4,0,0
88,2015-16,Tim Duncan,39,SAS,1537,Starter,Post Scorer,Anchor Big,0.59,6.76,-0.47,1.89,2.86,1.46,44.4,59.13,0.68,8.43,82.39,85.22,27.46,91.38,83.87,94.24,65.37,73.67,85.13,93.38,0.99,-1.3,5.44,8.32,36.45,63.48,90.5,11.02,93.22,94.16,94.32,42.37
89,2024-25,Jahlil Okafor,29,IND,3,Too Few Games,Low Minute,Helper,-2.13,18.75,0.07,0,1.56,-0.09,0,0,-1.98,9.38,0.42,99.81,54.04,0,59.53,47.06,0,0,1,96.3,-0.03,-0.36,1,5.29,100,100,58.96,28.88,27.48,63.24,99.74,96.24
90,2018-19,Jahlil Okafor,23,NOP,935,Rotation,Post Scorer,Anchor Big,0.34,7.7,1.69,1.39,3.05,-0.35,41,68.29,0,7.44,76.61,88.95,93.52,84.69,86.71,32.53,54.49,87.22,67.79,88.47,-0.06,-1.65,3.32,7.32,30.61,64.69,56.6,6.95,75.37,88.54,85.54,47.66
91,2019-20,Jahlil Okafor,24,NOP,467,Rotation,Post Scorer,Anchor Big,-0.34,9.44,0.16,1.6,3.48,-1.35,40,75,-0.54,6.05,54.23,94.94,58.08,87.95,90.66,4,50.56,93.39,46.71,76.59,-0.44,-1.96,2.63,5.96,36.71,58.96,34.79,4.61,62.95,74.02,94.52,28.03
92,2015-16,Jahlil Okafor,20,PHI,1591,Starter,Post Scorer,Helper,0.73,7.44,0.13,2.3,2.86,0.93,39.74,63.93,-0.61,6.02,84.86,87.88,56.79,95,83.87,87.73,50.21,80.35,43.88,76.36,-0.05,-2.11,4.74,5.99,39.44,59.62,57.56,3.66,89.52,74.56,96.4,29.63
93,2016-17,Jahlil Okafor,21,PHI,1134,Key Rotation,Post Scorer,Anchor Big,0.5,8.3,-0.03,1.62,2.63,-0.4,32.93,72.84,-1.82,5.29,80.42,91.14,48.35,88.29,80.72,30.14,33.62,92.18,4.92,67.98,-0.33,-3.1,3.18,5.29,36.48,55.59,40.4,0.78,73.52,63.24,94.35,22.65
94,2017-18,Jahlil Okafor,22,PHI/BRK,353,Rotation,Post Scorer,Anchor Big,-1.07,7.5,0.13,0.75,2.18,0.03,31.34,66.67,-1.27,6.87,22.99,88.1,56.79,63.36,74.05,58.18,31.53,83.67,19.66,84.21,0.31,-3.88,2.29,6.64,31.25,65.31,74.92,0.31,55.88,82.33,86.68,50.38
95,2020-21,Jahlil Okafor,25,DET,347,Rotation,Post Scorer,Anchor Big,-1.3,7.42,-0.75,0.85,2.35,-1.26,33.33,82.61,-1.87,4.56,16.32,87.75,15.6,68.24,77.08,5,33.9,97.06,3.66,57.21,-1.36,-2.88,1.59,4.64,32.56,52.44,6.77,1.14,40.59,48.6,88.72,19.86
96,2017-18,Emmanuel Mudiay,21,DEN/NYK,1244,Rotation,Slasher,Point of Attack,-0.76,3.67,-1.15,0.41,0.79,-0.78,21.49,50,-0.17,3.69,35.09,64.69,5.8,42.04,22.73,15,21.88,58.42,60.94,40.49,-0.14,0.81,1.97,3.75,14.29,62.69,50.92,85.14,48.66,25.29,35.49,39.61
97,2018-19,Emmanuel Mudiay,22,NYK,1607,Starter,Slasher,Point of Attack,-0.88,2.89,-0.49,0.56,0.77,-1.84,28.45,45.45,-0.21,3.69,29.99,53.68,26.29,52.84,21.65,0.83,27.75,52.96,59.28,40.49,-1.09,0.79,2.76,3.74,9.82,67.92,12.48,84.35,65.61,25.02,25.03,62.3
98,2021-22,Emmanuel Mudiay,25,SAC,11,Too Few Games,Low Minute,Point of Attack,-2.07,0,-0.03,0,1.29,-0.03,0,0,-1.91,0,1.54,0,48.35,0,48.54,52.81,0,0,2.92,0,-0.19,-0.3,0,4.24,0,0,47.98,31.29,0,38.54,0,0
99,2019-20,Emmanuel Mudiay,23,UTA,850,Rotation,Slasher,Point of Attack,-0.72,1.99,-0.48,0.33,0.8,-0.89,39.13,33.33,0.35,4.57,36.79,36.25,26.92,35.16,23.41,11.73,48.63,36.79,78.12,57.37,-0.4,0.91,2,4.6,10.19,67.08,36.74,88.43,49.01,47.55,25.7,58.71
100,2015-16,Emmanuel Mudiay,19,DEN,2068,Starter,Slasher,Point of Attack,-1.27,3.06,-0.77,0.47,0.6,-0.98,19.28,50,-0.13,3.6,16.99,56.36,14.88,46.32,11.22,9.75,20.62,58.42,62.43,38.55,-0.76,0.52,2.94,3.64,11.5,56.18,21.78,72.78,69.13,22.19,28.13,23.38
101,2016-17,Emmanuel Mudiay,20,DEN,1406,Key Rotation,Primary Ball Handler,Point of Attack,-0.93,3.26,-0.97,0.53,0.78,-1.17,24.58,31.03,0.16,3.86,27.77,59.16,9.44,50.93,22.24,6.46,23.53,35.14,73.27,44.4,0.15,0.93,2.71,3.91,11.41,64.78,68.69,88.89,64.73,30.08,27.82,48.16
102,2019-20,Tyus Jones,23,MEM,1232,Key Rotation,Primary Ball Handler,Point of Attack,-1.18,0.88,-0.15,0.14,0.3,-0.94,31.03,22.22,-0.96,2.64,19.55,19.25,42.04,22.18,0.54,10.56,31.16,27.64,30.31,22.63,-0.98,0.7,1.45,2.74,8.51,76.42,15.25,81.07,37.76,4.65,23.3,87.66
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,-0.59,1.17,-0.36,0.3,0.66,-0.75,55.26,14.29,-0.36,3.55,43.14,22.01,32.43,32.93,14.96,16.04,89.37,24.21,53.68,37.35,-0.74,0.42,1.7,3.62,6.72,72.56,22.39,67.18,42.83,21.6,21.88,79.8
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,-0.63,1.13,0.41,0.23,0.44,-0.65,37.78,11.76,-0.34,3.75,41.52,21.55,68.38,27.9,3.35,19.34,44.71,23.66,54.55,41.79,-0.26,0.69,2.18,3.79,6.92,77.56,44.23,80.7,53.23,26.56,22.04,88.85
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,-0.52,1.17,-0.05,0.35,0.54,-0.39,45.16,17.86,-0.54,3.2,46.45,22.01,47.13,37.27,7.87,30.73,67.62,25.71,46.71,30.72,-0.47,0.65,2.15,3.25,5.81,67.72,33.19,78.8,52.68,13.2,21.23,61.46
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.93,1.46,-0.8,0.19,0.56,-0.3,35,14.29,-0.99,2.59,27.77,26.2,13.99,24.79,8.94,35.12,38.15,24.21,29.21,22.02,-0.72,0.67,1.08,2.82,10,66.67,23.13,79.72,29.89,5.64,25.21,55.56
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-1,2,-0.84,0.17,0.56,-0.61,25,20,-0.95,2.78,25.14,36.47,12.66,23.77,8.94,20.9,23.7,26.57,30.56,24.28,-0.43,0.44,0.95,2.94,7.02,69.51,35.31,68.49,26.87,7.3,22.13,69.05
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,-0.78,1.64,-0.62,0.2,0.45,-0.64,25.81,18.75,-0.51,3.02,34.21,29.65,20.07,25.25,3.76,19.66,25.03,26.13,48.07,27.66,-1.02,0.7,1.41,3.1,11.21,62.03,14.08,81.07,36.76,9.97,27.4,37.09
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,-0.73,1.16,-0.91,0.34,0.56,-0.22,47.92,13.04,-0.91,2.56,36.43,21.89,10.66,36.8,8.94,39.11,75.24,24.01,32.33,21.74,-1.61,0.47,1.63,2.65,6.31,65.29,3.9,70.12,41.5,3.52,21.55,50.28
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,979,Rotation,Primary Ball Handler,Point of Attack,-1.11,0.67,-0.58,0.18,0.51,-1,66.67,0,-1.07,2.38,21.58,18.18,22.22,24.32,6.58,9.2,95.04,0,26.09,19.99,-1.3,0.24,0.96,2.51,9.38,86.49,7.77,57.41,27.09,2.52,24.41,93.75
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.44,1.41,-0.4,0.49,0.7,-0.45,49.38,12.5,-1.06,2.67,49.92,25.44,30.45,47.68,17.52,27.87,78.22,23.76,26.42,22.98,-0.94,0.22,1.93,2.73,8.97,68.72,16.3,56.41,47.9,4.5,23.82,65.25
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-1.11,0.98,-0.62,0.3,0.39,-1.34,37.74,10,-0.39,2.89,21.58,19.99,20.07,32.93,2.06,4.1,44.58,23.15,52.68,25.93,-0.06,0.56,2.41,2.94,5.66,69.13,56.6,74.42,58.52,7.3,21.2,67.09
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,-1.75,4.05,0.46,0.25,1.79,-0.12,50,100,-1.81,3.95,7.32,68.98,70.11,28.97,65.81,44.97,78.83,97.85,5.04,46.17,-0.03,-1.27,0.5,4.68,25,80,58.96,11.43,19.71,49.59,71.41,90.51
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,-0.01,3.68,1.26,0.5,1.78,0.85,51.06,62.5,-0.64,4.37,66.16,64.86,88.32,48.34,65.61,86.29,83.64,78.24,42.67,53.97,0.17,0.65,1.25,4.45,13.33,68.97,69.32,78.8,33.36,43.52,32.71,66.25
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,-0.94,1.88,0.11,0.25,0.62,-0.58,25,50,0.04,4.88,27.36,34.36,56.03,28.97,12.36,22.27,23.7,58.42,69.42,62.42,-0.11,0.03,2.63,4.93,9.52,67.74,52.93,46.3,62.95,55.57,24.48,61.52
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,0.91,4.3,0.64,0.92,2.11,1.42,51.11,46.38,0.41,5.42,87.4,71.38,75.74,71.28,72.63,93.85,83.77,54.56,79.44,69.52,0.55,1.18,2.35,5.41,17.05,64.71,81.92,93.89,57.38,65.39,45.68,47.72
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.23,4.78,0.24,0.66,1.76,0,37.88,56,-0.6,4.79,58.79,75.17,61.64,58.54,65.03,56.28,44.93,69.2,44.3,60.88,-0.49,0.86,1.79,4.83,20.59,62.39,32.34,87.01,44.83,53.15,57.67,38.22
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-1.52,1.29,-0.29,0.1,0.68,-0.23,33.33,0,-1.29,6.55,11.8,23.54,35.63,20.51,16.22,38.48,33.9,0,19.05,81.56,0.9,0.25,2,6.11,20,90.91,89.21,57.92,49.01,76.08,55.18,94.98
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.47,2.91,0.5,0.33,1.09,0.09,37.5,27.78,0.58,6.56,48.67,54.03,71.4,35.16,39.29,61.45,43.51,32.28,83.12,81.68,0.75,1.47,2.07,6.45,21.05,73.08,86.6,97.41,51.09,80.31,59.13,81.29
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.43,2.71,0.14,0.31,0.65,-0.84,22.5,22.22,-0.45,3.82,50.26,50.51,57.26,33.75,14.13,13.12,22.44,27.64,50.56,43.62,0.33,0.33,2.1,3.94,22.95,59.22,75.81,62.28,51.61,30.87,65.84,28.68
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,-2.1,0,0.02,0,1.37,-0.02,0,0,-1.98,0,0.85,0,51.28,0,51.76,53.86,0,0,1,0,-0.14,-0.22,0,4.77,0,0,50.92,34.11,0,51.76,0,0
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.95,3.18,0.43,0.73,1.86,0.78,66.67,25,-1.11,6.15,26.97,58.25,69.18,62.44,67.5,85.15,95.04,29.23,24.56,77.69,0.42,0.24,2.27,5.89,12,80.65,77.95,57.41,55.52,73.02,29.07,91.28
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.76,5.11,-0.21,0.64,2.32,0.45,47.17,44,-1.99,3.81,35.09,77.44,39.09,57.47,76.64,76.13,73.36,51.03,0.83,43.3,-0.39,-1.69,1.03,3.98,40,62.5,37.23,6.5,29.21,31.84,96.57,38.64
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,0.21,6.36,-0.15,1.4,2.7,0.07,44.26,59.26,-1.38,4.71,73.4,83.51,42.04,84.83,81.7,60.5,64.93,73.77,16.01,59.78,-1.62,-1.75,2.38,4.74,28.99,56.1,3.83,6.02,57.92,50.88,82.5,23.18
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,0.96,7.17,-0.63,1.36,2.86,0.57,41.53,70.87,-0.87,5.69,88.05,86.74,19.7,84.02,83.87,79.91,56.01,90.25,34.04,72.7,-0.17,-1.9,2.67,5.67,31.03,59.71,49.14,4.97,63.76,69.58,86.35,29.85
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,0.33,7.21,-0.56,2.24,2.98,0.55,42.89,66.3,-1.43,5.74,76.4,86.94,23.05,94.59,85.7,79.32,60.98,83.47,14.67,73.2,-0.77,-2.69,4.28,5.73,36.75,59.69,21.51,1.48,86.33,70.55,94.56,29.79
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,0.65,7.34,-0.25,2.6,3.23,-0.17,45.81,75,-1.38,5.69,83.39,87.4,37.41,96.51,88.63,41.97,69.8,93.39,16.01,72.7,-0.87,-2.85,4.48,5.67,31.56,58.02,18.18,1.24,87.78,69.58,87.16,26.26
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,1.84,7.57,0.43,2.29,3.64,1.55,50,74.68,-0.45,6.31,95.44,88.5,69.18,94.92,91.96,94.88,78.83,93.32,50.56,79.23,0.21,-1.75,3.91,6.28,26.3,64.75,71.1,6.02,82.75,78.22,75.63,48
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.34,7.67,-2.57,1.18,3.5,-0.36,48.2,74.63,-1.62,4.94,54.23,88.85,0.14,80.1,90.81,32.04,75.78,93.28,9.77,63.36,-0.61,-2.65,1.61,4.95,33.7,56.1,27.56,1.63,41.1,56.06,91.22,23.18
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,0.36,7.33,-1,2.1,3.33,0.47,47.15,70.47,-0.52,6.39,77.01,87.39,8.73,93.52,89.44,76.84,73.33,89.92,47.51,80.14,-0.48,-2.68,3.97,6.35,29.43,67.63,32.75,1.53,83.44,79.16,83.4,61.01
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.65,2.51,-0.72,0.32,0.65,-1.05,24.73,21.74,-0.82,3,40.46,46.8,16.48,34.43,14.13,8.32,23.64,27.52,36.04,27.3,-0.71,0.45,1.57,3.08,13.27,55.94,23.49,69.03,40.12,9.56,32.55,22.94
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,-0.43,3.57,-0.7,0.41,0.71,-0.74,19.66,13.04,-0.55,3.18,50.26,63.33,17.1,42.04,18.16,16.36,20.75,24.01,46.37,30.35,-0.94,0.23,1.93,3.26,16.67,55.67,16.3,56.94,47.9,13.47,43.62,22.7
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,-1.1,2.07,-0.84,0.35,1.31,0.09,66.67,0,-1.28,2.87,21.95,37.83,12.66,37.27,49.53,61.45,95.04,0,19.25,25.6,-0.36,0.65,0.82,3.41,21.43,56,38.77,78.8,24.77,16.62,60.43,23.02
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-1.52,1.85,-0.49,0.19,1.53,0.06,80,25,-1.49,4.08,11.8,33.75,26.29,24.79,58.36,59.89,97.38,29.23,13.01,49.01,-0.34,-0.15,0.52,4.47,0,84.62,39.86,37.18,20.58,44.09,0,92.91
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,-1.95,0,0.18,0,1.18,-0.04,0,0,-1.88,7.26,3.73,0,59.16,0,43.82,51.6,0,0,3.44,87.38,0.05,0.07,0.6,5.64,0,100,63.62,48.3,21.26,69.19,0,96.24
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,-0.25,0.96,-0.07,0.44,0.79,0.32,66.67,25,0.05,3.18,58.03,19.84,45.91,44.19,22.73,71.91,95.04,29.23,69.69,30.35,-0.51,0.93,2.22,3.57,10,58.82,31.5,88.89,54.39,20.33,25.21,27.75
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,0.58,2.67,2.08,0.65,1.3,0.29,51.02,56,0.3,4.37,82.17,49.65,96.1,58.02,48.97,70.79,83.56,69.2,77.15,53.97,-0.36,0.96,2.21,4.4,13.53,69.39,38.77,89.62,54.04,42.43,33.59,68.46
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.02,3.65,0.3,0.91,1.46,0.37,40.72,45.59,0.22,4.25,67.13,64.38,63.96,70.83,55.52,73.66,53.61,53.46,74.73,51.73,-0.52,1.27,2.64,4.28,15.66,66.44,31,95.37,63.18,39.4,40.59,55.04
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.43,2.92,0.58,0.4,0.98,-0.61,34.55,36.84,-0.31,3.31,50.26,54.2,73.94,40.97,33.5,20.9,37.45,41.72,55.55,32.61,-0.84,0.26,1.43,3.43,22.39,63.21,19.11,58.4,37.15,17.03,64.06,41.32
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,0.45,2.52,1.13,0.68,1.59,0.38,64.29,33.33,-1.1,2.3,79.3,46.93,86.2,59.71,60.43,74,94.65,36.79,24.78,19.38,-1.1,0.2,0.98,2.51,12.82,56.52,12.16,55.22,27.39,2.52,31.42,23.86
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,0.39,3.33,1.29,1.03,1.38,0.12,41.67,43.08,0.51,4.33,77.71,60.2,88.74,75.55,52.25,62.91,56.36,50.21,81.53,53.33,0.03,0.92,3.24,4.36,12.75,71.33,62.67,88.7,74.45,41.52,31.22,75.82
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,-1.03,5.19,0.54,0.3,1.39,-0.08,25.81,50,-0.71,4.81,24.28,77.86,72.69,32.93,52.83,48.03,25.03,58.42,40.23,61.17,-0.26,0.59,1.07,4.89,17.24,61.7,44.23,76.03,29.7,54.64,46.41,36.01
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,0.07,4.17,0.05,0.59,1.41,0.59,34.04,25,-0.62,2.84,68.45,70.22,53.18,54.68,53.47,80.45,36.54,29.23,43.45,25.13,-1.09,0.47,1.19,3.11,28.13,53.33,12.48,70.12,31.96,10.21,80.19,20.26
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.01,4.35,0.79,0.65,1.2,0.31,28.48,40,0.07,4.04,66.72,71.74,79.47,58.02,44.82,71.54,27.79,45.41,70.44,48.2,-0.65,0.97,2.22,4.08,10.46,57.95,25.71,89.99,54.39,34.58,26.07,26.15
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.98,3.04,1.2,1.16,1.75,1.52,58.59,53.45,-0.01,3.7,88.42,56.05,87.34,79.44,64.81,94.59,91.89,65.97,67.44,40.8,-0.22,0.45,2.44,3.76,11.48,67.03,46.49,69.03,59.22,25.63,28.04,58.47
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,0.41,3.76,1.35,0.96,1.62,0.48,44.87,42.86,0.44,4.82,78.2,65.87,89.59,72.67,61.21,77.13,66.72,49.36,80.02,61.37,0.38,0.9,2.88,4.83,19.52,68.4,77.09,88.09,68.05,53.15,54.13,63.98
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,-1.81,0.83,-0.29,0,0.79,-0.12,0,0,-1.68,4.17,6.02,18.86,35.63,0,22.73,44.97,0,0,8.24,50.31,-0.3,0.21,1,4.74,40,100,42.18,55.87,27.48,50.88,96.57,96.24
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-1.17,0.81,-0.13,0.06,0.42,-0.43,28.57,0,-0.78,4.06,19.94,18.73,43.02,19.38,2.86,28.75,27.81,0,37.64,48.63,0.26,0.53,0.97,4.23,17.14,72.92,73,73.3,27.19,38.3,46.04,81.04
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-0.05,2.83,-0.27,1,1.5,-0.02,50,0,-0.28,3,64.99,52.73,36.57,73.87,57.14,53.86,78.83,0,56.72,27.3,-0.61,-0.07,2,4.52,50,33.33,27.56,40.62,49.01,45.57,98.35,16.4
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,-2.01,0,-0.06,0,1.32,-0.04,0,0,-1.97,3.95,2.64,0,46.6,0,49.92,51.6,0,0,1.29,46.17,-0.07,-0.18,0.33,5,0,100,55.77,35.91,17.79,57.14,0,96.24
