RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Finishing Talent,Rim Shot Creation,Drives Per 75 Possessions,Rim Shot Making,Rim Shot Making Efficiency,Paint Shooting Talent,Rim Makes Consistency,Stable Rim FG%,Contact Finish Rate,Rim Attempt Consistency,Finishing Talent_percentile,Rim Shot Creation_percentile,Drives Per 75 Possessions_percentile,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Paint Shooting Talent_percentile,Rim Makes Consistency_percentile,Stable Rim FG%_percentile,Contact Finish Rate_percentile,Rim Attempt Consistency_percentile,Rim FG%,Drive Foul Drawn Rate,Rim FG%_percentile,Drive Foul Drawn Rate_percentile
345,2020-21,Chasson Randle,27,ORL,837,Rotation,Primary Ball Handler,Point of Attack,-0.02,0.28,7.83,0.26,0.61,-0.55,98.62,66.8,17.65,98.15,71.72,75.22,76.43,79.14,85.79,41.99,46.74,78.5,44.15,42.06,70.59,5.06,83.02,45.51
346,2018-19,Chasson Randle,25,WAS,743,Rotation,Primary Ball Handler,Point of Attack,-0.6,-0.01,8.62,-0.4,-1.06,-0.21,97.1,59.32,4.55,99.1,38.1,64.39,79.44,17.36,17.05,68.01,37.37,25.96,29.46,50.04,55.22,7.87,34.43,66.84
347,2015-16,Jarell Martin,21,MEM,380,Rotation,Roll + Cut Big,Helper,0.11,-0.1,2.33,0.09,-0.09,-0.69,97.71,58.51,20.69,98.52,76.86,60.41,39.36,70.5,63.85,26.07,41.17,23.07,53.71,44.99,56.14,26.09,36.56,98.28
348,2016-17,Jarell Martin,22,MEM,558,Rotation,Athletic Finisher,Helper,-0.73,0.13,3.3,-0.89,-2.45,-0.7,98.11,50.8,9.09,98.12,28.42,70.65,48.1,3.48,0.56,25.12,43.31,14.24,31.32,41.78,41.46,12.5,21.37,87.13
349,2017-18,Jarell Martin,23,MEM,1661,Key Rotation,Athletic Finisher,Wing Stopper,-0.7,-0.06,2.76,-0.74,-1.26,-0.81,99.39,57.3,11.54,100.73,30.84,62.33,43.49,5.73,11.29,14.66,52.74,19.9,33.59,65.38,55.3,10.83,34.66,82.39
350,2018-19,Jarell Martin,24,ORL,328,Garbage Time,Stationary Shooter,Anchor Big,-0.62,-0.85,1.2,-0.07,-0.3,-0.59,94.49,64.51,42.86,93.92,36.78,23.84,28.85,49.3,52.84,37.61,24.57,60.07,95.26,19.05,70,0,81.62,0
351,2019-20,Michael Frazier II,25,HOU,145,Garbage Time,Off Screen Shooter,Point of Attack,-0.87,-1.44,2.58,-0.05,-0.28,-0.74,89.46,62.63,0,96.23,17.7,4.14,41.59,52.47,54.02,20.65,11.33,44.86,0,29.33,50,9.09,25,74.2
352,2017-18,Quinn Cook,24,GSW,740,Key Rotation,Primary Ball Handler,Point of Attack,-0.82,-0.34,7.4,-0.47,-1.04,1.09,94.72,59.96,37.5,97.29,21.45,49.41,74.4,14,17.73,93.86,25.68,28.92,92.74,35.33,55.1,0,34.11,0
353,2018-19,Quinn Cook,25,GSW,1059,Rotation,Secondary Ball Handler,Point of Attack,-0.4,0.07,6.25,-0.17,-0.41,0.12,92.82,58.74,38.46,95.75,52.62,67.87,68.42,36.17,46.43,80.23,19.09,23.86,93.33,26.66,54.88,2.21,33.43,28.33
354,2019-20,Quinn Cook,26,LAL,508,Rotation,Secondary Ball Handler,Point of Attack,-0.19,-0.03,7.36,0.04,0.08,0.02,93.19,60.92,16.67,93.26,64.35,63.62,74.14,65.9,70.59,77.34,19.96,33.77,40.78,16.57,56.52,1.9,37.44,27.17
355,2016-17,Quinn Cook,23,DAL/NOP,187,Garbage Time,Primary Ball Handler,Point of Attack,-0.37,0.11,10.39,-0.06,-0.69,0.46,75.98,59.6,50,89.26,54.52,69.75,85.29,50.75,31.5,87.2,1.87,27.36,96.28,7.54,50,1.96,25,27.38
356,2020-21,Quinn Cook,27,LAL/CLE,157,Garbage Time,Secondary Ball Handler,Point of Attack,-0.45,-0.09,8.46,-0.16,-0.92,0.34,91.9,58.79,50,92.86,48.97,61.01,78.71,37.39,21.58,85.31,16.94,24.11,96.28,15.2,35.29,2.7,20.03,30.28
357,2015-16,Chris McCullough,20,BRK,362,Rotation,Stretch Big,Helper,-0.96,-0.66,1.14,-0.52,-1.53,-0.69,95.44,58.55,8.33,97.56,12.71,33.07,28.3,12.16,6.48,26.07,29.31,23.2,30.87,37.01,54.55,18.18,32.64,95.13
358,2016-17,Chris McCullough,21,BRK/WAS,80,Garbage Time,Low Minute,Helper,-0.29,-0.3,2.68,-0.13,-1.26,-0.63,87.96,60.28,50,90.24,59.14,51.38,42.82,41.1,11.29,32.72,9.15,30.3,96.28,9.6,56.25,50,36.72,99.44
359,2017-18,Chris McCullough,22,WAS,90,Garbage Time,Low Minute,Helper,-0.28,-0.94,4.52,-0.04,-0.45,-0.46,96.05,63.46,0,95.85,59.8,19.85,57.57,54.16,44.24,50.8,31.81,51.31,0,27.12,64.71,25,64.28,97.82
360,2018-19,Pat Connaughton,26,MIL,1261,Key Rotation,Stationary Shooter,Chaser,-0.24,-0.86,4.11,0.18,0.36,-0.44,99.6,67.52,17.65,99.04,62.05,23.28,54.46,75.81,79.15,52.32,54.38,83.59,44.15,49.63,70.34,6.12,82.55,54.01
361,2019-20,Pat Connaughton,27,MIL,1243,Key Rotation,Stationary Shooter,Chaser,-0.15,-0.98,3.56,0.33,0.77,-0.77,100.73,66.9,35.29,99.61,66.44,18.08,50.14,81.75,88.77,17.92,63.58,79.38,91.34,54.67,69.09,3.94,79.25,37.63
362,2020-21,Pat Connaughton,28,MIL,1575,Key Rotation,Stationary Shooter,Chaser,-0.65,-1.24,2.56,-0.02,-0.01,-0.83,98.63,65.57,14.29,100.05,34.73,8.6,41.4,57.58,67.17,13.03,46.89,68.27,36.49,59,66.67,3.51,70.21,34.78
363,2021-22,Pat Connaughton,29,MIL,1691,Key Rotation,Stationary Shooter,Helper,-0.06,-1.16,2.64,0.66,1.54,-0.61,100.41,68.55,23.08,100.58,70.26,11.25,42.21,89.31,97.49,35.32,61.01,88.5,60.94,63.92,71.11,1.63,84.38,26.42
364,2022-23,Pat Connaughton,30,MIL,1443,Key Rotation,Stationary Shooter,Low Activity,-0.78,-0.93,2.94,-0.16,-0.29,-0.68,98.79,65.14,21.43,98.31,24.34,20.36,45.13,37.39,53.36,27.25,47.88,64.77,55.79,43.22,63.51,5.93,59.93,52.64
365,2023-24,Pat Connaughton,31,MIL,1676,Key Rotation,Stationary Shooter,Chaser,-0.48,-0.41,3.91,0.05,0.45,-0.58,98.12,69.34,31.58,98.16,46.78,45.61,52.77,67.1,81.84,38.74,43.36,91.05,85.29,42.16,71.95,6.63,86.54,57.86
366,2024-25,Pat Connaughton,32,MIL,603,Rotation,Movement Shooter,Helper,-0.31,-0.23,8.48,-0.08,-0.27,-0.21,95.55,64.94,25,95.99,58.12,54.51,78.81,47.68,54.67,68.01,29.8,63.24,66.71,27.8,63.24,5.8,59.02,51.58
367,2015-16,Pat Connaughton,23,POR,143,Garbage Time,Secondary Ball Handler,Low Activity,-0.51,-0.19,6.89,-0.08,-0.55,-0.35,81.91,57.55,50,92.39,44.62,56.5,71.74,47.68,38.38,59.11,4.18,20.45,96.28,13.94,42.86,0,21.66,0
368,2016-17,Pat Connaughton,24,POR,316,Garbage Time,Movement Shooter,Chaser,-0.55,-0.7,4.47,-0.11,-0.43,-0.66,94.28,62.63,50,92.25,41.93,31.07,57.17,43.57,45.33,29.27,23.67,44.86,96.28,13.55,66.67,2.63,70.21,29.99
369,2017-18,Pat Connaughton,25,POR,1488,Rotation,Off Screen Shooter,Chaser,-0.66,-0.98,4.41,-0.13,-0.26,-0.41,94.88,61.1,33.33,96.77,34.06,18.08,56.76,41.1,55.29,54.6,26.48,34.71,86.9,32.62,59.62,3.43,46.52,34.43
370,2025-26,Pat Connaughton,33,CHO,293,Garbage Time,Movement Shooter,Helper,-0.75,-0.63,5.39,-0.24,-1.24,-0.51,90.61,65.73,33.33,94.46,26.79,34.71,63.41,29.03,11.76,46.24,13.52,69.6,86.9,21.27,60,4.88,47.23,44.05
371,2020-21,Willy Hernangomez,26,NOP,846,Rotation,Post Scorer,Anchor Big,-0.33,0,0.51,-0.77,-1.27,-0.58,102.37,61.52,25,101.29,56.99,64.8,21.94,5.1,11.08,38.74,76.83,37.47,66.71,71.69,60.44,0,49.37,0
372,2021-22,Willy Hernangomez,27,NOP,839,Rotation,Post Scorer,Anchor Big,-0.89,0.62,0.48,-1.65,-2.21,-0.64,102.88,60.42,23.44,102.63,16.27,84.6,21.59,0.47,1.11,31.57,81.16,31.18,62.3,85.55,58.72,9.09,44.01,74.2
373,2022-23,Willy Hernangomez,28,NOP,458,Rotation,Post Scorer,Helper,-0.02,0,1.32,-0.53,-1.17,-0.66,101.95,65.63,15.56,101.59,71.72,64.8,30.09,11.76,13.39,29.27,73.29,68.69,39.28,74.94,64.86,23.53,64.79,97.7
374,2016-17,Willy Hernangomez,22,NYK,1324,Rotation,Roll + Cut Big,Helper,0.22,-0.14,0.88,-0.11,-0.48,-0.71,102.64,59.91,27.27,101.28,80.2,58.66,25.57,43.57,42.39,24.17,79.29,28.65,75.14,71.53,59.61,3.23,46.49,33.17
375,2017-18,Willy Hernangomez,23,NYK/CHO,494,Garbage Time,Post Scorer,Anchor Big,0.03,-0.04,0.96,-0.23,-0.68,-0.41,98.53,64.6,20,98.6,73.95,63.2,26.49,30.04,31.91,54.6,46.1,60.78,49.66,45.83,65.66,15.38,67.55,92.6
376,2018-19,Willy Hernangomez,24,CHO,812,Rotation,Roll + Cut Big,Anchor Big,-0.43,0,0.84,-0.84,-1.57,-0.47,100.66,59.55,26.47,101.16,50.34,64.8,25.18,4.18,5.85,50.1,63.04,27.13,73.29,70.19,58.15,36.84,42.33,99.28
377,2019-20,Willy Hernangomez,25,CHO,375,Rotation,Post Scorer,Mobile Big,0.15,0.11,0.9,-0.09,-0.31,-0.51,98.87,66.07,13.64,99.37,77.96,69.75,25.71,46.2,52.21,46.24,48.35,72.36,35.99,52.3,68.42,11.11,77.05,83.11
378,2015-16,Josh Richardson,22,MIA,1107,Key Rotation,Primary Ball Handler,Point of Attack,-0.44,0.29,6.68,-0.18,-0.38,-0.38,96.53,60.03,13.04,98.37,49.73,75.5,70.72,35.07,48.26,56.92,34.15,29.23,35.26,43.66,59.7,7.85,46.72,66.77
379,2016-17,Josh Richardson,23,MIA,1614,Starter,Primary Ball Handler,Wing Stopper,-0.31,0.08,7.35,0.06,0.08,0.18,99.27,56.7,20,100.02,58.12,68.46,74.09,67.78,70.59,81.74,51.85,18.38,49.66,58.68,53.19,3.86,30.47,37.09
380,2017-18,Josh Richardson,24,MIA,2689,Starter,Primary Ball Handler,Wing Stopper,-0.34,0,7.45,-0.09,-0.21,0.59,101.69,61.53,38.46,101.03,56.38,64.8,74.65,46.2,57.85,89.05,71.37,37.57,93.33,68.8,60.95,3.04,51.12,32.09
381,2018-19,Josh Richardson,25,MIA,2539,Starter,Primary Ball Handler,Point of Attack,-0.13,0.09,10.82,0.14,0.17,-0.57,101.97,56.45,9.23,101.11,67.28,68.86,86.48,73.58,73.6,39.91,73.47,17.92,31.67,69.75,54.11,5.95,32.05,52.74
382,2023-24,Josh Richardson,30,MIA,1103,Key Rotation,Movement Shooter,Point of Attack,-0.42,-0.51,5.96,0.12,0.21,-0.35,98.92,66.02,23.08,99.53,51.1,40.67,66.83,72.38,74.76,59.11,48.63,71.8,60.94,53.83,65.45,3.41,66.88,34.27
383,2024-25,Josh Richardson,31,MIA,150,Too Few Games,Movement Shooter,Point of Attack,-1.05,-0.91,6.15,-0.35,-1.04,-0.55,90.68,65.65,0,97.87,9.16,21.25,67.87,20.53,17.73,41.99,13.83,68.95,0,39.61,50,4,25,38.06
384,2022-23,Josh Richardson,29,SAS/NOP,1530,Key Rotation,Movement Shooter,Chaser,-0.74,-0.71,7.21,-0.07,0.01,0.09,94.9,64.49,28,95.87,27.69,30.53,73.51,49.3,68.03,79.43,26.55,59.97,77.53,27.21,61.67,2.94,53.43,31.34
385,2019-20,Josh Richardson,26,PHI,1693,Starter,Secondary Ball Handler,Point of Attack,-0.41,0.06,9.55,-0.14,-0.31,1.2,100.32,61.71,13.16,101.42,51.96,67.54,82.79,39.72,52.21,94.48,60.28,38.57,35.5,73.09,60.5,5.91,49.53,52.54
386,2021-22,Josh Richardson,28,BOS/SAS,1600,Key Rotation,Movement Shooter,Chaser,-0.71,-0.04,7.2,-0.29,-0.67,-0.16,96.99,62.12,10.34,96.46,29.94,63.2,73.41,25.22,32.27,70.45,36.71,41.33,32.47,30.7,58.97,3.56,44.79,35.05
387,2020-21,Josh Richardson,27,DAL,1795,Starter,Movement Shooter,Point of Attack,0.07,0.11,7.76,0.39,0.77,0.19,99.92,63.9,23.68,100.04,75.54,69.75,76.11,83.56,88.77,81.87,57.05,55.07,63.24,58.84,63.72,5.14,60.77,46.12
388,2017-18,Darrun Hilliard,24,SAS,95,Garbage Time,Low Minute,Chaser,-0.63,-0.67,6.22,-0.05,-0.44,-0.5,69.31,62.02,33.33,87,36.07,32.64,68.33,52.47,44.86,47.38,0.85,40.71,86.9,5.13,33.33,6.25,19.23,54.71
389,2015-16,Darrun Hilliard,22,DET,383,Rotation,Secondary Ball Handler,Chaser,-0.53,-0.1,9.06,-0.18,-0.64,0.05,90.74,58.88,18.75,93.13,43.45,60.41,80.95,35.07,33.63,78.22,13.99,24.45,47.03,16.26,55.17,6.59,34.27,57.54
390,2016-17,Darrun Hilliard,23,DET,381,Garbage Time,Secondary Ball Handler,Low Activity,-0.78,-0.52,8.04,-0.3,-1.22,-0.13,88.69,60.49,30.77,94.06,24.34,40.09,77.12,24.54,12.26,72,10.04,31.6,83.73,19.77,57.89,8.75,41.5,72.49
391,2015-16,Joe Young,23,IND,383,Garbage Time,Slasher,Point of Attack,-0.45,0.61,12.15,-0.37,-1.35,0.3,90.68,57.59,27.27,93.62,48.97,84.26,89.99,19.23,9.2,84.38,13.83,20.56,75.14,17.94,52.5,4.76,29.57,43.02
392,2016-17,Joe Young,24,IND,135,Garbage Time,Secondary Ball Handler,Point of Attack,-0.51,-0.11,13.61,-0.1,-0.84,0.41,76.74,59.38,33.33,88.15,44.62,59.94,93.25,44.9,24.99,86.49,2.05,26.25,86.9,6.33,50,9.8,25,78.29
393,2017-18,Joe Young,25,IND,558,Garbage Time,Secondary Ball Handler,Point of Attack,-0.31,0.57,8.25,-0.14,-0.47,0.13,94.53,58.62,33.33,96.19,58.12,83.14,77.87,39.72,43.1,80.43,24.72,23.44,86.9,29.14,51.11,3.28,28.21,33.54
394,2019-20,Treveon Graham,26,MIN/ATL,929,Rotation,Stationary Shooter,Helper,-0.96,-0.46,4.13,-0.59,-1.63,-0.45,97.79,54.73,19.23,97.07,12.71,43.26,54.62,9.65,4.96,51.61,41.51,15.73,48.23,34.02,46.05,9.35,23.15,75.94
395,2018-19,Treveon Graham,25,BRK,715,Key Rotation,Movement Shooter,Wing Stopper,-0.99,-0.68,3.9,-0.4,-1.03,-0.84,89.72,60.45,20,92.89,11.44,32.04,52.71,17.36,17.96,12.39,11.83,31.38,49.66,15.33,52.17,3.8,29.13,36.53
396,2016-17,Treveon Graham,23,CHO,189,Garbage Time,Movement Shooter,Wing Stopper,-0.79,-0.86,6.87,-0.16,-1.03,-0.47,81.76,58.43,14.29,88.85,23.51,23.28,71.64,37.39,17.96,50.1,4.07,22.89,36.49,7.1,41.67,11.76,21.39,85.41
397,2017-18,Treveon Graham,24,CHO,1049,Rotation,Movement Shooter,Helper,-0.82,-0.23,4.07,-0.43,-1.22,-0.58,94.15,58.9,16.67,93.7,21.45,54.51,54.14,16,12.26,38.74,23.33,24.56,40.78,18.21,53.45,8.7,30.89,71.95
398,2024-25,Larry Nance Jr.,32,ATL,463,Rotation,Stationary Shooter,Mobile Big,-0.72,-1.56,1.68,-0.2,-0.59,-0.81,100.67,67.39,20,100.59,29.1,2.47,33.59,33.35,36.36,14.66,63.17,82.91,49.66,63.97,68.75,0,78.08,0
399,2015-16,Larry Nance Jr.,23,LAL,1266,Key Rotation,Roll + Cut Big,Helper,-0.21,-0.97,1.23,0.15,0.24,-0.77,101.33,65.16,27.78,100.55,63.32,18.43,29.21,74.24,75.67,17.92,68.1,65.03,76.99,63.59,67.57,4.88,74.48,44.05
400,2016-17,Larry Nance Jr.,24,LAL,1442,Key Rotation,Roll + Cut Big,Helper,-0.16,-0.95,0.68,0.22,0.28,-0.93,101.61,66.35,18.75,100.72,65.89,19.24,23.64,77.57,76.72,8.07,70.69,74.42,47.03,65.22,68.75,3.7,78.08,35.89
401,2021-22,Larry Nance Jr.,29,POR/NOP,1040,Key Rotation,Roll + Cut Big,Mobile Big,-0.64,-0.8,1.16,-0.34,-0.66,-0.85,102.49,68.09,20.83,101.46,35.41,26,28.52,21.28,32.79,11.68,77.83,86.52,54.11,73.48,69.75,12.5,81.14,87.13
402,2022-23,Larry Nance Jr.,30,NOP,1381,Key Rotation,Roll + Cut Big,Mobile Big,-0.28,-1.05,0.51,-0.05,-0.16,-0.88,100.12,72.12,25.71,100.03,59.8,15.31,21.94,52.47,60.41,10.16,58.65,96.86,71.27,58.79,74.42,0,90.51,0
403,2023-24,Larry Nance Jr.,31,NOP,1216,Rotation,Roll + Cut Big,Mobile Big,-0.66,-1.38,0.24,-0.19,-0.46,-0.87,101.04,69.72,25,100.56,34.06,5.17,19.36,34.27,43.73,10.58,65.73,92.16,66.71,63.74,71.79,0,86.07,0
404,2017-18,Larry Nance Jr.,25,LAL/CLE,1421,Key Rotation,Roll + Cut Big,Mobile Big,0.02,-0.81,0.46,-0.04,-0.22,-0.9,103.36,70.32,26.92,102.85,73.51,25.62,21.39,54.16,57.45,9.12,85.59,93.69,74.49,87.5,72.37,5.56,87.29,49.4
405,2018-19,Larry Nance Jr.,26,CLE,1795,Key Rotation,Roll + Cut Big,Anchor Big,-0.44,-0.59,2.56,-0.38,-0.6,-0.48,102.78,68.87,26.79,102.12,49.73,36.59,41.4,18.48,35.89,49.29,80.46,89.66,74.11,80.58,70.66,5.74,83.31,51.08
406,2019-20,Larry Nance Jr.,27,CLE,1472,Key Rotation,Stretch Big,Helper,-0.28,-0.91,1.66,-0.04,-0.15,-0.58,102.85,70.96,16.67,101.26,59.8,21.25,33.46,54.16,60.87,38.74,81,95.17,40.78,71.28,74.01,3.03,90.09,31.86
407,2020-21,Larry Nance Jr.,28,CLE,1091,Starter,Stretch Big,Wing Stopper,-0.84,-1.44,1.44,-0.31,-0.62,-0.66,103.56,65.38,5.88,101.96,19.89,4.14,31.12,23.63,34.66,29.27,87.01,66.55,29.8,78.61,66.32,4.76,69.65,43.02
408,2025-26,Larry Nance Jr.,33,CLE,412,Rotation,Stretch Big,Mobile Big,-0.84,-1.13,1.14,-0.39,-1.19,-0.87,93.29,63.29,25,94.47,19.89,12.3,28.3,17.94,12.99,10.58,20.28,49.91,66.71,21.32,56.1,0,36.46,0
409,2017-18,Vincent Hunter,23,MEM,7,Too Few Games,Low Minute,Chaser,-0.57,-0.77,0,0,-0.37,-0.64,97.96,63.31,0,101.33,40.1,27.52,0,60.92,48.89,31.57,42.49,50.18,0,72.14,66.67,0,70.21,0
410,2021-22,Keifer Sykes,28,IND,566,Rotation,Primary Ball Handler,Point of Attack,-0.27,-0.45,7.09,0.23,0.48,-0.87,99.23,66.14,33.33,96.89,60.43,43.83,72.89,77.99,82.6,10.58,51.53,72.97,86.9,33.15,67.57,1.85,74.48,27
411,2018-19,Mario Hezonja,23,NYK,1206,Key Rotation,Secondary Ball Handler,Wing Stopper,-0.31,0.34,8.19,-0.42,-0.76,0.08,99.3,57.58,21.43,99.4,58.12,76.94,77.7,16.41,28.16,79.18,52.17,20.54,55.79,52.58,55.23,8.89,34.46,73.19
412,2015-16,Mario Hezonja,20,ORL,1413,Rotation,Off Screen Shooter,Low Activity,-0.61,-0.57,4.55,-0.11,0.01,-0.37,97.57,62.82,31.58,97.13,37.32,37.76,57.74,43.57,68.03,57.63,40.21,46.26,85.29,34.34,64.84,4.07,64.73,38.66
413,2016-17,Mario Hezonja,21,ORL,960,Rotation,Off Screen Shooter,Low Activity,-0.86,-0.11,4.12,-0.62,-1.74,-0.56,94.91,56.73,27.27,95.76,18.23,59.94,54.55,8.9,3.67,41.01,26.58,18.52,75.14,26.7,52.11,7.69,29.1,65.32
414,2017-18,Mario Hezonja,22,ORL,1657,Key Rotation,Movement Shooter,Helper,-0.18,0.08,5.38,-0.11,-0.25,0.2,100.65,63.93,19.57,99.73,64.95,68.46,63.3,43.57,55.75,82.14,62.97,55.29,49.04,55.87,64.25,3.33,62.82,33.71
415,2019-20,Mario Hezonja,24,POR,871,Rotation,Movement Shooter,Wing Stopper,-0.85,-0.42,3.55,-0.52,-1.39,-0.11,97.24,56.75,17.86,98.4,18.96,45.18,49.98,12.16,8.43,72.8,38.2,18.57,44.71,43.9,50.6,10.34,27.88,80.75
416,2015-16,Alan Williams,23,PHO,68,Garbage Time,Low Minute,Helper,-0.1,0.13,0.5,-0.21,-1.32,-0.5,92.46,57.22,14.29,96.11,68.64,70.65,21.84,32.34,9.96,47.38,18.2,19.73,36.49,28.4,44.44,0,22.23,0
417,2016-17,Alan Williams,24,PHO,708,Rotation,Post Scorer,Anchor Big,-0.03,-0.64,0.46,-0.19,-0.65,-0.77,100.75,60.95,28,99.19,71.31,34.2,21.39,34.27,33.12,17.92,63.79,33.87,77.53,50.84,60.84,0,50.79,0
418,2017-18,Alan Williams,25,PHO,70,Too Few Games,Low Minute,Helper,-0.73,-1.73,1.06,0,-0.34,-0.74,99.17,62.66,20,101.64,28.42,0.99,27.51,60.92,50.44,20.65,50.96,45.1,49.66,75.38,57.14,0,38.79,0
419,2018-19,Alan Williams,26,BRK,26,Too Few Games,Low Minute,Helper,-0.57,-0.74,0,-0.01,-0.31,-0.68,98.74,64.1,0,95.08,40.1,29.05,0,59.23,52.21,27.25,47.58,56.54,0,23.83,80,0,95.88,0
420,2015-16,Bryce Dejean-Jones,23,NOP,279,Garbage Time,Movement Shooter,Chaser,-0.57,0.04,4.09,-0.26,-0.9,-0.17,95.26,56.92,10,98.04,40.1,66.74,54.26,27.5,22.19,70.13,28.29,18.96,31.93,41.04,45.45,13.33,22.72,89.21
421,2023-24,Royce O'Neale,30,BRK/PHO,1954,Key Rotation,Movement Shooter,Helper,-1.25,-0.89,2.87,-0.6,-1.53,-0.72,94.85,64.65,0,97.05,4.94,22.15,44.38,9.33,6.48,22.99,26.33,61.16,0,33.95,62.69,5.23,57.25,46.71
422,2024-25,Royce O'Neale,31,PHO,1837,Starter,Stationary Shooter,Wing Stopper,-1.3,-0.7,2.49,-0.75,-1.9,-1.03,95.54,65.15,18.18,95.71,4.45,31.07,40.81,5.52,2.46,4.96,29.73,64.89,45.29,26.52,63.64,1.61,60.26,26.33
423,2025-26,Royce O'Neale,32,PHO,2191,Starter,Movement Shooter,Wing Stopper,-1.12,-0.52,2.41,-0.51,-1.24,-0.6,91.11,64.87,0,94.06,7.28,40.09,40.14,12.31,11.76,36.48,14.88,62.69,0,19.77,61.22,2.76,51.87,30.54
424,2017-18,Royce O'Neale,24,UTA,1149,Garbage Time,Stationary Shooter,Chaser,-0.55,-0.03,9.03,-0.36,-0.88,-0.33,97.05,56.77,23.53,99,41.93,63.62,80.88,19.75,23.04,60.58,37.12,18.61,62.52,49.14,52.34,4.76,29.33,43.02
425,2018-19,Royce O'Neale,25,UTA,1671,Key Rotation,Stationary Shooter,Wing Stopper,-0.42,-0.8,4.97,0.03,0.13,-0.81,99.13,66.15,27.27,98.22,51.1,26,60.59,64.93,72.26,14.66,50.66,73.07,75.14,42.64,68,5.24,76.05,46.83
426,2019-20,Royce O'Neale,26,UTA,2049,Key Rotation,Stationary Shooter,Wing Stopper,-0.85,-0.86,3.48,-0.25,-0.62,-0.85,96.77,61.88,25,99.13,18.96,23.28,49.44,28.13,34.66,11.68,35.57,39.61,66.71,50.3,60.44,4.66,49.37,42.47
427,2020-21,Royce O'Neale,27,UTA,2241,Starter,Stationary Shooter,Wing Stopper,-0.59,-0.61,2.71,-0.03,-0.03,-1.03,98.85,66.98,14.29,98.4,38.71,35.55,43.11,55.8,66.37,4.96,48.17,79.94,36.49,43.9,69.41,3.03,80.2,31.86
428,2021-22,Royce O'Neale,28,UTA,2406,Starter,Stationary Shooter,Wing Stopper,-0.65,-0.96,2.48,0.03,0.08,-0.62,99.93,66.9,40,99.95,34.73,18.79,40.68,64.93,70.59,33.82,57.14,79.38,93.87,57.86,67.92,6.25,75.84,54.71
429,2022-23,Royce O'Neale,29,BRK,2409,Starter,Movement Shooter,Helper,-1.41,0.04,4.47,-1.05,-2.24,-1.01,94.75,54.12,16.67,97.9,3.67,66.74,57.17,2.18,1.03,5.35,25.8,15.31,40.78,39.81,45.28,5.21,22.68,46.57
430,2023-24,Cedi Osman,28,SAS,1269,Rotation,Movement Shooter,Helper,-0.33,-0.67,4.48,0.18,0.7,-0.52,99.08,70.78,40,99.52,56.99,32.64,57.24,75.81,87.43,45.24,50.2,94.71,93.87,53.74,74,5.63,90.05,50.2
431,2017-18,Cedi Osman,22,CLE,672,Rotation,Stationary Shooter,Chaser,-0.49,-0.8,3.07,-0.02,0.07,-0.22,94.33,67.54,23.81,92.81,45.99,26,46.13,57.58,70.25,67.4,23.84,83.69,63.54,15.06,74,7.14,90.05,61.29
432,2018-19,Cedi Osman,23,CLE,2444,Starter,Secondary Ball Handler,Wing Stopper,0.09,0.12,7.07,0.26,0.28,-0.32,103.06,59.36,33.8,102.44,76.17,70.29,72.78,79.14,76.72,61.43,82.79,26.13,90.22,83.78,58.33,6.49,42.65,56.76
433,2019-20,Cedi Osman,24,CLE,1910,Starter,Movement Shooter,Helper,-0.36,-0.5,6.62,-0.01,-0.09,0.27,100.3,59.8,30.95,100.2,55.04,41.27,70.44,59.23,63.85,83.82,60.04,28.21,84.32,60.37,58.19,3.47,42.42,34.66
434,2020-21,Cedi Osman,25,CLE,1511,Key Rotation,Movement Shooter,Chaser,-0.73,-0.37,7.57,-0.49,-0.97,-0.7,99.72,57.86,25,100.41,28.42,47.72,75.33,13.1,19.89,25.12,55.25,21.26,66.71,62.46,54.84,3.58,33.32,35.3
435,2021-22,Cedi Osman,26,CLE,1462,Rotation,Movement Shooter,Chaser,-0.17,-0.5,5.97,0.14,0.21,0.06,100.06,64.41,25.49,99.65,65.4,41.27,66.9,73.58,74.76,78.61,58.13,59.36,70.6,55.11,63.89,8.12,61.27,68.43
436,2022-23,Cedi Osman,27,CLE,1548,Rotation,Movement Shooter,Low Activity,-0.21,-0.85,4.79,0.17,0.41,-0.64,100.62,67.58,30,100.04,63.32,23.84,59.36,75.25,80.53,31.57,62.85,84.01,82.1,58.84,67.97,6.63,76.01,57.86
437,2015-16,Luis Montero,22,POR,42,Garbage Time,Low Minute,Chaser,-0.86,-1.05,5.49,-0.06,-0.95,-0.01,72.33,59.8,0,87.23,18.23,15.31,63.98,50.75,20.52,76.32,1.14,28.21,0,5.38,50,0,25,0
438,2017-18,Luis Montero,24,DET,8,Too Few Games,Low Minute,Helper,-0.83,-1.16,0,-0.02,-0.56,-1.69,,62.34,0,93.22,20.68,11.25,0,57.58,37.98,0.02,,42.91,0,16.45,0,0,0,0
439,2015-16,Cristiano Felicio,23,CHI,321,Rotation,Roll + Cut Big,Anchor Big,-0.49,-0.75,0.59,-0.29,-1.05,-0.85,93.33,62.21,18.75,94.83,45.99,28.53,22.75,25.22,17.43,11.68,20.41,42.18,47.03,22.74,65.22,0,66.02,0
