RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Finishing Talent,Rim Shot Creation,Drives Per 75 Possessions,Rim Shot Making,Rim Shot Making Efficiency,Paint Shooting Talent,Rim Makes Consistency,Stable Rim FG%,Contact Finish Rate,Rim Attempt Consistency,Finishing Talent_percentile,Rim Shot Creation_percentile,Drives Per 75 Possessions_percentile,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Paint Shooting Talent_percentile,Rim Makes Consistency_percentile,Stable Rim FG%_percentile,Contact Finish Rate_percentile,Rim Attempt Consistency_percentile,Rim FG%,Drive Foul Drawn Rate,Rim FG%_percentile,Drive Foul Drawn Rate_percentile
4243,2021-22,Patty Mills,33,BRK,2346,Key Rotation,Movement Shooter,Chaser,-1.1,-0.65,3.27,-0.4,-1.06,-0.62,94.7,64.28,36.36,97.8,7.57,33.65,47.78,17.36,17.05,33.82,25.6,58.12,92.08,39.03,62.9,1.9,57.92,27.17
4244,2022-23,Patty Mills,34,BRK,567,Rotation,Movement Shooter,Low Activity,-0.47,-0.28,5.12,0.11,0.47,-0.11,89.84,67.48,20,88.11,47.55,52.19,61.74,71.77,82.34,72.8,12.1,83.41,49.66,6.29,70.59,2.44,83.02,29.31
4245,2018-19,Garrett Temple,32,MEM/LAC,2041,Starter,Movement Shooter,Wing Stopper,-0.61,-0.93,2.69,-0.05,-0.07,-0.85,99.51,64.97,24.39,99.49,37.32,20.36,42.96,52.47,64.77,11.68,53.81,63.53,65.57,53.41,66.13,8.78,68.91,72.68
4246,2021-22,Garrett Temple,35,NOP,1098,Rotation,Movement Shooter,Point of Attack,-0.55,-0.63,3.52,0,0.03,-0.86,89.77,63.75,23.53,92.29,41.93,34.71,49.79,60.92,68.86,11.19,11.94,53.83,62.52,13.69,61.67,5.83,53.43,51.71
4247,2022-23,Garrett Temple,36,NOP,162,Garbage Time,Movement Shooter,Chaser,-0.63,-0.53,2.97,-0.12,-0.69,-0.6,92.53,64.1,0,95.11,36.07,39.59,45.32,42.34,31.5,36.48,18.31,56.54,0,23.9,50,7.14,25,61.29
4248,2016-17,Garrett Temple,30,SAC,1728,Starter,Movement Shooter,Chaser,-0.9,-0.84,3.15,-0.36,-0.7,-0.58,99.17,61.91,30.77,99.86,15.79,24.24,46.85,19.75,31.02,38.74,50.96,39.9,83.73,57.08,62.5,4.9,56.04,44.19
4249,2017-18,Garrett Temple,31,SAC,1615,Key Rotation,Movement Shooter,Wing Stopper,-0.77,-0.57,3.35,-0.27,-0.59,-0.22,96.55,60.88,22.58,97.68,25.2,37.76,48.52,26.66,36.36,67.4,34.2,33.62,59.57,38,58.75,7.8,44.08,66.41
4250,2023-24,Garrett Temple,37,TOR,289,Garbage Time,Movement Shooter,Helper,-0.73,-0.29,2.63,-0.47,-1.75,-0.8,96.87,63.62,0,97.74,28.42,51.79,42.07,14,3.59,15.56,36.07,52.47,0,38.51,56.67,9.52,37.79,76.75
4251,2024-25,Garrett Temple,38,TOR,227,Garbage Time,Movement Shooter,Chaser,-0.75,-1.22,4.44,-0.09,-0.47,-0.53,78.57,63.97,0,86.89,26.79,9.39,56.99,46.2,43.1,44.16,2.67,55.52,0,5.1,52.94,0,30.08,0
4252,2025-26,Garrett Temple,39,TOR,69,Garbage Time,Low Minute,Chaser,-2.05,,1.09,,,-0.5,,67.28,0,,0.41,,27.77,,,47.38,,81.53,0,,0,0,0,0
4253,2019-20,Garrett Temple,33,BRK,1730,Key Rotation,Movement Shooter,Point of Attack,-0.49,-0.44,3.75,-0.02,-0.09,-0.61,100.32,58.88,35.71,100.04,45.99,44.37,51.54,57.58,63.85,35.32,60.28,24.45,91.57,58.84,55.75,3.3,35.91,33.62
4254,2015-16,Garrett Temple,29,WAS,1951,Key Rotation,Movement Shooter,Wing Stopper,-0.35,-0.49,3.28,0.08,0.28,-0.67,98.29,56.78,14.89,98.41,55.75,41.8,47.81,69.77,76.72,28.37,44.36,18.64,38.15,43.99,54.93,4.62,33.59,42.2
4255,2020-21,Garrett Temple,34,CHI,1528,Starter,Stationary Shooter,Point of Attack,-0.88,-0.84,3.04,-0.39,-0.86,-0.25,98.72,60.51,45,99.61,16.96,24.24,45.89,17.94,23.89,65.74,47.37,31.7,96.01,54.67,57.84,3.1,41.43,32.41
4256,2023-24,Wesley Matthews,37,ATL,413,Garbage Time,Movement Shooter,Wing Stopper,-1.15,-0.58,3.38,-0.54,-2.16,-0.63,76.94,62.26,14.29,80.97,6.45,37.11,48.78,11.27,1.34,32.72,2.1,42.59,36.49,1.86,38.46,2.63,20.4,29.99
4257,2018-19,Wesley Matthews,32,DAL/NYK/IND,2091,Starter,Off Screen Shooter,Wing Stopper,-0.68,-0.43,4.41,-0.21,-0.4,-1.03,97.62,62.08,10.87,96.81,32.52,44.67,56.76,32.34,46.97,4.96,40.52,41.11,32.93,32.81,61.39,6.35,52.44,55.68
4258,2020-21,Wesley Matthews,34,LAL,1130,Rotation,Movement Shooter,Wing Stopper,-0.88,-0.86,2.48,-0.2,-0.61,-1.02,91.81,63.59,25,94.73,16.96,23.28,40.68,33.35,35.25,5.15,16.65,52.28,66.71,22.28,62.07,5.33,54.82,47.68
4259,2019-20,Wesley Matthews,33,MIL,1635,Starter,Movement Shooter,Wing Stopper,-0.78,-0.96,2.39,-0.09,-0.25,-0.93,95.99,63.31,13.64,95.8,24.34,18.79,39.9,46.2,55.75,8.07,31.53,50.18,35.99,26.78,62.9,5.26,57.92,46.94
4260,2021-22,Wesley Matthews,35,MIL,1002,Key Rotation,Stationary Shooter,Wing Stopper,-0.74,-0.67,2.24,-0.08,-0.2,-0.83,93.57,65.58,27.27,96.55,27.69,32.64,38.54,47.68,58.43,13.03,21.42,68.36,75.14,31.27,65.85,3.23,68.11,33.17
4261,2022-23,Wesley Matthews,36,MIL,820,Rotation,Movement Shooter,Wing Stopper,-1.14,-1.75,1.61,-0.21,-0.55,-1.03,90.51,66.75,0,93.6,6.72,0.84,32.91,32.34,38.38,4.96,13.27,77.6,0,17.87,66.67,16.22,70.21,93.39
4262,2015-16,Wesley Matthews,29,DAL,2644,Starter,Movement Shooter,Wing Stopper,-1.01,-0.46,3.99,-0.44,-0.79,-1.02,96.28,55.29,16,98.91,10.65,43.26,53.33,15.53,26.99,5.15,32.88,16.36,39.99,48.28,51.52,5.86,28.58,51.87
4263,2016-17,Wesley Matthews,30,DAL,2495,Starter,Shot Creator,Wing Stopper,-0.76,0.01,6.36,-0.37,-0.68,-0.3,97.94,57.05,12.5,99.4,25.96,65.41,69.07,19.23,31.91,62.8,42.31,19.32,34.11,52.58,54.21,7.65,32.21,65.18
4264,2017-18,Wesley Matthews,31,DAL,2131,Starter,Off Screen Shooter,Wing Stopper,-0.84,-0.2,5.13,-0.36,-0.76,0.26,97.4,55.91,20.51,97.87,19.89,56.17,61.85,19.75,28.16,83.55,39.13,16.96,53.19,39.61,48.65,4.51,24.43,41.55
4265,2015-16,Alonzo Gee,28,NOP,1632,Key Rotation,Athletic Finisher,Wing Stopper,-0.39,-0.47,2.42,-0.08,-0.16,-1.01,98.56,65.62,24.24,98.96,53.28,42.88,40.22,47.68,60.41,5.35,46.33,68.66,65.1,48.77,68.21,9.43,76.67,76.38
4266,2016-17,Alonzo Gee,29,DEN,89,Garbage Time,Low Minute,Wing Stopper,-0.8,-0.95,2.45,-0.22,-1.59,-0.56,81.91,59.57,25,80.37,22.8,19.24,40.42,31.09,5.56,41.01,4.18,27.25,66.71,1.76,42.86,33.33,21.66,98.7
4267,2016-17,Reggie Williams,30,NOP,79,Too Few Games,Low Minute,Helper,-0.85,-1.32,4.6,-0.04,-0.83,-0.49,93.5,59.81,0,103.07,18.96,6.51,58.11,54.16,25.41,48.56,21.1,28.3,0,89.86,40,10,20.64,78.87
4268,2020-21,John Wall,30,HOU,1288,Starter,Shot Creator,Point of Attack,0.49,2.71,17.29,-0.48,-0.62,-0.73,103.03,57.25,23.81,103.03,86.27,99.97,98.03,13.51,34.66,21.67,82.54,19.84,63.54,89.42,55.2,9.08,34.39,74.19
4269,2022-23,John Wall,32,LAC,755,Key Rotation,Shot Creator,Chaser,0.52,1.63,13.92,0.23,0.17,-0.29,100.98,62.81,22.03,100.64,86.78,97.98,93.85,77.99,73.6,63.41,65.39,46.17,57.76,64.45,59.79,9.28,46.94,75.6
4270,2015-16,John Wall,25,WAS,2784,Star,Shot Creator,Point of Attack,1.17,1.45,12.7,0.93,0.58,-0.03,103.23,58.16,29.85,102.98,94.09,97.11,91.25,92.74,84.9,75.66,84.16,22.14,82.05,88.96,57.77,5.08,41.29,45.67
4271,2016-17,John Wall,26,WAS,2836,Star,Shot Creator,Point of Attack,1.81,2.44,17,1.22,0.39,0.26,105.16,58.86,26.32,104.24,97.11,99.83,97.79,95.42,80.08,83.55,96.96,24.38,72.77,97.47,58.57,7.65,43.53,65.18
4272,2017-18,John Wall,27,WAS,1410,Star,Shot Creator,Point of Attack,0.77,2.06,16.39,0.24,-0.04,-1.63,102.92,62.33,25.93,102.07,90.27,99.29,97.22,78.42,66,0.46,81.49,42.85,71.9,80.05,62.05,7.42,54.78,63.86
4273,2018-19,John Wall,28,WAS,1104,Star,Shot Creator,Point of Attack,1.22,2.29,17.1,0.51,0.16,-0.81,104.2,60.41,16.88,102.99,94.45,99.63,97.9,86.64,73.21,14.66,91.58,31.14,42.89,89.12,59.56,9.65,46.35,77.44
4274,2019-20,Evan Turner,31,ATL,251,Garbage Time,Secondary Ball Handler,Wing Stopper,-0.31,0.24,8.91,-0.08,-0.32,-0.24,92.11,61.16,37.5,97.14,58.12,73.91,80.39,47.68,51.65,66.2,17.46,35.24,92.74,34.43,52.38,3.08,29.37,32.29
4275,2015-16,Evan Turner,27,BOS,2271,Starter,Shot Creator,Wing Stopper,0.47,0.6,8.28,0.61,0.93,0.41,100.88,61.5,20.27,99.91,86,83.94,77.96,88.51,91.38,86.49,64.66,37.37,52.67,57.38,61.9,6.21,54.07,54.46
4276,2016-17,Evan Turner,28,POR,1659,Key Rotation,Shot Creator,Wing Stopper,-0.43,0.22,7.71,-0.17,-0.34,0.36,99.49,56.61,35.56,98.98,50.34,73.39,75.91,36.17,50.44,85.66,53.59,18.22,91.53,48.98,53.78,3.8,31.4,36.53
4277,2017-18,Evan Turner,29,POR,2034,Starter,Shot Creator,Wing Stopper,-0.57,-0.38,5.12,-0.06,-0.04,0.48,97.68,64,21.74,97.29,40.1,47.16,61.74,50.75,66,87.56,40.89,55.76,56.88,35.33,64.71,6.47,64.28,56.6
4278,2018-19,Evan Turner,30,POR,1606,Key Rotation,Shot Creator,Wing Stopper,0.21,0.19,6.7,0.42,0.86,-0.19,99.66,62.17,22.73,98.88,79.82,72.27,70.82,84.26,90.39,69.11,54.89,41.76,59.94,48.03,61.74,3.75,53.59,36.3
4279,2019-20,Derrick Favors,28,NOP,1243,Key Rotation,Roll + Cut Big,Anchor Big,0.21,-0.5,0.23,-0.01,-0.13,-0.93,104.04,69.05,37.5,102.49,79.82,41.27,19.29,59.23,61.84,8.07,90.5,90.18,92.74,84.25,70.63,0,83.25,0
4280,2021-22,Derrick Favors,30,OKC,653,Rotation,Roll + Cut Big,Anchor Big,-0.93,-0.87,0,-0.6,-1.34,-0.83,95.83,65.33,7.69,97.51,14.13,22.94,0,9.33,9.35,13.03,30.96,66.25,30.47,36.73,65.22,0,66.02,0
4281,2015-16,Derrick Favors,24,UTA,1983,Star,Post Scorer,Anchor Big,2.87,-0.13,0.8,2.79,2.08,-0.31,105.1,67.54,29.37,103.08,99.2,59.14,24.8,99.44,99.43,62.15,96.64,83.69,81.19,89.93,69.08,7.5,79.22,64.28
4282,2016-17,Derrick Favors,25,UTA,1186,Key Rotation,Post Scorer,Anchor Big,-0.49,-0.82,0.3,-0.48,-1.03,-0.67,103.21,58.53,21.15,101.89,45.99,25.2,19.97,13.51,17.96,28.37,84.02,23.14,55.27,77.94,57.46,22.22,40.51,97.3
4283,2017-18,Derrick Favors,26,UTA,2153,Star,Roll + Cut Big,Mobile Big,1,-0.96,0.28,1.05,0.83,-1.11,105.47,72.14,26.61,103.79,92.81,18.79,19.77,94.08,89.93,3.74,98.04,96.91,73.64,95.55,73.92,6.25,89.96,54.71
4284,2018-19,Derrick Favors,27,UTA,1766,Key Rotation,Roll + Cut Big,Anchor Big,0.42,-0.81,0.43,0.19,0.02,-1,103.93,70.92,25,103.03,85.12,25.62,21.1,76.19,68.5,5.7,89.75,95.08,66.71,89.42,72.42,19.05,87.43,95.76
4285,2020-21,Derrick Favors,29,UTA,1039,Rotation,Roll + Cut Big,Anchor Big,-0.42,-1.01,0,-0.29,-0.7,-0.81,102.98,68.81,30.77,101.34,51.1,16.95,0,25.22,31.02,14.66,82.05,89.39,83.73,72.25,71.05,0,84.27,0
4286,2015-16,Wesley Johnson,28,LAC,1666,Key Rotation,Movement Shooter,Helper,-0.98,-1.69,0.58,-0.14,0.04,-0.93,96.57,66.22,36.36,94.49,11.78,1.27,22.66,39.72,69.24,8.07,34.43,73.61,92.08,21.37,71.79,3.85,86.07,36.75
4287,2016-17,Wesley Johnson,29,LAC,810,Garbage Time,Movement Shooter,Helper,-1.17,-1.52,0.32,-0.42,-1.29,-0.82,91.48,61.78,33.33,89.22,6.03,2.94,20.17,16.41,10.55,13.86,15.85,38.99,86.9,7.47,63.33,0,59.28,0
4288,2017-18,Wesley Johnson,30,LAC,1486,Rotation,Stationary Shooter,Wing Stopper,-1.14,-1.61,1.35,-0.37,-1,-0.54,94.69,62.32,18.52,96.25,6.72,1.97,30.5,19.23,19.02,42.98,25.53,42.82,46.59,29.42,61.29,12.73,52.1,88.17
4289,2018-19,Wesley Johnson,31,NOP/WAS,534,Rotation,Movement Shooter,Wing Stopper,-1.02,-1.78,0.53,-0.1,-0.31,-0.54,89.19,65.1,0,89.9,10.17,0.66,22.14,44.9,52.21,42.98,11.03,64.47,0,8.84,76.92,25,94.13,97.82
4290,2018-19,DeMarcus Cousins,28,GSW,771,Star,Post Scorer,Anchor Big,0.45,0.88,4.75,-0.25,-0.44,-0.5,104.44,64.8,25,103.79,85.65,89.86,59.13,28.13,44.86,47.38,93.42,62.33,66.71,95.55,65.54,13.73,67.29,90.09
4291,2020-21,DeMarcus Cousins,30,HOU/LAC,713,Rotation,Versatile Big,Anchor Big,-0.66,0.97,4.01,-1.15,-2.1,-0.49,100.51,56.25,25.81,101.12,34.06,91.43,53.48,1.6,1.57,48.56,62.01,17.53,71.5,69.86,51.59,8.86,28.65,73.09
4292,2016-17,DeMarcus Cousins,26,SAC/NOP,2466,Star,Shot Creator,Helper,0.68,1.89,9.9,-0.27,-0.77,0.5,105.41,57.84,27.54,104.39,89.15,98.97,83.88,26.66,27.69,87.83,97.85,21.17,76.53,98.1,57.41,13.1,40.25,88.85
4293,2017-18,DeMarcus Cousins,27,NOP,1737,Star,Shot Creator,Anchor Big,0.77,1.43,9.41,0.07,-0.23,-0.27,105.89,61.36,25.43,103.67,90.27,96.99,82.37,68.72,57.05,64.59,99.04,36.5,70.48,94.73,61.01,13.42,51.25,89.62
4294,2015-16,DeMarcus Cousins,25,SAC,2246,Star,Shot Creator,Helper,0.67,1.75,9.5,-0.62,-0.83,-0.65,105.06,58.64,22.46,104.08,89,98.48,82.68,8.9,25.41,30.55,96.42,23.56,59.33,96.84,58.42,13.55,43.12,89.79
4295,2021-22,DeMarcus Cousins,31,MIL/DEN,717,Rotation,Versatile Big,Mobile Big,-0.09,1.04,4.85,-0.74,-1.33,-0.3,101.6,62.87,29.31,100.54,69.19,92.46,59.86,5.73,9.63,62.8,70.55,46.64,81.1,63.51,61.54,10.64,52.81,81.89
4296,2017-18,Ekpe Udoh,30,UTA,810,Garbage Time,Roll + Cut Big,Mobile Big,-0.69,-1.14,0.33,-0.25,-0.71,-0.87,95.21,64.66,32,95.68,31.72,11.96,20.22,28.13,30.49,10.58,28.13,61.23,86.03,26.36,66.2,0,69.24,0
4297,2018-19,Ekpe Udoh,31,UTA,320,Garbage Time,Roll + Cut Big,Anchor Big,-0.35,-1.04,0.44,-0.09,-0.36,-0.62,94.38,68.81,18.18,93.56,55.75,15.76,21.23,46.2,49.34,33.82,24.02,89.39,45.29,17.66,77.55,25,94.58,97.82
4298,2015-16,Greg Monroe,25,MIL,2314,Starter,Post Scorer,Mobile Big,1.64,1.18,2.1,0.78,0.11,-0.08,105.26,59.09,24.66,103.32,96.46,94.31,37.31,91.12,71.58,73.85,97.31,25.26,66.29,91.7,58.93,10.24,44.66,80.43
4299,2016-17,Greg Monroe,26,MIL,1823,Key Rotation,Post Scorer,Mobile Big,0.8,0.61,2.47,0.09,-0.37,-0.14,103.91,60.46,28.57,102.75,90.64,84.26,40.55,70.5,48.89,71.41,89.63,31.44,78.6,86.57,60.34,8.47,49.13,70.89
4300,2021-22,Greg Monroe,31,MIN/WAS/MIL/UTA,195,Too Few Games,Post Scorer,Mobile Big,0.34,0.39,1.11,0.03,-0.13,-0.59,102.47,65.02,23.08,101.06,83.21,78.54,28.04,64.93,61.84,37.61,77.65,63.92,60.94,69.16,64.29,16.67,62.86,93.65
4301,2017-18,Greg Monroe,27,MIL/PHO/BOS,1041,Rotation,Post Scorer,Helper,1.72,0.76,3.44,1.13,0.99,-0.28,103.12,68.12,21.43,102.3,96.77,87.57,49.13,94.78,92.39,64.05,83.4,86.68,55.79,82.36,69.7,6.25,80.97,54.71
4302,2018-19,Greg Monroe,28,TOR/BOS/PHI,480,Rotation,Post Scorer,Anchor Big,0.56,1.03,2.3,-0.18,-0.5,-0.45,98.11,59.32,21.05,99.35,87.39,92.35,39.09,35.07,41.19,51.61,43.31,25.96,54.61,51.99,57.14,6.45,38.79,56.37
4303,2019-20,Al-Farouq Aminu,29,ORL,380,Key Rotation,Stationary Shooter,Helper,-1.03,0,4.06,-0.77,-1.52,-0.92,93.44,55.98,7.14,97.94,9.87,64.8,54.04,5.1,6.67,8.48,20.82,17.08,30.14,40.11,35.71,2.38,20.04,28.98
4304,2015-16,Al-Farouq Aminu,25,POR,2341,Starter,Stationary Shooter,Wing Stopper,-0.56,-0.16,4.63,-0.27,-0.49,-0.6,100.76,56.5,24.32,100.41,41.2,57.61,58.38,26.66,41.78,36.48,63.9,18,65.42,62.46,55.12,8.25,34.17,69.33
4305,2016-17,Al-Farouq Aminu,26,POR,1773,Starter,Stationary Shooter,Helper,-0.87,0.17,5.31,-0.81,-1.49,-0.94,100.48,53.3,19.12,101.42,17.7,71.73,62.81,4.42,7.07,7.7,61.58,15,48.08,73.09,49.69,10.44,24.95,81.17
4306,2017-18,Al-Farouq Aminu,27,POR,2072,Star,Stationary Shooter,Helper,-1.09,-0.31,3.83,-0.77,-1.45,-1.09,101.6,61.2,16.67,100.78,7.94,50.89,52.12,5.1,7.49,4.03,70.55,35.39,40.78,65.98,60.14,6.1,48.69,53.93
4307,2018-19,Al-Farouq Aminu,28,POR,2292,Star,Stationary Shooter,Wing Stopper,-0.85,-0.13,3.51,-0.67,-1.13,-0.94,100.88,60.89,18.57,101.97,18.96,59.14,49.67,7.42,14.58,7.7,64.66,33.67,46.8,78.82,60.18,9.01,48.81,73.85
4308,2020-21,Al-Farouq Aminu,30,ORL/CHI,434,Key Rotation,Movement Shooter,Mobile Big,-0.96,-0.56,3.29,-0.57,-1.43,-0.56,92.59,60.45,54.55,96.81,12.71,38.24,47.98,10.38,7.78,41.01,18.47,31.38,98.35,32.81,52.78,2.63,29.96,29.99
4309,2017-18,Gordon Hayward,27,BOS,5,Too Few Games,Low Minute,Wing Stopper,-2.04,,0,,,-1.69,,63.18,0,,0.74,,0,,,0.02,,48.69,0,,0,0,0,0
4310,2018-19,Gordon Hayward,28,BOS,1863,Key Rotation,Secondary Ball Handler,Low Activity,-0.43,-0.56,7.85,-0.1,-0.21,-0.14,101.13,63.6,21.74,101.26,50.34,38.24,76.5,44.9,57.85,71.41,66.49,52.32,56.88,71.28,63.86,7.37,61.19,63.46
4311,2019-20,Gordon Hayward,29,BOS,1740,Star,Secondary Ball Handler,Helper,-0.39,-0.28,10.35,-0.21,-0.36,0.79,103,67.6,26.98,102.48,53.28,52.19,85.22,32.34,49.34,91.5,82.37,84.09,74.69,84.09,69.15,6.37,79.44,55.82
4312,2023-24,Gordon Hayward,33,CHO/OKC,1245,Rotation,Secondary Ball Handler,Wing Stopper,-1.11,-0.71,10.42,-0.71,-1.5,-0.6,99.27,65.47,25.4,99.11,7.41,30.53,85.37,6.46,6.9,36.48,51.85,67.46,70.41,50.14,64.81,9.24,64.66,75.49
4313,2015-16,Gordon Hayward,25,UTA,2893,Star,Shot Creator,Wing Stopper,-0.34,0.07,12.69,-0.21,-0.47,0.52,103.67,59.36,21.67,102.3,56.38,67.87,91.19,32.34,43.1,88.12,87.9,26.13,56.76,82.36,59.11,11.06,45.31,83.05
4314,2016-17,Gordon Hayward,26,UTA,2516,Star,Secondary Ball Handler,Wing Stopper,0.05,-0.22,10.59,0.21,-0.05,1.33,103.48,66,26.22,102.61,74.76,55.05,85.76,77.06,65.59,95.11,86.49,71.57,72.64,85.33,67.25,8.16,73.65,68.68
4315,2020-21,Gordon Hayward,30,CHO,1496,Starter,Secondary Ball Handler,Helper,-0.66,-0.37,12.01,-0.47,-0.75,-0.46,103.02,63.46,19.74,102.89,34.06,47.72,89.7,14,28.6,50.8,82.49,51.31,49.44,88.01,63.13,8.48,58.6,70.98
4316,2021-22,Gordon Hayward,31,CHO,1564,Starter,Shot Creator,Helper,-1.62,-0.79,9.16,-1.21,-1.72,-0.14,101.97,63.97,25.37,101.53,3.08,26.52,81.39,1.43,3.87,71.41,73.47,55.52,70.34,74.34,63.29,6.25,59.19,54.71
4317,2022-23,Gordon Hayward,32,CHO,1577,Starter,Secondary Ball Handler,Wing Stopper,-0.64,-1.24,9.71,-0.02,-0.08,0.3,100.34,70.35,30.49,100.15,35.41,8.6,83.2,57.58,64.39,84.38,60.46,93.8,83.53,59.98,73,4.87,88.43,44.02
4318,2015-16,Paul George,25,IND,2819,Star,Shot Creator,Wing Stopper,-0.43,0.28,8.09,-0.31,-0.58,1.66,102.48,58.11,20.43,102.46,50.34,75.22,77.37,23.63,36.94,96.33,77.72,22.01,53.02,83.94,57.51,10.36,40.62,80.91
4319,2016-17,Paul George,26,IND,2689,Star,Shot Creator,Wing Stopper,-0.14,0.13,7.72,0.13,0.04,1.92,102.1,61.82,25,101.9,66.93,70.65,75.94,72.76,69.24,97.19,74.54,39.23,66.71,78.05,62.07,8.5,54.82,71.08
4320,2019-20,Paul George,29,LAC,1419,Star,Shot Creator,Wing Stopper,0.08,0.59,10.02,0.13,0.1,1.67,101.37,61.62,21.52,101.17,75.81,83.63,84.37,72.76,71.16,96.36,68.52,37.96,56.47,70.3,60.56,10.86,49.8,82.47
4321,2020-21,Paul George,30,LAC,1821,Star,Shot Creator,Chaser,-0.11,0.96,13.13,-0.32,-0.53,1.9,101.35,60.86,20,100.82,68.18,91.19,92.29,22.73,39.76,97.09,68.4,33.52,49.66,66.41,59.72,8.78,46.8,72.68
4322,2021-22,Paul George,31,LAC,1077,Star,Shot Creator,Helper,-0.04,1.08,14.1,-0.1,-0.26,1.04,103.04,61.8,21.05,103.21,70.94,92.91,94.17,44.9,55.29,93.53,82.62,39.18,54.61,90.81,59.48,7.45,46.2,63.99
4323,2022-23,Paul George,32,LAC,1939,Star,Shot Creator,Wing Stopper,0.55,0.9,11.59,0.52,0.46,1.2,103.48,67.92,21.1,102.77,87.25,90.3,88.59,86.87,82.15,94.48,86.49,85.87,55.13,86.71,68.34,9.26,76.98,75.52
4324,2023-24,Paul George,33,LAC,2502,Star,Shot Creator,Helper,-0.15,0.2,8.18,0.04,-0.1,1.42,100.91,66.97,24.55,100.25,66.44,72.64,77.61,65.9,63.38,95.58,64.86,79.9,66.1,60.9,67.17,8.04,73.38,67.92
4325,2017-18,Paul George,27,OKC,2891,Star,Shot Creator,Wing Stopper,-0.17,0.53,8.91,-0.15,-0.32,0.14,103.39,62.33,25,103.08,65.4,82.08,80.39,38.63,51.65,80.69,85.85,42.85,66.71,89.93,62.12,9.61,55.11,77.24
4326,2018-19,Paul George,28,OKC,2841,Star,Shot Creator,Wing Stopper,-0.11,0.74,9.42,-0.2,-0.35,1.59,103.07,60.1,27.51,102.29,68.18,87.04,82.4,33.35,49.95,96.14,82.88,29.63,76.5,82.28,59.52,10.38,46.28,80.95
4327,2024-25,Paul George,34,PHI,1334,Star,Shot Creator,Helper,-0.01,0.61,10.03,0.2,0.16,0.93,101.97,70.27,24.39,101.17,72.17,84.26,84.41,76.61,73.21,92.62,73.47,93.64,65.57,70.3,73.75,5.52,89.67,49.21
4328,2025-26,Paul George,35,PHI,1080,Starter,Shot Creator,Helper,-0.81,0.38,4.9,-0.58,-1.09,0.57,97.44,61.72,19.51,98.07,22.12,78.18,60.2,10.03,16.02,88.76,39.38,38.67,48.94,41.21,55.38,6.25,34.84,54.71
4329,2015-16,Cole Aldrich,27,LAC,800,Rotation,Roll + Cut Big,Anchor Big,0.22,-1.26,0.34,0.34,0.67,-0.93,100.34,63.76,15,98.76,80.2,8.06,20.27,82.03,86.89,8.07,60.46,53.9,38.19,47.17,65.38,0,66.59,0
4330,2016-17,Cole Aldrich,28,MIN,531,Garbage Time,Roll + Cut Big,Anchor Big,-0.72,-1.29,0.36,-0.31,-1.03,-0.92,94.03,61.44,27.27,96.24,29.1,7.26,20.59,23.63,17.96,8.48,22.92,37.04,75.14,29.38,61.82,20,53.83,96.01
4331,2017-18,Cole Aldrich,29,MIN,49,Garbage Time,Low Minute,Anchor Big,-0.52,-1.13,0,-0.13,-1.74,-0.72,75.77,58.74,0,91.44,44.13,12.3,0,41.1,3.67,22.99,1.76,23.86,0,11.97,22.22,0,18.57,0
4332,2020-21,Ed Davis,31,MIN,299,Garbage Time,Athletic Finisher,Anchor Big,-0.82,0.16,0.36,-0.84,-2.32,-0.75,97.26,57.08,0,98.87,21.45,71.49,20.59,4.18,0.8,19.74,38.31,19.41,0,47.96,43.59,0,22.05,0
4333,2015-16,Ed Davis,26,POR,1684,Key Rotation,Roll + Cut Big,Anchor Big,1.04,-0.11,0.59,1,1.33,-0.72,102.84,64.6,27.08,102.42,93.14,59.94,22.75,93.57,96.17,22.99,80.93,60.78,74.84,83.51,65.79,15.38,67.91,92.6
4334,2016-17,Ed Davis,27,POR,789,Rotation,Roll + Cut Big,Anchor Big,-0.36,-0.58,1.01,-0.21,-0.64,-0.87,98.9,56.97,10,100.41,55.04,37.11,27.06,32.34,33.63,10.58,48.49,19.13,31.93,62.46,54.13,9.52,32.08,76.75
4335,2017-18,Ed Davis,28,POR,1471,Rotation,Roll + Cut Big,Anchor Big,0.35,-0.41,0.74,0.36,0.51,-0.8,101.99,63.58,25.86,101.31,83.43,45.61,24.25,82.69,83.4,15.56,73.65,52.16,71.71,71.88,63.72,0,60.77,0
4336,2019-20,Ed Davis,30,UTA,303,Rotation,Athletic Finisher,Anchor Big,-0.44,-0.74,0.12,-0.12,-0.48,-0.84,94.11,62,50,97.32,49.73,29.05,18.34,42.34,42.39,12.39,23.22,40.52,96.28,35.61,58.06,0,42.05,0
4337,2018-19,Ed Davis,29,BRK,1446,Rotation,Roll + Cut Big,Anchor Big,0.18,-0.34,0.36,0.06,0,-0.85,102.06,65.87,20.25,101.68,78.84,49.41,20.59,67.78,67.59,11.68,74.13,70.51,52.61,75.82,66.67,35.71,70.21,99.23
4338,2021-22,Ed Davis,32,CLE,201,Garbage Time,Athletic Finisher,Anchor Big,-0.7,-1.24,0,-0.04,-0.25,-0.79,82.79,66.77,0,83.22,30.84,8.6,0,54.16,55.75,16.15,4.45,77.92,0,2.65,75,0,91.01,0
