RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
4444,2018-19,Enes Freedom,26,NYK/POR,1640,Key Rotation,Post Scorer,Anchor Big,0.82,0.43,10.75,63.9,36.38,-0.55,-0.76,-0.93,-1.4,33.33,91.59,81.23,99.33,55.07,18,44.63,18.75,2.04,7.97,39.52,64.03,61.98
4445,2020-21,Enes Freedom,28,POR,1758,Key Rotation,Post Scorer,Anchor Big,-0.07,-0.26,9.35,65.99,41.65,-0.89,-0.76,-0.1,-1.1,40.74,49.3,55.29,98.42,71.47,57.48,18.16,18.75,45.39,15.41,62.65,66.29,69.49
4446,2020-21,Tristan Thompson,29,BOS,1287,Key Rotation,Post Scorer,Anchor Big,-1.32,-2.02,5.29,59.5,44.06,-0.23,-0.65,-0.16,-0.96,45.19,1.01,1.81,80.04,26.78,80.8,67.72,30.55,37.75,21.23,76.72,57.61,40.85
4447,2021-22,Tristan Thompson,30,SAC/IND/CHI,896,Rotation,Roll + Cut Big,Mobile Big,-0.93,-1.7,6.36,60.1,44.96,-0.82,-0.5,-0.29,-0.43,47.22,3.08,4.04,89.21,29.63,87.78,21.41,47.38,24.28,54.13,82.1,57.52,40.64
4448,2015-16,Tristan Thompson,24,CLE,2269,Starter,Roll + Cut Big,Anchor Big,0.17,-0.03,5.32,64.23,40.18,-0.71,-0.96,-0.35,-0.82,40.59,75.25,66.37,80.43,57.69,42.44,29.47,7.02,19.42,28.49,62.27,65.16,65.81
4449,2016-17,Tristan Thompson,25,CLE,2337,Star,Roll + Cut Big,Helper,0.17,-0.15,5.01,66.12,41.77,-1.22,-0.9,-0.74,-0.6,42.37,75.25,60.87,76.78,72.84,58.77,5.53,9.12,4.25,42.82,67.77,67.31,73.93
4450,2017-18,Tristan Thompson,26,CLE,1072,Rotation,Roll + Cut Big,Helper,-0.74,-1.25,5.78,64.63,38.17,-0.78,-1.01,-0.13,-0.98,35.09,5.73,11.53,84.71,61.07,25.29,23.73,5.35,41.35,20.31,45.28,65.27,66.23
4451,2018-19,Tristan Thompson,27,CLE,1198,Starter,Post Scorer,Anchor Big,-0.88,-1.1,6.22,60.24,44.93,-0.87,-0.06,-0.26,0.03,47.7,3.59,15.6,88,30.12,87.62,18.94,74.7,26.86,77.02,83.54,59.18,45.39
4452,2019-20,Tristan Thompson,28,CLE,1722,Starter,Roll + Cut Big,Anchor Big,-1.88,-1.84,6.72,60.65,41.93,-1.15,-0.83,-1.45,-1.32,42.92,0.23,2.79,91.73,32.38,60.42,12.03,13.03,0.44,9.66,69.89,59.94,47.22
4453,2023-24,Tristan Thompson,32,CLE,549,Rotation,Roll + Cut Big,Mobile Big,-0.14,-0.47,6.03,65.73,45.62,-0.58,-0.77,0.02,-0.56,51.52,39.72,43.1,86.67,69.6,90.86,41.91,17.92,66.42,45.66,91.99,65.12,65.65
4454,2024-25,Tristan Thompson,33,CLE,328,Garbage Time,Roll + Cut Big,Mobile Big,-0.26,-1.07,4.11,63.25,42.41,-0.51,-0.55,-0.22,-1.15,35.71,27.5,16.75,64.82,49.54,64.83,48.97,41.99,30.75,13.93,46.77,56.76,38
4455,2018-19,Jonas Valanciunas,26,TOR/MEM,1091,Rotation,Post Scorer,Anchor Big,0.96,0.86,8.16,65.51,47.66,-0.01,0.65,1.33,1.11,51.14,93.03,90.39,96.73,67.71,96.66,76.02,90.01,95.93,95.52,91.55,66.26,69.43
4456,2019-20,Jonas Valanciunas,27,MEM,1845,Star,Post Scorer,Anchor Big,1.42,1.33,6.74,70.71,47.62,0.01,0.3,1.74,1.01,50.55,96.48,96.17,91.81,94.58,96.57,76.73,84.38,97.49,94.65,90.82,72.21,87.03
4457,2020-21,Jonas Valanciunas,28,MEM,1755,Star,Post Scorer,Anchor Big,0.36,0.1,8.05,66.85,49.69,-0.44,0.22,1.14,0.91,52.45,82.69,71.16,96.62,78.93,98.86,54.65,82.63,94.84,93.64,92.89,67.35,74.06
4458,2021-22,Jonas Valanciunas,29,NOP,2240,Star,Post Scorer,Anchor Big,-0.12,-0.25,6.22,65.49,50.63,-0.13,0.16,1.28,0.54,53.01,42.34,55.75,88,67.64,99.19,71.65,81.16,95.6,88.99,93.39,65.5,67.06
4459,2022-23,Jonas Valanciunas,30,NOP,1968,Key Rotation,Post Scorer,Mobile Big,-0.11,-0.29,6.48,68.74,47.7,-0.99,-0.47,0.34,-0.5,48.99,43.57,53.36,90.22,89.11,96.8,14.95,50.1,83.74,49.43,86.22,69.16,79.49
4460,2023-24,Jonas Valanciunas,31,NOP,1925,Key Rotation,Post Scorer,Mobile Big,0.67,0.69,5.69,69.61,49.72,-0.57,0.08,0.79,1.36,52.3,89.45,87.25,83.9,91.8,98.89,42.84,79.18,92.04,97.22,92.75,70.41,82.79
4461,2024-25,Jonas Valanciunas,32,WAS/SAC,1524,Key Rotation,Post Scorer,Anchor Big,0.35,0.29,6.2,67.63,47.91,-0.93,-0.15,0.23,0.34,49.41,82.36,77.19,87.94,84.35,97.05,16.57,70.94,80.37,84.94,86.75,67.95,75.92
4462,2015-16,Jonas Valanciunas,23,TOR,1557,Starter,Post Scorer,Anchor Big,0.74,0.3,8.16,62.85,42.23,-0.82,-0.24,0.99,0.14,43.87,90.49,77.5,96.73,46.51,63.14,21.41,66.2,93.84,80.14,72.75,63.41,59.55
4463,2016-17,Jonas Valanciunas,24,TOR,2066,Star,Post Scorer,Anchor Big,0.01,-0.37,6.66,62.65,47.58,-0.49,-0.31,0.65,0,50.7,62.52,48.89,91.24,45.05,96.51,50.3,62.15,89.81,75.85,90.95,62.95,58.08
4464,2017-18,Jonas Valanciunas,25,TOR,1727,Star,Post Scorer,Anchor Big,0.55,0.41,7.51,67.16,43.47,-0.62,0.18,1.05,1.06,45.06,87.62,80.53,94.9,80.78,75.07,38,81.74,94.32,95.15,76.37,68,76.05
4465,2025-26,Jonas Valanciunas,33,DEN,820,Rotation,Post Scorer,Anchor Big,0.37,0.66,6.81,66.42,53.11,-0.6,0.19,0.8,1.32,58.75,82.9,86.69,92.23,75.05,99.74,40.08,81.87,92.09,96.99,96.56,65.99,68.5
4466,2023-24,Bismack Biyombo,31,MEM/OKC,792,Key Rotation,Athletic Finisher,Mobile Big,-0.19,-0.53,3.31,67.01,43.59,-1.03,-0.96,-0.62,-1.23,43.33,34.27,39.76,52.25,80.09,76.18,14.08,7.02,6.54,11.64,70.72,67.61,74.69
4467,2016-17,Bismack Biyombo,24,ORL,1793,Rotation,Roll + Cut Big,Anchor Big,-0.48,-0.97,4.57,64.3,36.9,-0.89,-1.09,-0.56,-1.7,33.04,13.51,19.89,71.55,58.45,19.68,18.16,4.03,8.46,3.47,39.42,65.4,66.78
4468,2017-18,Bismack Biyombo,25,ORL,1495,Rotation,Roll + Cut Big,Anchor Big,-0.65,-1.21,5.31,65.41,34.74,-1.22,-1.22,-1.41,-1.86,30.17,7.98,12.42,80.26,66.74,15.16,5.53,3.05,0.47,2.33,35.27,66.19,69.2
4469,2021-22,Bismack Biyombo,29,PHO,506,Rotation,Athletic Finisher,Anchor Big,-0.27,-0.65,6.22,70.71,40.66,-1.21,-0.55,-0.37,0.04,37.29,26.66,33.12,88,94.58,47.3,7.8,41.99,17.98,77.35,51.15,75.29,92.47
4470,2022-23,Bismack Biyombo,30,PHO,874,Rotation,Post Scorer,Anchor Big,-0.36,-0.84,4.47,71.74,41.83,-0.81,-0.97,-0.73,-1.46,39.6,19.75,24.99,70.05,96.4,59.54,21.95,6.58,4.32,6.85,58.41,75.24,92.38
4471,2024-25,Bismack Biyombo,32,SAS,528,Rotation,Roll + Cut Big,Mobile Big,-0.13,-0.45,4.04,68.34,45,-0.93,-0.57,0.15,0.19,46.43,41.1,44.24,63.86,87.78,88.03,16.57,39.91,76.91,81.24,80.12,70.69,83.46
4472,2025-26,Bismack Biyombo,33,SAS,136,Garbage Time,Athletic Finisher,Anchor Big,-0.02,-0.24,2.78,67.6,43.66,-1.29,-0.83,-0.1,-0.69,25,57.58,56.53,43.98,84.09,76.54,2.54,13.03,45.39,36.67,28.3,70,81.62
4473,2015-16,Bismack Biyombo,23,TOR,1808,Rotation,Roll + Cut Big,Anchor Big,0.07,0.05,4.55,61.58,36.76,-1,-1.03,-0.71,-0.95,30.77,68.72,69.54,71.16,37.82,19.12,14.64,4.96,4.53,21.73,35.89,62.02,54.62
4474,2018-19,Bismack Biyombo,26,CHO,783,Rotation,Roll + Cut Big,Anchor Big,-0.29,-0.71,5.18,64.44,40.34,-0.52,-0.84,-0.01,-0.5,40.54,25.22,30.49,78.92,59.55,44.21,48.02,12.39,61.32,49.43,62.15,65.42,66.83
4475,2019-20,Bismack Biyombo,27,CHO,1029,Rotation,Roll + Cut Big,Mobile Big,-0.77,-1.21,7,67.09,33.74,-1.4,-0.81,-0.77,-0.21,26.19,5.1,12.42,93.12,80.45,14.65,0.12,14.66,3.74,67.03,30.34,68.45,77.3
4476,2020-21,Bismack Biyombo,28,CHO,1349,Rotation,Athletic Finisher,Helper,-0.91,-1.67,5.25,64.83,41.37,-0.93,-1.09,-0.69,-1.18,38.78,3.29,4.42,79.61,62.47,54.63,16.57,4.03,4.96,13.27,55.98,65.08,65.52
4477,2015-16,Brandon Knight,24,PHO,1870,Starter,Primary Ball Handler,Chaser,0.02,-0.25,4.04,59.66,39.89,1.05,0.57,0.66,-0.4,40,63.81,55.75,63.86,27.66,39.32,92.89,88.76,90.02,55.94,59.2,59.42,46.07
4478,2016-17,Brandon Knight,25,PHO,1140,Rotation,Slasher,Chaser,0.02,-0.13,4.61,56.28,38.09,0.66,0.26,-0.51,-0.94,35,63.81,61.84,72.02,17.66,24.79,89.37,83.55,10.4,22.08,44.86,53.79,31.41
4479,2018-19,Brandon Knight,27,HOU/CLE,737,Key Rotation,Primary Ball Handler,Chaser,-0.11,-0.3,1.77,60.22,36.11,-0.42,0.27,-0.57,-0.16,28.81,43.57,52.84,28.89,30.07,17.32,56.11,83.82,8,69.34,33.52,54.29,32.35
4480,2021-22,Brandon Knight,30,DAL,65,Too Few Games,Low Minute,Chaser,0.18,0.2,3.83,67.19,42.18,-1.18,-0.39,0.09,-0.69,0,75.81,74.36,60.59,80.84,62.4,10.12,56.14,73.44,36.67,0,85.71,97.43
4481,2019-20,Brandon Knight,28,CLE/DET,462,Garbage Time,Primary Ball Handler,Point of Attack,-0.22,-0.67,0.97,59.42,40.38,0.1,0.43,0.06,0.22,42.86,31.09,32.27,20.61,26.45,44.47,79.4,86.81,70.98,82.02,68.81,33.33,19.23
4482,2019-20,Kemba Walker,29,BOS,1742,Star,Primary Ball Handler,Point of Attack,-0.07,-0.18,4.33,57.69,34.51,-0.43,0.88,-1.12,0.06,29.13,49.3,59.47,68.01,20.77,14.97,55.38,92.13,1.05,77.99,33.75,55.56,35.03
4483,2021-22,Kemba Walker,31,NYK,948,Key Rotation,Primary Ball Handler,Point of Attack,-0.29,-0.59,2.5,56.83,44.14,0.02,0.21,-0.16,-0.4,47.17,25.22,36.36,39.73,18.8,81.5,77.17,82.45,37.75,55.94,82.02,46.88,23.66
4484,2020-21,Kemba Walker,30,BOS,1369,Star,Primary Ball Handler,Point of Attack,0.07,-0.07,3.18,66.93,39.85,0.01,0.36,0.16,-0.5,37.27,68.72,64.77,50.2,79.57,38.29,76.73,85.66,77.4,49.43,51.09,68.64,77.79
4485,2015-16,Kemba Walker,25,CHO,2885,Star,Primary Ball Handler,Point of Attack,1.1,0.94,4.64,57.86,37.81,0.7,-0.18,0.11,-1.04,36.63,94.43,91.62,72.44,21.26,23.37,89.74,69.63,74.61,17.65,49.65,57.34,40.12
4486,2016-17,Kemba Walker,26,CHO,2739,Star,Primary Ball Handler,Point of Attack,0.4,-0.1,6.42,54.88,37.82,-0.9,1.1,-0.24,-0.07,35,83.77,63.38,89.67,15.95,23.49,17.82,93.87,28.81,73.64,44.86,53.88,31.8
4487,2017-18,Kemba Walker,27,CHO,2736,Star,Primary Ball Handler,Point of Attack,-0.08,-0.26,4.58,55.84,38.99,0.27,1.41,0.07,0.31,38.46,47.68,55.29,71.66,16.89,30.5,83.56,95.55,71.79,84.42,54.58,54.25,32.34
4488,2018-19,Kemba Walker,28,CHO,2863,Star,Primary Ball Handler,Point of Attack,0.37,0.14,6.04,56.18,38.95,-0.52,1.59,-0.36,0.32,38.36,82.9,72.59,86.74,17.45,30.12,48.02,96.14,18.63,84.57,54.39,55.11,34.16
4489,2022-23,Kemba Walker,32,DAL,144,Garbage Time,Secondary Ball Handler,Chaser,-0.03,-0.36,3.4,65.99,45.41,-0.19,0.17,0.05,-0.39,60,55.8,49.34,53.48,71.47,89.95,69.23,81.5,69.89,56.67,96.7,61.54,52.81
4490,2018-19,Jimmer Fredette,29,PHO,65,Too Few Games,Low Minute,Chaser,0.15,0.17,2.17,64.92,39.89,-0.05,-0.15,-0.1,-0.72,33.33,74.24,73.6,34.46,63.15,39.32,74.7,70.94,45.39,34.59,39.52,100,97.87
4491,2015-16,Jimmer Fredette,26,NOP/NYK,18,Too Few Games,Low Minute,Chaser,-0.03,-0.88,2.03,60.86,39.02,-0.53,-0.56,-0.02,-0.61,0,55.8,23.04,32.47,33.52,30.6,46.97,41.01,59.37,42.13,0,100,97.87
4492,2015-16,Klay Thompson,25,GSW,2666,Starter,Off Screen Shooter,Chaser,0.76,0.82,3.74,64.29,40.31,-0.68,0.7,0.4,0.84,40.57,90.84,89.81,59.1,58.31,43.99,32.06,90.56,85.05,92.98,62.23,65.34,66.48
4493,2016-17,Klay Thompson,26,GSW,2649,Star,Off Screen Shooter,Chaser,0.11,0,3.18,64.79,41.54,-0.43,-0.23,0.39,-0.31,41.82,71.77,67.59,50.2,62.27,56.51,55.38,66.84,84.79,61.74,66,65.95,68.45
4494,2017-18,Klay Thompson,27,GSW,2504,Starter,Off Screen Shooter,Wing Stopper,0.09,0.1,2.22,65.09,43.72,-0.29,1.03,0.49,1.39,46.36,70.5,71.16,35.49,64.35,77.22,64.69,93.4,86.89,97.31,80.03,66.01,68.62
4495,2018-19,Klay Thompson,28,GSW,2652,Starter,Off Screen Shooter,Wing Stopper,0.48,0.6,2.91,68.39,41.84,-0.58,1.16,0.28,1.3,42.59,85.82,85.49,46.19,87.97,59.65,41.91,94.19,82.07,96.84,68.34,70.23,82.37
4496,2021-22,Klay Thompson,31,GSW,941,Starter,Off Screen Shooter,Helper,0.55,0.7,1.93,68.89,41.14,-0.46,1.19,-1.02,1.01,39.82,87.62,87.43,31.25,89.76,52.6,52.79,94.36,1.39,94.65,59,74,90.05
4497,2022-23,Klay Thompson,32,GSW,2279,Starter,Off Screen Shooter,Wing Stopper,-0.32,-0.55,1.66,65.42,43.09,-1.08,0.37,-0.58,0.35,42.66,22.73,38.38,27.56,66.77,71.51,13.41,85.8,7.79,85.15,68.56,64.49,63.63
4498,2023-24,Klay Thompson,33,GSW,2284,Starter,Off Screen Shooter,Helper,-0.64,-1.31,1.44,71.01,41.41,-0.42,0.37,-0.48,0.91,40,8.27,10.19,25,95.27,55.17,56.11,85.8,11.63,93.64,59.2,74.73,90.83
4499,2024-25,Klay Thompson,34,DAL,1965,Key Rotation,Off Screen Shooter,Chaser,0.11,0.42,1.32,67.04,40.26,-0.48,-0.79,-0.66,-1.37,36.75,71.77,80.91,23.72,80.22,43.22,51.29,16.15,5.6,8.69,50.02,67.61,74.69
4500,2025-26,Klay Thompson,35,DAL,1487,Rotation,Off Screen Shooter,Helper,-0.57,-1.55,1.1,64.29,45.21,-0.68,-0.28,-0.41,-0.14,46.94,10.38,6.2,21.62,58.31,89.07,32.06,64.05,15.42,70.4,81.63,59.57,46.36
4501,2024-25,Alec Burks,33,MIA,863,Rotation,Movement Shooter,Chaser,-0.29,-0.86,0.83,61.52,44.12,-0.35,-0.28,-0.35,0.02,43.75,25.22,23.89,19.48,37.47,81.36,60.85,64.05,19.42,76.65,72.12,42.11,21.52
4502,2020-21,Alec Burks,29,NYK,1255,Key Rotation,Secondary Ball Handler,Chaser,0.09,0.14,2.96,56.1,39.4,-0.21,0.88,0.11,0.83,35.37,70.5,72.59,46.85,17.3,33.96,68.6,92.13,74.61,92.84,46.04,50,25
4503,2021-22,Alec Burks,30,NYK,2318,Starter,Primary Ball Handler,Point of Attack,-0.48,-1.14,1.93,51.26,37.25,-0.24,-0.18,-0.56,-0.58,33.56,13.51,14.28,31.25,14.32,21.04,67.33,69.63,8.46,44.18,42.33,42.37,21.61
4504,2023-24,Alec Burks,32,DET/NYK,1211,Key Rotation,Secondary Ball Handler,Chaser,-0.36,-0.87,1.98,55.51,39.08,-0.4,-0.07,-0.39,-1.02,34.58,19.75,23.48,31.9,16.56,31.02,57.57,74.34,16.49,18.62,44.12,43.08,21.94
4505,2019-20,Alec Burks,28,GSW/PHI,1754,Starter,Primary Ball Handler,Chaser,-0.07,-0.18,3.82,56.02,37.03,0.32,1.12,0.12,0.81,35.29,49.3,59.47,60.35,17.12,20.19,84.72,93.96,75.3,92.6,45.61,52.97,30.25
4506,2018-19,Alec Burks,27,UTA/CLE/SAC,1375,Starter,Secondary Ball Handler,Chaser,0.63,1.02,4.24,58.72,34.79,-0.47,-0.7,-0.09,-1.72,28.57,88.91,92.88,66.62,23.79,15.21,52.08,25.12,46.96,3.3,32.48,56.69,37.89
4507,2015-16,Alec Burks,24,UTA,797,Key Rotation,Slasher,Chaser,0.92,0.85,5.41,55.48,37.77,1.32,0.68,0.65,0.02,34.78,92.56,90.25,81.49,16.54,23.14,94.62,90.34,89.81,76.65,44.43,52.25,29.26
4508,2016-17,Alec Burks,25,UTA,653,Rotation,Secondary Ball Handler,Chaser,-0.33,-0.97,4.56,50.5,43.95,0.95,0.16,-0.11,-0.29,49.12,22.05,19.89,71.38,14.19,79.51,92.1,81.16,44.12,63.03,86.42,40.26,21.16
4509,2017-18,Alec Burks,26,UTA,1059,Garbage Time,Secondary Ball Handler,Low Activity,-0.11,-0.29,4.23,61.33,35.24,0.98,0.43,-0.06,0.01,30.11,43.57,53.36,66.39,36.28,15.78,92.38,86.81,52.09,76.32,35.23,60.17,48.78
4510,2022-23,Alec Burks,31,DET,1122,Key Rotation,Secondary Ball Handler,Chaser,0.13,0.48,1.54,63.45,44.33,-0.23,0.78,-0.01,0.55,44.66,72.76,82.6,26.09,51.25,83.2,67.72,91.42,61.32,89.25,75.16,58.33,42.65
4511,2019-20,Markieff Morris,30,DET/LAL,1188,Key Rotation,Versatile Big,Helper,-1.04,-2.25,3.29,63.59,39.3,-0.81,-0.29,-0.04,-0.32,38.64,2.23,0.99,51.96,52.28,32.81,21.95,63.41,55.54,61.08,55.46,63.55,60.09
4512,2020-21,Markieff Morris,31,LAL,1200,Rotation,Versatile Big,Helper,-0.23,-0.64,1.84,64.55,45.64,-0.25,-0.47,0.16,-0.77,50,30.04,33.63,29.98,60.25,90.95,66.76,50.1,77.4,31.5,87.26,65,65.13
4513,2024-25,Markieff Morris,35,DAL/LAL,164,Too Few Games,Stationary Shooter,Helper,-0.28,-1.2,1.77,61.23,44.54,-0.26,-0.36,-0.03,-1.1,46.67,25.91,12.7,28.89,35.68,85.26,66.4,58.36,57.68,15.41,80.68,12.5,18.34
4514,2021-22,Markieff Morris,32,MIA,298,Garbage Time,Versatile Big,Helper,-0.09,-0.32,2.77,66.06,43.6,-0.78,-0.24,0.01,-0.24,46.88,46.2,51.65,43.85,72.26,76.23,23.73,66.2,64.77,65.46,81.46,68.18,76.54
4515,2018-19,Markieff Morris,29,WAS/OKC,1271,Key Rotation,Versatile Big,Mobile Big,-0.26,-0.54,3.32,61.79,39.33,-0.45,-0.59,-0.52,-0.98,38.52,27.5,39.01,52.41,39.09,33.06,53.83,37.61,9.96,20.31,55.26,61.02,51.28
4516,2015-16,Markieff Morris,26,PHO/WAS,1629,Starter,Post Scorer,Helper,-0.87,-1.43,4.53,58.05,39.44,-1.37,-0.02,-0.05,-0.24,39.22,3.8,7.78,70.9,21.78,34.24,0.2,76,54.04,65.46,57.44,57.21,39.75
4517,2016-17,Markieff Morris,27,WAS,2374,Starter,Post Scorer,Helper,-0.8,-1.33,4.29,60.82,40.4,0.6,0.07,-0.09,0.1,40.09,4.62,9.63,67.38,33.33,44.69,88.69,78.91,46.96,79.08,61.1,60.73,50.47
4518,2017-18,Markieff Morris,28,WAS,1968,Starter,Versatile Big,Helper,-0.12,-0.26,2.89,65.67,45.83,0.56,-0.08,1.5,0.25,48.98,42.34,55.29,45.91,69.15,91.9,88.19,73.85,96.77,82.99,86.16,66.89,72.61
4519,2022-23,Markieff Morris,33,BRK/DAL,355,Garbage Time,Stationary Shooter,Mobile Big,-0.3,-1.19,0.79,66.35,40.8,-0.76,-0.45,-0.02,-0.21,15.38,24.54,12.99,19.28,74.42,48.76,25.07,51.61,59.37,67.03,23.67,62.5,56.04
4520,2023-24,Markieff Morris,34,DAL,216,Garbage Time,Stationary Shooter,Helper,-0.16,-0.88,0.81,64.76,42.9,-0.41,-0.36,-0.15,-0.64,33.33,37.39,23.04,19.38,61.98,69.78,56.91,58.36,38.89,40.1,39.52,40,20.64
4521,2019-20,Marcus Morris Sr.,30,NYK/LAC,1936,Starter,Shot Creator,Wing Stopper,-0.41,-0.94,1.67,59.07,40.47,0.07,1.4,-0.44,1.07,40.83,16.91,20.83,27.66,25.18,45.67,78.57,95.51,13.63,95.26,62.91,55.17,34.27
4522,2020-21,Marcus Morris Sr.,31,LAC,1502,Starter,Shot Creator,Helper,-0.59,-1.55,1.41,59.92,44.59,-0.27,0.05,-0.65,-0.28,46.28,9.65,6.2,24.73,28.69,85.57,65.91,78.22,5.75,63.66,79.75,54.39,32.54
4523,2021-22,Marcus Morris Sr.,32,LAC,1564,Starter,Shot Creator,Helper,-0.3,-0.72,1.08,61.7,45.98,0.01,1.11,0.5,0.75,47.74,24.54,29.95,21.4,38.48,92.41,76.73,93.91,87.07,91.97,83.63,55.56,35.03
4524,2022-23,Marcus Morris Sr.,33,LAC,1825,Starter,Shot Creator,Helper,-0.36,-0.79,1.08,64.89,47.46,-0.06,0.4,-0.31,0.42,49.69,19.75,26.99,21.4,62.83,96.3,74.36,86.34,22.49,86.73,87.06,62.26,55.53
4525,2017-18,Marcus Morris Sr.,28,BOS,1442,Key Rotation,Shot Creator,Helper,-0.2,-0.43,2.53,61.26,41.23,-0.34,0.99,-0.08,0.83,42.31,33.35,45.33,40.2,35.85,53.3,61.44,93.14,48.51,92.84,67.52,59.79,46.94
4526,2018-19,Marcus Morris Sr.,29,BOS,2091,Starter,Shot Creator,Helper,0.57,0.94,3,63.01,40.73,0.22,0.01,-0.43,-0.14,41.03,87.88,91.62,47.48,47.51,48.07,82.28,77.03,14.23,70.4,63.54,63.01,58.25
4527,2023-24,Marcus Morris Sr.,34,PHI/CLE,817,Rotation,Movement Shooter,Helper,-0.27,-0.72,1.24,65.51,42.8,-0.69,-0.05,-0.29,0.01,41.07,26.66,29.95,22.96,67.71,68.98,31.03,74.97,24.28,76.32,63.72,62.96,58.12
4528,2015-16,Marcus Morris Sr.,26,DET,2856,Starter,Shot Creator,Wing Stopper,-0.01,0.06,2.07,63.32,37.45,0.83,1.21,0.39,1.08,36.27,59.23,69.94,33.04,50.25,21.85,90.94,94.57,84.79,95.33,48.45,64.74,64.5
4529,2016-17,Marcus Morris Sr.,27,DET,2565,Starter,Shot Creator,Wing Stopper,-0.2,-0.28,1.81,59.31,41.82,-0.25,0.75,-0.35,0.39,42.26,33.35,54.02,29.47,25.9,59.49,66.76,91.16,19.42,86.29,67.42,58.2,42.43
4530,2019-20,Kawhi Leonard,28,LAC,1848,Star,Shot Creator,Wing Stopper,0.18,0.12,4.43,64.92,45.7,0.33,2.23,1.18,0.72,47.55,75.81,71.8,69.49,63.15,91.25,84.92,97.85,95.09,91.56,83.09,65.33,66.44
4531,2020-21,Kawhi Leonard,29,LAC,1773,Star,Shot Creator,Wing Stopper,0.94,1.01,4.08,72.1,48.93,0.15,1.81,1.36,0.76,51.23,92.84,92.77,64.41,96.83,98.18,80.79,96.72,96.05,92.13,91.68,75.13,92.28
4532,2022-23,Kawhi Leonard,31,LAC,1748,Star,Shot Creator,Helper,-0.34,-0.59,3.2,66.85,50.65,1.09,2.78,1.03,1.83,53.36,21.28,36.36,50.48,78.93,99.2,93.14,98.85,94.14,98.96,93.65,66.89,72.61
4533,2023-24,Kawhi Leonard,32,LAC,2330,Star,Shot Creator,Wing Stopper,0.09,-0.09,3.87,72.52,51.01,1.76,2.41,2.04,1.66,52.93,70.5,63.85,61.36,97.43,99.35,96.56,98.22,98.25,98.45,93.28,74.38,90.47
4534,2024-25,Kawhi Leonard,33,LAC,1180,Star,Shot Creator,Helper,0.19,0.02,3.67,69.95,46.77,0.67,1.85,0.77,0.78,47.96,76.19,68.5,58.06,92.84,94.5,89.45,96.9,91.68,92.34,84.16,72.17,86.97
4535,2025-26,Kawhi Leonard,34,LAC,2047,Star,Shot Creator,Helper,0.45,0.43,3.65,72.08,51.13,1.1,3.81,1.79,1.96,52.88,85.01,81.23,57.79,96.76,99.41,93.28,99.63,97.65,99.17,93.22,73.87,89.89
4536,2015-16,Kawhi Leonard,24,SAS,2380,Star,Shot Creator,Wing Stopper,1.21,1.38,3.95,67.81,46.71,1.37,2.49,1.41,1.86,49.43,95.33,96.5,62.56,85.5,94.33,94.94,98.38,96.39,99.04,86.83,70.08,82.02
4537,2016-17,Kawhi Leonard,25,SAS,2475,Star,Shot Creator,Wing Stopper,0.09,-0.06,3.8,63.92,47.3,2.06,2.88,1.89,1.68,49.36,70.5,65.2,60.09,55.17,96.05,97.41,99.04,97.91,98.54,86.68,64.75,64.51
4538,2017-18,Kawhi Leonard,26,SAS,210,Key Rotation,Shot Creator,Helper,0.47,0.36,4.13,65.72,41.22,-0.18,0.92,-0.68,0.04,45.45,85.55,79.15,65.09,69.52,53.19,69.57,92.59,5.19,77.35,77.24,73.91,89.91
4539,2018-19,Kawhi Leonard,27,TOR,2040,Star,Shot Creator,Wing Stopper,1.19,0.98,5.49,66.92,44.84,0.45,2.53,2.18,1.22,46.44,95.23,92.27,82.42,79.49,87.06,86.9,98.48,98.58,96.44,80.2,67.86,75.6
4540,2015-16,Nikola Vucevic,25,ORL,2037,Starter,Post Scorer,Helper,0.04,-0.25,5.06,61.57,45.7,0.1,0.73,2.09,0.7,47.29,65.9,55.75,77.38,37.74,91.25,79.4,90.96,98.42,91.16,82.3,61.9,54.07
4541,2016-17,Nikola Vucevic,26,ORL,2163,Starter,Post Scorer,Anchor Big,-0.01,-0.21,4.13,59.57,43.69,0.98,-0.11,0,-0.21,44.39,59.23,57.85,65.09,27.25,76.88,92.38,72.8,62.96,67.03,74.19,59.09,45.1
4542,2017-18,Nikola Vucevic,27,ORL,1683,Star,Post Scorer,Anchor Big,0.47,0.43,4.33,70.2,42.16,-0.12,-0.34,-0.12,-0.28,43.08,85.55,81.23,68.01,93.42,62.31,71.97,59.87,42.61,63.66,70.08,72.77,88.19
