RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Rim Shot Making,Rim Shot Making Efficiency,Rim Shot Attempts Per 75 Possessions,Stable Rim FG%,Stable Short Midrange FG%,Floater Talent,Paint Shooting Talent,Paint Shot Making,Paint Shot Making Efficiency,Short Mid Range FG%,Rim Shot Making_percentile,Rim Shot Making Efficiency_percentile,Rim Shot Attempts Per 75 Possessions_percentile,Stable Rim FG%_percentile,Stable Short Midrange FG%_percentile,Floater Talent_percentile,Paint Shooting Talent_percentile,Paint Shot Making_percentile,Paint Shot Making Efficiency_percentile,Short Mid Range FG%_percentile,Rim FG%,Rim FG%_percentile
103,2020-21,Tyus Jones,24,MEM,1222,Rotation,Primary Ball Handler,Point of Attack,0.08,0.44,2.01,58.51,46.38,3.54,0.63,0.68,0.82,48.59,69.77,81.56,32.26,23.07,93.48,99.39,89.69,90.39,92.7,85.54,52.24,29.23
104,2021-22,Tyus Jones,25,MEM,1549,Key Rotation,Primary Ball Handler,Point of Attack,0.08,0.34,1.63,61.83,44.91,3.87,0.71,0.8,0.68,45.98,69.77,78.63,27.22,39.28,87.52,99.59,90.76,92.09,90.93,78.84,57.97,41.91
105,2022-23,Tyus Jones,26,MEM,1940,Key Rotation,Primary Ball Handler,Low Activity,0.04,0.4,1.39,60.68,47.8,1.95,0.75,0.92,0.82,49.39,65.9,80.27,24.5,32.51,96.95,97.07,91.16,93.16,92.7,86.72,54.67,33.03
106,2015-16,Tyus Jones,19,MIN,573,Rotation,Primary Ball Handler,Point of Attack,-0.18,-0.51,2.52,57.72,37.65,0.18,-0.05,-0.14,-0.46,32.56,35.07,40.68,40,20.88,22.59,81.53,74.97,40.11,52.28,38.84,52.63,29.65
107,2016-17,Tyus Jones,20,MIN,774,Garbage Time,Secondary Ball Handler,Point of Attack,-0.29,-0.72,2.1,57.48,43.58,0.3,-0.37,-0.2,-0.94,50,25.22,29.95,33.39,20.22,75.92,84.21,57.63,32.98,22.08,87.26,51.16,28.23
108,2017-18,Tyus Jones,21,MIN,1467,Rotation,Primary Ball Handler,Point of Attack,-0.06,-0.04,2.21,63.37,41.24,0.7,-0.03,0.29,0.37,43.04,50.75,66,35.26,50.66,53.36,89.74,75.66,82.39,85.68,69.99,63.53,60.01
109,2018-19,Tyus Jones,22,MIN,1560,Key Rotation,Primary Ball Handler,Point of Attack,-0.21,-0.45,2.47,58.36,41.32,1.34,-0.2,0.14,-0.84,42.07,32.34,44.24,39.18,22.69,54.09,94.75,68.58,76.4,27.35,66.72,55.14,34.23
110,2025-26,Tyus Jones,29,ORL/DAL/DEN,934,Rotation,Primary Ball Handler,Point of Attack,-0.35,-1.12,0.7,62.81,45.14,0.04,-0.35,-0.02,-0.49,46.81,20.53,15.01,18.8,46.17,88.81,77.83,59.11,59.37,50.16,81.26,44.44,22.23
111,2024-25,Tyus Jones,28,PHO,2174,Starter,Primary Ball Handler,Point of Attack,-0.21,-0.36,0.97,70.39,44.41,1.24,-0.19,-0.01,-0.45,44.5,32.34,49.34,20.61,93.93,84.44,94.04,69.11,61.32,52.92,74.77,75.44,92.6
112,2023-24,Tyus Jones,27,WAS,1933,Starter,Primary Ball Handler,Point of Attack,-0.13,-0.21,1.86,65.06,49.04,4.23,0.98,0.99,1.07,51.15,41.1,57.85,30.21,64.14,98.34,99.81,93.04,93.84,95.26,91.6,64.08,62.18
113,2015-16,Cliff Alexander,20,POR,36,Too Few Games,Low Minute,Anchor Big,0.04,-0.26,4.05,62.37,38.65,-0.73,-0.67,-0.05,-0.43,0,65.9,55.29,63.96,43.2,28.23,27.76,28.37,54.04,54.13,0,100,97.87
114,2018-19,Justin Anderson,25,ATL,463,Garbage Time,Movement Shooter,Helper,0.11,0.43,3.83,62.91,38.48,-0.46,-0.48,-0.27,-0.93,30.43,71.77,81.23,60.59,46.9,27.14,52.79,49.29,25.93,22.71,35.5,62.75,57.37
115,2021-22,Justin Anderson,28,CLE/IND,316,Garbage Time,Movement Shooter,Helper,0.05,-0.06,1.88,66.02,42.73,-0.52,-0.21,0.36,0.38,44.44,67.1,65.2,30.37,71.8,68.33,48.02,68.01,84.12,85.93,74.23,68.75,78.08
116,2016-17,Justin Anderson,23,DAL/PHI,1227,Rotation,Movement Shooter,Wing Stopper,0.43,1.07,4.73,65.31,39.22,0.03,-0.79,-0.07,-1.46,36.07,84.52,93.49,73.56,66.16,32.39,77.52,16.15,50.26,6.85,47.94,67.32,73.97
117,2017-18,Justin Anderson,24,PHI,519,Rotation,Movement Shooter,Low Activity,-0.36,-0.96,4.63,64.57,35.26,-0.53,-0.65,-0.23,-0.84,13.64,19.75,20.24,72.32,60.54,15.81,46.97,30.55,29.86,27.35,23.31,66.15,69.02
118,2019-20,Justin Anderson,26,BRK,107,Garbage Time,Stationary Shooter,Helper,-0.11,-0.49,2.59,61.1,40.45,-1.22,-0.74,-0.02,-0.54,100,43.57,41.78,40.97,34.71,45.29,5.53,20.65,59.37,46.79,98.68,37.5,20.17
119,2015-16,Justin Anderson,22,DAL,647,Rotation,Movement Shooter,Chaser,-0.02,0.11,2.68,66.37,37.38,-0.64,-0.68,-0.43,-1.28,25,57.58,71.58,42.5,74.59,21.55,35.85,27.25,14.23,10.49,28.3,76.09,93.3
120,2015-16,Anthony Brown,23,LAL,599,Key Rotation,Movement Shooter,Chaser,-0.57,-1.54,1.13,56.14,38.11,-0.41,-0.58,-0.23,-0.59,26.67,10.38,6.34,21.97,17.35,24.89,56.91,38.74,29.86,43.66,30.61,38.89,20.52
121,2017-18,Anthony Brown,25,MIN,4,Too Few Games,Low Minute,Chaser,,,0,63.18,39.86,-1.32,-1.69,,,0,,,0,48.69,38.37,1.1,0.02,,,0,0,0
122,2016-17,Anthony Brown,24,NOP/ORL,159,Garbage Time,Movement Shooter,Wing Stopper,-0.14,-0.96,2.2,60.55,40.87,-0.72,-0.28,-0.17,-0.47,33.33,39.72,20.24,35.08,31.9,49.76,28.59,64.05,36.61,51.72,39.52,55.56,35.03
123,2015-16,Montrezl Harrell,22,HOU,379,Garbage Time,Post Scorer,Helper,-0.17,-0.61,6.27,65.21,42.11,-0.33,-0.49,0.34,0.41,55.56,36.17,35.25,88.34,65.39,61.87,62.03,48.56,83.74,86.61,95.11,70.77,83.66
124,2016-17,Montrezl Harrell,23,HOU,1064,Rotation,Roll + Cut Big,Mobile Big,0.59,0.37,8.75,71.07,41.6,-0.52,-0.69,0.47,0.2,42.59,88.26,79.52,97.73,95.42,57.05,48.02,26.07,86.49,81.51,68.34,73.93,89.98
125,2017-18,Montrezl Harrell,24,LAC,1293,Rotation,Post Scorer,Mobile Big,1.12,1.08,10.92,70.66,43.77,0.11,0.57,1.42,1.53,46.72,94.64,93.64,99.38,94.43,77.93,79.74,88.76,96.44,97.85,81.13,72.09,86.83
126,2018-19,Montrezl Harrell,25,LAC,2158,Key Rotation,Post Scorer,Anchor Big,1.81,1.03,10.57,69.91,39.5,-0.82,-0.54,-0.02,-0.82,39.11,97.81,93.02,99.25,92.73,34.92,21.41,42.98,59.37,28.49,57.12,70.7,83.5
127,2019-20,Montrezl Harrell,26,LAC,1749,Star,Shot Creator,Anchor Big,1.16,0.6,11.58,67.24,39.42,0.11,0.08,0.33,0.06,39.18,95.05,85.49,99.54,81.14,34.06,79.74,79.18,83.51,77.99,57.35,67.7,75.08
128,2020-21,Montrezl Harrell,27,LAL,1580,Key Rotation,Post Scorer,Mobile Big,1.73,1.54,9.23,71.63,46.16,-0.63,-0.36,0.26,-0.52,48.45,97.63,97.49,98.31,96.27,93.04,36.95,58.36,81.4,48.3,85.18,73.03,88.47
129,2022-23,Montrezl Harrell,29,PHI,681,Rotation,Post Scorer,Anchor Big,-0.48,-1.08,8.16,67.59,44.65,-0.86,-0.64,0.05,-0.87,46,13.51,16.32,96.73,84.03,86.1,19.4,31.57,69.89,25.75,78.89,68,76.05
130,2021-22,Montrezl Harrell,28,WAS/CHO,1640,Key Rotation,Post Scorer,Anchor Big,1.12,0.86,8.78,73.41,43.88,-0.67,-0.58,-0.66,-0.89,45,94.64,90.39,97.77,98.22,78.96,33.28,38.74,5.6,24.76,76.11,74.94,90.98
131,2016-17,Andrew Harrison,22,MEM,1474,Rotation,Shot Creator,Point of Attack,-0.47,-1.06,2.88,51.79,36.6,-0.27,-0.73,-0.35,-2.22,25,14,17.05,45.64,14.39,18.64,65.91,21.67,19.42,0.68,28.3,45.37,22.7
132,2017-18,Andrew Harrison,23,MEM,1326,Key Rotation,Primary Ball Handler,Point of Attack,0.48,0.77,4.01,59.41,37.39,-0.51,-0.08,-0.16,-0.67,33.33,85.82,88.77,63.46,26.38,21.59,48.97,73.85,37.75,38.26,39.52,57.35,40.13
133,2018-19,Andrew Harrison,24,MEM/CLE/NOP,186,Garbage Time,Shot Creator,Point of Attack,0,-0.15,2.89,62.09,40.44,-0.15,-0.17,0.16,-0.87,42.86,60.92,60.87,45.91,41.14,45.09,70.8,70.13,77.4,25.75,68.81,57.14,38.79
134,2015-16,Aaron Harrison,21,CHO,93,Garbage Time,Low Minute,Low Activity,-0.12,-1.04,1.85,59.05,39.77,-1.34,-0.72,-0.06,-0.6,0,42.34,17.73,30.09,25.09,37.66,0.27,22.99,52.09,42.82,0,40,20.64
135,2016-17,Aaron Harrison,22,CHO,17,Too Few Games,Low Minute,Chaser,,,0,61.15,41.09,-1.25,-0.56,,-0.86,0,,,0,35.01,51.9,3.4,41.01,,26.32,0,0,0
136,2017-18,Aaron Harrison,23,DAL,233,Starter,Movement Shooter,Chaser,0.15,-0.07,1.45,62.35,39.51,-0.82,-0.79,0.03,-0.91,33.33,74.24,64.77,25.16,43.08,35.01,21.41,16.15,67.67,23.7,39.52,55.56,35.03
137,2021-22,Delon Wright,29,ATL,1452,Rotation,Primary Ball Handler,Point of Attack,0.09,0.3,2.25,64.24,39.66,-0.35,-0.39,-0.26,-0.53,33.96,70.5,77.5,35.81,57.82,36.37,60.85,56.14,26.86,47.71,42.76,63.22,58.94
138,2018-19,Delon Wright,26,TOR/MEM,1698,Rotation,Primary Ball Handler,Chaser,0.46,0.58,5.55,59.95,36.12,-0.68,-0.89,-0.61,-2.14,32.08,85.25,84.9,82.83,28.88,17.35,32.06,9.65,6.79,0.9,37.93,59.07,45.06
139,2023-24,Delon Wright,31,WAS/MIA,742,Rotation,Secondary Ball Handler,Point of Attack,-0.48,-1.33,2.72,62.14,39.28,-0.49,-0.59,-0.6,-1.77,30.91,13.51,9.63,43.18,41.5,32.68,50.3,37.61,7.04,2.83,36.34,56.36,37.11
140,2024-25,Delon Wright,32,MIL/NYK,634,Rotation,Secondary Ball Handler,Chaser,-0.16,-0.49,2.11,62.92,40.3,-0.37,-0.79,-0.47,-2.12,20,37.39,41.78,33.59,46.93,43.93,59.58,16.15,11.98,0.97,24.95,55.56,35.03
141,2020-21,Delon Wright,28,DET/SAC,1748,Star,Primary Ball Handler,Point of Attack,0.71,0.99,4.13,62.64,38.7,0.01,-0.53,-0.39,-1.34,35.77,90.06,92.39,65.09,44.96,28.58,76.73,44.16,16.49,9.17,47.25,62.05,54.78
142,2015-16,Delon Wright,23,TOR,229,Garbage Time,Slasher,Point of Attack,0.04,-0.09,7.2,58.67,38.11,0.01,0.2,-0.06,0.07,26.67,65.9,63.85,93.85,23.6,24.89,76.73,82.14,52.09,78.16,30.61,55.81,35.98
143,2016-17,Delon Wright,24,TOR,446,Rotation,Slasher,Point of Attack,-0.35,-1.14,4.69,58.79,40.73,-0.02,-0.19,0.33,-0.68,39.13,20.53,14.28,72.99,24.11,48.07,75.69,69.11,83.51,37.4,57.19,55.56,35.03
144,2017-18,Delon Wright,25,TOR,1433,Star,Primary Ball Handler,Point of Attack,0.4,0.53,5.32,60.42,37.25,0.31,-0.29,-0.1,-0.58,33.33,83.77,83.77,80.43,31.18,21.04,84.41,63.41,45.39,44.18,39.52,59.41,46.06
145,2022-23,Delon Wright,30,WAS,1221,Key Rotation,Primary Ball Handler,Point of Attack,0.74,1.45,2.34,71.13,41.8,-0.77,-0.12,-0.25,-0.25,39.02,90.49,96.88,37.15,95.59,59.36,24.36,72.46,27.79,64.92,56.8,75.32,92.55
146,2019-20,Delon Wright,27,DAL,1570,Key Rotation,Primary Ball Handler,Point of Attack,0.24,0.38,4.16,62.49,35.25,0.18,-0.22,0.02,-0.34,30.11,78.42,79.76,65.44,43.9,15.79,81.53,67.4,66.42,59.82,35.23,62.01,54.61
147,2017-18,RJ Hunter,24,HOU,45,Too Few Games,Low Minute,Chaser,0.04,-0.2,3.33,63.79,39.48,-1.32,-0.19,-0.05,-0.42,0,65.9,58.43,52.49,54.24,34.52,1.1,69.11,54.04,54.73,0,75,91.01
148,2015-16,RJ Hunter,22,BOS,314,Garbage Time,Movement Shooter,Low Activity,-0.1,-0.36,1.51,60.51,39.97,-0.35,-0.46,-0.06,-0.47,42.86,44.9,49.34,25.7,31.7,40.33,60.85,50.8,52.09,51.72,68.81,61.54,52.81
149,2018-19,RJ Hunter,25,BOS,26,Too Few Games,Low Minute,Helper,-0.07,-0.41,2.83,62.68,40.84,-1.22,-0.31,,-0.06,100,49.3,46.43,44.82,45.23,49.31,5.53,62.15,,73.96,98.68,50,25
150,2016-17,RJ Hunter,23,CHI,9,Too Few Games,Low Minute,Chaser,,,0,61.15,41.09,-1.25,-1.58,,,0,,,0,35.01,51.9,3.4,0.81,,,0,0,0
151,2015-16,Sam Dekker,21,HOU,6,Too Few Games,Low Minute,Anchor Big,,,0,60.33,39.77,-1.34,-1.68,,,0,,,0,30.59,37.66,0.27,0.36,,,0,0,0
152,2016-17,Sam Dekker,22,HOU,1419,Rotation,Stationary Shooter,Low Activity,-0.05,-0.18,5.06,63.19,38.93,-0.77,-0.77,-0.01,-0.6,32.35,52.47,59.47,77.38,49.08,30.01,24.36,17.92,61.32,42.82,38.38,63.96,61.68
153,2017-18,Sam Dekker,23,LAC,883,Garbage Time,Athletic Finisher,Low Activity,-0.22,-0.54,6.48,64.83,40.2,-0.71,-0.44,-0.03,0,41.38,31.09,39.01,90.22,62.47,42.59,29.47,52.32,57.68,75.85,64.64,65.61,67.46
154,2021-22,Sam Dekker,27,TOR,1,Too Few Games,Low Minute,Helper,,,0,65.43,42.59,-1.18,-1.5,,,0,,,0,66.8,66.2,10.12,1.9,,,0,0,0
155,2018-19,Sam Dekker,24,CLE/WAS,789,Rotation,Athletic Finisher,Low Activity,-0.05,-0.21,6.55,63.72,32.96,-0.7,-0.98,-0.75,-1.93,9.38,52.47,57.85,90.59,53.61,14.42,30.18,6.16,4.07,1.77,22.79,64.08,62.18
156,2015-16,D'Angelo Russell,19,LAL,2259,Starter,Primary Ball Handler,Point of Attack,0.5,0.89,3.3,57.96,42.33,1.76,0.6,0.92,-0.13,43.82,86.36,91,52.05,21.52,64.15,96.56,89.2,93.16,70.85,72.61,57.07,38.7
157,2016-17,D'Angelo Russell,20,LAL,1811,Starter,Shot Creator,Point of Attack,-0.06,-0.19,3.03,54.13,41.98,-0.21,0.95,0.04,0.02,42.58,50.75,58.9,48.01,15.33,60.85,68.6,92.82,68.81,76.65,68.33,50.67,27.92
158,2022-23,D'Angelo Russell,26,MIN/LAL,2304,Starter,Primary Ball Handler,Chaser,0.99,1.75,2.53,69.11,43.98,-0.89,0.99,-0.32,0.6,43.98,93.47,98.48,40.2,90.44,79.96,18.16,93.14,21.77,89.96,73.03,70.19,82.26
159,2023-24,D'Angelo Russell,27,LAL,2484,Starter,Primary Ball Handler,Chaser,0.36,0.57,2.5,68.61,40.91,-0.29,0.74,0.1,0.25,39.76,82.69,84.59,39.73,88.75,50.04,64.69,91.06,74.14,82.99,58.94,69.54,80.55
160,2019-20,D'Angelo Russell,23,GSW/MIN,1452,Starter,Shot Creator,Chaser,0.6,0.97,1.83,66.73,39.19,0.35,2.84,0.53,1.24,38.8,88.45,92.06,29.72,77.44,32.16,85.26,98.97,87.77,96.56,56.12,69.74,81.07
161,2020-21,D'Angelo Russell,24,MIN,1196,Starter,Primary Ball Handler,Chaser,-0.13,-0.32,2.7,63.33,41.39,-0.09,1.36,0.56,0.43,40.34,41.1,51.65,42.83,50.34,55,73,95.31,88.28,86.95,61.72,62.64,57.14
162,2021-22,D'Angelo Russell,25,MIN,2077,Star,Primary Ball Handler,Chaser,0.73,1.15,2.47,64.71,42.55,0.44,0.67,0.72,-0.01,42.53,90.32,94.5,39.18,61.74,65.94,86.63,90.2,90.95,75.56,68.17,64.34,63.18
163,2017-18,D'Angelo Russell,21,BRK,1234,Key Rotation,Shot Creator,Point of Attack,0.57,0.69,3.77,59.68,40.73,0.35,0.95,0.08,-0.08,41.33,87.88,87.25,59.73,27.77,48.07,85.26,92.82,72.7,73.25,64.51,57.69,40.98
164,2018-19,D'Angelo Russell,22,BRK,2448,Star,Primary Ball Handler,Point of Attack,0.7,0.94,3.52,56.57,44.95,3.4,2.49,1.93,0.78,46.21,89.92,91.62,55.49,18.12,87.74,99.24,98.38,98,92.34,79.6,54.58,32.97
165,2024-25,D'Angelo Russell,28,LAL/BRK,1481,Key Rotation,Primary Ball Handler,Chaser,0.19,0.4,2.07,64.46,45.89,0.62,0.67,0.58,0.11,47.02,76.19,80.27,33.04,59.74,92.12,88.96,90.2,88.65,79.24,81.76,62.65,57.17
166,2025-26,D'Angelo Russell,29,DAL,495,Rotation,Primary Ball Handler,Chaser,0.01,-0.12,1.78,66.45,45.94,1.39,0.63,0.41,-0.11,48.44,62.52,62.3,29.14,75.6,92.23,95.09,89.69,85.25,71.86,85.15,64,61.76
167,2015-16,Karl-Anthony Towns,20,MIN,2627,Starter,Post Scorer,Anchor Big,2.27,1.89,6.28,66.14,44.64,0.02,0.4,2.3,0.91,46.56,98.85,98.87,88.42,72.97,85.93,77.17,86.34,98.75,93.64,80.54,67.12,73.17
168,2016-17,Karl-Anthony Towns,21,MIN,3030,Star,Post Scorer,Helper,3.72,2.24,7.67,67.43,47.75,0.12,0.89,3.21,1.12,49.49,99.77,99.56,95.4,83.04,96.91,79.99,92.28,99.67,95.59,86.87,68.2,76.64
169,2017-18,Karl-Anthony Towns,22,MIN,2918,Star,Post Scorer,Anchor Big,0.88,0.57,5.77,69.2,44.51,0.62,0.88,2.5,1.56,46.03,92.27,84.59,84.48,90.73,84.97,88.96,92.13,99.09,97.92,78.93,70.2,82.31
170,2018-19,Karl-Anthony Towns,23,MIN,2545,Star,Shot Creator,Anchor Big,2,1.55,6.3,68.85,44.65,0.44,0.93,2.72,1.04,45.83,98.28,97.58,88.56,89.56,86.1,86.63,92.62,99.35,95,78.44,69.82,81.26
171,2019-20,Karl-Anthony Towns,24,MIN,1187,Star,Versatile Big,Anchor Big,0.79,0.57,6.56,69.06,39.51,0.61,0.27,0.82,0.22,39.08,91.19,84.59,90.63,90.21,35.01,88.83,83.82,92.28,82.02,57.05,70.85,83.93
172,2020-21,Karl-Anthony Towns,25,MIN,1689,Star,Shot Creator,Anchor Big,-0.25,-0.43,6.28,65.72,41.74,0.2,0.11,1.57,-0.18,41.29,28.13,45.33,88.42,69.52,58.63,82.04,80.01,97.07,68.42,64.43,66.1,68.84
173,2021-22,Karl-Anthony Towns,26,MIN,2476,Star,Shot Creator,Mobile Big,0.98,0.62,6.63,67.25,48.84,0.67,1.26,2.11,1.65,51,93.31,86.02,91.05,81.19,98.12,89.45,94.84,98.47,98.38,91.31,67.54,74.42
174,2022-23,Karl-Anthony Towns,27,MIN,957,Star,Shot Creator,Mobile Big,1.42,1.47,4.02,72.75,43,-0.14,0.08,0.52,-0.3,42.15,96.48,97.07,63.63,97.6,70.74,71.21,79.18,87.54,62.25,67.13,76.85,94.11
175,2023-24,Karl-Anthony Towns,28,MIN,2026,Star,Versatile Big,Mobile Big,0.84,0.58,5.77,62.41,48.89,1.22,1.18,1.92,1.41,50.98,91.87,84.9,84.48,43.41,98.15,93.89,94.26,97.96,97.43,91.27,61.46,52.7
176,2024-25,Karl-Anthony Towns,29,NYK,2517,Star,Post Scorer,Anchor Big,1.7,0.99,7.5,66.87,44.34,0.45,0.39,1.9,0.3,44.37,97.58,92.39,94.84,79.07,83.31,86.9,86.15,97.95,84.12,74.14,66.93,72.78
177,2025-26,Karl-Anthony Towns,30,NYK,2292,Star,Shot Creator,Mobile Big,-0.32,-0.56,7.77,62.19,45.76,-0.29,0.2,0.94,0.42,46.52,22.73,37.98,95.78,42.04,91.57,64.69,82.14,93.28,86.73,80.43,61.41,52.52
178,2015-16,Richaun Holmes,22,PHI,702,Rotation,Roll + Cut Big,Helper,0.82,1.4,7.07,65.86,37.1,-1.03,-1.08,-0.53,-0.95,27.59,91.59,96.62,93.38,70.43,20.46,14.08,4.11,9.54,21.73,31.67,68.89,78.7
179,2016-17,Richaun Holmes,23,PHI,1193,Key Rotation,Roll + Cut Big,Helper,0.08,-0.2,6.46,68.75,42.64,-0.72,-0.85,-0.13,-0.5,44.58,69.77,58.43,90.04,89.18,67.52,28.59,11.68,41.35,49.43,74.92,71.43,84.83
180,2017-18,Richaun Holmes,24,PHI,746,Rotation,Roll + Cut Big,Anchor Big,0.18,0.16,6.6,71.79,40.04,-0.46,-0.84,-0.45,-0.63,40.35,75.81,73.21,90.87,96.49,40.72,52.79,12.39,12.98,40.76,61.75,76.47,93.65
181,2018-19,Richaun Holmes,25,PHO,1184,Rotation,Roll + Cut Big,Anchor Big,0.3,0.34,7.62,69.86,39.01,-0.91,-0.77,-0.23,-0.52,37.84,80.76,78.63,95.23,92.57,30.56,17.42,17.92,29.86,48.3,52.86,71.89,86.44
182,2019-20,Richaun Holmes,26,SAC,1242,Star,Roll + Cut Big,Mobile Big,0.65,0.57,6.33,70.91,46.54,-0.98,-0.97,0.04,-0.65,52.68,89.18,84.59,88.84,95.05,93.98,15.1,6.58,68.81,39.45,93.04,73.46,89.17
183,2020-21,Richaun Holmes,27,SAC,1782,Starter,Roll + Cut Big,Anchor Big,0.52,0.44,5.4,71.75,53.73,0.74,-0.65,1.8,0.33,58.51,86.87,81.56,81.34,96.41,99.8,90.08,30.55,97.7,84.75,96.49,73.86,89.86
184,2021-22,Richaun Holmes,28,SAC,1074,Key Rotation,Roll + Cut Big,Anchor Big,-0.05,-0.2,5.58,72.56,49.02,-0.39,-0.53,1.07,0.39,54.7,52.47,58.43,83.04,97.47,98.28,58.21,44.16,94.42,86.29,94.68,75.76,92.93
185,2022-23,Richaun Holmes,29,SAC,348,Garbage Time,Roll + Cut Big,Mobile Big,-0.12,-0.44,4.83,67.84,46.21,-0.55,-0.84,-0.1,-0.96,52.94,42.34,44.86,74.72,85.63,93.17,44.63,12.39,45.39,21.23,93.29,69.57,80.59
186,2023-24,Richaun Holmes,30,DAL/WAS,554,Garbage Time,Roll + Cut Big,Anchor Big,-0.21,-0.65,6.3,66.76,40.7,-1.19,-1.01,-0.36,-1.34,34.04,32.34,33.12,88.56,77.74,47.79,8.97,5.35,18.63,9.17,42.96,67.01,72.97
187,2024-25,Richaun Holmes,31,WAS,534,Rotation,Roll + Cut Big,Anchor Big,0.51,0.6,6.71,71.05,44.68,-0.7,-0.8,-0.07,-0.78,45.95,86.64,85.49,91.67,95.36,86.17,30.18,15.56,50.26,30.72,78.73,74.49,90.59
188,2019-20,Justise Winslow,23,MIA,352,Starter,Primary Ball Handler,Wing Stopper,-1.4,-1.58,4.59,60.92,37.04,-0.56,-0.9,-0.59,-1.22,30.23,0.8,5.68,71.8,33.77,20.23,43.69,9.12,7.47,12.02,35.29,56.52,37.44
189,2020-21,Justise Winslow,24,MEM,507,Rotation,Slasher,Wing Stopper,-0.64,-1.34,3.98,59.92,40.05,-0.11,-0.45,-0.59,-1.41,36.49,8.27,9.35,63.01,28.69,40.97,72.38,51.61,7.47,7.75,49.26,54.39,32.54
190,2015-16,Justise Winslow,19,MIA,2232,Key Rotation,Athletic Finisher,Wing Stopper,-0.63,-1.09,3.47,58.05,36.56,-0.08,-0.7,-0.16,-0.52,31.94,8.5,16.02,54.72,21.78,18.51,73.44,25.12,37.75,48.3,37.79,57.21,39.75
191,2016-17,Justise Winslow,20,MIA,625,Starter,Shot Creator,Wing Stopper,-1.52,-2.26,5,54.01,38.95,-0.74,-0.63,-0.45,-1.43,35.09,0.57,0.96,76.59,15.21,30.12,26.93,32.72,12.98,7.38,45.28,47.56,23.83
192,2017-18,Justise Winslow,21,MIA,1680,Key Rotation,Athletic Finisher,Wing Stopper,-1.12,-1.73,4.7,56.65,36.83,0.48,-0.73,-0.51,-1.31,33.94,1.81,3.76,73.23,18.32,19.42,87.17,21.67,10.4,9.8,42.75,54.33,32.44
193,2018-19,Justise Winslow,22,MIA,1960,Starter,Primary Ball Handler,Wing Stopper,-0.24,-0.43,4.11,59.12,37.09,0.03,-0.41,-0.8,-1.04,35.47,29.03,45.33,64.82,25.34,20.42,77.52,54.6,3.33,17.65,46.31,57.8,41.36
194,2021-22,Justise Winslow,25,LAC/POR,775,Rotation,Athletic Finisher,Wing Stopper,-0.51,-1.07,4.77,64.64,41.24,-0.8,-0.55,-0.33,-1.09,39.06,12.31,16.75,74.01,61.11,53.36,22.49,41.99,21.05,15.72,56.96,64.08,62.18
195,2022-23,Justise Winslow,26,POR,776,Key Rotation,Athletic Finisher,Wing Stopper,-1.3,-2.08,4.16,60.88,38.33,-0.36,-0.92,-0.94,-1.64,28.07,1.11,1.64,65.44,33.62,26.33,60.17,8.48,1.95,4.12,32.19,55.81,35.98
196,2021-22,Willie Cauley-Stein,28,DAL/PHI,183,Garbage Time,Athletic Finisher,Anchor Big,-0.41,-1.48,4.56,63.32,41.32,-0.82,-0.7,-0.1,-0.37,25,16.91,7.12,71.38,50.25,54.09,21.41,25.12,45.39,57.89,28.3,56.52,37.44
197,2015-16,Willie Cauley-Stein,22,SAC,1411,Key Rotation,Roll + Cut Big,Helper,-0.24,-0.57,5.82,63.76,41.69,-0.95,-1.13,-1.28,-1.59,44.05,29.03,37.57,84.97,53.9,57.95,15.81,3.54,0.65,4.69,73.42,64.89,64.89
198,2016-17,Willie Cauley-Stein,23,SAC,1421,Rotation,Roll + Cut Big,Mobile Big,0.17,0.02,6.81,66.64,37.58,-0.58,-0.61,-0.13,-0.92,35.26,75.25,68.5,92.23,77.12,22.4,41.91,35.32,41.35,23.23,45.57,68.25,76.75
199,2017-18,Willie Cauley-Stein,24,SAC,2044,Starter,Shot Creator,Mobile Big,-0.54,-0.71,7.62,64.13,35.15,-0.77,-1.57,-2.25,-2.39,32.86,11.27,30.49,95.23,56.8,15.66,24.36,0.95,0.02,0.35,39.16,64.3,63.09
200,2018-19,Willie Cauley-Stein,25,SAC,2213,Star,Post Scorer,Mobile Big,-1.7,-1.55,7.99,65.63,35.08,-0.83,-1.28,-2,-2.22,31.61,0.4,6.2,96.49,68.69,15.53,20.9,2.89,0.07,0.68,37.22,66.01,68.62
201,2019-20,Willie Cauley-Stein,26,GSW/DAL,1098,Key Rotation,Roll + Cut Big,Mobile Big,-0.3,-0.53,6.2,71.47,38.93,-0.68,-0.87,-0.49,-1.68,37.66,24.54,39.76,87.94,96.04,30.01,32.06,10.58,11.12,3.63,52.51,74.59,90.72
202,2020-21,Willie Cauley-Stein,27,DAL,906,Rotation,Roll + Cut Big,Anchor Big,-0.88,-1.75,6.33,66.3,44.53,-0.7,-0.73,-0.05,0.01,66.67,3.59,3.59,88.84,74.04,85.12,30.18,21.67,54.04,76.32,97.66,67.32,73.97
203,2020-21,Kelly Oubre Jr.,25,GSW,1687,Starter,Movement Shooter,Wing Stopper,-0.32,-0.51,4.98,64.06,40.93,0.58,-0.69,-0.26,-1.27,39.88,22.73,40.68,76.44,56.3,50.24,88.49,26.07,26.86,10.86,59.1,64.02,61.97
