RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,3PT Shooting Talent,3PT Shot Making,C&S 3PT Shot Making,3PT Pull Up Talent,3PT Pull Up Shot Making,3PT Pull Up Shot Creation,3PT Shot Creation,3PT Shot Making Efficiency,C&S 3PT Shot Making Efficiency,Stable FG3%,3PT Shooting Talent_percentile,3PT Shot Making_percentile,C&S 3PT Shot Making_percentile,3PT Pull Up Talent_percentile,3PT Pull Up Shot Making_percentile,3PT Pull Up Shot Creation_percentile,3PT Shot Creation_percentile,3PT Shot Making Efficiency_percentile,C&S 3PT Shot Making Efficiency_percentile,Stable FG3%_percentile,Stable C&S 3PT%,Stable ATB 3PT%,Stable Pull Up 3PT%,3PT Functional Versatility,Stable 3PTA Per 75,Off-Ball Gravity,Stable Corner 3PT%,3PT Attempt Rate,Stable C&S 3PT%_percentile,Stable ATB 3PT%_percentile,Stable Pull Up 3PT%_percentile,3PT Functional Versatility_percentile,Stable 3PTA Per 75_percentile,Off-Ball Gravity_percentile,Stable Corner 3PT%_percentile,3PT Attempt Rate_percentile
4714,2015-16,Damian Lillard,25,POR,2676,Starter,Shot Creator,Point of Attack,2.97,1.83,1.06,3.47,1.53,2.43,3.3,1.28,1.31,36.82,99.44,98.8,97.04,99.42,98.73,99.66,99.71,96.1,95.83,78.73,0,36.71,33.37,1.45,8.42,3.09,37.97,41.38,0,91.96,71.01,98.76,91.69,98.92,27.39,56.57
4715,2016-17,Damian Lillard,26,POR,2693,Star,Shot Creator,Point of Attack,2.47,1.55,0.85,2.94,1.38,1.81,2.68,1.1,1.16,36.68,98.92,97.9,95.55,99.14,98.33,98.78,99.2,94.7,94.66,76.51,0,35.63,34.5,1.13,7.96,3.48,41.44,38.91,0,77.21,94.24,96.82,89,99.37,96.25,51.96
4716,2017-18,Damian Lillard,27,POR,2670,Star,Shot Creator,Point of Attack,2.29,1.11,0.28,3.37,1.39,2.11,2.87,0.7,0.28,36.06,98.63,95.5,85.31,99.37,98.4,99.37,99.42,89.74,79.8,64.73,0,35.68,35.01,0.9,8.69,2.45,38.93,44.45,0,77.9,96.91,94.51,93.19,97,58.32,62.72
4717,2018-19,Damian Lillard,28,POR,2838,Star,Shot Creator,Point of Attack,2.12,1.3,0.44,2.86,1.56,1.6,2.31,1.02,0.63,36.62,98.12,96.7,89.35,99,98.82,98.19,98.59,93.92,87.63,75.52,0,36.49,34.98,0.83,8.15,2.78,36.98,41.94,0,90.09,96.86,93.62,90.21,98.17,9.07,57.77
4718,2019-20,Damian Lillard,29,POR,2474,Star,Shot Creator,Chaser,4.54,3.3,0.71,6.86,4.73,2.35,3.14,2.52,1.19,38.98,99.88,99.87,94.05,99.95,99.94,99.62,99.58,99.75,95.06,96.31,0,38.44,37.55,1.57,9.69,2.14,39.71,49.96,0,98.52,99.88,99.25,96.68,95.14,83.89,71.86
4719,2020-21,Damian Lillard,30,POR,2398,Star,Shot Creator,Chaser,3.88,2.56,1.04,5.15,2.85,2.7,3.6,1.84,1.88,38.53,99.78,99.58,96.93,99.85,99.77,99.79,99.8,98.59,98.59,94.55,0,38.75,35.97,1.23,10.62,3.39,36.63,52.77,0,99,99.06,97.62,98.58,99.29,6.16,77.3
4720,2021-22,Damian Lillard,31,POR,1056,Star,Shot Creator,Chaser,1.05,-0.07,0.23,1.03,-0.6,1.84,2.75,-0.16,0.39,33.59,92.87,43.94,83.77,94.62,3.69,98.88,99.27,62.75,82.76,7.92,0,33.11,31.96,0.33,9.8,1.25,37.77,51.45,0,20.82,20.55,84.31,96.99,81.75,21.68,75.2
4721,2022-23,Damian Lillard,32,POR,2107,Star,Shot Creator,Chaser,3.43,2.13,0.51,4.78,2.67,2.13,2.85,1.39,0.64,36.79,99.66,99.27,90.7,99.8,99.66,99.39,99.4,96.9,87.81,78.12,0,36.36,35.89,1.21,11.4,2.61,39,54.74,0,88.86,98.96,97.45,99.27,97.63,59.49,80.26
4722,2016-17,Terrence Ross,25,TOR/ORL,1955,Rotation,Off Screen Shooter,Chaser,0.55,0.23,0.12,0.21,0.09,-0.28,0.05,0.11,0.13,36.2,86.41,80.81,79.74,85,77.33,70.01,75.95,76.5,75.13,67.98,0,35.91,33.16,0.37,7.39,1.47,37.67,52.41,0,82.44,65.67,85.27,84.26,86.43,19.94,76.73
4723,2017-18,Terrence Ross,26,ORL,600,Key Rotation,Off Screen Shooter,Wing Stopper,-0.29,-0.21,-0.44,0,0.19,-0.81,-0.38,-0.51,-0.8,34.96,57.35,26.79,13.14,79.57,84.48,48.67,61.12,37.89,20.91,29.52,0,33.19,33.23,-0.21,5.55,0.82,40.6,48.69,0,21.5,67.78,66.93,60.98,68.86,92.34,70.24
4724,2018-19,Terrence Ross,27,ORL,2150,Key Rotation,Off Screen Shooter,Low Activity,2.35,1.76,0.96,1.98,1.46,0.43,0.49,1.74,1.19,37.64,98.75,98.51,96.4,97.87,98.59,87.52,84.97,98.28,95.06,88.99,0,36.7,34.94,1.52,9.64,3.92,39.66,55.11,0,91.86,96.69,98.98,96.58,99.7,82.91,80.62
4725,2019-20,Terrence Ross,28,ORL,1889,Key Rotation,Off Screen Shooter,Low Activity,1.26,0.73,0.71,0.31,0.02,0.12,0.16,0.65,0.86,35.41,94.36,91.64,94.05,87.09,63.81,81.23,78.67,88.81,91.03,41.95,0,34.6,31.66,0.98,9.75,2.81,39.56,59.57,0,45.61,16.7,95.33,96.85,98.34,81.3,85.57
4726,2020-21,Terrence Ross,29,ORL,1347,Starter,Off Screen Shooter,Low Activity,0.42,0.17,0.11,0.34,-0.01,0.2,0.5,-0.01,0.1,35.29,83.9,78.2,79.43,87.63,53.08,83.05,85.18,71.2,73.87,39.36,0,35.09,32.77,0.91,7.18,2.75,37.89,42.86,0,66.29,38.16,94.65,82.48,98.1,25.54,59.67
4727,2021-22,Terrence Ross,30,ORL,1448,Key Rotation,Off Screen Shooter,Low Activity,-0.26,-0.37,-0.36,0.02,-0.14,-0.01,0.27,-0.78,-0.75,31.96,58.77,16.14,18.04,80.26,23.89,77.6,80.89,23.74,22.93,1.03,0,31.61,31.48,0.41,6.6,1.62,37.05,47.65,0,14.78,15.27,86.33,75.77,89.4,9.66,68.53
4728,2022-23,Terrence Ross,31,ORL/PHO,1330,Key Rotation,Off Screen Shooter,Chaser,0.3,0.22,0.29,-0.31,-0.17,-0.53,-0.35,0.22,0.55,36.42,81.23,80.38,85.64,66.06,20.81,61.43,62.93,79.91,86.06,72.13,0,34.68,33.06,0.3,7.05,2.41,40.32,55.48,0,48.04,62.46,83.56,81.28,96.78,90.35,80.97
4729,2015-16,Terrence Ross,24,TOR,1747,Key Rotation,Off Screen Shooter,Chaser,1.16,0.88,0.86,-0.07,0.03,-0.81,-0.34,1,1.17,37.12,93.77,93.62,95.65,77.32,66.13,48.67,63.42,93.71,94.73,83.99,0,36.86,30.73,0.61,7.54,1.38,38.09,54.15,0,92.84,4.12,90.27,85.66,84.7,34.66,79.48
4730,2020-21,Andre Drummond,27,CLE/LAL,1242,Key Rotation,Shot Creator,Anchor Big,-1.11,-0.21,-0.27,-1,,,-1.17,-0.75,-0.76,35.82,9.58,26.79,27.19,9.33,,,4.48,25.28,22.4,52.96,0,34.96,34,-1.19,0.3,0.06,39,1.4,0,58.12,84.24,13.13,6.87,32.11,59.49,11.67
4731,2024-25,Andre Drummond,31,PHI,751,Rotation,Roll + Cut Big,Mobile Big,-1.06,-0.22,-0.3,-1.03,,,-0.97,-0.83,-0.85,34.4,10.75,25.84,23.6,1.93,,,16.21,21.62,19.29,17.24,0,33.87,32.89,-1.45,1.1,-0.2,38.4,8.55,0,30.25,42.63,3.58,12.54,13.69,42.52,17.32
4732,2025-26,Andre Drummond,32,PHI,1180,Rotation,Roll + Cut Big,Anchor Big,-0.73,-0.07,-0.22,-0.61,0.1,-1.73,-1.01,-0.38,-0.57,35.88,28.44,43.94,33.01,35.71,78.28,2.21,12.26,46.17,31.89,56.34,37.21,34.45,33.11,-1.1,2.85,0.01,37.62,26.71,91.47,42.13,62.76,18.95,24.36,27.05,19,32.1
4733,2021-22,Andre Drummond,28,PHI/BRK,1437,Rotation,Post Scorer,Anchor Big,-0.99,0.06,,-0.69,0,-1.56,-1.37,-0.07,,34.57,13.52,70.67,,27.18,57.95,6.58,0.05,68.39,,20.32,0,33.63,32.79,,0.13,0.08,38,0.69,0,26.42,38.29,,3.74,33.53,28.01,9.78
4734,2022-23,Andre Drummond,29,CHI,849,Rotation,Roll + Cut Big,Mobile Big,-0.98,-0.05,-0.12,-1.01,,,-1.27,-0.37,-0.31,35.56,13.96,47.71,57.22,7.74,,,2.01,47.23,48.62,45.65,0,34.74,34,-1.21,0.21,0.04,38.78,1.09,0,49.69,84.24,11.69,5.42,30.45,52.02,11.16
4735,2023-24,Andre Drummond,30,CHI,1351,Rotation,Post Scorer,Mobile Big,-2.13,,,-1.02,,,,,,36.55,1,,,3.54,,,,,,74.43,0,35.6,34,,0.14,0.24,39,0.63,0,76.54,84.24,,4.03,43.72,59.49,9.52
4736,2019-20,Andre Drummond,26,DET/CLE,1878,Star,Shot Creator,Anchor Big,-1.16,-0.36,-0.44,-0.5,-0.01,-1.09,-0.8,-1.18,-1.22,33.26,8.77,16.78,13.14,50,53.08,33.47,35.65,11.37,9.44,5.6,0,32.6,32.9,-1.1,0.72,-0.37,38.73,4.46,0,17.67,46.42,18.95,10.53,7.52,51.05,14.82
4737,2015-16,Andre Drummond,22,DET,2666,Star,Post Scorer,Anchor Big,-0.73,0.06,-0.02,-0.93,,,-1.33,-0.08,-0.12,34.96,28.44,70.67,71.34,16.71,,,0.49,67.79,61.96,29.52,0,34.96,30.92,-1.07,0.11,0.23,38,0.57,0,58.12,6.87,20.89,3.03,43.26,28.01,9.33
4738,2016-17,Andre Drummond,23,DET,2410,Star,Post Scorer,Anchor Big,-0.73,0.03,-0.06,-0.45,0.06,-1.23,-0.87,-0.11,-0.2,35.79,28.44,67.08,67.32,55.15,73.43,23.75,28.55,65.85,56.51,52.28,0,34.84,33.33,-0.16,0.14,0.02,39,0.77,0,52.9,68.95,68.58,4.03,28.3,59.49,9.99
4739,2017-18,Andre Drummond,24,DET,2625,Star,Post Scorer,Mobile Big,-0.88,-0.13,-0.18,-0.52,-0.03,-0.99,-0.48,-0.63,-0.61,34.44,19.11,35.69,39.4,47.49,45.89,39.48,56.73,31.12,29.53,18.19,0,33.63,32.36,-0.84,0.18,0.61,39,1.25,0,26.42,28.43,34.87,4.77,60.55,59.49,11.47
4740,2018-19,Andre Drummond,25,DET,2647,Star,Post Scorer,Anchor Big,-0.91,-0.19,-0.28,-0.41,0.01,-0.9,-0.56,-0.89,-0.98,32.91,17.3,29.04,25.93,58.7,61.13,44.37,52.59,19.42,14.84,3.63,0,32.72,32.18,-0.74,0.56,-0.08,37.11,3.61,0,18.25,25.55,40.75,9.24,20.43,10.24,14.07
4741,2015-16,Harrison Barnes,23,GSW,2041,Starter,Shot Creator,Helper,-0.15,0.09,-0.11,-0.21,0.25,-1.23,-0.9,-0.01,-0.2,36.55,64.54,73.61,59.47,71.67,86.93,23.75,24.61,71.2,56.51,74.43,0,36.14,31.15,-0.7,3.81,0.61,37.91,33.81,0,86.32,12.38,43.04,34.94,60.55,25.77,43.54
4742,2018-19,Harrison Barnes,26,DAL/SAC,2533,Starter,Shot Creator,Wing Stopper,0.74,0.7,0.5,0.4,0.39,-0.08,-0.18,0.66,0.55,38.23,89.32,91.33,90.54,88.57,91.33,75.94,69.64,88.9,86.06,92.99,0,36.2,33.84,0.3,6.22,1.85,40.76,42.94,0,87.06,80.2,83.56,70.66,92.45,93.36,60.01
4743,2019-20,Harrison Barnes,27,SAC,2482,Starter,Shot Creator,Wing Stopper,-0.25,0.06,-0.16,0.1,0.28,-0.48,-0.44,-0.1,-0.36,37.08,59.31,70.67,44.26,82.35,87.96,63.33,58.43,66.47,44.41,83.47,0,36.31,34.26,-0.4,3.93,0.87,38.48,33.8,0,88.46,91.89,58.18,36.52,70.68,44.19,43.5
4744,2020-21,Harrison Barnes,28,SAC,2102,Starter,Shot Creator,Wing Stopper,0.18,0.37,0.33,-0.06,0.03,-0.42,-0.07,0.32,0.44,38.06,77.86,85.35,86.64,77.66,66.13,65.29,72.91,82.46,83.75,91.89,0,35.82,34.21,0.15,4.42,1.41,41.82,39.88,0,80.55,91.08,78.69,43.54,85.36,97.3,53.65
4745,2021-22,Harrison Barnes,29,SAC,2587,Starter,Movement Shooter,Wing Stopper,0.46,0.64,0.84,-0.53,-0.32,-0.61,-0.37,0.74,1.26,37.66,84.78,90.44,95.44,46.34,11.18,57.97,61.82,90.5,95.61,89.21,0,34.59,32.73,0.34,5.04,1.72,42.03,43.17,0,45.23,37.5,84.53,53.58,90.89,97.73,60.33
4746,2022-23,Harrison Barnes,30,SAC,2662,Starter,Movement Shooter,Wing Stopper,-0.27,-0.01,-0.27,-0.06,0.3,-1.11,-0.67,-0.18,-0.47,36.83,58.26,57.78,27.19,77.66,88.76,31.99,45.74,61.21,37.51,78.86,0,35.54,35.19,-0.36,4.77,1.42,39.17,44.63,0,75.3,97.61,60.36,49.31,85.49,73.88,63.02
4747,2023-24,Harrison Barnes,31,SAC,2381,Starter,Movement Shooter,Wing Stopper,-0.04,0.14,-0.05,-0.13,0.23,-1.08,-0.63,0,-0.17,38.04,69.85,76.86,68.49,74.9,86.19,34.06,48.49,71.74,58.72,91.79,0,36.44,35.11,-0.35,5.88,1.37,39.94,52.6,0,89.73,97.31,60.76,65.72,84.39,86.9,76.95
4748,2024-25,Harrison Barnes,32,SAS,2228,Starter,Shot Creator,Helper,0.59,0.82,0.69,-0.05,0.29,-0.85,-0.68,1.15,1.06,40.38,87.05,92.87,93.74,78.06,88.38,46.73,44.96,95.07,93.52,99,0,35.85,33.8,0.04,5.91,1.38,43.43,52.71,0,81.13,79.83,75.04,66.21,84.7,99.45,77.19
4749,2025-26,Harrison Barnes,33,SAS,1933,Key Rotation,Movement Shooter,Helper,0.05,0.17,0.12,-0.38,0.02,-1.04,-0.7,0.11,0.16,37.68,73.09,78.2,79.74,61.29,63.81,36.21,43.8,76.5,76.25,89.36,37.68,36.25,32.84,-0.49,6.69,1.03,38.69,62.26,93.48,87.85,42.14,54.31,77.06,75.8,49.95,88.07
4750,2016-17,Harrison Barnes,24,DAL,2804,Starter,Shot Creator,Helper,-0.51,-0.19,-0.23,-0.37,-0.04,-0.82,-0.56,-0.47,-0.43,35.59,43.21,29.04,31.33,62,42.89,48.12,52.59,40.1,39.84,46.83,0,35.4,32.82,-0.53,3.11,0.59,37.38,17.34,0,72.86,41.53,52.13,26.41,59.73,13.9,22.92
4751,2017-18,Harrison Barnes,25,DAL,2634,Starter,Shot Creator,Wing Stopper,-0.26,-0.18,-0.58,0.62,0.51,-0.05,-0.08,-0.45,-1.02,35.85,58.77,30.23,7.32,91.55,93.36,76.57,72.51,41.6,13.56,53.94,0,34.47,33.94,-0.3,4.78,0.81,39.63,27.57,0,42.56,83.28,62.96,49.48,68.48,82.59,33.33
4752,2018-19,Austin Rivers,26,WAS/HOU,2028,Key Rotation,Shot Creator,Point of Attack,-0.56,-0.88,-0.4,-0.57,-0.98,0.68,1.03,-1.44,-0.8,33.59,39.39,2.52,15.39,40.81,1.01,91.46,92.06,6.29,20.91,7.92,0,33.56,31.16,-0.32,5.86,0.64,35.98,57.17,0,25.29,12.61,62.04,65.36,61.71,2.94,82.72
4753,2019-20,Austin Rivers,27,HOU,1594,Key Rotation,Shot Creator,Point of Attack,-0.17,-0.33,-0.44,0.32,0.04,0.47,0.54,-0.77,-0.96,35.77,63.27,18.24,13.14,87.25,68.81,88.32,85.75,24.27,15.43,51.93,0,34.07,33.66,-0.39,5.9,0.4,40.41,53.89,0,34.2,76.12,58.67,65.99,51.79,91.16,79.16
4754,2015-16,Austin Rivers,23,LAC,1463,Key Rotation,Shot Creator,Point of Attack,-0.13,-0.3,-0.16,-0.13,-0.36,0.16,0.39,-0.65,-0.32,34.36,65.44,20,44.26,74.9,9.62,82.35,83.13,30.09,47.94,16.59,0,33.78,30.1,-0.17,4.75,0.92,38.47,35.85,0,28.72,1.19,68.11,49.04,72.16,43.96,46.87
4755,2016-17,Austin Rivers,24,LAC,2054,Starter,Shot Creator,Chaser,0.24,-0.01,-0.1,0.44,0.04,0.54,0.76,-0.19,-0.2,36.62,79.74,57.78,61.43,89.34,68.81,89.54,88.92,60.34,56.51,75.52,0,35.73,34.22,0.26,5.45,1.27,39.09,40.9,0,78.79,91.25,82.45,59.61,82.14,71.63,55.76
4756,2017-18,Austin Rivers,25,LAC,2057,Starter,Shot Creator,Wing Stopper,0.53,-0.06,-0.23,1.16,0.15,1.09,1.7,-0.27,-0.49,37.06,86.04,45.72,31.33,95.24,82.08,95.34,96.34,54.48,36.08,82.96,0,36.8,34.94,0.64,6.56,1.39,37.9,44.72,0,92.42,96.69,90.78,75.13,84.88,25.73,63.2
4757,2022-23,Austin Rivers,30,MIN,1016,Rotation,Stationary Shooter,Point of Attack,-0.53,-0.27,-0.2,-0.6,-0.23,-0.77,-0.5,-0.76,-0.42,35.65,41.57,21.98,35.63,37,16.13,50.91,55.98,24.65,40.7,48.1,0,33.39,33.24,-0.97,4.41,0.57,39.85,58.85,0,23.5,68.13,27.18,43.46,58.87,85.63,84.71
4758,2020-21,Austin Rivers,28,NYK/DEN,845,Rotation,Shot Creator,Chaser,0.03,-0.11,-0.02,-0.24,-0.29,-0.15,0.33,-0.43,-0.06,36.97,72.44,38.07,71.34,70.09,12.59,73.81,82.03,42.91,66.29,81.27,0,36.68,33.15,0.01,6.58,0.88,37.94,60.82,0,91.67,65.44,74.16,75.39,71.14,26.61,86.81
4759,2021-22,Austin Rivers,29,DEN,1480,Key Rotation,Shot Creator,Point of Attack,-0.52,-0.46,-0.14,-0.83,-0.64,-0.46,-0.07,-1.06,-0.32,34.61,42.37,11.88,52.06,21.87,3.04,64.04,72.91,14.33,47.94,21.14,0,30.82,31.38,-0.69,5.84,0.47,40.97,66,0,14.29,14.46,43.49,64.97,54.67,94.45,90.92
4760,2019-20,Meyers Leonard,27,MIA,1034,Key Rotation,Stationary Shooter,Anchor Big,0.07,0.37,0.23,-0.42,0.09,-1.25,-0.76,0.65,0.59,37.87,73.85,85.35,83.77,57.74,77.33,22.35,38.79,88.81,86.97,90.76,0,36.9,33.33,-0.29,4.66,0.12,39.1,54.7,0,93.04,68.95,63.29,47.5,36.31,71.73,80.19
4761,2020-21,Meyers Leonard,28,MIA,29,Too Few Games,Low Minute,Mobile Big,-0.19,0.03,-0.12,-1,,,-0.93,-0.21,-0.17,37.16,62.32,67.08,57.22,9.33,,,20.89,58.92,58.72,84.41,0,36.17,34,-0.8,7.77,0.21,39,100,0,86.71,84.24,37.13,87.52,42.01,59.49,99.32
4762,2022-23,Meyers Leonard,30,MIL,114,Garbage Time,Stretch Big,Anchor Big,-0.26,0.03,-0.1,-1.01,,,-1.01,-0.09,0,36.2,58.77,67.08,61.43,7.74,,,12.26,67.16,69.59,67.98,0,35.61,34,-1.03,5.62,0.24,38.36,62.07,0,76.89,84.24,23.62,62.01,43.72,41.23,87.9
4763,2015-16,Meyers Leonard,23,POR,1332,Key Rotation,Stretch Big,Anchor Big,0.46,0.38,0.35,-0.54,-0.03,-1.34,-0.76,0.44,0.53,36.32,84.78,85.55,87.15,44.94,45.89,17.21,38.79,85.09,85.6,70.34,0,36.35,30.5,-0.59,6.4,1.1,37.51,52.41,0,88.81,2.44,49.2,73.08,77.74,16.17,76.73
4764,2016-17,Meyers Leonard,24,POR,1222,Rotation,Stretch Big,Anchor Big,-0.07,-0.14,-0.11,-0.51,-0.18,-0.72,-0.58,-0.45,-0.22,35.41,68.28,34.55,59.47,48.85,19.91,53.25,51.56,41.6,54.8,41.95,0,34.32,32.27,-0.91,6.41,0.11,39.71,56.35,0,39.25,27,30.84,73.22,35.6,83.89,81.72
4765,2017-18,Meyers Leonard,25,POR,254,Garbage Time,Stretch Big,Helper,-0.36,0.07,-0.06,-0.65,-0.01,-1.46,-0.99,0.11,0.16,36.61,53.35,71.91,67.32,31.03,53.08,11.85,14.18,76.5,76.25,75.33,0,35.45,32.89,-0.7,3.77,0.73,39.24,33.33,0,73.83,42.63,43.04,34.38,65.57,75.01,42.2
4766,2018-19,Meyers Leonard,26,POR,878,Rotation,Stretch Big,Anchor Big,0.23,0.53,0.42,-0.5,0.06,-1.49,-0.86,1.29,1.35,38.84,79.27,88.56,88.87,50,73.43,10.48,29.71,96.19,96.01,95.79,0,37.57,33.11,-0.09,4.67,0.42,38.67,45.87,0,96.17,62.76,70.98,47.76,52.67,49.52,65.38
4767,2019-20,Jeremy Lamb,27,IND,1291,Starter,Secondary Ball Handler,Chaser,-0.17,-0.08,-0.1,-0.01,-0.1,0.15,0.24,-0.34,-0.22,35.03,63.27,42.24,61.43,79.23,29.23,82.08,80.29,48.91,54.8,33.28,0,34.29,32.22,0.09,4.53,0.96,38.74,32.99,0,38.76,26.09,76.58,45.15,73.54,51.42,41.59
4768,2020-21,Jeremy Lamb,28,IND,765,Rotation,Secondary Ball Handler,Helper,0.32,0.25,-0.03,0.43,0.28,0.06,0.33,0.24,-0.07,38.25,81.65,81.45,70.48,89.2,87.96,79.61,82.03,80.34,65.73,93.12,0,37.36,34.68,0.35,6.01,1.22,39.17,46.38,0,95.31,95.49,84.82,67.73,81.06,73.88,66.22
4769,2021-22,Jeremy Lamb,29,IND/SAC,935,Rotation,Secondary Ball Handler,Low Activity,0.02,-0.05,-0.29,0.27,0.23,-0.41,0.1,-0.3,-0.73,33.91,72.07,47.71,24.7,86.44,86.19,65.63,77.31,52.07,23.66,10.92,0,33.45,32.96,0.09,6.66,0.72,37.05,48.99,0,23.99,48.98,76.58,76.57,65.13,9.66,70.73
4770,2015-16,Jeremy Lamb,23,CHO,1227,Rotation,Off Screen Shooter,Low Activity,-0.1,-0.33,-0.44,0.29,0.04,0.1,0.27,-0.74,-0.93,33.26,66.98,18.24,13.14,86.76,68.81,80.81,80.89,25.68,16.63,5.6,0,33.29,31.05,0.17,5.54,0.43,37.57,35.49,0,22.27,11.55,79.6,60.84,53.06,17.53,46.32
4771,2016-17,Jeremy Lamb,24,CHO,1143,Rotation,Secondary Ball Handler,Low Activity,-0.34,-0.52,-0.38,-0.11,-0.37,0.5,0.68,-1.25,-0.91,33.03,54.45,9.59,16.67,75.52,9.34,88.82,87.98,9.74,17.38,4.22,0,33.98,31.35,-0.17,4.93,0.4,35.5,29.74,0,32.18,14.24,68.11,51.58,51.79,1.45,36.64
4772,2017-18,Jeremy Lamb,25,CHO,1967,Key Rotation,Secondary Ball Handler,Low Activity,0.4,0.31,0.09,0.64,0.27,0.47,0.55,0.35,0.13,36.52,83.43,83.48,78.66,91.76,87.58,88.32,85.94,83.32,75.13,73.91,0,34.98,33.08,0.52,4.8,0.46,40.44,30.53,0,58.61,62.59,88.73,49.77,54.28,91.47,37.83
4773,2018-19,Jeremy Lamb,26,CHO,2250,Star,Secondary Ball Handler,Chaser,-0.08,-0.12,0.2,-0.48,-0.58,0.08,0.16,-0.33,0.27,35.34,67.87,36.92,82.82,52.27,4.05,80.2,78.67,49.67,79.58,40.12,0,33.12,31.44,0.09,5.4,1.42,41.55,33.71,0,20.9,14.9,76.58,58.91,85.49,96.62,43.4
4774,2015-16,Kendall Marshall,24,PHI,400,Rotation,Shot Creator,Point of Attack,-0.25,-0.04,-0.19,-0.38,0.05,-1,-0.78,-0.21,-0.31,34.61,59.31,49.8,37.37,61.29,71.3,38.61,37.49,58.92,48.62,21.14,0,34.58,30.72,-0.99,4.38,0.83,37.91,41.53,0,45.08,4.01,25.91,42.98,69.28,25.77,56.91
4775,2015-16,John Henson,25,MIL,959,Rotation,Post Scorer,Mobile Big,-0.75,0.03,-0.08,-0.93,,,-1.32,-0.09,-0.13,34.86,27.1,67.08,64.54,16.71,,,0.71,67.16,61.26,26.9,0,34.87,31,-1.07,0.1,0.1,38,0.34,0,54,7.61,20.89,2.59,34.85,28.01,8.33
4776,2016-17,John Henson,26,MIL,1123,Rotation,Roll + Cut Big,Mobile Big,-0.87,-0.01,-0.08,-0.9,,,-1.32,-0.21,-0.17,35.85,19.85,57.78,64.54,19.08,,,0.71,58.92,58.72,53.94,0,34.87,33,-1.09,0.09,0.21,39,0.32,0,54,49.31,19.67,2.25,42.01,59.49,8.2
4777,2017-18,John Henson,27,MIL,1970,Key Rotation,Roll + Cut Big,Mobile Big,-0.88,-0.03,-0.09,-0.58,-0.01,-1.25,-0.9,-0.3,-0.27,35.39,19.11,51.8,63.11,39.61,53.08,22.35,24.61,52.07,51.36,41.36,0,34.6,32.79,-0.55,0.17,0.21,38.78,1.39,0,45.61,38.29,51.29,4.55,42.01,52.02,11.64
4778,2018-19,John Henson,28,MIL,188,Garbage Time,Stretch Big,Anchor Big,-0.23,0,-0.12,-0.61,-0.01,-1.42,-0.97,-0.09,-0.04,35.94,60.43,61.14,57.22,35.71,53.08,13.79,16.21,67.16,67.25,57.56,0,34.88,32.89,-0.89,5.56,0.32,38.11,46.27,0,56.49,42.63,31.85,61.2,47.65,34.91,66.07
4779,2019-20,John Henson,29,CLE/DET,600,Rotation,Roll + Cut Big,Anchor Big,-0.91,-0.25,-0.33,-0.64,-0.03,-1.49,-1,-1.04,-1,34.22,17.3,23.5,20.29,32.09,45.89,10.48,13.33,14.96,14.13,14.42,0,33.39,32.89,-1.44,2.29,-0.58,38.85,21.05,0,23.5,42.63,3.8,19.72,3.45,56.15,25.96
4780,2019-20,Maurice Harkless,26,LAC/NYK,1427,Key Rotation,Stationary Shooter,Wing Stopper,-0.8,-0.22,-0.36,-0.35,0.08,-0.98,-0.82,-0.78,-0.94,35.62,24.04,25.84,18.04,63.39,76.32,40.13,33.88,23.74,16.23,47.45,0,34.66,33.22,-1.1,2.48,0.19,38.38,34.63,0,47.64,66.07,18.95,21.03,40.57,42.27,44.87
4781,2015-16,Maurice Harkless,22,POR,1457,Rotation,Stationary Shooter,Wing Stopper,-0.78,-0.57,-0.7,-0.36,0.04,-0.99,-0.75,-1.45,-1.63,32.39,25.19,8.02,4.46,62.76,68.81,39.48,39.64,6.18,3.51,1.91,0,33.68,31.17,-1.31,3.59,-0.47,34.96,34.06,0,27.04,12.71,6.64,32.03,5.23,0.78,44.03
4782,2016-17,Maurice Harkless,23,POR,2223,Starter,Versatile Big,Wing Stopper,-0.69,-0.34,-0.27,-0.76,-0.26,-1.2,-0.81,-0.76,-0.52,35.58,31.14,17.66,27.19,23.32,14.15,26.68,34.89,24.65,34.53,46.68,0,36.23,31.95,-1.09,3.28,0.05,36,31.09,0,87.49,20.38,19.67,28.63,31.3,3.04,38.76
4783,2017-18,Maurice Harkless,24,POR,1264,Key Rotation,Stationary Shooter,Wing Stopper,-0.16,0.23,0.18,-0.57,-0.02,-1.36,-0.84,0.32,0.39,37.81,63.86,80.81,82.03,40.81,49.41,16.09,31.86,82.46,82.76,90.38,0,36.49,32.58,-0.48,3.51,0.62,39.23,39.73,0,90.09,32.9,54.71,31.17,60.99,74.81,53.42
4784,2018-19,Maurice Harkless,25,POR,1415,Key Rotation,Versatile Big,Wing Stopper,-1.18,-0.73,-0.77,-0.59,-0.16,-0.96,-0.8,-1.74,-1.66,33.19,8.6,4.3,3.37,38.3,21.91,41.31,35.65,2.94,3.28,5.22,0,33.09,32.48,-1.57,3.07,-0.08,36.55,30.93,0,20.68,30.67,1.85,26,20.43,5.64,38.48
