Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2023-24,Larry Nance Jr.,NOP,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Lauri Markkanen,UTA,PF,0,0,3,54,44,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,LeBron James,LAL,PF,0,0,1,86,13,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Leaky Black,CHO,SF,0,0,45,54,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Leonard Miller,MIN,SF,0,0,0,52,48,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Lester Quiñones,GSW,SG,2,45,44,8,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Lindell Wigginton,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Lindy Waters III,OKC,SG,9,44,33,15,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Lonnie Walker IV,BRK,SG,20,67,13,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luguentz Dort,OKC,SF,0,7,70,23,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luka Dončić,DAL,PG,74,26,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luka Garza,MIN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luka Šamanić,UTA,PF,0,0,6,59,35,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luke Kennard,MEM,SG,12,72,16,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Luke Kornet,BOS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malachi Flynn,3TM,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malachi Flynn,DET,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malachi Flynn,NYK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malachi Flynn,TOR,PG,88,12,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malaki Branham,SAS,PG,62,36,2,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malcolm Brogdon,POR,PG,61,39,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malcolm Cazalon,DET,SG,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malik Beasley,MIL,SG,9,87,5,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malik Monk,SAC,SG,16,80,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Malik Williams,TOR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mamadi Diakite,2TM,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mamadi Diakite,NYK,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mamadi Diakite,SAS,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,MarJon Beauchamp,MIL,SF,0,21,69,10,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marcus Morris,2TM,PF,0,0,38,58,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marcus Morris,CLE,PF,0,0,8,92,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marcus Morris,PHI,PF,0,0,46,49,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marcus Sasser,DET,PG,94,6,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marcus Smart,MEM,PG,66,34,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mark Williams,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Markelle Fultz,ORL,PG,59,41,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Markieff Morris,DAL,PF,0,0,0,43,57,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Markquis Nowell,TOR,SG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marques Bolden,2TM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marques Bolden,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marques Bolden,MIL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marvin Bagley III,2TM,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marvin Bagley III,DET,C,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Marvin Bagley III,WAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mason Jones,SAC,SG,96,4,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mason Plumlee,LAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Matisse Thybulle,POR,SF,0,30,65,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Matt Ryan,NOP,SF,10,20,60,10,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Matthew Hurt,MEM,PF,0,0,10,43,47,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Max Christie,LAL,SG,10,74,17,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Max Strus,CLE,SF,2,34,60,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Maxi Kleber,DAL,C,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Maxwell Lewis,LAL,SF,0,20,72,8,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Micah Potter,UTA,PF,0,0,3,62,35,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Michael Porter Jr.,DEN,SF,0,0,70,30,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mikal Bridges,BRK,SF,1,28,50,20,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mike Conley,MIN,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mike Muscala,3TM,C,0,0,0,14,86,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mike Muscala,DET,C,0,0,0,46,54,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mike Muscala,OKC,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mike Muscala,WAS,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Miles Bridges,CHO,SF,0,24,61,15,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Miles McBride,NYK,PG,62,39,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mitchell Robinson,NYK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mo Bamba,PHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Monte Morris,2TM,PG,73,25,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Monte Morris,DET,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Monte Morris,MIN,PG,69,30,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Moritz Wagner,ORL,C,0,0,0,1,100,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Moses Brown,POR,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Moses Moody,GSW,SG,0,39,56,5,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mouhamadou Gueye,TOR,PF,0,0,0,10,91,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mouhamed Gueye,ATL,PF,0,0,0,60,40,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Moussa Diabaté,LAC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Myles Turner,IND,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Mãozinha Pereira,MEM,SF,0,27,55,18,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Naji Marshall,NOP,SF,1,26,53,20,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nassir Little,PHO,SF,1,17,65,17,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nate Hinton,HOU,SG,24,63,13,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nate Williams,HOU,SG,23,74,3,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nathan Mensah,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Naz Reid,MIN,PF,0,0,1,79,20,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Neemias Queta,BOS,C,0,0,0,7,93,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nic Claxton,BRK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nick Richards,CHO,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nick Smith Jr.,CHO,SG,39,56,5,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nickeil Alexander-Walker,MIN,SG,43,48,9,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nicolas Batum,2TM,PF,0,0,0,89,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nicolas Batum,LAC,PF,0,0,0,68,32,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nicolas Batum,PHI,PF,0,0,0,90,10,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nikola Jokić,DEN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nikola Jović,MIA,PF,0,0,0,81,19,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Nikola Vučević,CHI,C,0,0,0,8,92,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Noah Clowney,BRK,PF,0,0,31,44,25,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Norman Powell,LAC,SG,3,72,24,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,OG Anunoby,2TM,SF,0,1,64,34,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,OG Anunoby,NYK,SF,0,0,45,55,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,OG Anunoby,TOR,SF,0,2,80,16,2,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Obi Toppin,IND,PF,0,0,0,89,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ochai Agbaji,2TM,SG,0,19,76,4,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ochai Agbaji,TOR,SG,1,22,69,8,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ochai Agbaji,UTA,SG,0,17,80,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Olivier Sarr,OKC,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Olivier-Maxence Prosper,DAL,PF,0,0,10,78,12,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Omer Yurtseven,UTA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Onuralp Bitim,CHI,SG,0,19,66,15,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Onyeka Okongwu,ATL,C,0,0,0,9,91,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Orlando Robinson,MIA,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Oscar Tshiebwe,IND,PF,0,0,0,21,79,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Oshae Brissett,BOS,SF,0,15,56,29,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Otto Porter Jr.,TOR,SF,0,12,63,22,2,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ousmane Dieng,OKC,PF,0,0,14,68,18,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Tucker,2TM,PF,0,0,50,44,6,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Tucker,LAC,PF,0,0,44,50,7,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Tucker,PHI,PF,0,0,88,12,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Washington,2TM,PF,0,0,2,80,17,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Washington,CHO,PF,0,0,3,68,28,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,P.J. Washington,DAL,PF,0,0,2,97,2,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Paolo Banchero,ORL,PF,0,0,0,93,7,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pascal Siakam,2TM,PF,0,0,5,87,8,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pascal Siakam,IND,PF,0,0,9,90,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pascal Siakam,TOR,PF,0,0,1,85,14,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pat Connaughton,MIL,SF,2,41,56,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pat Spencer,GSW,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patrick Baldwin Jr.,WAS,SF,0,0,6,61,33,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patrick Beverley,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patrick Beverley,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patrick Beverley,PHI,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patrick Williams,CHI,PF,0,0,0,93,7,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patty Mills,2TM,PG,62,38,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patty Mills,ATL,PG,77,23,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Patty Mills,MIA,PG,47,53,0,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Paul George,LAC,PF,0,0,3,86,11,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Paul Reed,PHI,C,0,0,0,2,98,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Payton Pritchard,BOS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Pete Nance,CLE,PF,0,0,40,59,1,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Peyton Watson,DEN,SF,0,1,37,61,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Precious Achiuwa,2TM,C,0,0,1,47,53,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Precious Achiuwa,NYK,PF,0,0,1,63,36,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Precious Achiuwa,TOR,C,0,0,0,3,97,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Quentin Grimes,2TM,SG,0,82,17,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Quentin Grimes,DET,SG,0,77,23,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Quentin Grimes,NYK,SG,0,83,16,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Quenton Jackson,IND,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,R.J. Hampton,MIA,PG,91,9,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,RJ Barrett,2TM,SG,0,9,69,22,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,RJ Barrett,NYK,SG,0,3,96,1,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,RJ Barrett,TOR,SG,0,14,49,36,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,RaiQuan Gray,SAS,PF,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Rayan Rupert,POR,SG,5,51,43,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Reggie Bullock,HOU,SF,7,35,47,11,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Reggie Jackson,DEN,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Richaun Holmes,2TM,C,0,0,0,3,97,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Richaun Holmes,DAL,C,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Richaun Holmes,WAS,PF,0,0,0,1,99,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ricky Council IV,PHI,SG,0,27,59,14,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Robert Covington,2TM,SF,0,20,65,15,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Robert Covington,LAC,PF,0,0,96,4,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Robert Covington,PHI,SF,0,23,60,16,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Robert Williams,POR,C,0,0,0,18,82,C,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Robin Lopez,MIL,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ron Harper Jr.,TOR,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Royce O'Neale,2TM,SF,2,21,55,22,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Royce O'Neale,BRK,SF,3,30,49,17,1,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Royce O'Neale,PHO,SF,0,6,64,29,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Rudy Gobert,MIN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Rui Hachimura,LAL,PF,0,0,46,49,5,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Russell Westbrook,LAC,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ryan Arcidiacono,NYK,PG,0,65,36,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ryan Rollins,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ryan Rollins,MIL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Ryan Rollins,WAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Saben Lee,PHO,PG,97,3,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Saddiq Bey,ATL,SF,0,1,70,29,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Sam Hauser,BOS,SF,0,12,54,33,1,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Sam Merrill,CLE,SG,18,79,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Sandro Mamukelashvili,SAS,C,0,0,0,54,46,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Santi Aldama,MEM,PF,0,0,5,82,14,PF,C,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Sasha Vezenkov,SAC,PF,0,0,30,64,6,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Scoot Henderson,POR,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Scottie Barnes,TOR,SG,0,31,33,33,2,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Scotty Pippen Jr.,MEM,PG,81,19,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Seth Curry,2TM,SG,30,57,13,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Seth Curry,CHO,SG,3,72,25,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Seth Curry,DAL,SG,40,52,9,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Seth Lundy,ATL,SF,0,0,83,16,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shaedon Sharpe,POR,SG,5,77,18,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shai Gilgeous-Alexander,OKC,PG,98,2,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shake Milton,3TM,SG,21,71,8,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shake Milton,DET,SG,0,74,26,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shake Milton,MIN,SG,23,71,6,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shake Milton,NYK,SG,29,65,7,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Shaquille Harrison,MEM,SG,66,34,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Sidy Cissoko,SAS,SF,0,0,63,37,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Simone Fontecchio,2TM,SF,0,0,74,26,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Simone Fontecchio,DET,SF,0,0,33,67,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Simone Fontecchio,UTA,SF,0,1,90,9,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Skylar Mays,2TM,PG,86,14,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Skylar Mays,LAL,SG,70,30,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Skylar Mays,POR,PG,90,10,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Spencer Dinwiddie,2TM,PG,74,25,1,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Spencer Dinwiddie,BRK,PG,89,11,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Spencer Dinwiddie,LAL,PG,42,54,4,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Stanley Umude,DET,SG,0,13,66,21,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Stephen Curry,GSW,PG,75,25,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
2023-24,Svi Mykhailiuk,BOS,SF,0,48,50,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2024_play-by-play.html
