Season,Player,Team,Pos,PG,SG,SF,PF,C,Primary_Position,Second_Position,SourceURL
2016-17,Beno Udrih,DET,PG,99,1,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bismack Biyombo,ORL,C,0,0,0,15,85,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Blake Griffin,LAC,PF,0,0,0,98,3,PF,C,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Boban Marjanović,DET,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bobby Brown,HOU,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bobby Portis,CHI,PF,0,0,0,77,23,PF,C,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bojan Bogdanović,2TM,SF,0,0,65,35,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bojan Bogdanović,BRK,SF,0,0,73,27,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bojan Bogdanović,WAS,SF,0,0,45,55,0,PF,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Boris Diaw,UTA,PF,0,0,0,98,2,PF,C,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bradley Beal,WAS,SG,3,94,3,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandan Wright,MEM,PF,0,0,0,69,32,PF,C,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Bass,LAC,PF,0,0,1,83,16,PF,C,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Ingram,LAL,SF,0,8,80,12,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Jennings,2TM,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Jennings,NYK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Jennings,WAS,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Knight,PHO,SG,54,46,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brandon Rush,MIN,SG,0,92,8,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brian Roberts,CHO,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Briante Weber,2TM,PG,90,10,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Briante Weber,CHO,PG,87,13,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Briante Weber,GSW,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brice Johnson,LAC,PF,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Brook Lopez,BRK,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bruno Caboclo,TOR,SF,0,0,94,6,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Bryn Forbes,SAS,SG,52,40,8,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Buddy Hield,2TM,SG,0,62,37,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Buddy Hield,NOP,SG,1,71,28,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Buddy Hield,SAC,SG,0,50,50,1,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,C.J. Miles,IND,SF,0,55,45,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,C.J. Watson,ORL,PG,59,42,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,C.J. Wilcox,ORL,SG,0,82,18,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,CJ McCollum,POR,SG,30,70,1,0,0,SG,PG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cameron Payne,2TM,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cameron Payne,CHI,PG,79,22,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cameron Payne,OKC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Caris LeVert,BRK,SF,0,16,84,0,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Carmelo Anthony,NYK,SF,0,0,82,18,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chandler Parsons,MEM,SF,0,0,90,10,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Channing Frye,CLE,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chasson Randle,2TM,PG,98,2,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chasson Randle,NYK,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chasson Randle,PHI,PG,92,8,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cheick Diallo,NOP,PF,0,0,5,91,4,PF,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chinanu Onuaku,HOU,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chris Andersen,CLE,C,0,0,0,4,96,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chris McCullough,2TM,PF,0,0,0,15,86,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chris McCullough,BRK,PF,0,0,0,5,95,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chris McCullough,WAS,PF,0,0,0,100,0,PF,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Chris Paul,LAC,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Christian Wood,CHO,PF,0,0,0,30,70,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Clint Capela,HOU,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cody Zeller,CHO,C,0,0,0,27,73,C,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cole Aldrich,MIN,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Corey Brewer,2TM,SF,0,21,71,7,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Corey Brewer,HOU,SF,0,28,71,2,0,SF,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Corey Brewer,LAL,SF,0,5,72,23,0,SF,PF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cory Joseph,TOR,PG,61,39,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Courtney Lee,NYK,SG,1,72,27,0,0,SG,SF,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Cristiano Felício,CHI,C,0,0,0,0,100,C,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,D'Angelo Russell,LAL,PG,93,7,0,0,0,PG,SG,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,D.J. Augustin,ORL,PG,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
2016-17,Dahntay Jones,CLE,SF,100,0,0,0,0,PG,,https://www.basketball-reference.com/leagues/NBA_2017_play-by-play.html
