RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
32,2017-18,Gerald Green,32,HOU,929,Key Rotation,Off Screen Shooter,Low Activity,-0.44,-0.54,4.38,-0.66,3.27,-0.55,-0.48,-0.17,36.9,-1.28,54.27,12.39,47.52,10.99,62.72,33.51,34.18,57.81,50.47,5.34,0.03,-2.08,-1.89,-0.22,2.49,1.73,6.41,-0.12,-0.11,8.81,28.38,0.34,0.52,29,58.16,54.32,52.7,44.29,44.91,40.49,0.38,-0.22,-0.21,3.62,0.96,0.2,1.25,80,1.02,0.76,71.51,50.76,49.59,78.34,47.59,32.45,55.98,94.79,31.99,58.29,0.28,0.6,0.61,0.37,58.5,6.88,2.69,-0.68,-0.4,-0.2,23.92,61.29,50.9,60.22,76.25,60.64,43.73,44.28,27.17,28.52,33.33,65.99,117.88,23.33,38.86,94.97,96.89,4.85
33,2018-19,Gerald Green,33,HOU,1473,Rotation,Movement Shooter,Low Activity,-0.59,-0.53,4.83,-0.35,3.24,-0.38,-0.29,-0.16,39,-0.55,48.11,12.98,55.89,20.62,62.04,52.64,52.59,58.53,62.41,37.3,0.03,-1.65,-1.69,-0.21,1.98,1.33,6,-0.11,-0.15,9.26,28.38,2.55,1.34,30.64,45.06,41.94,50.41,45.17,37.44,42.57,0.77,0.12,-0.25,4.03,0.83,0.18,1.3,80.77,0.88,0.68,83.2,62.85,46.13,86.45,37.85,30.22,76.17,95.66,15.01,33.62,0.23,0.68,0.68,0.36,56.71,7.42,2.33,-0.53,-1.08,-0.61,17.34,66.15,58.18,58.74,22.52,63.96,31.61,50.98,7.16,9.09,27.27,67.76,114.45,33.17,16.87,97.29,90.92,16.66
34,2015-16,Gerald Green,30,MIA,1557,Key Rotation,Movement Shooter,Chaser,-0.42,0.11,2.7,0.16,2.06,-0.59,-0.32,0.54,21.5,-1.05,55.07,67.82,28.69,67.68,31.06,26.96,50.3,90.53,6.14,11.26,-0.02,-0.36,-0.47,-0.01,0.72,0.02,6.07,0.13,0.04,11.87,78.12,52.51,42.73,65.12,24.54,30.3,50.76,78.53,71,56.04,-0.15,1.25,-0.12,0,0.94,0.25,1.28,0,0.99,0.72,54.44,89.44,58.6,0,46.06,39.36,68.91,0,27.51,46.17,0.3,0.47,0.49,0.29,57.18,0,1.63,-1.2,0.79,0.37,27.79,51.83,37.44,46.74,31.48,0,17.14,22.38,86.34,81.72,45,51.62,110.39,59.05,85.28,42.59,73.93,94.38
35,2016-17,Gerald Green,31,BOS,538,Garbage Time,Off Screen Shooter,Chaser,-1.77,-0.43,3.4,-1.01,2.6,-0.56,-0.61,-0.53,26.5,-0.89,11.78,19.78,33.25,6.25,46,31.84,18.39,29.48,12.81,17.88,0.04,-0.49,-1.03,-0.28,2.34,1.7,4.68,0,-0.25,6.58,20.89,45.34,14.39,19.69,53.93,53.16,41.53,59.59,20.2,30.56,0.77,-0.13,-0.25,5.03,0.64,0,1.32,0,0.85,0.71,83.2,53.67,46.13,96.14,26.77,0,82.76,0,12.05,43.09,0.21,0.5,0.53,0.25,57.03,4.67,2.45,-1.44,-0.29,-0.17,15.81,53.97,41.98,39.48,27.69,48.71,34.92,15.09,32.74,30.74,36,54.58,109.29,39.19,50.73,54.61,67.77,35.16
36,2015-16,Nate Robinson,31,NOP,23,Too Few Games,Low Minute,Point of Attack,-1.22,0.49,1.6,1.81,2.82,-0.08,-0.07,-0.18,6.7,-0.22,25.14,84.42,24.09,96.23,52.29,67.74,64.92,56.81,0.02,58.84,-0.01,-0.22,0.34,1.86,4.79,3.19,34.88,2.65,0.63,37.21,69.88,59.41,78.52,100,93.9,89.17,99.58,100,99.83,99.52,1.93,0.76,0.73,0,1.6,0,1.28,0,1.25,0.83,98.59,80.67,99.67,0,84.54,0,68.91,0,66.5,73.82,0.41,0,0.59,0.37,57.12,0,2.27,-1.28,0.07,-0.01,58.48,0,48.61,60.22,29.79,0,29.67,19.67,56,46.02,20,32.36,126.32,,0,5.65,99.54,
37,2016-17,Jarrett Jack,33,NOP,33,Too Few Games,Low Minute,Point of Attack,-0.81,-0.2,2.27,-2.14,2.49,-0.91,,,15.4,-0.16,39.36,42.73,26.26,1.95,42.79,1.2,,,0.97,61.99,0.01,-0.17,-0.11,0.3,4.55,3.41,50.79,0.61,0.39,14.29,47.26,61.5,63.52,93.08,92.22,91.67,99.93,99.67,97.63,67.22,0.01,-0.1,0.55,3.41,2.27,1.14,1.25,0,1.3,0.8,59.52,54.81,97.99,73.02,96.14,97.18,55.98,0,72.24,68.13,0.46,0,0.51,0.34,57.47,0,3.39,-0.68,0.17,0.09,72,0,39.57,55.37,39.86,0,74.36,44.28,62.77,60.26,20,27.65,99.2,,0,3.25,25.03,
38,2017-18,Jarrett Jack,34,NYK,1548,Starter,Primary Ball Handler,Point of Attack,-0.11,-0.3,4.41,0.33,1.57,-0.75,-0.74,-0.46,32.2,-1.49,68.04,31.71,48.07,73.84,21.11,4.2,7.03,33.81,25.68,2.31,0.08,0.45,1.32,0.13,2.18,1.58,25.01,0.06,0.1,18.23,3.9,80.39,93.31,81.42,49.96,49.33,96.05,68.54,79.05,81.88,-0.35,0.13,0.32,3.9,0.85,0.24,1.18,80.77,0.91,0.65,47.06,63.42,92.04,84.28,39.13,37.9,32.83,95.66,17.89,26.51,0.29,0.1,0.13,0.08,58.26,1.5,2.18,-0.6,0.89,0.22,25.87,24.18,1.56,15.95,64.58,37.35,27.32,48.01,88.32,71.94,35.24,56.14,101.85,58.33,48.21,61.11,31.85,93.6
39,2015-16,Jarrett Jack,32,BRK,1027,Starter,Primary Ball Handler,Point of Attack,-0.62,-0.05,2.8,-0.2,2.07,-0.79,-0.76,-0.29,22.3,-0.93,46.92,56.46,29.37,27.26,31.38,3.17,5.74,47.66,7.28,16.05,0.01,2.17,2.29,0.44,0.69,0,35.93,0.41,0.26,26.42,47.26,98.28,98.58,97.55,23.89,0,99.71,97.97,93.15,95.4,1.09,1.24,0.66,0,1.24,0.55,1.19,0,1.23,0.73,90.18,89.25,99.23,0,67.87,77.74,35.46,0,64.27,48.92,0.51,0.25,0.29,0.21,57.55,0,1.85,-0.33,-0.17,0.12,81.34,33.77,14.39,32.99,42.7,0,20.36,59.83,39.38,63.15,37.78,39.14,105.12,55.56,58.83,10.6,45.56,89.62
40,2015-16,Ian Mahinmi,29,IND,1816,Starter,Roll + Cut Big,Anchor Big,2.51,1.15,7.4,0.46,6.2,2.52,2.82,1.42,47.8,2.79,98.63,96.14,86.57,78.32,90.54,97.31,98.58,98.04,91.76,99.63,-0.02,-0.68,-0.29,-0.03,0.94,0,1.1,-0.73,-0.01,13.74,78.12,34.32,53.24,62.2,28.66,0,19.49,5.23,62.88,64.43,-1.05,-0.87,-0.83,0,1.33,0.39,1.21,0,1.31,0.9,23.53,20.11,2.39,0,73.35,60.01,40.67,0,73.26,83.84,0.4,1.53,1.5,0.7,54.53,0,2.65,1.06,1.67,0.86,55.17,89.26,89.62,86.38,14.26,0,42.08,91.76,97.38,96.09,28.97,26.82,92.89,28.48,22.56,2.89,11.37,9.97
41,2016-17,Ian Mahinmi,30,WAS,555,Rotation,Post Scorer,Mobile Big,0.28,0.31,8.28,1.04,7.17,2.3,2.23,0.17,44.1,1.11,80.57,78.18,91.54,89.89,94.92,95.48,95.05,80.51,83.88,92.77,-0.01,-0.87,-0.69,-0.28,5.92,4.78,1.45,-0.66,-0.33,6.79,69.88,24.66,30.32,19.69,97.69,98.19,21.56,7.56,11.47,31.54,-1.3,-0.87,-0.8,3.3,2.22,1.08,1.24,0,1.85,0.96,15.16,20.11,3.63,70.04,95.76,96.57,52.19,0,96.41,89.13,0.75,1.62,1.51,0.96,58.35,9.52,5.67,1.7,0.02,0.08,97.25,90.53,89.83,93.25,69.41,74.11,99.33,95.93,52.28,59.07,37.78,36.1,100.29,52.46,58.83,7.92,27.93,82.98
42,2017-18,Ian Mahinmi,31,WAS,1145,Rotation,Roll + Cut Big,Mobile Big,0.01,0.91,7.62,0.41,6.41,1.95,1.75,-0.33,40.3,2.31,72.87,93.38,88.05,76.76,91.53,91.94,90.2,43.76,69.78,98.92,-0.03,-0.42,-0.36,-0.18,3.56,2.84,3.28,-0.59,-0.16,9.69,84.18,49.35,49.06,35.86,81.1,83.64,30.51,11.47,35.47,44.73,-1.13,-0.78,-0.61,3.03,1.25,0.53,1.27,48.68,1.24,0.74,20.65,26.58,13.64,62.88,68.36,76.1,64.58,49.85,65.25,52.06,0.49,1.38,1.34,0.78,58.58,9.42,4.07,-0.75,0.92,0.59,77.9,87.13,86.85,88.85,79.57,73.65,89.96,41.55,88.83,90.86,36.64,47.07,103.32,63.76,54.51,27.36,37.25,97.49
43,2018-19,Ian Mahinmi,32,WAS,498,Rotation,Roll + Cut Big,Anchor Big,0.71,0.38,8.63,-0.31,6.41,2.16,2.29,0.86,44.3,-0.52,89.53,81.14,93.29,22.15,91.53,94.01,95.71,94.51,84.47,39.46,-0.02,-0.68,-0.54,-0.34,4.79,3.61,3.49,-0.72,-0.39,10.51,78.12,34.32,38.55,13.07,93.9,93.46,31.97,5.55,7.34,49.02,-1.31,-1.26,-0.54,3.24,1.84,0.66,1.29,42.86,1.57,0.96,14.88,2.85,20.34,68.33,90.79,85.29,72.6,45.7,89.74,89.13,0.52,1.18,1.12,0.56,56.8,8.21,4.44,0.7,1.09,0.71,82.85,83.21,81.04,79.74,23.82,67.92,94.45,87.97,91.67,93.28,36.82,48.18,96.82,41.63,55.21,30.25,19.38,44.04
44,2019-20,Ian Mahinmi,33,WAS,808,Rotation,Roll + Cut Big,Anchor Big,0.87,1.14,9.41,1.19,7.53,2.03,1.69,-0.72,51.3,1.63,91.26,95.93,96.43,91.54,96.47,92.67,89.57,20.03,96.08,96.38,-0.04,0.06,0.15,-0.23,4.71,3.9,4.96,-0.57,-0.19,15.71,87.96,69.87,73.71,27.26,93.41,95.4,43.76,12.61,29.97,73.39,-1.49,-0.95,-0.53,2.91,1.39,0.58,1.25,55.56,1.32,0.78,9.99,14.82,21.42,59.65,76.21,80.06,55.98,59.62,74.1,63.86,0.51,1.97,1.87,0.99,57.81,13.5,4.9,0.47,1,0.48,81.34,94.06,94.57,93.85,50.18,87.45,97.31,84.23,90.16,87.05,31.83,49.38,95.91,41.38,34.07,33.94,17.6,43.17
45,2016-17,David Lee,33,SAS,1477,Rotation,Post Scorer,Helper,1.43,0.18,5.67,0.61,5.16,0.77,0.78,0.05,34.2,-0.09,95.48,71.53,70.69,82.43,83.79,79.91,79.56,75.17,35.28,65.5,-0.04,-1.15,-1.19,-0.34,1.97,1.48,2.45,-0.41,-0.29,7.04,87.96,13.12,9.16,13.07,44.77,46.23,25.44,24,15.48,32.75,-1.01,-0.8,-0.62,3.73,0.79,0.31,1.23,0,0.86,0.57,25.12,25.08,12.84,81.07,34.81,48.32,48.19,0,13.13,11.34,0.34,1.02,1.01,0.62,58.22,7.66,2.69,-0.42,-0.39,-0.4,36.37,79.44,77.69,82.96,63.5,65.16,43.73,56.3,27.63,17.11,45.1,56.45,96.91,41.33,85.76,62.37,19.63,43.07
46,2015-16,David Lee,32,BOS/DAL,903,Rotation,Post Scorer,Helper,0.57,0.25,6.57,0.03,5.1,1.22,1.58,1.28,40.3,-0.41,87.11,75.4,80.87,61.85,83.34,84.19,88.23,97.38,69.78,46.89,0,-1.22,-0.57,-0.15,0.98,0.2,1.57,-0.62,-0.13,10.29,59.35,10.79,37.06,41.57,29.63,31.61,22.15,9.66,41.31,47.98,-1.04,-0.84,-0.76,0,0.9,0.12,1.22,0,0.98,0.78,23.98,22.47,5.73,0,42.69,25.8,44.45,0,26.13,63.86,0.24,1.14,1.11,0.63,57.13,0,2.24,0.1,0.5,0.45,18.09,82.34,80.84,83.41,30.35,0,28.98,75.67,77.91,85.8,32.06,38.56,95.13,38.68,35.26,9.92,15.96,33.06
47,2016-17,Brandon Bass,31,LAC,577,Garbage Time,Post Scorer,Helper,-1.07,-0.26,4.45,-0.76,3.75,0.48,0.43,-0.27,32.4,0.03,30.02,36.02,48.92,9.07,70.66,77.25,75.56,49.06,26.42,70.2,0.03,-0.97,-0.81,-0.24,2.49,1.97,2.68,-0.52,-0.24,5.27,28.38,20.05,24.02,25.66,58.16,62.21,26.57,15.97,21.89,26.94,-0.94,-0.93,-0.6,2.95,0.92,0.39,1.22,0,1.02,0.65,27.46,15.83,14.54,60.62,44.25,60.01,44.45,0,31.99,26.51,0.4,0.72,0.72,0.4,57.33,7.1,2.87,-0.71,-0.66,-0.42,55.17,68.19,62.07,64.7,35.78,62.04,50.98,43.07,17.15,16.01,32.17,50.64,97.97,38.42,35.62,38.34,22.19,32.35
48,2015-16,Brandon Bass,30,LAL,1342,Key Rotation,Roll + Cut Big,Helper,0.13,-0.21,5.8,-0.54,4.66,1.29,0.85,-1.3,41.7,0.49,76.68,41.56,72.35,14.09,79.83,84.94,80.39,5.17,75.38,83.75,0.02,-1.01,-0.69,-0.21,0.59,0,1.38,-0.63,-0.26,11.53,37.58,18.35,30.32,30.64,21.94,0,21.06,9.06,18.75,54.4,-0.39,-0.79,-0.75,0,0.93,0.34,1.21,0,0.99,0.65,45.84,25.82,6.14,0,45.13,52.94,40.67,0,27.51,26.51,0.36,1.55,1.51,0.89,57.68,0,2.45,-0.08,-1.08,-0.53,41.88,89.52,89.83,91.74,46.54,0,34.92,69.59,7.16,11.63,42.96,37.46,97.15,40.87,79.14,9.09,20.26,41.21
49,2015-16,CJ Miles,28,IND,1464,Starter,Off Screen Shooter,Low Activity,-0.75,-0.28,3.62,0.42,2.59,-0.39,-0.37,-0.24,32.1,-0.78,42.06,34.01,35.88,77.05,45.68,51.83,45.31,52.07,25.38,23.54,-0.01,-1.05,-1.23,-0.23,0.77,0,2.01,0.01,-0.29,7.12,69.88,16.65,7.99,27.26,25.42,0,23.72,61.27,15.48,33.13,-0.27,-0.09,-0.42,0,1.32,0.55,1.14,0,1.31,0.78,49.94,55.21,32.06,0,72.91,77.74,26.31,0,73.26,63.86,0.52,0.72,0.73,0.45,57.68,0,2.22,-0.03,-0.66,-0.13,82.85,68.19,62.97,71.58,46.54,0,28.43,71.33,17.15,33.8,49.27,63.72,102.53,59.45,93.83,90.2,34.06,94.64
50,2016-17,CJ Miles,29,IND,1776,Key Rotation,Off Screen Shooter,Low Activity,-0.33,0.22,1.97,-0.12,1.72,-0.63,-0.46,0.18,20.1,-0.27,58.86,73.94,24.95,30.74,23.4,20.43,36.3,80.89,4.75,55.55,0.02,-0.77,-1.29,-0.29,2.48,1.88,2.58,-0.13,-0.21,7.8,37.58,29.38,6.47,18.3,57.96,59.09,26.13,43.16,26.64,36.05,0.74,-0.17,-0.34,4.24,0.98,0.39,1.19,0,1.02,0.64,82.36,52.54,38.42,89.39,49.04,60.01,35.46,0,31.99,24.2,0.39,0.54,0.54,0.35,58.12,6.43,2.73,-0.58,1.44,1.44,51.54,56.99,43.11,57.19,60.26,58.16,45.26,48.76,95.85,99.63,43.64,57.35,102.36,64.35,81.38,66.8,33.53,97.8
51,2018-19,CJ Miles,31,TOR/MEM,856,Rotation,Off Screen Shooter,Low Activity,-0.11,-0.17,3.04,0.43,1.8,-0.59,-0.53,-0.35,32.7,-0.71,68.04,45.78,30.77,77.38,24.92,26.96,27.71,42.2,27.65,27.21,0,-2.01,-2.01,-0.27,2.71,1.92,4.47,-0.12,-0.22,6.82,59.35,0.44,0.29,20.73,63.46,60.54,39.68,44.29,25.12,31.76,-0.1,-0.64,-0.41,3.21,1.08,0.29,1.17,74.29,1.1,0.78,55.97,35.03,33.09,67.66,56.41,45.34,30.77,90.07,43.97,63.86,0.33,0.62,0.63,0.42,57.86,9.04,2.88,-0.83,-0.34,0,33.91,62.57,52.98,67.78,51.7,71.73,51.54,37.64,29.95,47.46,31.85,69.11,105,51.73,34.18,98.36,44.86,81
52,2021-22,CJ Miles,34,BOS,2,Too Few Games,Low Minute,Helper,,0.16,0,0,0,0.1,0.1,-0.23,,,,70.45,0,36.89,0,72.55,70.91,52.72,,,,,-0.17,-0.71,0,0,0,-0.89,-0.6,0,,,59.66,0.51,0,0,0,1.68,0.93,0,,-1.58,-0.75,0,0,0,1.5,0,1.16,0.75,,0.71,6.14,0,0,0,99.28,0,53.76,55.08,0.41,0,0.7,0.4,57.38,0,3.13,-2.06,0.05,0.02,58.48,0,60.21,64.7,36.57,0,63.75,4.13,54.39,50.32,,16.67,115.95,16.67,,0.63,94.33,0
53,2017-18,CJ Miles,30,TOR,1336,Rotation,Off Screen Shooter,Low Activity,-0.46,-0.68,3.24,-0.06,1.4,-0.56,-0.36,0.24,33,-1.32,53.44,5.88,32.1,33.75,19.31,31.84,46.47,83.08,29.04,4.59,0.05,-2.54,-2.59,-0.31,2.71,2.12,5.3,-0.11,-0.26,5.2,14.68,0,0.05,15.95,63.46,66.94,46,45.17,18.75,26.7,0.73,0.43,-0.39,3.36,1.04,0.45,1.19,69.81,1.07,0.64,82,72.63,34.61,71.48,53.56,67.58,35.46,84.4,39.1,24.2,0.44,0.59,0.6,0.35,58.3,9.17,2.82,-0.84,-1.3,-0.88,66.97,60.62,49.68,57.19,66.44,72.57,48.95,37.01,4.01,3.52,33.79,64.09,106.57,44.74,42.82,91.2,52.37,56.36
54,2019-20,CJ Miles,32,WAS,161,Garbage Time,Off Screen Shooter,Helper,-0.91,0.53,4.9,1.33,2.38,-0.56,-0.38,0.03,39.7,-0.3,35.29,85.6,57.61,92.99,39.57,31.84,44.43,73.8,66.18,53.84,-0.04,-0.93,-0.73,-0.1,4.05,2.98,4.88,-0.05,-0.15,5.62,87.96,21.8,28.14,50.67,87.82,85.93,43.15,52.6,37.44,27.82,0.09,-0.35,-0.37,3.62,2.13,1.07,1.15,53.85,1.49,0.82,62.19,46.03,36.33,78.34,95.04,96.33,27.61,57.3,86.27,72.05,0.56,0.85,0.82,0.43,58.29,11.11,3.88,-0.92,0.38,0.25,87.71,73.64,68.64,69.44,65.97,80.1,86.78,33.57,73.52,74.2,55,56.25,95.85,25.56,98.56,61.6,17.48,6.76
55,2016-17,Ersan Ilyasova,29,OKC/PHI/ATL,2142,Starter,Stretch Big,Helper,0.69,0.12,4.86,-0.12,4.05,0.15,0.42,0.74,37.4,0.55,89.22,68.31,56.73,30.74,74.4,73.41,75.45,93.16,53.4,84.88,0.03,-0.14,-0.62,-0.14,3.23,2.7,2.43,-0.24,-0.1,15.54,28.38,62.89,34.11,43.25,75.63,81.11,25.35,34.08,46.82,72.78,-0.21,-0.91,-0.57,2.97,0.99,0.46,1.17,0,1.02,0.58,51.9,17.21,17.33,61.16,49.83,68.55,30.77,0,31.99,12.88,0.45,0.39,0.4,0.25,57.78,4.69,3.27,1.03,0.36,0.32,69.39,45.7,26.95,39.48,49.44,48.81,69.47,91.46,72.57,78.76,38.89,62.03,101.18,53.76,63.78,85.32,30.03,86.27
56,2018-19,Ersan Ilyasova,31,MIL,1231,Rotation,Stretch Big,Helper,-0.36,0.5,6.77,0.28,5.03,1.48,1.52,0.33,39.1,0.7,57.39,84.71,82.68,72.12,82.78,86.58,87.74,85.84,63,87.66,0.01,-0.25,-0.48,-0.12,2.85,2.36,3.86,-0.29,-0.14,11.5,47.26,57.81,42.14,46.81,66.93,73.58,34.85,30.98,39.28,54.22,-1.11,-1.06,-0.45,3.46,0.92,0.43,1.25,51.72,0.96,0.57,21.46,8.38,29.45,74.55,44.25,65.13,55.98,54.43,23.49,11.34,0.42,0.58,0.59,0.27,56.29,5.42,2.93,0.29,1.27,1.01,61.59,59.93,48.61,43.17,18.61,52.64,53.83,80.44,94.04,97.87,35.47,66.76,93.09,36.07,49.18,96.11,11.73,24.86
57,2019-20,Ersan Ilyasova,32,MIL,986,Rotation,Stretch Big,Helper,-0.32,0.53,5.16,1.05,2.91,0.56,0.96,1.22,36.9,-0.17,59.22,85.6,62.31,90.07,54.61,78.08,81.57,97.02,50.47,61.6,-0.04,-1.01,-1.26,-0.3,2.51,1.92,5.99,-0.3,-0.19,10.03,87.96,18.35,7.01,17.03,58.6,60.54,50.34,30.33,29.97,46.44,-1.35,-1.05,-0.5,4.22,0.84,0.24,1.19,62.5,0.91,0.64,13.82,9.04,24.63,89.21,38.47,37.9,35.46,70.93,17.89,24.2,0.3,0.59,0.6,0.45,59.7,6.49,2.86,-0.36,1.28,1,27.79,60.62,49.68,71.58,95.68,58.58,50.51,58.93,94.21,97.75,37.63,64.76,91.89,30.48,58.5,92.65,9.05,12.4
58,2015-16,Ersan Ilyasova,28,DET/ORL,1880,Key Rotation,Stretch Big,Helper,-0.39,-0.1,5.46,-0.39,4.47,0.15,0.12,-0.24,40,0.89,56.26,52.48,67.25,19.28,78.45,73.41,71.4,52.07,67.63,90.25,0.02,-0.48,-0.49,-0.12,0.52,0,1.77,-0.24,-0.16,13.09,37.58,46,41.61,46.81,20.56,0,22.78,34.08,35.47,61.68,-0.25,-0.73,-0.62,0,1.04,0.52,1.19,0,1.07,0.58,50.71,29.89,12.84,0,53.56,75.3,35.46,0,39.1,12.88,0.5,0.66,0.66,0.36,56.8,0,2.09,-0.39,-1.2,-0.27,79.78,64.93,56.42,58.74,23.82,0,25.12,57.7,5.4,24.07,44.44,53.67,98.93,51.61,84.16,50.96,24.22,80.67
59,2017-18,Ersan Ilyasova,30,ATL/PHI,1730,Starter,Stretch Big,Helper,0.24,0.42,5.56,0.61,4.35,0.72,0.91,0.61,36.4,0.08,79.58,82.45,68.73,82.43,77.48,79.35,81.03,91.6,47.49,71.93,-0.03,0.08,0.07,-0.04,3.22,2.49,4.8,-0.18,-0.02,14.96,84.18,70.4,71.15,60.4,75.49,76.72,42.63,38.64,61.18,70.25,-1.13,-0.67,-0.48,3.2,1.3,0.58,1.22,64.95,1.28,0.73,20.65,33.43,26.61,67.43,71.71,80.06,44.45,75.78,70.13,48.92,0.54,0.55,0.56,0.29,57.54,5.58,3.51,-0.14,-0.38,-0.12,85.32,57.7,45.06,46.74,42.49,53.72,78,67.47,28.17,34.77,39.83,62.67,95.72,39.22,66.16,87.4,17.26,35.28
60,2020-21,Ersan Ilyasova,33,UTA,148,Garbage Time,Movement Shooter,Helper,-1.27,-0.31,9.79,-0.49,6.71,0.96,0.86,-0.29,44.7,-0.65,23.32,30.71,97.4,15.68,92.99,81.89,80.44,47.66,85.58,30.64,0,-1.11,-0.68,-0.49,5.41,3.87,3.85,-0.56,-0.41,8.91,59.35,14.48,30.88,4.65,96.49,95.16,34.78,13.35,6.44,40.91,-1.39,-1.03,-0.61,4.38,2.58,1.03,1.26,50,1.6,0.91,12.94,9.88,13.64,91.21,97.85,95.86,60.56,50.35,90.71,84.99,0.53,0.77,0.76,0.34,57.79,6.67,4.01,-0.94,-0.19,-0.11,84.16,70.43,64.96,55.37,49.59,59.44,88.92,32.82,38.16,35.6,23.64,60.02,94.5,43.25,9.37,78.3,14.61,50.8
61,2015-16,Monta Ellis,30,IND,2734,Starter,Primary Ball Handler,Chaser,-1.11,-0.44,1.78,-0.32,1.24,-0.7,-0.59,-0.04,16.5,-1.34,28.67,18.91,24.47,21.71,17.89,10.88,20.99,68.72,1.42,4.26,0.07,0.28,-0.12,-0.03,1.22,0,15.57,0.06,-0.01,11.35,6.89,76.11,62.77,62.2,33.04,0,81.75,68.54,62.88,53.52,1.1,1.82,0.08,0,2.03,0.81,1.17,0,1.94,1.15,90.42,95.39,77.63,0,93.84,91.71,30.77,0,97.65,96.94,0.75,0.5,0.51,0.3,57.45,0,2.78,-0.28,-0.02,0.18,97.25,53.97,39.57,48.75,39.39,0,47.4,62.04,49.2,68.62,32,57.43,103.57,56.45,34.6,67.04,38.08,91.04
62,2016-17,Monta Ellis,31,IND,1998,Starter,Secondary Ball Handler,Chaser,-1.02,-0.56,2.03,-0.39,1.48,-0.73,-0.37,0.78,19.6,-1.19,31.8,11.4,25.25,19.28,20.13,7.75,45.31,93.74,3.74,7.34,0.04,-0.35,-0.35,-0.04,3.89,3.07,7.77,0.2,-0.05,12.35,20.89,52.95,49.69,60.4,86,87.51,58.93,86.64,55.61,58.42,1.34,0.3,0.04,3.44,1.47,0.64,1.21,0,1.43,0.82,93.56,68.71,74.43,73.88,80,84.14,40.67,0,82.68,72.05,0.59,0.51,0.52,0.27,56.87,7.74,3.74,-0.51,-0.75,-0.26,89.99,54.71,40.71,43.17,24.79,65.71,83.56,51.8,14.49,24.58,52.73,53.25,109.54,51.17,97.53,49.09,69.22,79.72
