RecordID,Season,Player,Age,Team(s),Minutes,Rotation Role,Offensive Role,Defensive Role,Screener Rim Defense,Rim Protection,Rim Contests Per 75 Possessions,Rim Points Saved Per 75 Possessions,Stable Rim DFGA Per 75 Possessions,Help Defensive Activity,Help Defense Talent,Help Effectiveness Rating,Percentage of Shots at Rim Contested,Post Defense,Screener Rim Defense_percentile,Rim Protection_percentile,Rim Contests Per 75 Possessions_percentile,Rim Points Saved Per 75 Possessions_percentile,Stable Rim DFGA Per 75 Possessions_percentile,Help Defensive Activity_percentile,Help Defense Talent_percentile,Help Effectiveness Rating_percentile,Percentage of Shots at Rim Contested_percentile,Post Defense_percentile,Stable Rim dFG% vs. Expected,Perimeter Isolation Defense,Matchup Difficulty,Guarded Shooting Talent,Passing Lane Defense,Deflections Per 75 Possessions,% of Time Guarding Primary Ball Handlers,Guarded 3PT Shooting Talent,Guarded Midrange Talent,% of Time Guarding Usage Tier 1 Players,Stable Rim dFG% vs. Expected_percentile,Perimeter Isolation Defense_percentile,Matchup Difficulty_percentile,Guarded Shooting Talent_percentile,Passing Lane Defense_percentile,Deflections Per 75 Possessions_percentile,% of Time Guarding Primary Ball Handlers_percentile,Guarded 3PT Shooting Talent_percentile,Guarded Midrange Talent_percentile,% of Time Guarding Usage Tier 1 Players_percentile,Off-Ball Chaser Defense,Ball Screen Navigation,Guarded 3PT Shot Creation,3PT Contests Per 75 Possessions,Steals Per 75 Possessions,Pickpocket Rating,Defensive Miles Per 75 Possessions,Loose Ball Recovery Rate,Stable Steals Per 75,Stable Bad Pass Steals Per 75,Off-Ball Chaser Defense_percentile,Ball Screen Navigation_percentile,Guarded 3PT Shot Creation_percentile,3PT Contests Per 75 Possessions_percentile,Steals Per 75 Possessions_percentile,Pickpocket Rating_percentile,Defensive Miles Per 75 Possessions_percentile,Loose Ball Recovery Rate_percentile,Stable Steals Per 75_percentile,Stable Bad Pass Steals Per 75_percentile,Stable Lost Ball Steals Per 75,Blocks Per 75 Possessions,Stable Blocks Per 75,Stable Recovered Blocks Per 75,Stable Recovered Blocks%,Block Rate on Contests,Defensive Playmaking,Screener Mobile Defense,Rim Deterrence,Rim Deterrence Per 100,Stable Lost Ball Steals Per 75_percentile,Blocks Per 75 Possessions_percentile,Stable Blocks Per 75_percentile,Stable Recovered Blocks Per 75_percentile,Stable Recovered Blocks%_percentile,Block Rate on Contests_percentile,Defensive Playmaking_percentile,Screener Mobile Defense_percentile,Rim Deterrence_percentile,Rim Deterrence Per 100_percentile,DHO Coverage Versatility,Defensive Role Versatility,Overall Coverage Versatility,P&R Coverage Versatility,DHO Coverage Versatility_percentile,Defensive Role Versatility_percentile,Overall Coverage Versatility_percentile,P&R Coverage Versatility_percentile
4770,2015-16,Jeremy Lamb,23,CHO,1227,Rotation,Off Screen Shooter,Low Activity,-1.02,-0.04,2.79,-0.14,2.24,-0.61,-0.37,0.42,20,-0.55,31.8,57.23,29.26,29.72,35.68,23.66,45.31,88.35,4.2,37.3,0.04,-1.26,-1.38,-0.16,0.96,0,4.64,0.07,-0.08,4.93,20.89,9.77,4.82,39.48,29.14,0,41.13,69.99,50.56,26.06,-0.12,-0.73,-0.21,0,1.3,0.34,1.27,0,1.29,0.91,55.37,29.89,49.59,0,71.71,52.94,64.58,0,71.16,84.99,0.37,0.93,0.92,0.49,56.68,0,2.31,-1.14,1.48,0.8,44.84,76.79,73.93,74.68,22.24,0,31.03,24.98,96.24,95.02,37.78,50.63,110.91,60.81,58.83,38.33,76.68,95.65
4771,2016-17,Jeremy Lamb,24,CHO,1143,Rotation,Secondary Ball Handler,Low Activity,-1.1,-0.7,3.57,-0.76,2.96,-0.57,-0.85,-1.28,25.4,-1.31,28.93,5.09,35.29,9.07,55.81,30.28,1.92,5.47,11.43,4.81,0.08,-1.03,-1.1,-0.24,2.83,2.16,3.92,0.02,-0.19,6.76,3.9,17.49,11.93,25.66,66.35,68.11,35.27,62.66,29.97,31.4,0.97,0.1,-0.15,5.09,0.91,0.24,1.28,0,0.97,0.71,87.6,62.07,55.66,96.36,43.47,37.9,68.91,0,24.81,43.09,0.29,0.77,0.77,0.32,55.78,7.52,2.95,-1.06,0.28,0.11,25.87,70.43,65.83,51.96,16.02,64.5,54.82,27.93,68.88,62.19,28,50.07,109.74,39.33,18.46,36.35,70.35,35.66
4772,2017-18,Jeremy Lamb,25,CHO,1967,Key Rotation,Secondary Ball Handler,Low Activity,-0.56,-0.47,3.95,-0.58,1.99,-0.7,-0.57,-0.05,29.4,-0.64,49.39,16.92,40.33,13.09,29.18,10.88,23.33,67.84,17.96,31.5,0.1,-1.54,-1.64,-0.18,3.14,2.36,7.28,0.08,-0.19,5.72,0.87,3.76,1.57,35.86,73.55,73.58,56.76,71.57,29.97,28.07,-0.24,-1.36,-0.18,4.62,1.16,0.38,1.26,75,1.16,0.78,51.08,1.79,52.53,93.55,62.08,58.74,60.56,90.44,53.76,63.86,0.39,0.61,0.61,0.35,58.14,7.34,3.11,-0.44,0.79,0.58,51.54,62,50.9,57.19,60.88,63.37,62.94,55.39,86.34,90.62,60,58.77,104.38,55.91,99.4,72.81,41.89,90.26
4773,2018-19,Jeremy Lamb,26,CHO,2250,Star,Secondary Ball Handler,Chaser,-0.3,-0.69,5.4,-0.55,3.07,-0.49,-0.52,-0.59,37,-1.73,60.09,5.4,66.23,13.88,58.31,42.18,28.91,26.2,51.06,0.92,0.09,-0.89,-0.54,-0.02,3.66,2.63,6.62,0.1,-0.08,13.99,1.98,23.67,38.55,63.65,82.49,79.88,53.56,74.24,50.56,65.83,0.32,0.84,-0.09,4.5,1.44,0.41,1.28,70.27,1.41,0.98,69.6,82.6,62.22,92.41,78.66,62.72,68.91,85.15,81.52,90.59,0.41,0.53,0.53,0.29,56.77,6.31,3.63,-0.49,0.38,0.06,58.48,56.27,41.98,46.74,23.38,57.53,81.36,52.81,73.52,56.5,29.36,62,112.4,36.4,23.77,85.22,83.73,25.8
4774,2015-16,Kendall Marshall,24,PHI,400,Rotation,Shot Creator,Point of Attack,-1.18,-0.41,2.09,-0.46,1.32,-0.72,-0.68,-0.23,22.1,-0.16,26.47,21.5,25.5,16.67,18.48,8.55,11.34,52.72,6.95,61.99,0.04,-0.44,-0.55,-0.08,0.64,0,20.47,0.05,-0.01,11.76,20.89,48.22,38.14,54.19,22.89,0,90.63,67.11,62.88,55.46,0.37,-0.61,0.18,0,1.45,0.82,1.17,0,1.35,0.73,71.08,36.41,85.13,0,79.15,92.06,30.77,0,76.66,48.92,0.6,0.18,0.27,0.1,56.62,0,1.89,-1.25,0.07,0.15,90.76,28.46,12.17,17.6,21.5,0,21.11,20.64,56,66.08,25.71,53.76,105.49,34.62,12.42,51.28,47.39,21.29
4775,2015-16,John Henson,25,MIL,959,Rotation,Post Scorer,Mobile Big,0.69,0.94,10.15,2.68,9.36,1.94,2.11,0.84,53.9,-0.93,89.22,93.65,98.16,98.48,99.57,91.81,93.9,94.4,97.4,16.05,-0.09,-1.86,-1.13,-0.31,0.52,0,0.7,-0.57,-0.29,9.23,98.16,0.87,10.85,15.95,20.56,0,18.5,12.61,15.48,42.36,-1.27,-0.9,-0.81,0,0.72,0.2,1.31,0,0.85,0.62,16.16,18.01,3.21,0,30.61,32.45,79.67,0,12.05,19.87,0.28,4.37,4.1,2.63,60.32,0,4.57,0.93,-0.55,-0.58,23.92,99.73,99.93,99.99,98.31,0,95.36,90.72,21.03,9.78,33.71,35.18,99.57,52.62,42.5,7.31,25.95,83.39
4776,2016-17,John Henson,26,MIL,1123,Rotation,Roll + Cut Big,Mobile Big,0.46,0.87,8.67,0.09,7.54,2.21,2.24,0.46,51.3,2.07,84.9,92.79,93.55,64.64,96.51,94.5,95.16,89.13,96.08,98.26,-0.02,-0.54,-0.38,-0.05,3.01,2.36,1.3,-0.68,-0.05,13.98,78.12,41.95,47.91,58.71,70.46,73.58,20.65,6.96,55.61,65.76,-0.8,-1.07,-0.8,2.39,0.99,0.34,1.28,0,1.04,0.69,32.01,7.9,3.63,47.38,49.83,52.94,68.91,0,34.72,36.65,0.37,2.66,2.54,1.48,58.18,16.56,4.7,1.14,-0.12,-0.27,44.84,97.77,98.24,98.47,62.13,92.64,96.12,92.57,42.31,24.07,36.62,32.62,100.97,52.4,54.42,5.77,29.52,82.7
4777,2017-18,John Henson,27,MIL,1970,Key Rotation,Roll + Cut Big,Mobile Big,2.41,0.59,9.44,0.79,7.68,1.95,1.8,-0.13,48,0.62,98.29,87.34,96.51,86.2,96.98,91.94,90.78,61.04,92.15,86.2,-0.05,-0.53,0.27,-0.15,2.69,2.15,3.27,-0.54,-0.12,15.39,90.89,42.67,76.71,41.57,63.14,67.74,30.43,14.59,42.93,72.12,-0.9,-0.89,-0.58,2.51,0.86,0.33,1.27,48.61,0.91,0.59,28.85,18.7,16.1,50.05,39.75,51.54,64.58,49.78,17.89,14.57,0.35,2.09,2.04,1.29,60.29,14.95,3.95,4.5,-0.89,-0.86,38.74,95.21,95.97,97.31,98.25,90.22,88.14,99.95,11.19,3.76,45.63,43.31,99.01,47.5,87.07,17.18,24.51,67.23
4778,2018-19,John Henson,28,MIL,188,Garbage Time,Stretch Big,Anchor Big,-0.63,1.01,4.17,2.43,5.43,1.72,1.71,0.23,19.5,0.41,46.56,94.44,43.56,98.19,85.76,89.18,89.79,82.67,3.69,81.84,-0.06,-0.64,-0.41,-0.16,1.99,1.45,2.49,-0.51,-0.11,9.91,93.46,36.92,46.06,39.48,45.38,45.44,25.64,16.71,44.91,45.89,-2.15,-0.91,-0.63,3.8,1.27,0.72,1.2,70.59,1.19,0.7,1.07,17.21,12.28,82.24,69.7,88.33,37.74,85.5,58.58,39.84,0.48,1.99,1.66,0.95,57.58,11.96,3.76,-0.26,1.05,0.43,76.1,94.43,92.28,93.15,43.69,83.15,83.92,62.67,91.15,84.65,22.79,46.44,87.16,19.64,8.62,25.55,2.46,3.26
4779,2019-20,John Henson,29,CLE/DET,600,Rotation,Roll + Cut Big,Anchor Big,-0.01,0.55,9.34,1.36,7.29,1.87,1.8,0.11,43.6,0.25,71.97,86.18,96.17,93.29,95.36,90.96,90.78,78.34,82.26,77.71,-0.04,-0.56,-0.66,-0.23,4.02,3.03,4.08,-0.55,-0.13,4.88,87.96,40.92,31.91,27.26,87.42,86.83,36.33,13.94,41.31,25.91,-1.42,-0.99,-0.67,3.65,1.49,0.5,1.22,57.14,1.37,0.87,12.11,12.3,10.01,79.31,80.88,73.12,44.45,61.89,78.37,80.65,0.45,2.6,2.39,1.4,58.98,16.15,5.14,1.91,-0.38,-0.13,69.39,97.57,97.65,98.08,88.69,92.22,98.39,96.72,28.17,33.8,29.9,53.86,92.83,37.27,25.33,51.74,11.2,28.59
4780,2019-20,Maurice Harkless,26,LAC/NYK,1427,Key Rotation,Stationary Shooter,Wing Stopper,-0.23,-0.28,5.29,0.2,2.44,-0.52,-0.59,-0.79,38.9,-0.93,63.04,34.01,64.53,69.07,41.29,38.29,20.99,16.94,61.91,16.05,0.03,1.36,1.84,0.34,4.37,3.35,13.91,0.25,0.2,26.91,28.38,93.8,96.95,94.69,90.87,90.96,78.13,90.99,88.98,95.76,1.26,1.29,0.2,3.57,1.44,0.42,1.3,64.29,1.39,0.94,92.76,90.03,86.19,77.18,78.66,64.03,76.17,74.52,79.91,87.61,0.42,0.82,0.82,0.38,56.79,9.59,3.92,-0.03,-1.48,-0.83,61.59,72.54,68.64,61.37,23.6,74.5,87.68,71.33,2.51,4.25,45.31,66.4,106.44,42.27,86.31,95.55,51.57,46.98
4781,2015-16,Maurice Harkless,22,POR,1457,Rotation,Stationary Shooter,Wing Stopper,-0.44,-0.06,3.36,-0.2,2.95,-0.53,-0.5,-0.23,28,-0.84,54.27,55.7,32.93,27.26,55.59,36.71,31.69,52.72,15.27,20.2,0,-0.59,-0.78,-0.1,0.87,0,2.28,0.02,-0.09,12.27,59.35,39.41,25.43,50.67,27.46,0,24.71,62.66,48.6,58.06,-0.28,0.11,-0.26,0,1.26,0.39,1.28,0,1.25,0.85,49.58,62.4,45.41,0,69.01,60.01,68.91,0,66.5,77.32,0.4,0.9,0.89,0.41,55.6,0,2.13,-0.73,0.31,0.15,55.17,75.65,72.6,66.32,15.42,0,26.12,42.41,70.12,66.08,30.77,55.02,101.32,42.75,30.12,56.27,30.37,48.98
4782,2016-17,Maurice Harkless,23,POR,2223,Starter,Versatile Big,Wing Stopper,-0.03,0.57,3.56,0.73,3.12,-0.49,-0.38,0.03,28.2,-0.6,71.31,86.83,35.18,84.95,59.38,42.18,44.43,73.8,15.52,34.04,-0.07,0.64,0.77,0.22,4.08,3.07,4.21,0.05,0.27,26.01,95.58,84.21,86.93,89,88.23,87.51,37.57,67.11,93.75,94.87,0.23,-0.28,-0.12,3.29,1.43,0.42,1.28,0,1.4,0.96,66.91,48.67,58.6,69.82,78.24,64.03,68.91,0,80.86,89.13,0.42,1.18,1.16,0.58,55.71,11.4,4.08,-0.54,-0.54,-0.56,61.59,83.21,82.4,81.06,15.82,81.48,90.08,50.45,21.48,10.53,47.27,50.85,106.37,46.27,90.67,39.04,51.3,62.59
4783,2017-18,Maurice Harkless,24,POR,1264,Key Rotation,Stationary Shooter,Wing Stopper,-0.52,0.1,4.05,0.87,2.46,-0.48,-0.31,0.17,32.5,-1,50.99,67.32,41.87,87.33,41.88,43.3,51.12,80.51,26.91,12.96,-0.06,0.58,0.24,0.12,3.63,2.71,6.45,0.13,0.09,21.64,93.46,82.97,76.08,80.51,82.14,81.32,52.84,78.53,77.56,89.52,0.69,-0.02,-0.08,3.31,1.43,0.51,1.26,64.91,1.38,0.88,80.96,57.81,63.34,70.28,78.24,74.24,60.56,75.7,79.11,81.8,0.48,1.28,1.25,0.58,56.51,13.44,3.88,-0.78,-1.17,-0.68,76.1,85.34,84.85,81.06,20.39,87.36,86.78,40.27,5.77,7.19,37.33,56.44,100.77,46.44,57.33,62.32,28.92,63.3
4784,2018-19,Maurice Harkless,25,POR,1415,Key Rotation,Versatile Big,Wing Stopper,-0.55,0.02,5.54,-0.28,3.52,-0.47,-0.17,0.5,40,-0.56,49.88,61.9,68.53,23.49,67.17,44.47,59.99,89.92,67.63,36.75,0.01,0.37,0.8,0.19,3.86,2.94,6.79,0.15,0.15,23.33,47.26,78.57,87.3,86.48,85.54,85.29,54.5,81.28,84.83,91.79,-0.26,1.32,0.01,3.45,1.71,0.79,1.27,55.17,1.61,0.87,50.34,90.39,72,74.22,87.82,90.9,64.58,59.26,91.08,80.65,0.68,1.35,1.32,0.79,57.87,13.8,4.46,-0.18,-0.14,-0.1,94.88,86.67,86.36,89.1,52.21,88.13,94.62,65.9,41,36.43,44.91,65.25,102.6,44.82,85.19,93.65,34.31,56.57
4785,2020-21,Maurice Harkless,27,MIA/SAC,772,Key Rotation,Stationary Shooter,Wing Stopper,-0.3,0.35,4.33,0.02,2.46,-0.34,-0.61,-1.23,29,0.61,60.09,79.95,46.65,61.42,41.88,56.01,18.39,6.32,17.06,86.05,0.02,0.94,1.26,0.22,4.7,3.58,7.55,0,0.3,31.99,37.58,89.21,92.87,89,93.33,93.17,57.89,59.59,95.02,98.52,-1.25,1.94,0.14,3.82,1.4,0.28,1.29,61.9,1.32,0.96,16.9,96.26,82.19,82.82,76.82,43.79,72.6,69.98,74.1,89.13,0.33,0.93,0.91,0.38,56.65,11.24,3.94,-0.42,0.06,0.03,33.91,76.79,73.51,61.37,21.91,80.94,88.01,56.3,55.07,51.98,41.67,65.31,108.74,46.21,75.35,93.8,64.9,62.33
4786,2021-22,Maurice Harkless,28,SAC,863,Rotation,Stationary Shooter,Helper,-0.59,0.45,4.76,-0.21,2.78,-0.49,-0.35,-0.02,32.2,-0.25,48.11,83.31,54.58,26.85,51.24,42.18,47.6,70.32,25.68,56.83,-0.05,-0.09,0.38,0.05,4.03,3.36,7.62,-0.01,0.09,22.1,90.89,64.79,79.55,72.97,87.56,91.15,58.09,58.26,77.56,90.24,0.34,0.89,0,3.1,1.23,0.55,1.24,42.31,1.21,0.71,70.18,83.7,70.97,64.77,67.32,77.74,52.19,45.54,61.34,43.09,0.5,1.02,1,0.53,57.08,13.87,3.88,-0.81,0.22,0.17,79.78,79.44,77.37,77.8,29.01,88.23,86.78,38.85,65.62,67.72,48.57,65.28,101.07,44.68,92.64,93.75,29.7,56.21
4787,2018-19,Tyler Zeller,29,ATL/MEM,93,Too Few Games,Low Minute,Anchor Big,0.32,-0.08,7.89,2.76,5.16,1.17,0.95,-0.66,31.7,-0.77,81.99,54.22,89.52,98.67,83.79,83.8,81.46,22.56,24.1,23.99,-0.01,-0.4,-0.73,-0.66,0.79,0.39,1.42,-0.63,-0.69,1.36,69.88,50.48,28.14,0.91,25.76,31.76,21.33,9.06,0.42,19.74,-2.64,-0.65,-0.67,5.13,0.39,0,1.3,28.57,0.97,0.7,0.12,34.62,10.01,96.46,20.55,0,76.17,41.43,24.81,39.84,0.33,1.18,0.99,0.75,57.84,8.82,2.95,0.44,0.29,0.16,33.91,83.21,76.91,87.84,51.05,70.72,54.82,83.63,69.41,66.91,20,42.83,87.97,27.35,0,16.07,3.43,8.25
4788,2017-18,Tyler Zeller,28,BRK/MIL,1113,Rotation,Roll + Cut Big,Anchor Big,-0.2,0.67,7.35,-0.04,6.76,2.26,2.54,1.35,31.8,0.65,64.17,89.19,86.32,34.66,93.2,94.97,97.18,97.7,24.5,86.88,-0.02,-0.58,-0.49,-0.22,1.23,0.86,4.03,-0.58,-0.17,10.5,78.12,39.78,41.61,29,33.16,34,35.97,12.03,33.53,48.98,-1.79,-0.93,-0.6,3.16,0.5,0.13,1.2,64.1,0.65,0.5,3.96,15.83,14.54,66.36,22.59,26.22,37.74,74.24,1.54,3.98,0.23,1.16,1.14,0.55,57.09,6.39,2.18,0.45,1.37,0.38,17.34,82.75,81.74,79.15,29.17,57.93,27.32,83.77,95.19,82.21,32.81,44.45,88.81,27.64,37.87,20.08,4.49,8.41
4789,2015-16,Tyler Zeller,26,BOS,710,Garbage Time,Roll + Cut Big,Anchor Big,-0.11,0.35,8.63,1.02,7.31,1.95,1.79,-0.23,47.4,0.07,68.04,79.95,93.29,89.67,95.44,91.94,90.62,52.72,91.14,71.49,0,-1.11,-0.81,-0.17,0.3,0,0.99,-0.8,-0.25,9.01,59.35,14.48,24.02,37.74,18.25,0,19.31,3.24,20.2,41.32,-1.47,-0.89,-0.83,0,0.51,0.2,1.2,0,0.72,0.51,10.59,18.7,2.39,0,22.78,32.45,37.74,0,3.67,4.6,0.3,1.12,1.09,0.58,56.9,0,1.91,-0.31,0.65,0.07,27.79,82.01,80.2,81.06,25.26,0,21.52,60.64,82.88,57.62,28.65,26.1,92.24,34.1,21.32,2.56,9.78,20.2
4790,2016-17,Tyler Zeller,27,BOS,525,Garbage Time,Roll + Cut Big,Anchor Big,-0.4,0.3,7.77,0.96,5.48,1.99,1.57,-1.04,43.6,1.1,55.92,77.77,88.84,88.86,86.19,92.26,88.18,9.47,82.26,92.61,0,-0.73,-0.55,-0.18,1.35,0.93,1.55,-0.74,-0.16,9.99,59.35,31.59,38.14,35.86,34.59,34.82,21.98,4.84,35.47,46.29,-1.39,-0.9,-0.79,2.21,0.5,0.07,1.25,0,0.76,0.61,12.94,18.01,4.18,44.05,22.59,24.14,55.98,0,5.35,17.84,0.25,1.5,1.4,0.54,55.83,9.91,2.6,-0.17,-0.11,-0.2,19.13,88.82,87.85,78.42,16.23,75.73,40.16,66.31,43,28.52,28,34.31,90.89,32.81,18.46,6.72,7.27,16.12
4791,2019-20,Tyler Zeller,30,SAS,4,Too Few Games,Low Minute,Anchor Big,-2.81,1.5,0,0,0,-0.85,,,,0.1,0.66,98.37,0,36.89,0,2.3,,,,72.75,,-1.45,-0.04,0.18,0,0,0,-0.31,0.52,37.29,,5.25,67.19,85.65,0,0,0,29.62,99.23,99.54,,,-0.64,0,0,0,0.94,0,1.13,0.73,,,11.51,0,0,0,18.45,0,48.71,48.92,0.4,0,0.69,0.41,58.44,0,3.16,-2.36,0.09,0.07,55.17,0,59.28,66.32,73.75,0,65.09,1.01,57.58,57.62,20,23.65,82.82,16.67,0,1.93,0.27,0
4792,2015-16,Andrew Nicholson,26,ORL,823,Rotation,Versatile Big,Mobile Big,0,-0.17,6.1,0.06,5.56,0.62,0.48,-0.5,42.6,-0.26,72.4,45.78,76.31,63.2,86.67,78.59,76.06,31.2,78.64,56.15,0.03,-1.14,-1.21,-0.29,0.32,0,1.17,-0.28,-0.33,5.5,28.38,13.46,8.5,18.3,18.29,0,19.94,31.63,11.47,27.48,-0.99,-0.64,-0.73,0,0.46,0.14,1.22,0,0.68,0.51,25.6,35.03,7.27,0,21.71,26.98,44.45,0,2.32,4.6,0.26,1.02,1,0.5,56.49,0,1.59,0.14,0.49,0.28,20.62,79.44,77.37,75.52,20.17,0,16.75,76.85,77.48,76.15,30.59,54.35,100.29,46.82,29.32,53.89,27.93,64.44
4793,2016-17,Andrew Nicholson,27,WAS/BRK,342,Garbage Time,Post Scorer,Anchor Big,-1.07,-0.01,7.02,-0.44,5.53,1.39,1.46,0.37,41.2,-0.94,30.02,59.42,84.41,17.41,86.49,85.82,87.21,86.95,73.49,15.67,0.02,-0.95,-0.98,-0.36,3.23,2.34,2.05,-0.71,-0.32,5.87,37.58,20.87,16.52,11.34,75.63,72.97,23.88,5.91,12.22,28.5,-1.8,-1.06,-0.74,3.34,1.78,0.89,1.19,0,1.5,0.82,3.84,8.38,6.68,71.05,89.43,93.43,35.46,0,86.88,72.05,0.6,0.67,0.68,0.12,55.99,5,3.33,-0.46,0.58,0.15,90.76,65.5,58.18,19.81,16.99,50.3,71.95,54.42,80.72,66.08,28,42.03,95.57,44.94,18.46,14.39,16.87,57.04
4794,2020-21,Evan Fournier,28,ORL/BOS,1259,Starter,Off Screen Shooter,Chaser,0,-0.27,5.93,0.04,2.83,-0.58,-0.73,-0.92,40.5,-1.46,72.4,35.06,74.01,62.21,52.48,28.69,7.68,12.54,70.72,2.76,0.01,0.37,0.78,0.23,3.27,2.38,14.46,0.36,0.06,20.29,47.26,78.57,87.05,89.59,76.34,74.13,79.33,96.54,73.56,86.68,0.9,0.15,0.15,2.61,1.35,0.46,1.25,58.14,1.31,0.85,86.34,64.06,83.13,52.29,74.39,68.55,55.98,63.66,73.26,77.32,0.44,0.54,0.56,0.33,58.09,8.6,3.33,-0.03,-0.72,-0.17,66.97,56.99,45.06,53.75,58.54,69.7,71.95,71.33,15.27,30.74,36,62.63,110.24,42.8,50.73,87.22,72.98,49.12
4795,2021-22,Evan Fournier,29,NYK,2358,Starter,Movement Shooter,Chaser,0.43,-0.5,4.5,-0.36,1.85,-0.58,-0.89,-1.54,35.6,-1.09,84.45,14.8,49.76,20.29,26,28.69,1.13,2.84,42.89,10.05,0.08,-0.4,-0.33,0.01,2.96,2.18,11.5,0.06,-0.01,13.89,3.9,50.48,50.99,67.64,69.26,68.58,71.81,68.54,62.88,65.31,1.37,-0.7,-0.1,2.53,1.26,0.48,1.27,61.96,1.25,0.77,93.94,31.96,61,50.43,69.01,70.93,64.58,70.18,66.5,61.37,0.46,0.32,0.33,0.17,56.79,6.54,2.92,-0.64,-0.48,-0.4,72,39.91,18.92,26.84,23.6,58.84,53.38,46.3,23.65,17.11,33.33,59.34,109.23,43.37,38.86,75.42,67.48,51.7
4796,2022-23,Evan Fournier,30,NYK,459,Rotation,Movement Shooter,Chaser,-0.88,-0.2,3.91,-1.26,1.46,-0.51,-0.49,-0.31,32.7,,36.54,42.73,39.68,4.41,19.87,39.71,32.87,45.4,27.65,,0.04,-0.37,-0.35,-0.04,2.95,2.23,8.4,0.09,-0.05,14.36,20.89,52.01,49.69,60.4,69.05,70.05,61.32,72.93,55.61,67.53,0.76,0.49,-0.16,2.63,1.28,0.56,1.3,16.67,1.21,0.71,82.96,74.35,54.59,52.91,70.4,78.5,76.17,40.68,61.34,43.09,0.47,0.24,0.3,0.21,58.46,5.36,3.01,-0.88,0.31,0.25,74.36,32.99,15.59,32.99,75.17,52.36,57.67,35.32,70.12,74.2,20,55.35,109.93,32.91,0,57.68,71.39,16.28
4797,2015-16,Evan Fournier,23,ORL,2566,Starter,Off Screen Shooter,Wing Stopper,0.04,-0.51,2.41,-0.36,1.91,-0.75,-0.59,0.14,22.4,-1.68,73.88,14.09,26.96,20.29,27.3,4.2,20.99,79.35,7.33,1.17,0.06,0.19,0.55,0.19,0.97,0.06,5.78,0.22,0.19,20.79,10.1,73.76,83.07,86.48,29.4,31.05,49.02,88.5,88.24,87.62,0.95,-0.04,0.01,0,1.41,0.5,1.26,0,1.39,0.89,87.3,57.09,72,0,77.25,73.12,60.56,0,79.91,82.7,0.49,0.03,0.05,0.05,57.5,0,1.91,-0.75,-0.59,-0.33,77.9,22.91,0.08,14.37,41.23,0,21.52,41.55,19.52,20.43,63.08,48.88,115.3,48.33,99.84,32.47,93.14,70.18
4798,2016-17,Evan Fournier,24,ORL,2234,Starter,Off Screen Shooter,Chaser,-0.82,-0.25,2.71,0.02,1.95,-0.63,-0.68,-0.54,25.7,-1.27,38.98,36.87,28.73,61.42,28.23,20.43,11.34,28.82,11.88,5.56,0.03,0,-0.41,-0.04,3.15,2.29,4.47,0.17,-0.07,15.09,28.38,68.05,46.06,60.4,73.81,71.81,39.68,83.65,52.29,70.67,0.05,-0.43,-0.11,2.85,1.11,0.25,1.25,0,1.12,0.84,60.88,43.39,59.95,58.29,58.61,39.36,55.98,0,47.12,75.63,0.28,0.07,0.09,0.05,57.34,1.14,2.69,-0.18,0.03,-0.15,23.92,23.4,0.51,14.37,35.95,36.73,43.73,65.9,53.16,32.24,33.33,56.27,112.35,48.45,38.86,61.71,83.6,70.56
4799,2017-18,Evan Fournier,25,ORL,1837,Starter,Off Screen Shooter,Chaser,-0.32,-0.73,4.63,-0.52,2.67,-0.51,-0.45,-0.21,39.8,-1.07,59.22,4.18,52.31,14.72,48.26,39.71,37.43,54.17,66.82,10.56,0.07,-0.55,-0.2,0.08,3.21,2.44,7.31,0.19,0.05,14.73,6.89,41.44,58.2,76.42,75.18,75.47,56.95,85.77,72.2,69.31,1.05,-0.33,-0.13,2.58,0.93,0.16,1.24,79.31,0.96,0.77,89.22,46.79,57.82,51.55,45.13,28.34,52.19,94.61,23.49,61.37,0.22,0.32,0.33,0.23,59.08,5.23,2.75,-0.21,-1.14,-0.83,16.51,39.91,18.92,36.46,90.33,51.64,46.22,64.53,6.2,4.25,50,57.78,112.08,42.64,94.4,68.63,82.25,48.61
4800,2018-19,Evan Fournier,26,ORL,2553,Starter,Off Screen Shooter,Wing Stopper,-0.07,-0.3,4.75,0.05,2.39,-0.56,-0.66,-0.89,36.1,-0.71,69.72,31.71,54.33,62.6,39.83,31.84,13.42,13.4,45.7,27.21,0.05,0.98,1.37,0.31,2.45,1.66,12.14,0.28,0.23,26,14.68,89.62,93.67,93.54,57.19,51.8,73.69,92.91,91.34,94.85,0.96,-0.96,0.19,3.16,1.03,0.25,1.26,75.44,1.05,0.78,87.41,14.26,85.77,66.36,52.86,39.36,60.56,92.05,36.14,63.86,0.27,0.17,0.19,0.12,57.34,2.39,2.44,-0.25,-0.3,-0.2,22.27,27.81,5.21,19.81,35.95,39.45,34.65,63.06,32.27,28.52,43.53,57.47,113.18,55.8,80.9,67.31,86.7,90.08
