Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PASSES_MADE,PASSES_RECEIVED,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_POINTS_CREATED,AST_ADJ,AST_TO_PASS_PCT,AST_TO_PASS_PCT_ADJ
2025-26,1630543,Isaiah Jackson,1610612754,IND,23,5,18,19.0,16.5,12.8,0.9,0.1,0.1,2.0,2.1,1.1,0.053,0.066
2025-26,1630198,Isaiah Joe,1610612760,OKC,17,16,1,23.3,18.6,22.1,1.5,0.1,0.5,2.9,4.0,2.2,0.082,0.117
2025-26,1630587,Isaiah Livers,1610612756,PHX,13,7,6,12.1,9.8,7.2,0.4,0.1,0.0,1.0,1.2,0.5,0.039,0.047
2025-26,1630191,Isaiah Stewart,1610612765,DET,20,15,5,22.2,17.7,16.3,1.1,0.2,0.1,2.2,2.9,1.4,0.062,0.076
2025-26,1627826,Ivica Zubac,1610612746,LAC,24,6,18,32.8,39.5,33.0,2.6,0.1,0.5,4.4,6.8,3.2,0.067,0.081
2025-26,1631120,JD Davison,1610612745,HOU,11,10,1,6.7,8.6,8.0,0.9,0.2,0.0,1.3,2.2,1.1,0.105,0.126
2025-26,1629630,Ja Morant,1610612763,MEM,12,4,8,28.8,46.0,59.9,7.6,0.8,1.1,13.9,19.8,9.4,0.165,0.205
2025-26,1642266,Ja'Kobe Walter,1610612761,TOR,21,14,7,16.8,15.0,12.4,0.8,0.0,0.1,1.4,2.0,1.0,0.054,0.063
2025-26,1631095,Jabari Smith Jr.,1610612745,HOU,20,14,6,33.4,31.3,26.0,1.9,0.3,0.2,3.4,5.2,2.3,0.059,0.073
2025-26,1631133,Jabari Walker,1610612755,PHI,21,13,8,13.5,12.1,9.7,0.6,0.0,0.1,1.0,1.6,0.7,0.051,0.059
2025-26,1631210,Jacob Toppin,1610612737,ATL,5,3,2,3.4,5.6,4.4,0.2,0.0,0.0,0.6,0.6,0.2,0.036,0.036
2025-26,1630702,Jaden Hardy,1610612742,DAL,20,6,14,10.5,8.8,12.6,0.5,0.0,0.1,1.2,1.2,0.6,0.051,0.063
2025-26,1631093,Jaden Ivey,1610612765,DET,8,5,3,13.8,16.4,18.6,1.1,0.1,0.4,2.8,3.1,1.6,0.069,0.099
2025-26,1630183,Jaden McDaniels,1610612750,MIN,22,14,8,32.2,33.3,32.0,2.5,0.3,0.5,4.0,6.4,3.3,0.075,0.1
2025-26,1630256,Jae'Sean Tate,1610612745,HOU,14,11,3,8.3,8.5,6.6,0.5,0.0,0.0,1.1,1.1,0.5,0.059,0.059
2025-26,1642942,Jahmai Mashack,1610612763,MEM,1,1,0,6.4,9.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-26,1642443,Jahmir Young,1610612748,MIA,5,4,1,4.9,9.4,11.0,0.8,0.0,0.4,2.2,2.2,1.2,0.085,0.128
2025-26,1643141,Jahmyl Telfort,1610612746,LAC,8,2,6,4.0,2.9,1.9,0.1,0.0,0.0,0.4,0.4,0.1,0.043,0.043
2025-26,1631170,Jaime Jaquez Jr.,1610612748,MIA,22,13,9,30.0,54.6,48.7,5.2,0.7,0.5,9.3,14.0,6.4,0.095,0.117
2025-26,1631222,Jake LaRavia,1610612747,LAL,22,16,6,25.6,29.3,23.0,1.9,0.1,0.2,2.5,4.6,2.2,0.064,0.075
2025-26,1627751,Jakob Poeltl,1610612761,TOR,17,12,5,26.2,29.9,22.1,2.4,0.2,0.2,3.2,5.6,2.7,0.079,0.091
2025-26,1628973,Jalen Brunson,1610612752,NYK,20,14,6,34.6,64.6,73.4,6.3,0.5,1.1,12.6,17.1,7.8,0.098,0.121
2025-26,1631105,Jalen Duren,1610612765,DET,21,16,5,29.2,32.3,23.6,1.8,0.2,0.1,3.3,4.3,2.1,0.056,0.066
2025-26,1630224,Jalen Green,1610612756,PHX,2,2,0,14.9,16.5,25.0,2.0,0.0,1.0,4.5,5.5,3.0,0.121,0.182
2025-26,1630552,Jalen Johnson,1610612737,ATL,22,13,9,35.2,64.9,51.6,7.9,0.8,0.4,15.1,20.5,9.1,0.121,0.14
2025-26,1629618,Jalen Pickett,1610612743,DEN,9,8,1,6.2,9.1,9.8,0.8,0.0,0.0,1.8,1.7,0.8,0.085,0.085
2025-26,1630188,Jalen Smith,1610612741,CHI,18,9,9,17.1,24.6,22.7,1.2,0.0,0.3,1.7,3.2,1.5,0.05,0.061
2025-26,1630591,Jalen Suggs,1610612753,ORL,18,12,6,24.8,41.7,42.2,4.7,0.4,0.7,7.7,11.5,5.7,0.113,0.137
2025-26,1631114,Jalen Williams,1610612760,OKC,4,4,0,30.1,37.3,40.8,6.0,0.5,0.3,10.8,15.3,6.8,0.161,0.181
2025-26,1630592,Jalen Wilson,1610612751,BKN,18,3,15,14.4,13.2,13.9,0.6,0.1,0.1,1.4,1.8,0.8,0.046,0.059
2025-26,1631288,Jamal Cain,1610612753,ORL,5,4,1,6.3,4.6,4.6,0.4,0.0,0.0,0.6,1.0,0.4,0.087,0.087
2025-26,1627750,Jamal Murray,1610612743,DEN,21,15,6,35.0,52.4,62.1,6.9,1.1,1.7,13.3,18.4,9.7,0.131,0.184
2025-26,1642347,Jamal Shead,1610612761,TOR,24,15,9,19.1,36.3,37.6,5.2,0.8,0.4,9.2,13.4,6.3,0.142,0.175
2025-26,1631123,Jamaree Bouyea,1610612756,PHX,7,3,4,13.5,19.4,18.9,1.4,0.0,0.0,2.6,3.6,1.4,0.074,0.074
2025-26,201935,James Harden,1610612746,LAC,23,6,17,35.3,51.5,66.9,8.3,0.8,0.8,14.2,20.7,9.9,0.16,0.192
2025-26,1630164,James Wiseman,1610612754,IND,1,0,1,19.9,12.0,10.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
2025-26,1642364,Jamir Watkins,1610612764,WAS,7,1,6,9.6,8.0,4.7,0.4,0.0,0.0,1.0,1.1,0.4,0.054,0.054
2025-26,1642419,Jamison Battle,1610612761,TOR,17,11,6,8.1,6.0,5.5,0.2,0.2,0.1,0.6,0.8,0.5,0.039,0.088
2025-26,1641716,Jarace Walker,1610612754,IND,23,5,18,26.4,29.9,26.9,2.2,0.2,0.3,3.9,5.9,2.7,0.074,0.092
2025-26,1642272,Jared McCain,1610612755,PHI,13,7,6,18.4,26.8,24.9,1.8,0.2,0.5,3.4,4.5,2.4,0.066,0.089
2025-26,1628991,Jaren Jackson Jr.,1610612763,MEM,21,8,13,29.6,26.4,32.0,1.8,0.2,0.3,4.1,4.8,2.3,0.067,0.087
2025-26,1629020,Jarred Vanderbilt,1610612747,LAL,14,10,4,18.4,21.6,13.0,1.5,0.2,0.1,2.2,4.0,1.8,0.069,0.083
2025-26,1628386,Jarrett Allen,1610612739,CLE,15,9,6,26.1,22.8,22.7,1.8,0.1,0.1,2.8,4.7,2.0,0.079,0.088
2025-26,1642859,Jase Richardson,1610612753,ORL,13,7,6,6.7,9.5,9.3,1.0,0.1,0.1,1.2,2.5,1.2,0.105,0.121
2025-26,1642914,Javon Small,1610612763,MEM,8,4,4,12.4,18.9,22.3,2.8,0.4,0.4,5.3,7.9,3.5,0.146,0.185
2025-26,1631451,Javonte Cooke,1610612757,POR,3,1,2,7.9,11.0,12.0,1.0,0.3,0.0,0.7,2.3,1.3,0.091,0.121
2025-26,1629750,Javonte Green,1610612765,DET,23,18,5,18.9,19.9,16.2,0.9,0.1,0.1,1.7,2.3,1.1,0.044,0.055
2025-26,1629637,Jaxson Hayes,1610612747,LAL,19,14,5,17.1,15.6,12.3,1.1,0.1,0.1,1.8,2.9,1.3,0.067,0.081
2025-26,1630643,Jay Huff,1610612754,IND,23,5,18,18.3,14.7,17.0,1.3,0.0,0.1,2.1,3.4,1.4,0.086,0.094
2025-26,1627759,Jaylen Brown,1610612738,BOS,22,13,9,33.4,35.3,51.5,4.9,0.4,0.7,9.3,13.2,6.0,0.139,0.17
2025-26,1641740,Jaylen Clark,1610612750,MIN,21,15,6,14.9,7.4,7.8,0.4,0.0,0.2,0.6,1.0,0.7,0.058,0.09
2025-26,1642377,Jaylen Wells,1610612763,MEM,23,10,13,26.5,17.8,23.2,1.7,0.1,0.4,3.2,4.3,2.2,0.093,0.122
2025-26,1631119,Jaylin Williams,1610612760,OKC,22,21,1,18.3,30.4,19.9,2.3,0.0,0.1,3.2,5.7,2.4,0.076,0.078
2025-26,1642281,Jaylon Tyson,1610612739,CLE,20,11,9,27.7,25.7,25.9,1.9,0.1,0.4,3.8,4.8,2.3,0.074,0.089
2025-26,201145,Jeff Green,1610612745,HOU,10,9,1,4.8,2.1,3.0,0.1,0.0,0.0,0.3,0.2,0.1,0.048,0.048
2025-26,203924,Jerami Grant,1610612757,POR,22,9,13,29.6,30.0,35.3,2.6,0.1,0.2,4.5,6.9,3.0,0.088,0.1
2025-26,1642847,Jeremiah Fears,1610612740,NOP,24,3,21,28.0,43.9,50.4,3.0,0.5,0.8,6.0,7.8,4.3,0.069,0.099
2025-26,1630526,Jeremiah Robinson-Earl,1610612754,IND,17,4,13,17.6,17.1,9.9,0.7,0.0,0.1,1.4,1.5,0.8,0.041,0.045
2025-26,1631110,Jeremy Sochan,1610612759,SAS,16,10,6,17.1,19.4,16.9,1.5,0.2,0.1,3.3,4.2,1.8,0.077,0.09
2025-26,1630579,Jericho Sims,1610612749,MIL,18,6,12,14.2,16.7,9.3,0.6,0.0,0.1,1.3,1.6,0.7,0.037,0.043
2025-26,1641724,Jett Howard,1610612753,ORL,15,9,6,10.5,6.9,9.9,0.7,0.1,0.0,1.5,2.0,0.8,0.107,0.117
2025-26,1628975,Jevon Carter,1610612741,CHI,13,3,10,13.7,14.7,15.9,1.2,0.1,0.2,1.8,3.2,1.5,0.079,0.099
2025-26,202710,Jimmy Butler III,1610612744,GSW,20,11,9,30.8,47.1,49.3,5.0,0.5,1.0,11.2,13.5,6.5,0.105,0.137
2025-26,1642866,Joan Beringer,1610612750,MIN,9,6,3,4.1,4.4,3.2,0.0,0.0,0.1,0.2,0.0,0.1,0.0,0.025
2025-26,1629111,Jock Landale,1610612763,MEM,23,10,13,21.4,19.7,19.1,1.5,0.1,0.3,2.6,3.9,1.9,0.075,0.095
2025-26,204060,Joe Ingles,1610612750,MIN,7,4,3,3.3,4.9,3.9,0.9,0.1,0.0,1.6,2.3,1.0,0.176,0.206
2025-26,203954,Joel Embiid,1610612755,PHI,8,5,3,24.4,43.1,49.5,3.1,0.3,0.4,6.1,9.0,3.8,0.072,0.087
2025-26,1628381,John Collins,1610612746,LAC,24,6,18,27.1,24.4,18.8,0.7,0.0,0.2,1.0,1.7,0.9,0.027,0.036
2025-26,1629723,John Konchar,1610612763,MEM,21,10,11,12.8,16.3,10.9,1.2,0.0,0.1,2.1,3.1,1.4,0.076,0.088
2025-26,1641780,Johni Broome,1610612755,PHI,6,3,3,6.5,8.0,7.5,0.7,0.0,0.0,0.7,1.3,0.7,0.083,0.083
2025-26,1642277,Johnny Furphy,1610612754,IND,5,2,3,13.9,16.4,10.4,0.2,0.0,0.0,0.6,0.6,0.2,0.012,0.012
2025-26,1630548,Johnny Juzang,1610612750,MIN,8,6,2,2.8,2.3,2.9,0.1,0.1,0.0,0.5,0.6,0.3,0.056,0.111
2025-26,202685,Jonas Valančiūnas,1610612743,DEN,22,16,6,12.5,16.0,14.8,1.1,0.1,0.0,1.4,3.0,1.2,0.071,0.076
2025-26,1628371,Jonathan Isaac,1610612753,ORL,20,12,8,10.2,7.9,4.5,0.1,0.1,0.0,0.3,0.4,0.2,0.013,0.019
2025-26,1630228,Jonathan Kuminga,1610612744,GSW,17,9,8,25.7,32.2,32.9,2.6,0.2,0.3,5.2,6.8,3.2,0.082,0.099
2025-26,1642367,Jonathan Mogbo,1610612761,TOR,10,3,7,4.8,5.2,3.7,0.6,0.1,0.0,1.1,1.7,0.7,0.115,0.135
2025-26,203903,Jordan Clarkson,1610612752,NYK,22,15,7,20.0,16.8,21.2,1.8,0.0,0.2,2.6,4.7,2.0,0.108,0.122
2025-26,1630692,Jordan Goodwin,1610612756,PHX,20,12,8,20.3,25.5,21.5,2.1,0.5,0.2,3.9,5.9,2.8,0.082,0.11
2025-26,1641722,Jordan Hawkins,1610612740,NOP,20,2,18,15.5,13.3,14.2,1.0,0.1,0.3,1.5,2.4,1.3,0.071,0.098
2025-26,1629162,Jordan McLaughlin,1610612759,SAS,8,6,2,9.2,14.4,14.8,1.3,0.3,0.1,3.0,3.3,1.6,0.087,0.113
2025-26,1641757,Jordan Miller,1610612746,LAC,4,1,3,13.6,16.3,17.5,0.8,0.0,0.0,1.5,2.3,0.8,0.046,0.046
2025-26,1629673,Jordan Poole,1610612740,NOP,7,1,6,30.3,31.4,46.4,3.4,0.3,0.1,5.4,8.4,3.9,0.109,0.123
2025-26,1641775,Jordan Walsh,1610612738,BOS,19,13,6,20.7,16.6,11.9,1.2,0.1,0.1,1.9,3.2,1.3,0.07,0.076
2025-26,1630631,Jose Alvarado,1610612740,NOP,23,3,20,22.1,36.7,38.3,2.9,0.3,0.3,5.0,7.3,3.5,0.079,0.096
2025-26,1630581,Josh Giddey,1610612741,CHI,20,9,11,34.1,74.4,73.8,9.1,1.0,1.1,16.6,24.1,11.1,0.122,0.149
2025-26,1628404,Josh Hart,1610612752,NYK,21,14,7,29.1,47.4,37.1,5.2,0.4,0.3,7.3,14.0,5.9,0.11,0.125
2025-26,1631169,Josh Minott,1610612738,BOS,22,14,8,19.5,13.2,10.6,1.3,0.1,0.0,2.0,3.6,1.5,0.1,0.114
2025-26,1629006,Josh Okogie,1610612745,HOU,21,15,6,20.9,15.6,14.2,1.0,0.1,0.2,1.6,2.4,1.3,0.061,0.082
2025-26,201950,Jrue Holiday,1610612757,POR,12,6,6,33.4,58.8,63.0,8.3,0.7,0.4,14.3,21.3,9.3,0.14,0.159
2025-26,1630577,Julian Champagnie,1610612759,SAS,22,15,7,28.8,27.5,24.0,1.4,0.2,0.3,3.0,3.8,1.9,0.05,0.068
2025-26,1641763,Julian Phillips,1610612741,CHI,20,8,12,10.3,5.6,4.4,0.3,0.0,0.1,0.5,0.7,0.4,0.054,0.063
2025-26,1631124,Julian Strawther,1610612743,DEN,9,9,0,7.9,8.7,10.8,0.4,0.2,0.1,1.4,1.3,0.8,0.051,0.09
2025-26,203944,Julius Randle,1610612750,MIN,23,15,8,33.6,41.0,50.5,5.9,0.5,0.3,9.6,16.0,6.6,0.143,0.161
2025-26,1630551,Justin Champagnie,1610612764,WAS,20,2,18,13.1,12.4,6.8,0.9,0.0,0.1,0.9,2.3,1.0,0.073,0.081
2025-26,1642348,Justin Edwards,1610612755,PHI,20,13,7,17.2,18.4,18.5,1.4,0.1,0.1,2.0,4.0,1.6,0.076,0.084
2025-26,203994,Jusuf Nurkić,1610612762,UTA,21,7,14,24.3,40.5,32.8,3.8,0.4,0.2,6.4,10.0,4.5,0.094,0.111
2025-26,1642354,KJ Simpson,1610612766,CHA,10,3,7,13.6,21.4,22.6,2.5,0.1,0.0,4.5,6.7,2.6,0.117,0.121
2025-26,1626157,Karl-Anthony Towns,1610612752,NYK,22,15,7,33.1,32.6,38.3,3.4,0.2,0.3,5.0,8.6,3.9,0.103,0.12
2025-26,1631255,Karlo Matković,1610612740,NOP,14,2,12,11.9,10.7,9.3,0.8,0.0,0.0,1.1,2.1,0.8,0.073,0.073
2025-26,1642857,Kasparas Jakučionis,1610612748,MIA,1,1,0,0.9,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,202695,Kawhi Leonard,1610612746,LAC,14,4,10,31.7,27.4,39.9,3.0,0.1,0.9,5.8,7.6,4.0,0.109,0.146
2025-26,1630811,Keaton Wallace,1610612737,ATL,23,13,10,14.6,28.6,30.4,2.8,0.1,0.7,5.7,7.0,3.5,0.099,0.123
2025-26,1631099,Keegan Murray,1610612758,SAC,8,3,5,37.8,32.9,28.6,1.6,0.3,0.1,3.3,4.4,2.0,0.049,0.061
2025-26,1642276,Kel'el Ware,1610612748,MIA,22,13,9,24.7,23.5,13.8,0.6,0.0,0.1,0.7,1.7,0.8,0.027,0.033
2025-26,1629640,Keldon Johnson,1610612759,SAS,22,15,7,24.4,29.2,21.5,1.8,0.2,0.1,3.6,4.7,2.0,0.061,0.07
2025-26,203482,Kelly Olynyk,1610612759,SAS,12,8,4,10.8,15.5,13.9,1.6,0.3,0.0,2.5,4.3,1.8,0.102,0.118
2025-26,1626162,Kelly Oubre Jr.,1610612755,PHI,12,7,5,34.8,40.3,35.8,1.3,0.3,0.1,2.4,3.7,1.7,0.033,0.041
2025-26,1629026,Kenrich Williams,1610612760,OKC,5,5,0,14.1,12.2,9.2,1.4,0.0,0.2,1.2,3.0,1.6,0.115,0.131
2025-26,203484,Kentavious Caldwell-Pope,1610612763,MEM,23,10,13,21.8,31.4,29.0,3.0,0.4,0.3,5.4,8.1,3.8,0.097,0.122
2025-26,1631165,Keon Ellis,1610612758,SAC,22,5,17,16.4,16.2,13.8,0.5,0.0,0.0,1.1,1.4,0.6,0.034,0.036
2025-26,1642352,Keshad Johnson,1610612748,MIA,9,6,3,11.7,13.9,10.9,0.1,0.1,0.1,1.6,0.4,0.3,0.008,0.024
2025-26,201142,Kevin Durant,1610612745,HOU,19,13,6,35.3,36.8,50.0,3.9,0.8,1.1,7.2,10.2,5.8,0.106,0.159
2025-26,1628989,Kevin Huerter,1610612741,CHI,19,9,10,24.1,26.5,27.0,2.4,0.2,0.7,3.8,5.9,3.3,0.091,0.125
2025-26,201567,Kevin Love,1610612762,UTA,13,4,9,14.5,21.4,15.6,1.8,0.2,0.0,2.1,4.5,2.0,0.083,0.094
2025-26,1629645,Kevin Porter Jr.,1610612749,MIL,6,3,3,28.9,51.0,59.2,5.8,0.7,0.7,12.8,16.5,7.2,0.114,0.141
2025-26,1626172,Kevon Looney,1610612740,NOP,12,2,10,12.9,18.3,14.2,1.4,0.1,0.0,2.3,3.8,1.5,0.078,0.082
2025-26,1641718,Keyonte George,1610612762,UTA,22,8,14,33.7,58.5,68.3,6.9,0.7,0.8,13.0,17.6,8.4,0.118,0.144
2025-26,1642863,Khaman Maluach,1610612756,PHX,11,6,5,4.5,4.7,3.5,0.1,0.0,0.0,0.4,0.3,0.1,0.019,0.019
2025-26,203114,Khris Middleton,1610612764,WAS,16,3,13,25.8,23.8,26.7,3.5,0.5,0.4,7.0,9.3,4.4,0.147,0.184
2025-26,202691,Klay Thompson,1610612742,DAL,23,7,16,21.8,14.4,21.3,1.3,0.4,0.2,2.9,3.8,2.0,0.094,0.136
2025-26,1641738,Kobe Brown,1610612746,LAC,16,3,13,12.0,13.3,11.5,1.1,0.1,0.1,1.8,2.3,1.2,0.08,0.09
2025-26,1642920,Kobe Sanders,1610612746,LAC,16,4,12,20.0,17.5,19.3,1.3,0.3,0.1,2.9,4.0,1.8,0.075,0.1
2025-26,1642886,Koby Brea,1610612756,PHX,2,1,1,3.9,5.0,5.5,1.0,0.0,0.0,2.0,2.5,1.0,0.2,0.2
2025-26,1642851,Kon Knueppel,1610612766,CHA,23,7,16,33.5,36.3,38.4,3.2,0.6,0.7,6.5,9.0,4.4,0.089,0.122
2025-26,1627739,Kris Dunn,1610612746,LAC,24,6,18,26.3,38.8,35.4,2.7,0.3,0.3,5.0,6.8,3.4,0.07,0.087
2025-26,1631200,Kris Murray,1610612757,POR,21,7,14,24.8,15.6,13.0,1.1,0.1,0.1,2.5,2.5,1.2,0.07,0.08
2025-26,204001,Kristaps Porziņģis,1610612737,ATL,13,6,7,25.9,20.8,28.7,3.1,0.1,0.2,3.8,7.5,3.3,0.148,0.159
2025-26,203937,Kyle Anderson,1610612762,UTA,8,1,7,18.3,23.8,21.5,3.3,0.1,0.0,3.9,7.6,3.4,0.137,0.142
2025-26,1642271,Kyle Filipowski,1610612762,UTA,21,8,13,22.0,27.5,19.8,2.5,0.3,0.4,3.8,6.6,3.1,0.09,0.114
2025-26,1628398,Kyle Kuzma,1610612749,MIL,23,10,13,25.8,26.8,25.0,2.0,0.1,0.4,4.0,5.6,2.6,0.076,0.096
2025-26,200768,Kyle Lowry,1610612755,PHI,3,3,0,8.1,12.7,11.3,1.3,0.0,0.3,2.0,3.7,1.7,0.105,0.132
2025-26,1642273,Kyshawn George,1610612764,WAS,20,2,18,31.5,49.6,44.8,4.8,0.6,0.7,9.1,12.4,6.0,0.096,0.121
2025-26,1630163,LaMelo Ball,1610612766,CHA,16,5,11,28.9,52.1,61.8,8.5,0.8,0.7,13.3,22.4,10.0,0.163,0.192
2025-26,1642950,Lachlan Olbrich,1610612741,CHI,4,0,4,7.8,12.0,9.0,0.8,0.0,0.0,1.0,1.8,0.8,0.063,0.063
2025-26,1629013,Landry Shamet,1610612752,NYK,15,9,6,20.9,17.6,19.8,1.2,0.0,0.2,2.3,3.2,1.4,0.068,0.08
2025-26,1626204,Larry Nance Jr.,1610612739,CLE,16,10,6,15.0,13.4,12.4,1.3,0.1,0.1,2.1,3.4,1.4,0.093,0.107
2025-26,1628374,Lauri Markkanen,1610612762,UTA,22,8,14,35.1,29.0,35.7,2.0,0.1,0.2,4.0,5.4,2.4,0.069,0.082
2025-26,2544,LeBron James,1610612747,LAL,6,5,1,32.9,45.8,53.0,7.8,0.2,0.3,12.0,19.3,8.3,0.171,0.182
2025-26,1631159,Leonard Miller,1610612750,MIN,9,6,3,4.3,6.0,4.1,0.4,0.0,0.0,0.6,1.0,0.4,0.074,0.074
2025-26,1642862,Liam McNeeley,1610612766,CHA,17,6,11,13.8,12.1,9.6,0.8,0.0,0.2,0.8,2.1,1.0,0.068,0.083
2025-26,1630322,Lindy Waters III,1610612759,SAS,11,7,4,7.5,8.5,7.4,0.5,0.1,0.1,1.5,1.0,0.6,0.053,0.074
2025-26,1628366,Lonzo Ball,1610612739,CLE,18,10,8,23.5,47.6,38.2,4.9,0.5,0.7,8.2,12.8,6.2,0.104,0.13
2025-26,1629652,Luguentz Dort,1610612760,OKC,15,15,0,29.1,20.9,20.7,1.1,0.2,0.5,2.3,3.1,1.8,0.054,0.086
2025-26,1629029,Luka Dončić,1610612747,LAL,16,12,4,36.9,57.0,70.6,8.9,0.9,1.3,14.3,22.3,11.1,0.157,0.194
2025-26,1630568,Luka Garza,1610612738,BOS,19,11,8,13.1,13.1,9.1,0.8,0.0,0.0,1.5,1.9,0.8,0.06,0.06
2025-26,1628379,Luke Kennard,1610612737,ATL,22,12,10,20.7,20.8,21.8,2.3,0.2,0.5,4.5,6.4,3.0,0.112,0.144
2025-26,1628436,Luke Kornet,1610612759,SAS,14,10,4,24.9,26.0,20.8,2.4,0.1,0.4,4.2,6.6,2.9,0.093,0.11
2025-26,1631247,Luke Travers,1610612739,CLE,11,6,5,8.9,10.0,7.4,0.8,0.0,0.2,1.2,1.9,1.0,0.082,0.1
2025-26,1630644,Mac McClung,1610612754,IND,3,0,3,11.3,17.3,18.0,0.3,0.0,0.3,2.0,0.7,0.7,0.019,0.038
2025-26,1631103,Malaki Branham,1610612764,WAS,11,1,10,8.0,8.7,8.3,0.9,0.1,0.0,1.1,2.4,1.0,0.104,0.115
2025-26,1628370,Malik Monk,1610612758,SAC,20,5,15,24.2,26.0,32.0,2.4,0.2,0.3,4.2,6.1,2.9,0.092,0.112
2025-26,1631204,Marcus Sasser,1610612765,DET,1,1,0,4.2,7.0,9.0,2.0,0.0,0.0,0.0,4.0,2.0,0.286,0.286
2025-26,203935,Marcus Smart,1610612747,LAL,14,11,3,26.8,30.9,32.4,2.9,0.5,0.2,4.9,7.4,3.6,0.095,0.116
2025-26,1641813,Mark Sears,1610612749,MIL,7,1,6,3.7,4.1,7.1,0.3,0.0,0.1,0.7,0.7,0.4,0.069,0.103
2025-26,1631109,Mark Williams,1610612756,PHX,19,12,7,24.9,25.3,19.6,1.0,0.1,0.0,1.9,2.6,1.1,0.04,0.042
2025-26,1628963,Marvin Bagley III,1610612764,WAS,18,2,16,17.8,19.2,14.7,1.3,0.1,0.1,1.8,3.3,1.4,0.067,0.075
2025-26,203486,Mason Plumlee,1610612766,CHA,9,4,5,8.0,9.3,5.4,1.0,0.2,0.2,1.6,3.1,1.4,0.107,0.155
2025-26,1641824,Matas Buzelis,1610612741,CHI,22,9,13,28.7,32.5,30.5,1.6,0.2,0.4,3.3,4.3,2.2,0.05,0.067
2025-26,1629680,Matisse Thybulle,1610612757,POR,4,2,2,12.2,10.8,6.8,0.8,0.0,0.3,1.5,1.8,1.0,0.07,0.093
2025-26,1631108,Max Christie,1610612742,DAL,25,9,16,28.9,26.7,26.8,1.9,0.2,0.3,3.3,4.8,2.3,0.07,0.087
2025-26,1628467,Maxi Kleber,1610612747,LAL,10,6,4,12.1,11.7,7.7,0.6,0.0,0.0,1.5,1.7,0.6,0.051,0.051
2025-26,1642875,Maxime Raynaud,1610612758,SAC,15,5,10,16.4,18.0,13.1,0.9,0.0,0.1,1.2,2.1,0.9,0.048,0.052
2025-26,1642877,Micah Peavy,1610612740,NOP,20,2,18,16.5,12.1,10.3,1.2,0.2,0.1,2.0,2.9,1.5,0.095,0.12
2025-26,1629008,Michael Porter Jr.,1610612751,BKN,19,6,13,32.8,37.6,40.6,3.2,0.4,0.3,4.9,7.8,3.9,0.084,0.104
2025-26,1628969,Mikal Bridges,1610612752,NYK,22,15,7,34.4,45.6,43.0,4.1,0.1,0.4,6.8,11.3,4.7,0.091,0.103
2025-26,201144,Mike Conley,1610612750,MIN,23,15,8,19.3,35.5,34.7,3.2,0.3,0.6,5.1,8.2,4.0,0.089,0.113
2025-26,1628970,Miles Bridges,1610612766,CHA,23,7,16,34.6,37.7,43.3,3.4,0.3,0.4,6.3,8.9,4.1,0.09,0.109
2025-26,1642939,Miles Kelly,1610612742,DAL,2,1,1,5.6,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1630540,Miles McBride,1610612752,NYK,19,15,4,27.2,35.6,33.9,2.5,0.1,0.5,4.6,6.4,3.1,0.07,0.086
2025-26,1629011,Mitchell Robinson,1610612752,NYK,14,9,5,17.0,12.6,7.2,0.8,0.0,0.1,1.1,2.0,0.9,0.062,0.073
2025-26,1642885,Mohamed Diawara,1610612752,NYK,15,10,5,3.5,4.8,3.5,0.5,0.0,0.0,0.7,1.5,0.5,0.111,0.111
2025-26,1628420,Monte Morris,1610612754,IND,6,0,6,10.8,20.7,20.5,1.5,0.2,0.2,4.5,4.0,1.8,0.073,0.089
2025-26,1630541,Moses Moody,1610612744,GSW,22,10,12,25.1,21.5,26.9,1.5,0.3,0.2,3.6,4.1,1.9,0.068,0.089
2025-26,1631243,Mouhamed Gueye,1610612737,ATL,25,14,11,17.2,14.8,11.6,1.0,0.0,0.0,1.7,2.6,1.1,0.068,0.073
2025-26,1630619,Moussa Cisse,1610612742,DAL,18,5,13,10.1,6.7,4.8,0.2,0.1,0.1,0.3,0.4,0.3,0.025,0.042
2025-26,1631217,Moussa Diabaté,1610612766,CHA,23,7,16,22.4,24.1,14.7,1.2,0.1,0.2,1.7,3.3,1.5,0.05,0.063
2025-26,1626167,Myles Turner,1610612749,MIL,24,10,14,28.6,22.4,24.5,1.7,0.2,0.3,2.7,4.6,2.2,0.076,0.097
2025-26,1642066,Myron Gardner,1610612748,MIA,4,4,0,2.4,4.0,2.8,0.3,0.3,0.3,1.3,1.3,0.8,0.063,0.188
2025-26,1642368,N'Faly Dante,1610612737,ATL,4,3,1,3.9,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025-26,1641772,Nae'Qwan Tomlin,1610612739,CLE,16,9,7,17.0,10.8,11.4,0.6,0.1,0.2,1.5,1.6,0.9,0.058,0.087
