Season,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,PCT_DREB,STL,PCT_STL,BLK,PCT_BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEF_WS,DEF_WS_RAW,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,PCT_DREB_RANK,STL_RANK,PCT_STL_RANK,BLK_RANK,PCT_BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,DEF_WS_RANK
2025-26,1629027,Trae Young,Trae,1610612737,ATL,27.0,5,2,3,0.4,27.8,123.2,2.0,0.071,0.128,0.8,0.174,0.2,0.091,10.4,14.0,14.2,38.4,0.007,0.0072961644167930315,435,412,82,315,129,464,265,426,388,179,286,292,321,363,498,495,489,454
2025-26,1631218,Trayce Jackson-Davis,Trayce,1610612744,GSW,25.0,15,8,7,0.533,12.7,114.9,1.7,0.128,0.203,0.3,0.114,0.6,0.529,6.4,5.2,4.7,13.3,0.034,0.03411993055709006,296,222,216,233,349,309,309,207,206,368,402,103,33,198,210,186,161,347
2025-26,1642848,Tre Johnson,Tre,1610612764,WAS,19.0,15,1,14,0.067,24.2,119.5,2.5,0.093,0.148,0.4,0.13,0.5,0.163,10.6,8.7,8.2,27.7,0.033,0.03290903169722656,296,444,413,474,187,424,211,339,338,350,375,147,220,378,372,356,358,352
2025-26,1630200,Tre Jones,Tre,1610612741,CHI,25.0,17,7,10,0.412,28.6,115.1,2.6,0.085,0.129,1.7,0.315,0.2,0.098,10.9,9.4,11.0,34.5,0.075,0.0745879201319578,254,244,312,312,118,318,208,373,384,13,51,270,306,392,407,467,446,164
2025-26,1630544,Tre Mann,Tre,1610612766,CHA,24.0,18,6,12,0.333,20.6,123.3,2.1,0.11,0.165,0.6,0.196,0.1,0.049,9.7,6.2,6.7,24.1,0.005,0.004969369637506192,232,270,377,346,232,465,257,273,296,267,235,364,388,336,248,281,312,459
2025-26,1630570,Trendon Watford,Trendon,1610612755,PHI,25.0,14,6,8,0.429,20.4,114.2,3.6,0.156,0.243,0.4,0.133,0.2,0.086,10.4,7.1,9.1,21.4,0.059,0.05911794653524792,314,270,251,301,234,286,122,127,130,340,370,283,334,368,306,387,272,230
2025-26,1642280,Trentyn Flowers,Trentyn,1610612741,CHI,20.0,2,0,2,0.0,2.8,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,3.0,0.017,0.017351121350287643,470,475,57,475,486,33,483,483,483,452,452,416,416,28,41,1,17,423
2025-26,1641725,Trey Alexander,Trey,1610612740,NOP,22.0,3,0,3,0.0,12.5,115.8,1.3,0.091,0.16,0.3,0.25,0.3,0.5,6.3,6.0,4.0,12.0,0.028,0.028234177178054463,458,475,82,475,351,335,353,347,304,368,117,193,39,195,241,145,138,380
2025-26,1641998,Trey Jemison III,Trey,1610612752,NYK,26.0,3,3,0,1.0,3.5,104.3,0.7,0.154,0.25,0.0,0.0,0.0,0.0,0.7,2.0,1.7,2.7,0.021,0.020797003230428636,458,377,1,1,477,70,433,133,115,452,452,416,416,11,52,46,15,413
2025-26,1630530,Trey Murphy III,Trey,1610612740,NOP,25.0,24,4,20,0.167,35.5,119.6,5.0,0.146,0.227,1.8,0.24,0.2,0.078,14.2,11.4,12.7,39.7,0.046,0.0463075488131725,45,339,494,438,9,426,51,157,159,11,141,287,350,485,474,487,493,295
2025-26,1641774,Tristan Vukcevic,Tristan,1610612764,WAS,22.0,19,3,16,0.158,11.7,123.4,1.7,0.14,0.236,0.4,0.269,0.5,0.36,6.4,4.8,4.6,13.9,0.002,0.002399954635334442,217,377,451,447,364,467,300,172,146,364,95,145,79,201,184,182,168,467
2025-26,1641783,Tristan da Silva,Tristan,1610612753,ORL,24.0,25,15,10,0.6,23.6,109.3,3.2,0.126,0.195,0.8,0.212,0.2,0.081,7.8,6.5,7.0,25.2,0.099,0.09906311735365801,11,43,312,156,194,149,162,216,222,156,186,265,344,260,268,291,325,90
2025-26,1629639,Tyler Herro,Tyler,1610612748,MIA,25.0,6,3,3,0.5,31.8,109.3,4.5,0.127,0.197,1.0,0.158,0.5,0.111,10.3,8.7,8.2,38.3,0.134,0.13430051836238982,423,377,82,248,63,147,73,210,219,102,320,127,289,358,372,352,488,35
2025-26,1642278,Tyler Kolek,Tyler,1610612752,NYK,24.0,20,14,6,0.7,9.9,113.3,0.7,0.063,0.098,0.5,0.3,0.1,0.05,4.7,2.9,3.1,8.8,0.03,0.03028591906314383,191,73,173,101,389,256,438,447,449,334,64,410,385,133,98,105,87,366
2025-26,1631213,Tyrese Martin,Tyrese,1610612751,BKN,26.0,22,5,17,0.227,21.2,119.0,2.3,0.113,0.183,0.7,0.222,0.1,0.088,8.6,6.4,8.1,22.8,0.031,0.031054795620071237,127,313,462,420,224,413,230,264,252,210,172,340,328,298,265,349,298,360
2025-26,1630178,Tyrese Maxey,Tyrese,1610612755,PHI,25.0,23,13,10,0.565,39.9,113.1,4.4,0.106,0.17,1.7,0.25,0.9,0.193,14.3,12.3,15.2,40.8,0.124,0.1239726402823131,99,100,312,204,1,250,80,286,279,12,117,54,189,487,491,497,495,52
2025-26,1642878,Tyrese Proctor,Tyrese,1610612739,CLE,21.0,18,11,7,0.611,12.4,111.2,1.1,0.082,0.15,0.3,0.143,0.0,0.0,4.5,4.0,3.0,11.6,0.045,0.045043625021779006,232,145,216,153,352,200,383,384,329,368,351,416,416,126,144,99,134,296
2025-26,1630623,Tyson Etienne,Tyson,1610612751,BKN,26.0,8,1,7,0.125,4.3,88.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.3,0.5,4.3,0.044,0.04406858103873762,398,444,216,459,462,15,483,483,483,452,452,416,416,20,33,8,37,300
2025-26,1626145,Tyus Jones,Tyus,1610612753,ORL,29.0,25,15,10,0.6,14.1,109.8,0.6,0.045,0.067,0.6,0.271,0.1,0.051,4.6,3.4,5.3,15.6,0.056,0.056369323100208965,11,43,312,156,333,168,440,469,472,253,92,392,381,131,120,209,186,238
2025-26,1642845,VJ Edgecombe,VJ,1610612755,PHI,20.0,20,12,8,0.6,34.6,110.5,3.9,0.104,0.166,1.3,0.232,0.5,0.092,13.2,10.9,13.3,33.6,0.132,0.13240529319969194,191,125,251,156,20,183,112,292,292,58,159,154,320,465,461,493,429,40
2025-26,1641705,Victor Wembanyama,Victor,1610612759,SAS,21.0,12,8,4,0.667,34.7,105.5,10.9,0.287,0.412,1.1,0.176,3.6,0.729,14.3,9.5,7.4,23.8,0.183,0.18289650204193342,344,222,109,112,17,83,1,3,7,89,282,1,8,486,415,316,309,7
2025-26,1631246,Vince Williams Jr.,Vince,1610612763,MEM,25.0,19,8,11,0.421,22.2,106.8,3.6,0.143,0.202,0.9,0.27,0.6,0.256,7.9,7.5,5.8,19.4,0.109,0.10946032200974379,217,222,349,309,210,100,121,163,210,143,94,111,136,265,326,234,242,69
2025-26,1630249,Vít Krejčí,Vít,1610612737,ATL,25.0,21,12,9,0.571,23.6,109.6,1.9,0.079,0.126,0.8,0.152,0.3,0.152,9.2,7.0,6.0,23.2,0.096,0.0959964493813278,164,125,275,198,196,158,279,395,393,197,331,193,239,322,292,244,304,95
2025-26,1631117,Walker Kessler,Walker,1610612762,UTA,24.0,5,2,3,0.4,30.8,114.0,6.2,0.183,0.301,1.4,0.304,1.8,0.6,12.8,11.8,7.2,30.0,0.084,0.08437541429251358,435,412,82,315,77,276,25,83,67,43,60,7,15,457,485,302,385,131
2025-26,1642383,Walter Clayton Jr.,Walter,1610612762,UTA,22.0,19,7,12,0.368,17.2,118.5,1.7,0.101,0.15,0.5,0.155,0.2,0.19,7.4,5.6,4.8,18.1,0.028,0.027592205528779827,217,244,377,328,280,408,300,310,331,322,327,286,191,237,226,191,223,380
2025-26,1628976,Wendell Carter Jr.,Wendell,1610612753,ORL,26.0,24,15,9,0.625,29.7,108.2,5.0,0.159,0.235,0.6,0.118,0.7,0.239,10.5,7.5,8.6,30.9,0.135,0.13463367329174736,45,43,275,138,93,126,51,120,151,257,397,84,149,373,324,367,398,34
2025-26,1631111,Wendell Moore Jr.,Wendell,1610612765,DET,24.0,3,3,0,1.0,14.4,92.4,1.0,0.068,0.111,0.7,0.182,0.3,0.143,2.3,5.0,1.0,12.0,0.13,0.1303551518097089,458,377,1,1,326,20,391,434,423,237,267,193,245,58,192,18,138,46
2025-26,1642954,Will Richard,Will,1610612744,GSW,22.0,23,12,11,0.522,19.1,111.0,1.7,0.085,0.13,1.0,0.253,0.0,0.026,8.0,5.7,7.0,20.3,0.072,0.07169070177390179,99,125,349,242,255,196,311,370,383,102,115,412,409,271,228,295,262,174
2025-26,1642860,Will Riley,Will,1610612764,WAS,19.0,16,2,14,0.125,10.0,124.9,1.1,0.104,0.175,0.3,0.267,0.0,0.0,5.4,3.9,4.0,12.0,-0.002,-0.0022702624789857698,275,412,413,459,386,474,388,290,267,400,101,416,416,166,139,145,138,472
2025-26,1630214,Xavier Tillman,Xavier,1610612738,BOS,26.0,11,7,4,0.636,9.4,120.4,1.3,0.133,0.219,0.5,0.3,0.2,0.167,4.2,3.5,2.7,6.5,0.01,0.010362638276970104,357,244,109,135,395,434,360,189,171,291,64,309,210,114,125,89,59,446
2025-26,1642905,Yang Hansen,ang Hansen,1610612757,POR,20.0,13,5,8,0.385,7.7,111.7,1.3,0.156,0.243,0.0,0.0,0.4,0.385,3.7,2.3,2.8,7.7,0.028,0.027784117713192537,328,313,251,321,426,211,358,128,129,452,452,171,74,98,67,95,79,380
2025-26,1642949,Yanic Konan Niederhäuser,Yanic Konan,1610612746,LAC,22.0,11,3,8,0.273,5.2,112.8,0.7,0.136,0.235,0.0,0.0,0.3,0.6,2.3,1.9,2.5,4.2,0.017,0.016719316852311147,357,377,251,388,451,238,430,180,147,452,452,239,15,56,51,77,36,423
2025-26,1642274,Yves Missi,Yves,1610612740,NOP,21.0,19,2,17,0.105,19.2,114.9,2.3,0.128,0.198,0.2,0.051,1.1,0.636,7.5,4.7,6.7,19.3,0.05,0.05028972234528375,217,412,462,468,253,310,231,208,218,413,449,34,13,245,176,279,239,270
2025-26,1642258,Zaccharie Risacher,Zaccharie,1610612737,ATL,20.0,22,13,9,0.591,24.7,109.0,2.1,0.081,0.121,1.0,0.211,0.6,0.213,8.7,7.0,8.0,27.0,0.109,0.1092768863208096,127,100,275,176,183,138,259,390,406,95,189,108,172,302,299,339,349,69
2025-26,1628380,Zach Collins,Zach,1610612741,CHI,28.0,2,0,2,0.0,19.7,116.3,2.5,0.135,0.2,0.0,0.0,0.5,0.333,5.0,4.5,3.5,16.0,0.041,0.04113866409660588,470,475,57,475,246,352,212,183,212,452,452,127,91,147,169,123,193,312
2025-26,1641744,Zach Edey,Zach,1610612763,MEM,23.0,11,7,4,0.636,25.8,94.5,7.2,0.243,0.32,0.6,0.163,1.9,0.525,7.9,5.9,5.4,16.5,0.216,0.21633608807928012,357,244,109,135,162,22,13,19,46,255,315,5,34,267,238,213,206,1
2025-26,203897,Zach LaVine,Zach,1610612758,SAC,30.0,22,5,17,0.227,33.6,122.5,2.8,0.087,0.135,0.8,0.127,0.2,0.078,13.2,11.7,10.2,39.3,0.015,0.015355305849315671,127,313,462,420,33,456,188,366,370,192,383,309,349,464,482,438,492,430
2025-26,1630192,Zeke Nnaji,Zeke,1610612743,DEN,24.0,14,12,2,0.857,8.3,118.1,1.2,0.121,0.193,0.3,0.308,0.2,0.333,4.9,3.4,3.9,8.9,0.015,0.01471111682599796,314,125,57,35,415,403,371,231,225,390,57,283,91,145,117,141,89,430
2025-26,1630533,Ziaire Williams,Ziaire,1610612751,BKN,24.0,20,6,14,0.3,22.9,116.0,1.9,0.084,0.136,0.8,0.205,0.5,0.214,10.5,6.8,9.6,25.7,0.054,0.05403277373592027,191,270,413,370,203,343,281,376,364,179,201,154,171,369,284,405,331,247
2025-26,1629627,Zion Williamson,Zion,1610612740,NOP,25.0,10,1,9,0.1,30.9,115.0,3.3,0.109,0.17,1.6,0.258,0.5,0.156,12.4,8.4,10.1,32.4,0.082,0.08173320121749358,372,444,275,469,75,314,145,278,280,22,106,127,231,444,357,431,416,143
