Season,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,MIN,PULL_UP_FGM,PULL_UP_FGA,PULL_UP_FG_PCT,PULL_UP_PTS,PULL_UP_FG3M,PULL_UP_FG3A,PULL_UP_FG3_PCT,PULL_UP_EFG_PCT
2024-25,1630256,Jae'Sean Tate,1610612745,HOU,21,17,4,10.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1631170,Jaime Jaquez Jr.,1610612748,MIA,34,19,15,23.6,0.2,0.7,0.304,0.5,0.1,0.4,0.308,0.391
2024-25,1631222,Jake LaRavia,1610612763,MEM,39,24,15,22.0,0.3,0.6,0.417,0.6,0.1,0.4,0.357,0.521
2024-25,1627751,Jakob Poeltl,1610612761,TOR,35,9,26,32.1,0.1,0.3,0.333,0.2,0.0,0.1,0.0,0.333
2024-25,1641779,Jalen Bridges,1610612756,PHX,4,0,4,4.2,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1628973,Jalen Brunson,1610612752,NYK,40,25,15,34.9,3.6,8.5,0.426,8.8,1.5,3.8,0.392,0.515
2024-25,1631105,Jalen Duren,1610612765,DET,37,20,17,24.9,0.1,0.1,0.667,0.1,,,,0.667
2024-25,1630224,Jalen Green,1610612745,HOU,38,26,12,33.0,2.3,7.2,0.313,5.9,1.4,4.4,0.308,0.407
2024-25,1641720,Jalen Hood-Schifino,1610612747,LAL,2,2,0,7.1,0.5,0.5,1.0,1.0,,,,1.0
2024-25,1630552,Jalen Johnson,1610612737,ATL,32,17,15,36.4,0.4,1.8,0.224,0.9,0.1,0.5,0.267,0.259
2024-25,1629618,Jalen Pickett,1610612743,DEN,12,8,4,8.1,0.6,1.1,0.538,1.6,0.4,0.7,0.625,0.731
2024-25,1630188,Jalen Smith,1610612741,CHI,35,16,19,15.4,0.1,0.2,0.286,0.1,0.0,0.1,0.25,0.357
2024-25,1630591,Jalen Suggs,1610612753,ORL,34,19,15,29.0,1.9,5.5,0.337,4.4,0.7,2.7,0.264,0.401
2024-25,1631114,Jalen Williams,1610612760,OKC,38,32,6,32.3,2.8,6.5,0.435,6.1,0.5,1.7,0.292,0.474
2024-25,1630592,Jalen Wilson,1610612751,BKN,38,12,26,26.9,0.1,0.5,0.263,0.3,0.1,0.2,0.222,0.316
2024-25,1631288,Jamal Cain,1610612740,NOP,16,2,14,14.0,0.2,0.6,0.3,0.4,0.1,0.3,0.25,0.35
2024-25,1627750,Jamal Murray,1610612743,DEN,32,18,14,35.9,3.2,8.0,0.393,7.3,1.0,2.8,0.36,0.455
2024-25,1642347,Jamal Shead,1610612761,TOR,36,9,27,15.9,0.5,1.5,0.333,1.1,0.1,0.6,0.19,0.37
2024-25,201935,James Harden,1610612746,LAC,36,21,15,33.8,3.2,9.2,0.349,8.6,2.1,6.6,0.321,0.464
2024-25,201949,James Johnson,1610612754,IND,7,3,4,3.6,0.1,0.4,0.333,0.3,0.0,0.0,,0.333
2024-25,1630164,James Wiseman,1610612754,IND,1,1,0,4.6,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642419,Jamison Battle,1610612761,TOR,31,8,23,13.5,0.4,0.7,0.5,0.9,0.2,0.5,0.5,0.659
2024-25,1641716,Jarace Walker,1610612754,IND,40,22,18,17.3,0.4,1.2,0.354,1.1,0.2,0.7,0.296,0.438
2024-25,1630215,Jared Butler,1610612764,WAS,29,3,26,11.2,0.7,1.6,0.413,1.5,0.2,0.5,0.333,0.467
2024-25,1642272,Jared McCain,1610612755,PHI,23,7,16,25.7,1.7,4.3,0.404,4.1,0.7,2.2,0.294,0.48
2024-25,1631197,Jared Rhoden,1610612766,CHA,4,1,3,2.9,0.0,0.5,0.0,0.0,0.0,0.0,,0.0
2024-25,1628991,Jaren Jackson Jr.,1610612763,MEM,38,24,14,29.3,1.0,2.2,0.451,2.2,0.2,0.7,0.321,0.506
2024-25,1628386,Jarrett Allen,1610612739,CLE,38,33,5,29.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,1629750,Javonte Green,1610612740,NOP,35,6,29,21.2,0.0,0.2,0.125,0.1,0.0,0.0,0.0,0.125
2024-25,1629637,Jaxson Hayes,1610612747,LAL,16,8,8,15.7,0.0,0.0,,0.0,,,,
2024-25,1630643,Jay Huff,1610612763,MEM,35,22,13,14.9,0.1,0.2,0.571,0.3,0.1,0.1,0.667,0.714
2024-25,1627759,Jaylen Brown,1610612738,BOS,32,23,9,35.7,1.9,5.9,0.326,4.8,0.9,3.0,0.295,0.4
2024-25,1641740,Jaylen Clark,1610612750,MIN,2,2,0,2.2,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1641798,Jaylen Martin,1610612751,BKN,3,2,1,1.6,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1629669,Jaylen Nowell,1610612740,NOP,8,1,7,21.0,0.6,3.1,0.2,1.3,0.0,0.9,0.0,0.2
2024-25,1642377,Jaylen Wells,1610612763,MEM,40,25,15,26.0,0.6,1.3,0.481,1.5,0.3,0.5,0.524,0.587
2024-25,1631119,Jaylin Williams,1610612760,OKC,11,10,1,13.3,0.1,0.1,1.0,0.3,0.1,0.1,1.0,1.5
2024-25,1642281,Jaylon Tyson,1610612739,CLE,22,18,4,7.1,0.0,0.1,0.333,0.1,0.0,0.0,1.0,0.5
2024-25,1628369,Jayson Tatum,1610612738,BOS,36,26,10,36.4,3.6,9.6,0.373,9.8,2.6,7.3,0.357,0.509
2024-25,1641789,Jazian Gortman,1610612742,DAL,15,8,7,3.7,0.3,0.5,0.571,0.7,0.1,0.2,0.667,0.714
2024-25,1630288,Jeff Dowtin Jr.,1610612755,PHI,15,3,12,9.1,0.5,1.0,0.467,1.0,0.1,0.2,0.333,0.5
2024-25,201145,Jeff Green,1610612745,HOU,11,7,4,8.5,0.2,0.4,0.5,0.4,0.0,0.0,,0.5
2024-25,203924,Jerami Grant,1610612757,POR,29,10,19,32.7,0.7,2.1,0.311,1.4,0.1,0.3,0.3,0.336
2024-25,1630526,Jeremiah Robinson-Earl,1610612740,NOP,34,8,26,18.8,0.1,0.6,0.211,0.2,0.0,0.2,0.0,0.211
2024-25,1631110,Jeremy Sochan,1610612759,SAS,22,9,13,29.0,0.1,0.5,0.182,0.2,0.0,0.1,0.0,0.182
2024-25,1630579,Jericho Sims,1610612752,NYK,32,20,12,11.6,0.0,0.0,0.0,0.0,,,,0.0
2024-25,1641724,Jett Howard,1610612753,ORL,37,20,17,11.2,0.4,1.2,0.311,0.9,0.1,0.7,0.185,0.367
2024-25,1628975,Jevon Carter,1610612741,CHI,18,6,12,6.6,0.3,0.9,0.375,0.9,0.2,0.7,0.333,0.5
2024-25,202710,Jimmy Butler,1610612748,MIA,22,12,10,30.8,0.7,1.8,0.4,1.6,0.1,0.3,0.5,0.438
2024-25,1629111,Jock Landale,1610612745,HOU,20,14,6,9.2,0.1,0.2,0.5,0.2,0.0,0.1,0.0,0.5
2024-25,204060,Joe Ingles,1610612750,MIN,8,6,2,3.3,0.0,0.0,,0.0,0.0,0.0,,
2024-25,203954,Joel Embiid,1610612755,PHI,13,7,6,29.4,1.8,5.7,0.324,3.8,0.1,0.6,0.125,0.331
2024-25,1628381,John Collins,1610612762,UTA,27,8,19,29.9,0.3,0.9,0.375,0.7,0.1,0.1,0.5,0.417
2024-25,1629723,John Konchar,1610612763,MEM,21,15,6,14.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1631098,Johnny Davis,1610612764,WAS,27,3,24,7.7,0.2,0.7,0.333,0.6,0.1,0.4,0.364,0.444
2024-25,1642277,Johnny Furphy,1610612754,IND,26,14,12,8.3,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1630548,Johnny Juzang,1610612762,UTA,32,9,23,17.8,0.5,1.6,0.333,1.4,0.3,1.0,0.313,0.431
2024-25,202685,Jonas Valančiūnas,1610612764,WAS,38,6,32,19.8,0.1,0.4,0.235,0.2,0.0,0.0,,0.235
2024-25,1628371,Jonathan Isaac,1610612753,ORL,35,20,15,17.1,0.1,0.5,0.111,0.1,0.0,0.1,0.0,0.111
2024-25,1630228,Jonathan Kuminga,1610612744,GSW,32,18,14,26.0,0.8,3.1,0.265,1.8,0.2,0.9,0.179,0.291
2024-25,1642367,Jonathan Mogbo,1610612761,TOR,35,8,27,16.4,0.1,0.5,0.235,0.2,0.0,0.0,0.0,0.235
2024-25,203903,Jordan Clarkson,1610612762,UTA,22,6,16,25.6,2.0,4.9,0.407,5.1,1.1,3.0,0.364,0.519
2024-25,1641722,Jordan Hawkins,1610612740,NOP,24,6,18,22.9,1.5,4.5,0.321,3.3,0.4,1.8,0.233,0.367
2024-25,1629162,Jordan McLaughlin,1610612758,SAC,24,13,11,7.2,0.3,0.6,0.467,0.8,0.2,0.4,0.5,0.633
2024-25,1641757,Jordan Miller,1610612746,LAC,23,11,12,14.3,0.1,0.6,0.214,0.3,0.0,0.3,0.0,0.214
2024-25,1629673,Jordan Poole,1610612764,WAS,31,6,25,31.0,2.4,6.1,0.386,6.7,2.0,4.4,0.456,0.55
2024-25,1641775,Jordan Walsh,1610612738,BOS,26,20,6,8.8,0.0,0.0,1.0,0.1,0.0,0.0,1.0,1.5
2024-25,1630631,Jose Alvarado,1610612740,NOP,17,6,11,22.9,1.2,2.8,0.426,3.0,0.6,1.6,0.393,0.543
2024-25,1630528,Josh Christopher,1610612748,MIA,5,3,2,4.0,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1630581,Josh Giddey,1610612741,CHI,35,17,18,27.7,0.8,1.9,0.397,1.7,0.2,0.6,0.318,0.449
2024-25,1630182,Josh Green,1610612766,CHA,34,7,27,28.3,0.2,0.8,0.25,0.5,0.1,0.3,0.3,0.304
2024-25,1628404,Josh Hart,1610612752,NYK,40,25,15,37.5,0.8,1.8,0.411,1.8,0.3,0.9,0.351,0.5
2024-25,1631169,Josh Minott,1610612750,MIN,25,14,11,7.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1629006,Josh Okogie,1610612756,PHX,25,9,16,14.0,0.2,0.2,0.667,0.4,0.1,0.1,0.667,0.833
2024-25,1626196,Josh Richardson,1610612748,MIA,8,4,4,18.7,0.1,0.5,0.25,0.3,0.0,0.1,0.0,0.25
2024-25,201950,Jrue Holiday,1610612738,BOS,33,24,9,30.7,0.8,2.5,0.313,2.1,0.5,1.8,0.267,0.41
2024-25,1630577,Julian Champagnie,1610612759,SAS,38,19,19,27.1,0.4,0.9,0.424,0.9,0.2,0.6,0.348,0.545
2024-25,1641763,Julian Phillips,1610612741,CHI,38,18,20,13.6,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,1631124,Julian Strawther,1610612743,DEN,38,23,15,21.8,0.5,1.7,0.313,1.2,0.2,0.6,0.292,0.367
2024-25,203944,Julius Randle,1610612750,MIN,39,21,18,33.0,1.4,3.5,0.4,3.2,0.4,1.2,0.333,0.459
2024-25,1630551,Justin Champagnie,1610612764,WAS,21,4,17,23.1,0.0,0.3,0.143,0.1,0.0,0.3,0.0,0.143
2024-25,1642348,Justin Edwards,1610612755,PHI,8,3,5,12.0,0.3,0.5,0.5,0.5,0.0,0.1,0.0,0.5
2024-25,1631303,Justin Minaya,1610612757,POR,2,0,2,4.1,0.0,0.0,,0.0,,,,
2024-25,203994,Jusuf Nurkić,1610612756,PHX,25,13,12,23.7,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,1630231,KJ Martin,1610612755,PHI,24,9,15,20.0,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642354,KJ Simpson,1610612766,CHA,12,1,11,14.4,0.4,1.8,0.227,1.0,0.2,1.0,0.167,0.273
2024-25,1630539,Kai Jones,1610612746,LAC,23,11,12,8.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,1626157,Karl-Anthony Towns,1610612752,NYK,38,25,13,34.7,0.4,1.4,0.309,1.0,0.1,0.6,0.19,0.345
2024-25,1631255,Karlo Matković,1610612740,NOP,6,1,5,7.4,0.0,0.0,,0.0,0.0,0.0,,
2024-25,202695,Kawhi Leonard,1610612746,LAC,3,2,1,20.3,0.7,2.7,0.25,2.0,0.7,1.3,0.5,0.375
2024-25,1630811,Keaton Wallace,1610612737,ATL,16,7,9,15.5,0.5,1.5,0.333,1.2,0.2,0.6,0.333,0.396
2024-25,1631099,Keegan Murray,1610612758,SAC,36,18,18,35.5,0.7,1.9,0.357,1.4,0.1,0.3,0.167,0.371
2024-25,1642276,Kel'el Ware,1610612748,MIA,23,12,11,12.9,0.0,0.2,0.2,0.1,0.0,0.0,0.0,0.2
2024-25,1629640,Keldon Johnson,1610612759,SAS,35,17,18,24.5,0.3,0.8,0.345,0.8,0.2,0.5,0.368,0.466
2024-25,203482,Kelly Olynyk,1610612761,TOR,17,2,15,14.5,0.2,0.7,0.333,0.6,0.2,0.4,0.5,0.458
2024-25,1626162,Kelly Oubre Jr.,1610612755,PHI,34,14,20,33.0,0.6,1.6,0.357,1.3,0.1,0.7,0.16,0.393
2024-25,1629026,Kenrich Williams,1610612760,OKC,28,24,4,13.8,0.4,0.9,0.417,0.8,0.0,0.2,0.2,0.438
2024-25,203484,Kentavious Caldwell-Pope,1610612753,ORL,39,21,18,30.5,0.7,2.0,0.372,1.7,0.3,0.9,0.27,0.436
2024-25,1631165,Keon Ellis,1610612758,SAC,37,19,18,21.6,0.4,0.8,0.467,1.0,0.2,0.5,0.474,0.617
2024-25,1630553,Keon Johnson,1610612751,BKN,37,13,24,21.5,0.5,1.8,0.265,1.2,0.3,1.2,0.217,0.338
2024-25,1642352,Keshad Johnson,1610612748,MIA,7,4,3,6.9,0.1,0.1,1.0,0.4,0.1,0.1,1.0,1.5
2024-25,1630556,Kessler Edwards,1610612742,DAL,12,7,5,2.2,0.0,0.3,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,201142,Kevin Durant,1610612756,PHX,28,18,10,36.2,4.2,8.4,0.5,8.9,0.5,1.4,0.359,0.53
2024-25,1628989,Kevin Huerter,1610612758,SAC,35,19,16,23.5,0.9,1.8,0.469,2.1,0.4,1.2,0.349,0.586
2024-25,201567,Kevin Love,1610612748,MIA,17,10,7,11.6,0.2,0.5,0.444,0.7,0.2,0.4,0.571,0.667
2024-25,1629645,Kevin Porter Jr.,1610612746,LAC,34,18,16,19.7,1.8,4.9,0.369,4.0,0.4,1.5,0.26,0.408
2024-25,1626172,Kevon Looney,1610612744,GSW,33,16,17,15.7,0.0,0.1,0.333,0.1,0.0,0.0,0.0,0.333
2024-25,1641718,Keyonte George,1610612762,UTA,28,6,22,31.5,1.8,5.4,0.333,4.8,1.2,3.7,0.317,0.443
2024-25,203114,Khris Middleton,1610612749,MIL,15,8,7,23.6,2.7,5.2,0.513,6.2,0.9,2.0,0.433,0.596
2024-25,202691,Klay Thompson,1610612742,DAL,34,18,16,27.8,1.6,4.2,0.371,3.6,0.5,2.1,0.257,0.434
2024-25,1641738,Kobe Brown,1610612746,LAC,11,4,7,7.6,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,1641723,Kobe Bufkin,1610612737,ATL,10,6,4,12.4,0.4,1.3,0.308,0.9,0.1,0.5,0.2,0.346
2024-25,1627739,Kris Dunn,1610612746,LAC,38,21,17,23.5,0.4,0.9,0.424,0.8,0.1,0.3,0.3,0.47
2024-25,1631200,Kris Murray,1610612757,POR,32,11,21,13.7,0.1,0.3,0.333,0.3,0.1,0.3,0.333,0.5
2024-25,204001,Kristaps Porziņģis,1610612738,BOS,16,9,7,28.3,0.5,1.4,0.348,1.1,0.1,0.3,0.2,0.37
2024-25,203937,Kyle Anderson,1610612744,GSW,33,17,16,15.2,0.2,1.0,0.25,0.6,0.2,0.4,0.385,0.328
2024-25,1642271,Kyle Filipowski,1610612762,UTA,28,6,22,17.8,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1628398,Kyle Kuzma,1610612764,WAS,21,2,19,27.0,1.0,3.3,0.304,2.3,0.3,1.5,0.226,0.355
2024-25,200768,Kyle Lowry,1610612755,PHI,25,11,14,19.9,0.4,1.0,0.375,1.0,0.3,0.7,0.412,0.521
2024-25,202681,Kyrie Irving,1610612742,DAL,30,19,11,35.6,3.2,7.7,0.416,7.8,1.4,3.6,0.385,0.506
2024-25,1642273,Kyshawn George,1610612764,WAS,33,5,28,25.2,0.3,1.7,0.2,0.9,0.2,1.2,0.195,0.273
2024-25,1630163,LaMelo Ball,1610612766,CHA,25,7,18,34.0,4.2,11.6,0.367,11.2,2.7,8.0,0.337,0.483
2024-25,1629013,Landry Shamet,1610612752,NYK,12,7,5,11.5,0.2,0.7,0.25,0.3,0.0,0.4,0.0,0.25
2024-25,1626204,Larry Nance Jr.,1610612737,ATL,15,6,9,19.4,0.1,0.3,0.25,0.1,0.0,0.1,0.0,0.25
2024-25,1628374,Lauri Markkanen,1610612762,UTA,31,6,25,31.7,0.5,1.6,0.286,1.1,0.2,0.6,0.3,0.347
2024-25,2544,LeBron James,1610612747,LAL,34,18,16,34.8,2.3,5.9,0.393,5.6,1.0,2.6,0.367,0.475
2024-25,1631159,Leonard Miller,1610612750,MIN,3,2,1,2.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.0
2024-25,1631311,Lester Quinones,1610612755,PHI,4,1,3,4.2,0.0,0.5,0.0,0.0,0.0,0.3,0.0,0.0
2024-25,1641857,Liam Robbins,1610612749,MIL,10,5,5,4.8,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1630322,Lindy Waters III,1610612744,GSW,32,15,17,18.7,0.5,1.2,0.395,1.2,0.3,0.7,0.348,0.5
2024-25,1628366,Lonzo Ball,1610612741,CHI,20,10,10,19.7,0.6,1.7,0.364,1.7,0.5,1.2,0.435,0.515
2024-25,1629652,Luguentz Dort,1610612760,OKC,37,31,6,29.5,0.4,1.4,0.308,1.0,0.1,0.6,0.227,0.356
2024-25,1629029,Luka Dončić,1610612742,DAL,22,13,9,35.7,4.8,12.8,0.377,12.0,2.4,7.1,0.338,0.472
2024-25,1630568,Luka Garza,1610612750,MIN,11,9,2,4.6,0.1,0.2,0.5,0.2,0.0,0.0,,0.5
2024-25,1628379,Luke Kennard,1610612763,MEM,27,17,10,21.0,0.7,1.8,0.375,1.7,0.4,1.1,0.379,0.49
2024-25,1628436,Luke Kornet,1610612738,BOS,33,22,11,16.6,0.0,0.1,0.5,0.1,,,,0.5
2024-25,1631247,Luke Travers,1610612739,CLE,6,5,1,6.9,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,1630644,Mac McClung,1610612753,ORL,1,0,1,4.9,0.0,0.0,,0.0,,,,
2024-25,1631103,Malaki Branham,1610612759,SAS,24,12,12,11.1,0.5,1.3,0.419,1.3,0.2,0.4,0.5,0.5
2024-25,1627763,Malcolm Brogdon,1610612764,WAS,18,3,15,24.8,1.3,3.9,0.329,2.7,0.2,1.1,0.158,0.35
2024-25,1642502,Malevy Leons,1610612760,OKC,6,6,0,3.5,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1627736,Malik Beasley,1610612765,DET,40,21,19,28.3,1.7,4.4,0.375,4.2,0.9,2.6,0.343,0.474
2024-25,1628370,Malik Monk,1610612758,SAC,32,18,14,31.2,2.0,5.3,0.371,5.0,1.0,3.1,0.33,0.468
2024-25,1630699,MarJon Beauchamp,1610612749,MIL,18,10,8,4.5,0.2,0.6,0.364,0.6,0.2,0.3,0.5,0.5
2024-25,1631204,Marcus Sasser,1610612765,DET,29,14,15,13.8,0.9,2.0,0.439,2.2,0.5,1.2,0.389,0.561
2024-25,203935,Marcus Smart,1610612763,MEM,18,11,7,21.2,0.7,1.6,0.448,1.9,0.4,1.1,0.421,0.586
2024-25,1631109,Mark Williams,1610612766,CHA,14,1,13,20.7,0.0,0.1,0.0,0.0,0.0,0.0,,0.0
2024-25,202693,Markieff Morris,1610612742,DAL,5,3,2,5.0,0.4,1.8,0.222,0.8,0.0,0.6,0.0,0.222
2024-25,1628963,Marvin Bagley III,1610612764,WAS,19,3,16,8.8,0.1,0.2,0.333,0.1,0.0,0.0,,0.333
2024-25,1630222,Mason Jones,1610612758,SAC,3,2,1,4.2,0.0,0.0,,0.0,0.0,0.0,,
2024-25,203486,Mason Plumlee,1610612756,PHX,37,19,18,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-25,1641824,Matas Buzelis,1610612741,CHI,37,18,19,12.8,0.1,0.2,0.333,0.2,0.1,0.1,1.0,0.444
2024-25,1630346,Matt Ryan,1610612752,NYK,14,11,3,4.0,0.1,0.4,0.333,0.4,0.1,0.2,0.333,0.417
2024-25,1631108,Max Christie,1610612747,LAL,36,19,17,23.5,0.2,0.9,0.206,0.4,0.0,0.3,0.091,0.221
2024-25,1629622,Max Strus,1610612739,CLE,10,9,1,23.3,0.0,0.4,0.0,0.0,0.0,0.4,0.0,0.0
2024-25,1628467,Maxi Kleber,1610612742,DAL,27,16,11,19.4,0.2,0.4,0.6,0.5,0.0,0.1,0.5,0.65
2024-25,1641721,Maxwell Lewis,1610612751,BKN,8,4,4,3.8,0.0,0.5,0.0,0.0,0.0,0.0,,0.0
2024-25,1630695,Micah Potter,1610612762,UTA,15,6,9,17.1,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0
2024-25,1629008,Michael Porter Jr.,1610612743,DEN,38,23,15,34.2,1.4,3.4,0.426,3.4,0.6,1.6,0.344,0.508
2024-25,1628969,Mikal Bridges,1610612752,NYK,41,26,15,38.8,1.9,4.2,0.448,4.0,0.2,0.9,0.237,0.474
2024-25,201144,Mike Conley,1610612750,MIN,35,21,14,24.5,0.9,3.0,0.308,2.5,0.7,2.1,0.347,0.428
2024-25,1628970,Miles Bridges,1610612766,CHA,23,5,18,31.2,1.0,3.3,0.289,2.5,0.6,2.1,0.292,0.382
2024-25,1630540,Miles McBride,1610612752,NYK,31,20,11,24.0,1.2,2.7,0.446,3.0,0.6,1.6,0.367,0.554
2024-25,1628964,Mo Bamba,1610612746,LAC,21,14,7,12.4,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-25,1628420,Monté Morris,1610612756,PHX,32,15,17,13.6,0.5,1.4,0.333,0.9,0.0,0.3,0.0,0.333
2024-25,1629021,Moritz Wagner,1610612753,ORL,30,18,12,18.8,0.0,0.1,0.25,0.1,0.0,0.0,0.0,0.25
2024-25,1629650,Moses Brown,1610612754,IND,9,3,6,5.1,0.0,0.1,0.0,0.0,,,,0.0
2024-25,1630541,Moses Moody,1610612744,GSW,32,16,16,16.1,0.4,0.9,0.433,1.0,0.2,0.5,0.438,0.55
2024-25,1631243,Mouhamed Gueye,1610612737,ATL,2,0,2,5.7,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1631217,Moussa Diabate,1610612766,CHA,30,6,24,17.9,0.1,0.1,0.667,0.1,,,,0.667
2024-25,1626167,Myles Turner,1610612754,IND,37,20,17,31.2,0.4,1.1,0.359,0.9,0.1,0.4,0.267,0.41
2024-25,1630230,Naji Marshall,1610612742,DAL,30,17,13,24.1,0.6,1.3,0.425,1.2,0.0,0.2,0.143,0.438
2024-25,1631466,Nate Williams,1610612745,HOU,4,4,0,3.3,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0
2024-25,1629675,Naz Reid,1610612750,MIN,39,21,18,24.9,0.4,1.1,0.341,1.0,0.2,0.7,0.333,0.443
2024-25,1629674,Neemias Queta,1610612738,BOS,31,23,8,15.4,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1629651,Nic Claxton,1610612751,BKN,33,9,24,26.4,0.1,0.4,0.231,0.2,0.0,0.0,,0.231
2024-25,1630208,Nick Richards,1610612766,CHA,21,4,17,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
2024-25,1641733,Nick Smith Jr.,1610612766,CHA,18,3,15,10.6,0.5,1.9,0.265,1.2,0.2,0.5,0.444,0.324
2024-25,1629638,Nickeil Alexander-Walker,1610612750,MIN,39,21,18,22.9,0.5,1.5,0.328,1.1,0.2,0.7,0.231,0.379
2024-25,201587,Nicolas Batum,1610612746,LAC,38,21,17,17.9,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,203999,Nikola Jokić,1610612743,DEN,33,21,12,37.2,0.7,2.3,0.286,1.6,0.3,0.9,0.323,0.351
2024-25,1631107,Nikola Jović,1610612748,MIA,29,15,14,22.3,0.1,0.4,0.154,0.2,0.0,0.2,0.143,0.192
2024-25,202696,Nikola Vučević,1610612741,CHI,38,17,21,32.0,0.7,1.2,0.587,1.4,0.0,0.0,,0.587
2024-25,1641730,Noah Clowney,1610612751,BKN,29,8,21,21.9,0.1,0.6,0.235,0.4,0.1,0.4,0.364,0.353
2024-25,1626181,Norman Powell,1610612746,LAC,31,17,14,33.1,2.4,5.9,0.402,6.3,1.5,3.7,0.397,0.527
2024-25,1628384,OG Anunoby,1610612752,NYK,41,26,15,36.4,0.5,1.9,0.286,1.2,0.2,0.7,0.25,0.331
2024-25,1630167,Obi Toppin,1610612754,IND,37,20,17,19.6,0.2,0.7,0.269,0.5,0.1,0.4,0.286,0.346
2024-25,1630534,Ochai Agbaji,1610612761,TOR,38,9,29,29.3,0.2,0.5,0.4,0.5,0.1,0.2,0.222,0.45
2024-25,1641765,Olivier-Maxence Prosper,1610612742,DAL,28,17,11,6.9,0.0,0.2,0.0,0.0,0.0,0.0,,0.0
2024-25,1630168,Onyeka Okongwu,1610612737,ATL,31,15,16,23.5,0.0,0.1,0.333,0.1,0.0,0.0,,0.333
2024-25,1631115,Orlando Robinson,1610612758,SAC,9,5,4,6.3,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1631131,Oscar Tshiebwe,1610612762,UTA,2,1,1,16.9,0.0,0.0,,0.0,,,,
2024-25,1642345,Oso Ighodaro,1610612756,PHX,31,14,17,16.7,0.3,0.4,0.692,0.6,0.0,0.0,0.0,0.692
2024-25,1631172,Ousmane Dieng,1610612760,OKC,20,16,4,10.2,0.0,0.4,0.0,0.0,0.0,0.3,0.0,0.0
2024-25,1629023,P.J. Washington,1610612742,DAL,32,21,11,32.4,0.6,2.2,0.275,1.5,0.3,0.9,0.3,0.341
2024-25,1628408,PJ Dozier,1610612750,MIN,9,7,2,3.9,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1641790,PJ Hall,1610612743,DEN,6,4,2,2.3,0.0,0.0,,0.0,0.0,0.0,,
2024-25,1642359,Pacome Dadiet,1610612752,NYK,12,10,2,6.8,0.1,0.3,0.25,0.2,0.0,0.1,0.0,0.25
2024-25,1631094,Paolo Banchero,1610612753,ORL,7,4,3,33.7,3.9,8.0,0.482,9.6,1.9,4.3,0.433,0.598
2024-25,1627783,Pascal Siakam,1610612754,IND,40,22,18,33.1,1.7,3.9,0.445,3.6,0.1,0.3,0.4,0.458
2024-25,1626192,Pat Connaughton,1610612749,MIL,19,6,13,15.8,0.2,0.5,0.333,0.5,0.2,0.5,0.333,0.5
2024-25,1630311,Pat Spencer,1610612744,GSW,16,7,9,6.8,0.3,0.6,0.5,0.6,0.0,0.2,0.0,0.5
2024-25,1631116,Patrick Baldwin Jr.,1610612764,WAS,19,1,18,4.1,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0
2024-25,1630172,Patrick Williams,1610612741,CHI,29,14,15,27.3,0.7,2.3,0.303,1.7,0.3,1.2,0.294,0.379
2024-25,201988,Patty Mills,1610612762,UTA,13,3,10,15.9,0.6,1.8,0.348,1.5,0.3,1.2,0.267,0.435
2024-25,202331,Paul George,1610612755,PHI,26,12,14,32.3,3.1,7.8,0.396,7.4,1.2,3.5,0.356,0.475
