Season,Player,FT_PCT
2014-15,Derrick Williams,0.684
2014-15,Devin Harris,0.815
2014-15,Devyn Marble,0.313
2014-15,Dewayne Dedmon,0.531
2014-15,Dion Waiters,0.68
2014-15,Dirk Nowitzki,0.882
2014-15,Donald Sloan,0.779
2014-15,Donatas Motiejunas,0.602
2014-15,Dorell Wright,0.81
2014-15,Doug McDermott,0.667
2014-15,Draymond Green,0.66
2014-15,Drew Gooden,0.773
2014-15,Drew Gordon,0.5
2014-15,Dwight Buycks,0.9
2014-15,Dwight Howard,0.528
2014-15,Dwight Powell,0.758
2014-15,Dwyane Wade,0.768
2014-15,E'Twaun Moore,0.6
2014-15,Earl Barron,0.5
2014-15,Earl Clark,0.25
2014-15,Ed Davis,0.487
2014-15,Ekpe Udoh,0.778
2014-15,Elfrid Payton,0.551
2014-15,Elijah Millsap,0.674
2014-15,Elliot Williams,0.25
2014-15,Elton Brand,0.522
2014-15,Enes Freedom,0.782
2014-15,Eric Bledsoe,0.8
2014-15,Eric Gordon,0.805
2014-15,Eric Moreland,0.0
2014-15,Erick Green,0.833
2014-15,Ersan Ilyasova,0.645
2014-15,Evan Fournier,0.728
2014-15,Evan Turner,0.752
2014-15,Festus Ezeli,0.628
2014-15,Francisco Garcia,0.25
2014-15,Furkan Aldemir,0.481
2014-15,Gal Mekel,0.0
2014-15,Garrett Temple,0.729
2014-15,Gary Harris,0.745
2014-15,Gary Neal,0.867
2014-15,George Hill,0.79
2014-15,Gerald Green,0.825
2014-15,Gerald Henderson,0.848
2014-15,Gerald Wallace,0.4
2014-15,Giannis Antetokounmpo,0.741
2014-15,Gigi Datome,1.0
2014-15,Glen Davis,0.632
2014-15,Glen Rice,0.667
2014-15,Glenn Robinson III,0.667
2014-15,Goran Dragic,0.774
2014-15,Gordon Hayward,0.812
2014-15,Gorgui Dieng,0.783
2014-15,Grant Jerrett,1.0
2014-15,Greg Monroe,0.75
2014-15,Greg Smith,0.513
2014-15,Greg Stiemsma,0.5
2014-15,Greivis Vasquez,0.758
2014-15,Harrison Barnes,0.72
2014-15,Hassan Whiteside,0.5
2014-15,Hedo Turkoglu,0.545
2014-15,Henry Sims,0.774
2014-15,Henry Walker,0.778
2014-15,Hollis Thompson,0.708
2014-15,Ian Clark,1.0
2014-15,Ian Mahinmi,0.304
2014-15,Iman Shumpert,0.672
2014-15,Isaiah Canaan,0.817
2014-15,Isaiah Thomas,0.868
2014-15,Ish Smith,0.596
2014-15,J.J. Barea,0.809
2014-15,JJ Hickson,0.577
2014-15,JJ Redick,0.901
2014-15,JR Smith,0.75
2014-15,JaKarr Sampson,0.67
2014-15,JaMychal Green,0.8
2014-15,JaVale McGee,0.667
2014-15,Jabari Brown,0.753
2014-15,Jabari Parker,0.697
2014-15,Jack Cooley,0.429
2014-15,Jae Crowder,0.773
2014-15,Jamaal Franklin,0.0
2014-15,Jamal Crawford,0.901
2014-15,Jameer Nelson,0.667
2014-15,James Ennis III,0.84
2014-15,James Harden,0.868
2014-15,James Johnson,0.657
2014-15,James Jones,0.848
2014-15,James Michael McAdoo,0.56
2014-15,James Young,0.552
2014-15,Jannero Pargo,1.0
2014-15,Jared Cunningham,0.538
2014-15,Jared Dudley,0.716
2014-15,Jared Sullinger,0.744
2014-15,Jarnell Stokes,0.536
2014-15,Jarrett Jack,0.881
2014-15,Jason Maxiell,0.577
2014-15,Jason Richardson,0.773
2014-15,Jason Smith,0.83
2014-15,Jason Terry,0.813
2014-15,Jason Thompson,0.622
2014-15,Jeff Adrien,0.579
2014-15,Jeff Ayres,0.75
2014-15,Jeff Green,0.833
2014-15,Jeff Teague,0.862
2014-15,Jeff Withey,0.68
2014-15,Jeffery Taylor,0.634
2014-15,Jerami Grant,0.591
2014-15,Jerel McNeal,1.0
2014-15,Jeremy Evans,0.828
2014-15,Jeremy Lamb,0.891
2014-15,Jeremy Lin,0.795
2014-15,Jerome Jordan,0.864
2014-15,Jerrelle Benimon,0.0
2014-15,Jerryd Bayless,0.883
2014-15,Jimmer Fredette,0.956
2014-15,Jimmy Butler,0.834
2014-15,Joakim Noah,0.603
2014-15,Jodie Meeks,0.906
2014-15,Joe Harris,0.6
2014-15,Joe Ingles,0.75
2014-15,Joe Johnson,0.801
2014-15,Joel Anthony,0.682
2014-15,Joel Freeland,0.84
2014-15,Joey Dorsey,0.289
2014-15,Joffrey Lauvergne,0.643
2014-15,John Henson,0.569
2014-15,John Jenkins,0.842
2014-15,John Lucas III,1.0
2014-15,John Salmons,0.5
2014-15,John Wall,0.785
2014-15,Johnny O'Bryant III,0.444
2014-15,Jon Leuer,0.627
2014-15,Jonas Jerebko,0.848
2014-15,Jonas Valančiūnas,0.786
2014-15,Jordan Adams,0.609
2014-15,Jordan Clarkson,0.829
2014-15,Jordan Farmar,0.909
2014-15,Jordan Hamilton,0.0
2014-15,Jordan Hill,0.738
2014-15,Jorge Gutierrez,0.692
2014-15,Jose Calderon,0.906
2014-15,Josh McRoberts,0.615
2014-15,Josh Smith,0.498
2014-15,Jrue Holiday,0.855
2014-15,Julius Randle,0.0
2014-15,Justin Hamilton,0.83
2014-15,Justin Holiday,0.822
2014-15,Jusuf Nurkić,0.636
2014-15,KJ McDaniels,0.752
2014-15,Kalin Lucas,0.0
2014-15,Kawhi Leonard,0.802
2014-15,Kelly Olynyk,0.684
2014-15,Kemba Walker,0.827
2014-15,Kendall Marshall,0.889
2014-15,Kendrick Perkins,0.506
2014-15,Kenneth Faried,0.691
2014-15,Kent Bazemore,0.6
2014-15,Kentavious Caldwell-Pope,0.696
2014-15,Kenyon Martin,1.0
2014-15,Kevin Durant,0.854
2014-15,Kevin Garnett,0.8
2014-15,Kevin Love,0.804
2014-15,Kevin Martin,0.881
2014-15,Kevin Seraphin,0.707
2014-15,Khris Middleton,0.859
2014-15,Kirk Hinrich,0.7
2014-15,Klay Thompson,0.879
2014-15,Kobe Bryant,0.813
2014-15,Kosta Koufos,0.647
2014-15,Kostas Papanikolaou,0.722
2014-15,Kris Humphries,0.744
2014-15,Kyle Anderson,0.643
2014-15,Kyle Korver,0.898
2014-15,Kyle Lowry,0.808
2014-15,Kyle O'Quinn,0.772
2014-15,Kyle Singler,0.769
2014-15,Kyrie Irving,0.863
2014-15,LaMarcus Aldridge,0.845
2014-15,Lance Stephenson,0.627
2014-15,Lance Thomas,0.727
2014-15,Landry Fields,0.833
2014-15,Langston Galloway,0.808
2014-15,Larry Drew II,0.667
2014-15,Larry Sanders,0.5
2014-15,Lavoy Allen,0.702
2014-15,LeBron James,0.71
2014-15,Leandro Barbosa,0.784
2014-15,Lester Hudson,0.75
2014-15,Lorenzo Brown,0.632
2014-15,Lou Amundson,0.471
2014-15,Lou Williams,0.861
2014-15,Luc Mbah a Moute,0.589
2014-15,Lucas Nogueira,0.5
2014-15,Luis Scola,0.699
2014-15,Luke Babbitt,0.684
2014-15,Luke Ridnour,0.857
2014-15,Luol Deng,0.761
2014-15,Malcolm Lee,0.0
2014-15,Malcolm Thomas,0.692
2014-15,Manu Ginobili,0.721
2014-15,Marc Gasol,0.795
2014-15,Marcin Gortat,0.703
2014-15,Marco Belinelli,0.848
2014-15,Marcus Morris Sr.,0.628
2014-15,Marcus Smart,0.646
2014-15,Marcus Thornton,0.821
2014-15,Mario Chalmers,0.774
2014-15,Markel Brown,0.825
2014-15,Markieff Morris,0.763
2014-15,Marreese Speights,0.843
2014-15,Martell Webster,0.75
2014-15,Marvin Williams,0.713
2014-15,Mason Plumlee,0.495
2014-15,Matt Barnes,0.779
2014-15,Matt Bonner,0.811
2014-15,Matthew Dellavedova,0.763
2014-15,Maurice Harkless,0.537
2014-15,Meyers Leonard,0.938
2014-15,Michael Beasley,0.769
2014-15,Michael Carter-Williams,0.694
2014-15,Michael Kidd-Gilchrist,0.701
2014-15,Mike Conley,0.859
2014-15,Mike Dunleavy,0.805
2014-15,Mike Miller,0.75
2014-15,Mike Muscala,0.88
2014-15,Mike Scott,0.792
2014-15,Miles Plumlee,0.478
2014-15,Miroslav Raduljica,1.0
2014-15,Mirza Teletovic,0.717
2014-15,Mitch McGary,0.625
2014-15,Mo Williams,0.872
2014-15,Monta Ellis,0.752
2014-15,Nate Robinson,0.674
2014-15,Nate Wolters,0.333
2014-15,Nazr Mohammed,0.333
2014-15,Nene,0.604
2014-15,Nerlens Noel,0.609
2014-15,Nick Calathes,0.533
2014-15,Nick Collison,0.692
2014-15,Nick Johnson,0.68
2014-15,Nick Young,0.892
2014-15,Nicolas Batum,0.857
2014-15,Nik Stauskas,0.859
2014-15,Nikola Mirotic,0.803
2014-15,Nikola Pekovic,0.837
2014-15,Nikola Vučević,0.752
2014-15,Noah Vonleh,0.692
2014-15,Norris Cole,0.716
2014-15,O.J. Mayo,0.827
2014-15,Ognjen Kuzmic,1.0
2014-15,Omer Asik,0.582
2014-15,Omri Casspi,0.733
2014-15,Otto Porter Jr.,0.734
2014-15,P.J. Tucker,0.727
2014-15,PJ Hairston,0.861
2014-15,Pablo Prigioni,0.854
2014-15,Patrick Beverley,0.75
2014-15,Patrick Christopher,0.0
2014-15,Patrick Patterson,0.788
2014-15,Patty Mills,0.825
2014-15,Pau Gasol,0.803
2014-15,Paul George,0.727
2014-15,Paul Millsap,0.757
2014-15,Paul Pierce,0.781
2014-15,Pero Antic,0.715
2014-15,Perry Jones III,0.649
2014-15,Phil Pressey,0.673
2014-15,Quincy Acy,0.784
2014-15,Quincy Miller,0.727
2014-15,Quincy Pondexter,0.74
2014-15,Rajon Rondo,0.397
2014-15,Ramon Sessions,0.769
2014-15,Randy Foye,0.818
2014-15,Rasual Butler,0.791
2014-15,Ray McCallum,0.679
2014-15,Raymond Felton,0.8
2014-15,Reggie Bullock Jr.,0.667
2014-15,Reggie Evans,0.619
2014-15,Reggie Jackson,0.83
2014-15,Reggie Williams,1.0
2014-15,Richard Jefferson,0.684
2014-15,Ricky Ledo,0.727
2014-15,Ricky Rubio,0.803
2014-15,Robbie Hummel,0.828
2014-15,Robert Covington,0.82
2014-15,Robert Sacre,0.671
2014-15,Robin Lopez,0.772
2014-15,Rodney Hood,0.763
2014-15,Rodney Stuckey,0.819
2014-15,Ronnie Price,0.8
2014-15,Ronny Turiaf,0.0
2014-15,Roy Hibbert,0.824
2014-15,Rudy Gay,0.858
2014-15,Rudy Gobert,0.623
2014-15,Russ Smith,0.923
2014-15,Russell Westbrook,0.835
2014-15,Ryan Anderson,0.854
2014-15,Ryan Hollins,0.574
2014-15,Ryan Kelly,0.832
2014-15,Samuel Dalembert,0.7
2014-15,Sean Kilpatrick,1.0
2014-15,Sebastian Telfair,0.706
2014-15,Serge Ibaka,0.836
2014-15,Sergey Karasev,0.763
2014-15,Seth Curry,0.0
2014-15,Shabazz Muhammad,0.717
2014-15,Shabazz Napier,0.786
2014-15,Shane Larkin,0.782
2014-15,Shannon Brown,0.75
2014-15,Shaun Livingston,0.714
2014-15,Shavlik Randolph,0.5
2014-15,Shawn Marion,0.765
2014-15,Shawne Williams,0.875
2014-15,Shayne Whittington,0.783
2014-15,Shelvin Mack,0.806
2014-15,Sim Bhullar,0.0
2014-15,Solomon Hill,0.824
2014-15,Spencer Dinwiddie,0.912
2014-15,Spencer Hawes,0.647
2014-15,Stephen Curry,0.914
2014-15,Steve Blake,0.707
2014-15,Steve Novak,0.0
2014-15,Steven Adams,0.502
2014-15,T.J. Warren,0.737
2014-15,Taj Gibson,0.717
2014-15,Tarik Black,0.551
2014-15,Tayshaun Prince,0.754
2014-15,Terrence Jones,0.606
2014-15,Terrence Ross,0.786
2014-15,Thabo Sefolosha,0.776
2014-15,Thaddeus Young,0.655
2014-15,Thomas Robinson,0.528
2014-15,Tiago Splitter,0.75
2014-15,Tim Duncan,0.74
2014-15,Tim Frazier,0.476
2014-15,Tim Hardaway Jr.,0.801
2014-15,Timofey Mozgov,0.718
2014-15,Tobias Harris,0.788
2014-15,Toney Douglas,0.615
2014-15,Tony Allen,0.627
2014-15,Tony Parker,0.783
2014-15,Tony Snell,0.8
2014-15,Tony Wroten,0.667
2014-15,Toure' Murry,1.0
2014-15,Travis Wear,0.769
2014-15,Trevor Ariza,0.853
2014-15,Trevor Booker,0.581
2014-15,Trey Burke,0.752
2014-15,Tristan Thompson,0.641
2014-15,Troy Daniels,0.846
2014-15,Ty Lawson,0.73
2014-15,Tyler Ennis,0.714
2014-15,Tyler Hansbrough,0.698
2014-15,Tyler Johnson,0.681
2014-15,Tyler Zeller,0.823
2014-15,Tyreke Evans,0.694
2014-15,Tyrus Thomas,1.0
2014-15,Tyson Chandler,0.72
2014-15,Udonis Haslem,0.703
2014-15,Vander Blue,0.4
2014-15,Victor Claver,0.0
2014-15,Victor Oladipo,0.819
2014-15,Vince Carter,0.789
2014-15,Wayne Ellington,0.813
2014-15,Wesley Johnson,0.804
2014-15,Wesley Matthews,0.752
2014-15,Will Barton,0.787
2014-15,Will Bynum,0.5
2014-15,Will Cherry,0.5
2014-15,Willie Green,0.824
2014-15,Wilson Chandler,0.775
2014-15,Xavier Henry,0.583
2014-15,Zach LaVine,0.842
2014-15,Zach Randolph,0.765
2014-15,Zaza Pachulia,0.788
2014-15,Zoran Dragic,0.6
2013-14,AJ Price,0.0
2013-14,Aaron Brooks,0.874
2013-14,Aaron Gray,0.55
2013-14,Adonis Thomas,1.0
2013-14,Al Harrington,0.771
2013-14,Al Horford,0.682
2013-14,Al Jefferson,0.69
2013-14,Al-Farouq Aminu,0.664
2013-14,Alan Anderson,0.78
2013-14,Alec Burks,0.748
2013-14,Alex Len,0.645
2013-14,Alexey Shved,0.756
2013-14,Alexis Ajinca,0.836
2013-14,Allen Crabbe,0.75
2013-14,Alonzo Gee,0.705
2013-14,Amar'e Stoudemire,0.739
2013-14,Amir Johnson,0.636
2013-14,Anderson Varejao,0.681
2013-14,Andray Blatche,0.742
2013-14,Andre Drummond,0.418
2013-14,Andre Iguodala,0.652
2013-14,Andre Miller,0.779
2013-14,Andre Roberson,0.7
2013-14,Andrea Bargnani,0.824
2013-14,Andrei Kirilenko,0.513
2013-14,Andrew Bogut,0.344
2013-14,Andrew Bynum,0.755
2013-14,Andrew Nicholson,0.825
2013-14,Andris Biedrins,0.167
2013-14,Antawn Jamison,0.72
2013-14,Anthony Bennett,0.638
2013-14,Anthony Davis,0.791
2013-14,Anthony Morrow,0.828
2013-14,Anthony Randolph,0.754
2013-14,Anthony Tolliver,0.805
2013-14,Archie Goodwin,0.673
2013-14,Arinze Onuaku,0.5
2013-14,Arnett Moultrie,0.8
2013-14,Aron Baynes,0.905
2013-14,Arron Afflalo,0.815
2013-14,Austin Daye,0.6
2013-14,Austin Rivers,0.636
2013-14,Avery Bradley,0.804
2013-14,Ben Gordon,0.81
2013-14,Ben McLemore,0.804
2013-14,Beno Udrih,0.833
2013-14,Bernard James,0.545
2013-14,Bismack Biyombo,0.517
2013-14,Blake Griffin,0.715
2013-14,Boris Diaw,0.739
2013-14,Bradley Beal,0.788
2013-14,Brandan Wright,0.726
2013-14,Brandon Bass,0.858
2013-14,Brandon Davies,0.642
2013-14,Brandon Jennings,0.751
2013-14,Brandon Knight,0.802
2013-14,Brandon Rush,0.6
2013-14,Brian Roberts,0.94
2013-14,Brook Lopez,0.817
2013-14,Byron Mullens,0.5
2013-14,C.J. Watson,0.784
2013-14,CJ McCollum,0.676
2013-14,CJ Miles,0.853
2013-14,Carl Landry,0.824
2013-14,Carlos Boozer,0.767
2013-14,Carmelo Anthony,0.848
2013-14,Caron Butler,0.84
2013-14,Carrick Felix,0.75
2013-14,Cartier Martin,0.738
2013-14,Casper Ware,0.833
2013-14,Chandler Parsons,0.742
2013-14,Channing Frye,0.821
2013-14,Charlie Villanueva,0.571
2013-14,Chase Budinger,0.821
2013-14,Chauncey Billups,0.833
2013-14,Chris Andersen,0.71
2013-14,Chris Babb,0.0
2013-14,Chris Bosh,0.82
2013-14,Chris Copeland,0.714
2013-14,Chris Douglas-Roberts,0.805
2013-14,Chris Johnson,0.86
2013-14,Chris Kaman,0.765
2013-14,Chris Paul,0.855
2013-14,Chris Singleton,0.72
2013-14,Chris Smith,0.0
2013-14,Chris Wright,0.4
2013-14,Chuck Hayes,0.8
2013-14,Cody Zeller,0.73
2013-14,Cole Aldrich,0.867
2013-14,Corey Brewer,0.718
2013-14,Cory Joseph,0.823
2013-14,Courtney Lee,0.884
2013-14,D.J. Augustin,0.885
2013-14,DJ Stephens,1.0
2013-14,DJ White,0.0
2013-14,Damian Lillard,0.871
2013-14,Damion James,1.0
2013-14,Daniel Orton,0.767
2013-14,Danny Granger,0.94
2013-14,Danny Green,0.794
2013-14,Dante Cunningham,0.567
2013-14,Darius Johnson-Odom,0.0
2013-14,Darius Miller,0.806
2013-14,Darius Morris,0.654
2013-14,Darrell Arthur,0.855
2013-14,Darren Collison,0.857
2013-14,David Lee,0.78
2013-14,David West,0.789
2013-14,DeAndre Jordan,0.428
2013-14,DeAndre Liggins,0.0
2013-14,DeJuan Blair,0.636
2013-14,DeMar DeRozan,0.824
2013-14,DeMarcus Cousins,0.726
2013-14,DeMarre Carroll,0.773
2013-14,Dennis Schröder,0.674
2013-14,Derek Fisher,0.775
2013-14,Deron Williams,0.801
2013-14,Derrick Favors,0.669
2013-14,Derrick Rose,0.844
2013-14,Derrick Williams,0.718
2013-14,Devin Harris,0.8
2013-14,Dewayne Dedmon,0.656
2013-14,Dexter Pittman,0.0
2013-14,Diante Garrett,0.833
2013-14,Dion Waiters,0.685
2013-14,Dionte Christmas,0.75
2013-14,Dirk Nowitzki,0.899
2013-14,Donald Sloan,0.6
2013-14,Donatas Motiejunas,0.604
2013-14,Dorell Wright,0.754
2013-14,Doron Lamb,0.806
2013-14,Draymond Green,0.667
2013-14,Drew Gooden,0.889
2013-14,Dwight Buycks,0.889
2013-14,Dwight Howard,0.547
2013-14,Dwyane Wade,0.733
2013-14,E'Twaun Moore,0.765
2013-14,Earl Clark,0.647
2013-14,Earl Watson,1.0
2013-14,Ed Davis,0.528
2013-14,Ekpe Udoh,0.638
2013-14,Elias Harris,0.0
2013-14,Elliot Williams,0.731
2013-14,Elton Brand,0.649
2013-14,Enes Freedom,0.73
2013-14,Eric Bledsoe,0.772
2013-14,Eric Gordon,0.785
2013-14,Eric Maynor,0.545
2013-14,Erik Murphy,0.0
2013-14,Ersan Ilyasova,0.823
2013-14,Evan Fournier,0.756
2013-14,Evan Turner,0.813
2013-14,Francisco Garcia,0.526
2013-14,Gal Mekel,0.667
2013-14,Garrett Temple,0.698
2013-14,Gary Neal,0.895
2013-14,George Hill,0.807
2013-14,Gerald Green,0.848
2013-14,Gerald Henderson,0.761
2013-14,Gerald Wallace,0.465
2013-14,Giannis Antetokounmpo,0.683
2013-14,Gigi Datome,0.8
2013-14,Glen Davis,0.693
2013-14,Glen Rice,0.714
2013-14,Goran Dragic,0.76
2013-14,Gordon Hayward,0.816
2013-14,Gorgui Dieng,0.634
2013-14,Greg Monroe,0.657
2013-14,Greg Oden,0.565
2013-14,Greg Smith,0.4
2013-14,Greg Stiemsma,0.594
2013-14,Greivis Vasquez,0.88
2013-14,Gustavo Ayon,0.4
2013-14,Hamady Ndiaye,0.0
2013-14,Harrison Barnes,0.718
2013-14,Hasheem Thabeet,0.2
2013-14,Hedo Turkoglu,0.5
2013-14,Henry Sims,0.744
2013-14,Hilton Armstrong,0.438
2013-14,Hollis Thompson,0.712
2013-14,Ian Clark,0.714
2013-14,Ian Mahinmi,0.621
2013-14,Iman Shumpert,0.746
2013-14,Isaiah Canaan,0.724
2013-14,Isaiah Thomas,0.85
2013-14,Ish Smith,0.564
2013-14,J.J. Barea,0.79
2013-14,JJ Hickson,0.517
2013-14,JJ Redick,0.915
2013-14,JR Smith,0.652
2013-14,JaVale McGee,1.0
2013-14,Jae Crowder,0.754
2013-14,Jamaal Franklin,1.0
2013-14,Jamaal Tinsley,0.0
2013-14,Jamal Crawford,0.866
2013-14,Jameer Nelson,0.857
2013-14,James Anderson,0.726
2013-14,James Harden,0.866
2013-14,James Johnson,0.844
2013-14,James Jones,0.636
2013-14,James Nunnally,0.667
2013-14,James Southerland,0.5
2013-14,Jan Vesely,0.339
2013-14,Jannero Pargo,0.727
2013-14,Jared Cunningham,0.813
2013-14,Jared Dudley,0.655
2013-14,Jared Sullinger,0.778
2013-14,Jarrett Jack,0.839
2013-14,Jarvis Varnado,0.519
2013-14,Jason Collins,0.75
2013-14,Jason Maxiell,0.484
2013-14,Jason Smith,0.78
2013-14,Jason Terry,0.667
2013-14,Jason Thompson,0.579
2013-14,Jeff Adrien,0.639
2013-14,Jeff Ayres,0.691
2013-14,Jeff Green,0.795
2013-14,Jeff Teague,0.846
2013-14,Jeff Withey,0.712
2013-14,Jeffery Taylor,0.553
2013-14,Jeremy Evans,0.68
2013-14,Jeremy Lamb,0.797
2013-14,Jeremy Lin,0.823
2013-14,Jeremy Tyler,0.542
2013-14,Jermaine O'Neal,0.75
2013-14,Jerryd Bayless,0.797
2013-14,Jimmer Fredette,0.905
2013-14,Jimmy Butler,0.769
2013-14,Joakim Noah,0.737
2013-14,Jodie Meeks,0.857
2013-14,Joe Johnson,0.815
2013-14,Joel Anthony,0.5
2013-14,Joel Freeland,0.69
2013-14,John Henson,0.514
2013-14,John Jenkins,1.0
2013-14,John Lucas III,0.625
2013-14,John Salmons,0.769
2013-14,John Wall,0.805
2013-14,Jon Leuer,0.787
2013-14,Jonas Jerebko,0.729
2013-14,Jonas Valančiūnas,0.762
2013-14,Jordan Crawford,0.864
2013-14,Jordan Farmar,0.746
2013-14,Jordan Hamilton,0.784
2013-14,Jordan Hill,0.685
2013-14,Jorge Gutierrez,0.75
2013-14,Jose Calderon,0.825
2013-14,Josh Childress,0.0
2013-14,Josh Harrellson,0.714
2013-14,Josh McRoberts,0.729
2013-14,Josh Powell,0.0
2013-14,Josh Smith,0.532
2013-14,Jrue Holiday,0.81
2013-14,Julyan Stone,0.667
2013-14,Justin Hamilton,1.0
2013-14,Kawhi Leonard,0.802
2013-14,Keith Bogans,1.0
2013-14,Kelly Olynyk,0.811
2013-14,Kemba Walker,0.837
2013-14,Kendall Marshall,0.528
2013-14,Kendrick Perkins,0.552
2013-14,Kenneth Faried,0.65
2013-14,Kent Bazemore,0.606
2013-14,Kentavious Caldwell-Pope,0.77
2013-14,Kenyon Martin,0.579
2013-14,Kevin Durant,0.873
2013-14,Kevin Garnett,0.809
2013-14,Kevin Love,0.821
2013-14,Kevin Martin,0.891
2013-14,Kevin Seraphin,0.871
2013-14,Khris Middleton,0.861
2013-14,Kirk Hinrich,0.76
2013-14,Klay Thompson,0.795
2013-14,Kobe Bryant,0.857
2013-14,Kosta Koufos,0.645
2013-14,Kris Humphries,0.813
2013-14,Kyle Korver,0.926
2013-14,Kyle Lowry,0.813
2013-14,Kyle O'Quinn,0.687
2013-14,Kyle Singler,0.826
2013-14,Kyrie Irving,0.861
2013-14,LaMarcus Aldridge,0.822
2013-14,Lance Stephenson,0.711
2013-14,Lance Thomas,0.5
2013-14,Landry Fields,0.636
2013-14,Larry Sanders,0.473
2013-14,Lavoy Allen,0.66
2013-14,LeBron James,0.75
2013-14,Leandro Barbosa,0.795
2013-14,Lorenzo Brown,0.692
2013-14,Lou Amundson,0.25
2013-14,Lou Williams,0.849
2013-14,Luc Mbah a Moute,0.687
2013-14,Luis Scola,0.728
2013-14,Luke Babbitt,0.778
2013-14,Luke Ridnour,0.654
2013-14,Luol Deng,0.791
2013-14,Maalik Wayns,0.0
2013-14,Malcolm Thomas,0.0
2013-14,Manny Harris,0.833
2013-14,Manu Ginobili,0.851
2013-14,MarShon Brooks,0.727
2013-14,Marc Gasol,0.768
2013-14,Marcin Gortat,0.686
2013-14,Marco Belinelli,0.847
2013-14,Marcus Morris Sr.,0.761
2013-14,Marcus Thornton,0.804
2013-14,Mario Chalmers,0.742
2013-14,Markieff Morris,0.792
2013-14,Marquis Teague,0.743
2013-14,Marreese Speights,0.821
2013-14,Martell Webster,0.84
2013-14,Marvin Williams,0.781
2013-14,Mason Plumlee,0.626
2013-14,Matt Barnes,0.733
2013-14,Matt Bonner,0.75
2013-14,Matthew Dellavedova,0.792
2013-14,Maurice Harkless,0.594
2013-14,Melvin Ely,0.0
2013-14,Metta World Peace,0.625
2013-14,Meyers Leonard,0.762
2013-14,Michael Beasley,0.772
2013-14,Michael Carter-Williams,0.703
2013-14,Michael Kidd-Gilchrist,0.614
2013-14,Mike Conley,0.815
2013-14,Mike Dunleavy,0.854
2013-14,Mike Harris,0.963
2013-14,Mike James,0.0
2013-14,Mike Miller,0.821
2013-14,Mike Muscala,1.0
2013-14,Mike Scott,0.78
2013-14,Miles Plumlee,0.561
2013-14,Miroslav Raduljica,0.818
2013-14,Mirza Teletovic,0.71
2013-14,Mo Williams,0.876
2013-14,Monta Ellis,0.788
2013-14,Mustafa Shakur,0.5
2013-14,Nando De Colo,0.886
2013-14,Nate Robinson,0.835
2013-14,Nate Wolters,0.656
2013-14,Nazr Mohammed,0.533
2013-14,Nemanja Nedovic,0.875
2013-14,Nene,0.583
2013-14,Nick Calathes,0.611
2013-14,Nick Collison,0.71
2013-14,Nick Young,0.825
2013-14,Nicolas Batum,0.803
2013-14,Nikola Pekovic,0.747
2013-14,Nikola Vučević,0.766
2013-14,Norris Cole,0.779
2013-14,O.J. Mayo,0.864
2013-14,Ognjen Kuzmic,0.455
2013-14,Omer Asik,0.619
2013-14,Omri Casspi,0.68
2013-14,Orlando Johnson,0.731
2013-14,Othyus Jeffers,0.75
2013-14,Otto Porter Jr.,0.667
2013-14,P.J. Tucker,0.776
2013-14,Pablo Prigioni,0.917
2013-14,Patrick Beverley,0.814
2013-14,Patrick Patterson,0.704
2013-14,Patty Mills,0.89
2013-14,Pau Gasol,0.736
2013-14,Paul George,0.864
2013-14,Paul Millsap,0.731
2013-14,Paul Pierce,0.826
2013-14,Pero Antic,0.758
2013-14,Perry Jones III,0.667
2013-14,Peyton Siva,0.733
2013-14,Phil Pressey,0.644
2013-14,Quincy Acy,0.66
2013-14,Quincy Miller,0.709
2013-14,Quincy Pondexter,0.808
2013-14,Rajon Rondo,0.627
2013-14,Ramon Sessions,0.807
2013-14,Randy Foye,0.849
2013-14,Rashard Lewis,0.788
2013-14,Rasual Butler,0.571
2013-14,Ray Allen,0.905
2013-14,Ray McCallum,0.744
2013-14,Raymond Felton,0.721
2013-14,Reggie Bullock Jr.,0.778
2013-14,Reggie Evans,0.554
2013-14,Reggie Jackson,0.893
2013-14,Reggie Williams,0.0
2013-14,Richard Jefferson,0.741
2013-14,Ricky Ledo,1.0
2013-14,Ricky Rubio,0.802
2013-14,Robbie Hummel,0.938
2013-14,Robert Covington,0.0
2013-14,Robert Sacre,0.681
2013-14,Robin Lopez,0.818
2013-14,Rodney Stuckey,0.836
2013-14,Roger Mason Jr.,1.0
2013-14,Ronnie Brewer,0.0
2013-14,Ronnie Price,0.692
2013-14,Ronny Turiaf,0.42
2013-14,Roy Hibbert,0.77
2013-14,Royal Ivey,0.0
2013-14,Royce White,0.0
2013-14,Rudy Gay,0.822
2013-14,Rudy Gobert,0.492
2013-14,Russell Westbrook,0.826
2013-14,Ryan Anderson,0.952
2013-14,Ryan Gomes,0.0
2013-14,Ryan Hollins,0.625
2013-14,Ryan Kelly,0.815
2013-14,Samuel Dalembert,0.737
2013-14,Sasha Vujacic,0.0
2013-14,Scotty Hopson,0.5
2013-14,Serge Ibaka,0.784
2013-14,Sergey Karasev,0.9
2013-14,Seth Curry,0.0
2013-14,Shabazz Muhammad,0.65
2013-14,Shane Battier,0.652
2013-14,Shane Edwards,0.0
2013-14,Shane Larkin,0.64
2013-14,Shannon Brown,0.714
2013-14,Shaun Livingston,0.827
2013-14,Shavlik Randolph,0.545
2013-14,Shawn Marion,0.785
