Season,Player,FT_PCT
2024-25,JD Davison,0.714
2024-25,JT Thor,0.682
2024-25,Ja Morant,0.824
2024-25,Ja'Kobe Walter,0.795
2024-25,Jabari Smith Jr.,0.825
2024-25,Jabari Walker,0.69
2024-25,Jack McVeigh,0.0
2024-25,Jackson Rowe,0.5
2024-25,Jacob Toppin,0.0
2024-25,Jaden Hardy,0.698
2024-25,Jaden Ivey,0.733
2024-25,Jaden McDaniels,0.813
2024-25,Jaden Springer,0.711
2024-25,Jae Crowder,0.833
2024-25,Jae'Sean Tate,0.681
2024-25,Jahlil Okafor,0.0
2024-25,Jahmir Young,1.0
2024-25,Jaime Jaquez Jr.,0.754
2024-25,Jake LaRavia,0.678
2024-25,Jakob Poeltl,0.674
2024-25,Jalen Bridges,0.75
2024-25,Jalen Brunson,0.821
2024-25,Jalen Duren,0.669
2024-25,Jalen Green,0.813
2024-25,Jalen Hood-Schifino,0.857
2024-25,Jalen Johnson,0.746
2024-25,Jalen McDaniels,0.0
2024-25,Jalen Pickett,0.75
2024-25,Jalen Smith,0.809
2024-25,Jalen Suggs,0.882
2024-25,Jalen Williams,0.789
2024-25,Jalen Wilson,0.818
2024-25,Jamal Cain,0.68
2024-25,Jamal Murray,0.886
2024-25,Jamal Shead,0.768
2024-25,Jamaree Bouyea,0.667
2024-25,James Harden,0.874
2024-25,James Johnson,0.0
2024-25,James Wiseman,1.0
2024-25,Jamison Battle,0.889
2024-25,Jarace Walker,0.667
2024-25,Jared Butler,0.824
2024-25,Jared McCain,0.875
2024-25,Jared Rhoden,0.88
2024-25,Jaren Jackson Jr.,0.781
2024-25,Jarred Vanderbilt,0.556
2024-25,Jarrett Allen,0.718
2024-25,Javonte Green,0.724
2024-25,Jaxson Hayes,0.622
2024-25,Jay Huff,0.786
2024-25,Jaylen Brown,0.764
2024-25,Jaylen Clark,0.784
2024-25,Jaylen Martin,0.9
2024-25,Jaylen Nowell,0.636
2024-25,Jaylen Sims,0.8
2024-25,Jaylen Wells,0.822
2024-25,Jaylin Williams,0.767
2024-25,Jaylon Tyson,0.792
2024-25,Jayson Tatum,0.814
2024-25,Jazian Gortman,0.5
2024-25,Jeff Dowtin Jr.,0.733
2024-25,Jeff Green,0.808
2024-25,Jerami Grant,0.849
2024-25,Jeremiah Robinson-Earl,0.836
2024-25,Jeremy Sochan,0.696
2024-25,Jericho Sims,0.615
2024-25,Jesse Edwards,0.0
2024-25,Jett Howard,0.696
2024-25,Jevon Carter,0.8
2024-25,Jimmy Butler III,0.842
2024-25,Jock Landale,0.675
2024-25,Joe Ingles,0.0
2024-25,Joel Embiid,0.882
2024-25,John Collins,0.848
2024-25,John Konchar,0.875
2024-25,Johnny Davis,0.6
2024-25,Johnny Furphy,0.818
2024-25,Johnny Juzang,0.849
2024-25,Jonas Valančiūnas,0.879
2024-25,Jonathan Isaac,0.682
2024-25,Jonathan Kuminga,0.668
2024-25,Jonathan Mogbo,0.732
2024-25,Jordan Clarkson,0.797
2024-25,Jordan Goodwin,0.818
2024-25,Jordan Hawkins,0.816
2024-25,Jordan McLaughlin,0.773
2024-25,Jordan Miller,0.8
2024-25,Jordan Poole,0.883
2024-25,Jordan Walsh,0.583
2024-25,Jose Alvarado,0.811
2024-25,Josh Christopher,0.667
2024-25,Josh Giddey,0.781
2024-25,Josh Green,0.681
2024-25,Josh Hart,0.776
2024-25,Josh Minott,0.895
2024-25,Josh Okogie,0.741
2024-25,Josh Richardson,1.0
2024-25,Jrue Holiday,0.909
2024-25,Julian Champagnie,0.904
2024-25,Julian Phillips,0.789
2024-25,Julian Strawther,0.822
2024-25,Julius Randle,0.806
2024-25,Justin Champagnie,0.685
2024-25,Justin Edwards,0.696
2024-25,Justin Minaya,0.0
2024-25,Jusuf Nurkić,0.664
2024-25,KJ Martin,0.787
2024-25,KJ Simpson,0.82
2024-25,Kai Jones,0.719
2024-25,Karl-Anthony Towns,0.829
2024-25,Karlo Matković,0.773
2024-25,Kawhi Leonard,0.81
2024-25,Keaton Wallace,1.0
2024-25,Keegan Murray,0.833
2024-25,Keion Brooks Jr.,0.733
2024-25,Kel'el Ware,0.687
2024-25,Keldon Johnson,0.773
2024-25,Kelly Olynyk,0.769
2024-25,Kelly Oubre Jr.,0.751
2024-25,Kenrich Williams,0.718
2024-25,Kentavious Caldwell-Pope,0.863
2024-25,Keon Ellis,0.849
2024-25,Keon Johnson,0.77
2024-25,Keshad Johnson,0.444
2024-25,Kessler Edwards,0.923
2024-25,Kevin Durant,0.839
2024-25,Kevin Huerter,0.714
2024-25,Kevin Knox II,0.75
2024-25,Kevin Love,0.696
2024-25,Kevin McCullar Jr.,1.0
2024-25,Kevin Porter Jr.,0.769
2024-25,Kevon Looney,0.566
2024-25,Keyonte George,0.818
2024-25,Khris Middleton,0.857
2024-25,Killian Hayes,0.833
2024-25,Klay Thompson,0.905
2024-25,Kobe Brown,0.714
2024-25,Kobe Bufkin,0.722
2024-25,Kris Dunn,0.682
2024-25,Kris Murray,0.456
2024-25,Kristaps Porziņģis,0.809
2024-25,Kyle Anderson,0.738
2024-25,Kyle Filipowski,0.65
2024-25,Kyle Kuzma,0.634
2024-25,Kyle Lowry,0.818
2024-25,Kylor Kelley,0.6
2024-25,Kyrie Irving,0.916
2024-25,Kyshawn George,0.753
2024-25,LaMelo Ball,0.843
2024-25,Lamar Stevens,0.727
2024-25,Landry Shamet,0.667
2024-25,Larry Nance Jr.,0.692
2024-25,Lauri Markkanen,0.876
2024-25,LeBron James,0.782
2024-25,Leonard Miller,1.0
2024-25,Lester Quinones,0.846
2024-25,Liam Robbins,0.5
2024-25,Lindy Waters III,0.727
2024-25,Lonnie Walker IV,0.8
2024-25,Lonzo Ball,0.815
2024-25,Luguentz Dort,0.717
2024-25,Luka Dončić,0.782
2024-25,Luka Garza,0.686
2024-25,Luke Kennard,0.895
2024-25,Luke Kornet,0.691
2024-25,Luke Travers,1.0
2024-25,Mac McClung,0.0
2024-25,Malachi Flynn,0.833
2024-25,Malaki Branham,0.818
2024-25,Malcolm Brogdon,0.88
2024-25,Malevy Leons,0.5
2024-25,Malik Beasley,0.679
2024-25,Malik Monk,0.865
2024-25,MarJon Beauchamp,0.75
2024-25,Marcus Bagley,0.8
2024-25,Marcus Garrett,0.75
2024-25,Marcus Sasser,0.843
2024-25,Marcus Smart,0.761
2024-25,Mark Williams,0.804
2024-25,Markelle Fultz,1.0
2024-25,Markieff Morris,0.833
2024-25,Marvin Bagley III,0.657
2024-25,Mason Jones,0.8
2024-25,Mason Plumlee,0.648
2024-25,Matas Buzelis,0.815
2024-25,Matisse Thybulle,0.467
2024-25,Matt Ryan,1.0
2024-25,Max Christie,0.855
2024-25,Max Strus,0.824
2024-25,Maxi Kleber,0.762
2024-25,Maxwell Lewis,0.7
2024-25,Micah Potter,0.85
2024-25,Michael Porter Jr.,0.768
2024-25,Mikal Bridges,0.814
2024-25,Mike Conley,0.9
2024-25,Miles Bridges,0.87
2024-25,Miles McBride,0.813
2024-25,Miles Norris,0.5
2024-25,Mitchell Robinson,0.684
2024-25,Mo Bamba,0.704
2024-25,Monté Morris,0.857
2024-25,Moritz Wagner,0.718
2024-25,Moses Brown,0.727
2024-25,Moses Moody,0.797
2024-25,Mouhamed Gueye,0.762
2024-25,Moussa Diabaté,0.595
2024-25,Myles Turner,0.773
2024-25,N'Faly Dante,0.8
2024-25,Nae'Qwan Tomlin,0.727
2024-25,Naji Marshall,0.813
2024-25,Nate Williams,0.625
2024-25,Naz Reid,0.776
2024-25,Neemias Queta,0.754
2024-25,Nic Claxton,0.513
2024-25,Nick Richards,0.744
2024-25,Nick Smith Jr.,0.935
2024-25,Nickeil Alexander-Walker,0.78
2024-25,Nicolas Batum,0.81
2024-25,Nikola Jokić,0.8
2024-25,Nikola Jović,0.828
2024-25,Nikola Vučević,0.805
2024-25,Noah Clowney,0.838
2024-25,Norman Powell,0.804
2024-25,OG Anunoby,0.81
2024-25,Obi Toppin,0.781
2024-25,Ochai Agbaji,0.708
2024-25,Olivier-Maxence Prosper,0.645
2024-25,Onyeka Okongwu,0.759
2024-25,Orlando Robinson,0.771
2024-25,Oscar Tshiebwe,0.742
2024-25,Oshae Brissett,0.571
2024-25,Oso Ighodaro,0.58
2024-25,Ousmane Dieng,0.688
2024-25,P.J. Tucker,0.0
2024-25,P.J. Washington,0.722
2024-25,PJ Dozier,0.167
2024-25,PJ Hall,0.75
2024-25,Pacôme Dadiet,0.667
2024-25,Paolo Banchero,0.727
2024-25,Pascal Siakam,0.734
2024-25,Pat Connaughton,0.774
2024-25,Pat Spencer,0.733
2024-25,Patrick Baldwin Jr.,0.5
2024-25,Patrick Williams,0.723
2024-25,Patty Mills,0.929
2024-25,Paul George,0.814
2024-25,Paul Reed,0.762
2024-25,Payton Pritchard,0.845
2024-25,Pelle Larsson,0.672
2024-25,Pete Nance,0.5
2024-25,Peyton Watson,0.693
2024-25,Phillip Wheeler,1.0
2024-25,Precious Achiuwa,0.594
2024-25,Quentin Grimes,0.757
2024-25,Quenton Jackson,0.775
2024-25,Quincy Olivari,0.0
2024-25,Quinten Post,0.778
2024-25,RJ Barrett,0.63
2024-25,RayJ Dennis,1.0
2024-25,Rayan Rupert,0.767
2024-25,Reece Beekman,0.762
2024-25,Reed Sheppard,0.813
2024-25,Reggie Jackson,0.778
2024-25,Richaun Holmes,0.833
2024-25,Ricky Council IV,0.804
2024-25,Riley Minix,0.0
2024-25,Rob Dillingham,0.533
2024-25,Robert Williams III,0.882
2024-25,Ron Harper Jr.,1.0
2024-25,Ronald Holland II,0.754
2024-25,Royce O'Neale,0.731
2024-25,Rudy Gobert,0.674
2024-25,Rui Hachimura,0.77
2024-25,Russell Westbrook,0.661
2024-25,Ryan Dunn,0.487
2024-25,Ryan Rollins,0.8
2024-25,Sam Hauser,1.0
2024-25,Sam Merrill,0.966
2024-25,Sandro Mamukelashvili,0.741
2024-25,Santi Aldama,0.691
2024-25,Scoot Henderson,0.767
2024-25,Scottie Barnes,0.755
2024-25,Scotty Pippen Jr.,0.713
2024-25,Seth Curry,0.846
2024-25,Shaedon Sharpe,0.785
2024-25,Shai Gilgeous-Alexander,0.898
2024-25,Shake Milton,0.797
2024-25,Sidy Cissoko,0.333
2024-25,Simone Fontecchio,0.833
2024-25,Skal Labissiere,0.0
2024-25,Spencer Dinwiddie,0.802
2024-25,Spencer Jones,1.0
2024-25,Stanley Umude,0.5
2024-25,Stephen Curry,0.933
2024-25,Stephon Castle,0.724
2024-25,Steven Adams,0.462
2024-25,Svi Mykhailiuk,0.8
2024-25,T.J. McConnell,0.74
2024-25,Taj Gibson,0.6
2024-25,Talen Horton-Tucker,0.735
2024-25,Tari Eason,0.76
2024-25,Taurean Prince,0.813
2024-25,Taylor Hendricks,0.75
2024-25,Tazé Moore,0.5
2024-25,Terance Mann,0.691
2024-25,Terence Davis,0.0
2024-25,Terrence Shannon Jr.,0.81
2024-25,Terry Rozier,0.852
2024-25,Terry Taylor,0.0
2024-25,Thomas Bryant,0.859
2024-25,Tidjane Salaün,0.713
2024-25,Tim Hardaway Jr.,0.855
2024-25,Tobias Harris,0.861
2024-25,Tolu Smith,0.667
2024-25,Tony Bradley,0.333
2024-25,Torrey Craig,0.667
2024-25,Tosan Evbuomwan,0.753
2024-25,Toumani Camara,0.722
2024-25,Trae Young,0.875
2024-25,Trayce Jackson-Davis,0.578
2024-25,Tre Jones,0.821
2024-25,Tre Mann,0.905
2024-25,Trendon Watford,0.762
2024-25,Trentyn Flowers,1.0
2024-25,Trevelin Queen,0.857
2024-25,Trey Alexander,0.75
2024-25,Trey Jemison III,0.394
2024-25,Trey Lyles,0.7
2024-25,Trey Murphy III,0.887
2024-25,Tristan Thompson,0.233
2024-25,Tristan Vukcevic,0.776
2024-25,Tristan da Silva,0.873
2024-25,Tristen Newton,1.0
2024-25,Ty Jerome,0.872
2024-25,TyTy Washington Jr.,0.5
2024-25,Tyler Herro,0.878
2024-25,Tyler Kolek,0.765
2024-25,Tyler Smith,0.75
2024-25,Tyrese Haliburton,0.851
2024-25,Tyrese Martin,0.793
2024-25,Tyrese Maxey,0.879
2024-25,Tyson Etienne,0.8
2024-25,Tyus Jones,0.895
2024-25,Ulrich Chomche,0.5
2024-25,Vasilije Micić,0.829
2024-25,Victor Wembanyama,0.836
2024-25,Vince Williams Jr.,0.792
2024-25,Vlatko Čančar,0.0
2024-25,Vít Krejčí,0.711
2024-25,Walker Kessler,0.52
2024-25,Wendell Carter Jr.,0.737
2024-25,Wendell Moore Jr.,0.818
2024-25,Xavier Tillman,0.75
2024-25,Yuki Kawamura,0.778
2024-25,Yuri Collins,0.0
2024-25,Yves Missi,0.623
2024-25,Zaccharie Risacher,0.711
2024-25,Zach Collins,0.885
2024-25,Zach Edey,0.709
2024-25,Zach LaVine,0.825
2024-25,Zeke Nnaji,0.614
2024-25,Ziaire Williams,0.821
2024-25,Zion Williamson,0.656
2024-25,Zyon Pullin,0.0
2023-24,A.J. Lawson,0.652
2023-24,AJ Green,0.895
2023-24,AJ Griffin,1.0
2023-24,Aaron Gordon,0.658
2023-24,Aaron Holiday,0.921
2023-24,Aaron Nesmith,0.781
2023-24,Aaron Wiggins,0.789
2023-24,Adam Flagler,0.0
2023-24,Adama Sanogo,0.667
2023-24,Admiral Schofield,0.0
2023-24,Al Horford,0.867
2023-24,Alec Burks,0.868
2023-24,Aleksej Pokusevski,0.732
2023-24,Alex Caruso,0.76
2023-24,Alex Fudge,1.0
2023-24,Alex Len,0.588
2023-24,Alondes Williams,1.0
2023-24,Alperen Sengun,0.693
2023-24,Amari Bailey,0.857
2023-24,Amen Thompson,0.684
2023-24,Amir Coffey,0.859
2023-24,Andre Drummond,0.592
2023-24,Andre Jackson Jr.,0.727
2023-24,Andrew Funk,0.0
2023-24,Andrew Nembhard,0.804
2023-24,Andrew Wiggins,0.751
2023-24,Anfernee Simons,0.916
2023-24,Anthony Black,0.613
2023-24,Anthony Davis,0.816
2023-24,Anthony Edwards,0.836
2023-24,Anthony Gill,0.806
2023-24,Armoni Brooks,0.5
2023-24,Ashton Hagans,0.824
2023-24,Ausar Thompson,0.597
2023-24,Austin Reaves,0.853
2023-24,Ayo Dosunmu,0.81
2023-24,Bam Adebayo,0.755
2023-24,Ben Sheppard,0.885
2023-24,Ben Simmons,0.4
2023-24,Bennedict Mathurin,0.821
2023-24,Bilal Coulibaly,0.702
2023-24,Bismack Biyombo,0.481
2023-24,Blake Wesley,0.667
2023-24,Boban Marjanović,0.643
2023-24,Bobby Portis,0.79
2023-24,Bogdan Bogdanović,0.921
2023-24,Bojan Bogdanović,0.785
2023-24,Bol Bol,0.789
2023-24,Bones Hyland,0.783
2023-24,Bradley Beal,0.813
2023-24,Brandin Podziemski,0.633
2023-24,Brandon Boston,0.697
2023-24,Brandon Clarke,0.143
2023-24,Brandon Ingram,0.801
2023-24,Brandon Miller,0.827
2023-24,Brandon Williams,0.647
2023-24,Braxton Key,0.75
2023-24,Brice Sensabaugh,0.902
2023-24,Brook Lopez,0.821
2023-24,Bruce Brown,0.824
2023-24,Bruno Fernando,0.667
2023-24,Bryce McGowens,0.776
2023-24,Buddy Boeheim,0.8
2023-24,Buddy Hield,0.881
2023-24,CJ McCollum,0.827
2023-24,Cade Cunningham,0.869
2023-24,Caleb Houstan,0.808
2023-24,Caleb Martin,0.778
2023-24,Cam Reddish,0.759
2023-24,Cam Thomas,0.856
2023-24,Cam Whitmore,0.679
2023-24,Cameron Johnson,0.789
2023-24,Cameron Payne,0.866
2023-24,Caris LeVert,0.766
2023-24,Cason Wallace,0.784
2023-24,Cedi Osman,0.673
2023-24,Charles Bassey,0.833
2023-24,Charlie Brown Jr.,0.0
2023-24,Chet Holmgren,0.793
2023-24,Chimezie Metu,0.906
2023-24,Chris Boucher,0.772
2023-24,Chris Duarte,0.788
2023-24,Chris Livingston,0.75
2023-24,Chris Paul,0.827
2023-24,Christian Braun,0.694
2023-24,Christian Wood,0.702
2023-24,Chuma Okeke,0.571
2023-24,Clint Capela,0.631
2023-24,Coby White,0.838
2023-24,Cody Martin,0.606
2023-24,Cody Zeller,0.605
2023-24,Colby Jones,0.545
2023-24,Cole Anthony,0.826
2023-24,Cole Swider,1.0
2023-24,Colin Castleton,1.0
2023-24,Collin Gillespie,0.667
2023-24,Collin Sexton,0.859
2023-24,Corey Kispert,0.726
2023-24,Cory Joseph,0.571
2023-24,Craig Porter Jr.,0.732
2023-24,D'Angelo Russell,0.828
2023-24,D'Moi Hodge,0.5
2023-24,D.J. Carton,0.8
2023-24,D.J. Wilson,0.0
2023-24,DaQuan Jeffries,0.0
2023-24,Daishen Nix,0.5
2023-24,Dalano Banton,0.783
2023-24,Dalen Terry,0.581
2023-24,Damian Jones,0.857
2023-24,Damian Lillard,0.92
2023-24,Daniel Gafford,0.674
2023-24,Daniel Theis,0.76
2023-24,Danilo Gallinari,0.857
2023-24,Danny Green,0.0
2023-24,Danté Exum,0.779
2023-24,Danuel House Jr.,0.761
2023-24,Dario Šarić,0.849
2023-24,Dariq Whitehead,0.5
2023-24,Darius Bazley,0.833
2023-24,Darius Garland,0.834
2023-24,David Duke Jr.,1.0
2023-24,David Roddy,0.691
2023-24,Davion Mitchell,0.714
2023-24,Davis Bertans,0.909
2023-24,Day'Ron Sharpe,0.61
2023-24,De'Aaron Fox,0.738
2023-24,De'Andre Hunter,0.847
2023-24,De'Anthony Melton,0.835
2023-24,DeAndre Jordan,0.491
2023-24,DeJon Jarreau,0.455
2023-24,DeMar DeRozan,0.853
2023-24,Dean Wade,0.769
2023-24,Deandre Ayton,0.823
2023-24,Dejounte Murray,0.794
2023-24,Delon Wright,0.822
2023-24,Deni Avdija,0.74
2023-24,Dennis Schröder,0.836
2023-24,Dennis Smith Jr.,0.741
2023-24,Dereck Lively II,0.506
2023-24,Dereon Seabron,0.833
2023-24,Derrick Jones Jr.,0.713
2023-24,Derrick Rose,0.889
2023-24,Derrick White,0.901
2023-24,Desmond Bane,0.87
2023-24,Devin Booker,0.886
2023-24,Devin Vassell,0.801
2023-24,Devonte' Graham,0.813
2023-24,Dexter Dennis,0.333
2023-24,Dillon Brooks,0.844
2023-24,Dmytro Skapintsev,0.0
2023-24,Domantas Sabonis,0.704
2023-24,Dominick Barlow,0.69
2023-24,Donovan Mitchell,0.865
2023-24,Donte DiVincenzo,0.754
2023-24,Dorian Finney-Smith,0.717
2023-24,Doug McDermott,0.579
2023-24,Draymond Green,0.73
2023-24,Drew Eubanks,0.774
2023-24,Drew Peterson,0.0
2023-24,Dru Smith,1.0
2023-24,Duncan Robinson,0.889
2023-24,Duop Reath,0.742
2023-24,Dwight Powell,0.708
2023-24,Dylan Windler,0.0
2023-24,Dyson Daniels,0.642
2023-24,E.J. Liddell,1.0
2023-24,Emoni Bates,0.25
2023-24,Eric Gordon,0.797
2023-24,Eugene Omoruyi,0.653
2023-24,Evan Fournier,0.806
2023-24,Evan Mobley,0.719
2023-24,Filip Petrusev,0.5
2023-24,Frank Ntilikina,1.0
2023-24,Franz Wagner,0.85
2023-24,Fred VanVleet,0.86
2023-24,Furkan Korkmaz,0.7
2023-24,GG Jackson,0.752
2023-24,Gabe Vincent,0.5
2023-24,Garrett Temple,0.818
2023-24,Garrison Mathews,0.81
2023-24,Gary Harris,0.756
2023-24,Gary Payton II,0.609
2023-24,Gary Trent Jr.,0.771
2023-24,Georges Niang,0.85
2023-24,Giannis Antetokounmpo,0.657
2023-24,Goga Bitadze,0.655
2023-24,Gordon Hayward,0.742
2023-24,Gradey Dick,0.863
2023-24,Grant Williams,0.757
2023-24,Grayson Allen,0.878
2023-24,Greg Brown III,0.444
2023-24,Gui Santos,0.941
2023-24,Hamidou Diallo,0.0
2023-24,Harrison Barnes,0.801
2023-24,Harry Giles III,0.538
2023-24,Haywood Highsmith,0.639
2023-24,Henri Drell,0.5
2023-24,Herbert Jones,0.867
2023-24,Hunter Tyson,0.0
2023-24,Ibou Badji,0.5
2023-24,Immanuel Quickley,0.853
2023-24,Isaac Okoro,0.679
2023-24,Isaiah Hartenstein,0.707
2023-24,Isaiah Jackson,0.716
2023-24,Isaiah Joe,0.865
2023-24,Isaiah Livers,0.667
2023-24,Isaiah Mobley,0.0
2023-24,Isaiah Stewart,0.753
2023-24,Isaiah Thomas,0.0
2023-24,Isaiah Wong,0.0
2023-24,Ish Smith,0.75
2023-24,Ish Wainright,1.0
2023-24,Ivica Zubac,0.723
2023-24,Izaiah Brockington,0.0
2023-24,JD Davison,0.75
2023-24,JT Thor,0.55
2023-24,Ja Morant,0.813
2023-24,JaVale McGee,0.578
2023-24,Jabari Smith Jr.,0.811
2023-24,Jabari Walker,0.754
2023-24,Jack White,0.0
2023-24,Jacob Gilyard,1.0
2023-24,Jacob Toppin,1.0
2023-24,Jaden Hardy,0.776
2023-24,Jaden Ivey,0.749
2023-24,Jaden McDaniels,0.722
2023-24,Jaden Springer,0.833
2023-24,Jae Crowder,0.722
2023-24,Jae'Sean Tate,0.667
2023-24,Jahmi'us Ramsey,0.833
2023-24,Jaime Jaquez Jr.,0.811
2023-24,Jake LaRavia,0.826
2023-24,Jakob Poeltl,0.551
2023-24,Jalen Brunson,0.847
2023-24,Jalen Crutcher,0.0
2023-24,Jalen Duren,0.79
2023-24,Jalen Green,0.804
2023-24,Jalen Hood-Schifino,0.6
2023-24,Jalen Johnson,0.728
2023-24,Jalen McDaniels,0.73
2023-24,Jalen Pickett,0.75
2023-24,Jalen Slawson,0.0
2023-24,Jalen Smith,0.692
2023-24,Jalen Suggs,0.756
2023-24,Jalen Williams,0.814
2023-24,Jalen Wilson,0.826
2023-24,Jamal Cain,0.783
2023-24,Jamal Murray,0.853
2023-24,Jamaree Bouyea,0.0
2023-24,James Bouknight,0.5
2023-24,James Harden,0.878
2023-24,James Johnson,1.0
2023-24,James Wiseman,0.706
2023-24,Jarace Walker,0.889
2023-24,Jared Butler,0.861
2023-24,Jared Rhoden,0.625
2023-24,Jaren Jackson Jr.,0.808
2023-24,Jarred Vanderbilt,0.667
2023-24,Jarrett Allen,0.742
2023-24,Jason Preston,0.0
2023-24,Javon Freeman-Liberty,0.917
2023-24,Javonte Green,0.769
2023-24,Javonte Smart,0.0
2023-24,Jaxson Hayes,0.622
2023-24,Jay Huff,1.0
2023-24,Jaylen Brown,0.703
2023-24,Jaylen Nowell,0.778
2023-24,Jaylin Williams,0.805
2023-24,Jayson Tatum,0.833
2023-24,Jeff Dowtin Jr.,0.75
2023-24,Jeff Green,0.819
2023-24,Jerami Grant,0.817
2023-24,Jeremiah Robinson-Earl,0.75
2023-24,Jeremy Sochan,0.771
2023-24,Jericho Sims,0.667
2023-24,Jermaine Samuels Jr.,1.0
2023-24,Jerome Robinson,0.636
2023-24,Jett Howard,0.5
2023-24,Jevon Carter,0.571
2023-24,Jimmy Butler,0.858
2023-24,Jock Landale,0.8
2023-24,Joe Harris,0.5
2023-24,Joe Ingles,0.824
2023-24,Joel Embiid,0.883
2023-24,John Collins,0.795
2023-24,John Konchar,0.84
2023-24,Johnny Davis,0.583
2023-24,Johnny Juzang,0.714
2023-24,Jonas Valančiūnas,0.785
2023-24,Jonathan Isaac,0.72
2023-24,Jonathan Kuminga,0.746
2023-24,Jontay Porter,0.833
2023-24,Jordan Clarkson,0.881
2023-24,Jordan Ford,1.0
2023-24,Jordan Goodwin,0.746
2023-24,Jordan Hawkins,0.838
2023-24,Jordan McLaughlin,0.722
2023-24,Jordan Miller,1.0
2023-24,Jordan Nwora,0.83
2023-24,Jordan Poole,0.877
2023-24,Jordan Walsh,0.5
2023-24,Jose Alvarado,0.673
2023-24,Josh Giddey,0.806
2023-24,Josh Green,0.684
2023-24,Josh Hart,0.791
2023-24,Josh Minott,0.857
2023-24,Josh Okogie,0.745
2023-24,Josh Richardson,0.944
2023-24,Joshua Primo,0.0
2023-24,Jrue Holiday,0.833
2023-24,Juan Toscano-Anderson,0.0
2023-24,Jules Bernard,0.556
2023-24,Julian Champagnie,0.815
2023-24,Julian Phillips,0.684
2023-24,Julian Strawther,0.71
2023-24,Julius Randle,0.781
2023-24,Justin Champagnie,0.8
2023-24,Justin Holiday,0.75
2023-24,Justin Jackson,0.0
2023-24,Justin Minaya,0.556
2023-24,Jusuf Nurkić,0.64
2023-24,KJ Martin,0.537
2023-24,Kaiser Gates,0.0
2023-24,Karl-Anthony Towns,0.873
2023-24,Kawhi Leonard,0.885
2023-24,Keegan Murray,0.831
2023-24,Keita Bates-Diop,0.762
2023-24,Keldon Johnson,0.792
2023-24,Kelly Olynyk,0.833
2023-24,Kelly Oubre Jr.,0.75
2023-24,Kendall Brown,0.625
2023-24,Kenneth Lofton Jr.,0.654
2023-24,Kenrich Williams,0.5
2023-24,Kentavious Caldwell-Pope,0.894
2023-24,Keon Ellis,0.743
2023-24,Keon Johnson,0.917
2023-24,Kessler Edwards,0.556
2023-24,Kevin Durant,0.856
2023-24,Kevin Huerter,0.766
2023-24,Kevin Knox II,0.909
2023-24,Kevin Love,0.787
2023-24,Kevon Harris,0.0
2023-24,Kevon Looney,0.675
2023-24,Keyontae Johnson,0.0
2023-24,Keyonte George,0.848
2023-24,Khris Middleton,0.833
2023-24,Killian Hayes,0.66
2023-24,Kira Lewis Jr.,0.85
2023-24,Klay Thompson,0.927
2023-24,Kobe Brown,0.5
2023-24,Kobe Bufkin,0.5
2023-24,Kobi Simmons,0.0
2023-24,Kris Dunn,0.688
2023-24,Kris Murray,0.661
2023-24,Kristaps Porziņģis,0.858
2023-24,Kyle Anderson,0.708
2023-24,Kyle Kuzma,0.775
2023-24,Kyle Lowry,0.84
2023-24,Kyrie Irving,0.905
2023-24,LaMelo Ball,0.865
2023-24,Lamar Stevens,0.778
2023-24,Landry Shamet,0.826
2023-24,Larry Nance Jr.,0.77
2023-24,Lauri Markkanen,0.899
2023-24,LeBron James,0.75
2023-24,Leaky Black,0.667
2023-24,Leonard Miller,0.5
2023-24,Lester Quinones,0.69
2023-24,Lindell Wigginton,1.0
2023-24,Lindy Waters III,1.0
2023-24,Lonnie Walker IV,0.763
2023-24,Luguentz Dort,0.826
2023-24,Luka Dončić,0.786
2023-24,Luka Garza,0.72
2023-24,Luka Samanic,0.786
2023-24,Luke Kennard,0.889
2023-24,Luke Kornet,0.907
2023-24,Malachi Flynn,0.732
2023-24,Malaki Branham,0.873
2023-24,Malcolm Brogdon,0.819
2023-24,Malcolm Cazalon,0.0
2023-24,Malik Beasley,0.714
2023-24,Malik Monk,0.829
2023-24,Malik Williams,0.0
2023-24,Mamadi Diakite,0.667
2023-24,Maozinha Pereira,0.7
2023-24,MarJon Beauchamp,0.679
2023-24,Marcus Morris Sr.,0.818
2023-24,Marcus Sasser,0.879
2023-24,Marcus Smart,0.768
2023-24,Mark Williams,0.719
2023-24,Markelle Fultz,0.697
2023-24,Markieff Morris,0.833
2023-24,Markquis Nowell,1.0
2023-24,Marques Bolden,0.75
2023-24,Marvin Bagley III,0.762
2023-24,Mason Jones,0.5
2023-24,Mason Plumlee,0.707
2023-24,Matisse Thybulle,0.759
2023-24,Matt Hurt,1.0
2023-24,Matt Ryan,0.929
2023-24,Max Christie,0.783
2023-24,Max Strus,0.794
2023-24,Maxi Kleber,0.702
2023-24,Maxwell Lewis,0.667
2023-24,Micah Potter,0.75
2023-24,Michael Porter Jr.,0.836
2023-24,Mikal Bridges,0.814
2023-24,Mike Conley,0.911
2023-24,Mike Muscala,0.68
2023-24,Miles Bridges,0.825
2023-24,Miles McBride,0.86
2023-24,Mitchell Robinson,0.409
2023-24,Mo Bamba,0.68
2023-24,Monté Morris,0.684
2023-24,Moritz Wagner,0.814
2023-24,Moses Brown,0.29
2023-24,Moses Moody,0.785
2023-24,Mouhamadou Gueye,0.444
